genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YGR121C		MEP1	NaN	deletion	0	0	NaN	NaN	NaN	1.00000099990317	0	2	17	2
YGR180C	P49723	RNR4	40.05407	deletion	0	0	0	2.55433075592442e-09	0	1.0000020369237	0	24	18	2
YIL066C	P21672	RNR3	97.51369	deletion	0	0	0	1.01693528315271e-09	0	1.00000200503372	0	24	18	2
YJL026W	P09938	RNR2	46.14681	deletion	0	0	0	2.20630208316312e-09	0	1.00000203188067	0	24	18	2
YLR155C	P0CZ17	ASP3-1	38.6862	deletion	0	0	0	2.10119671162365e-09	0	1.00000182382565	0	5	23	2
YLR157C	P0CX77	ASP3-2	38.6862	deletion	0	0	0	2.10119671162365e-09	0	1.00000182382565	0	5	23	2
YLR158C	P0CX78	ASP3-3	38.6862	deletion	0	0	0	2.10119671162365e-09	0	1.00000182382565	0	5	23	2
YLR160C	P0CX79	ASP3-4	38.6862	deletion	0	0	0	2.10119671162365e-09	0	1.00000182382565	0	5	23	2
YNL142W		MEP2	NaN	deletion	0	0	NaN	NaN	NaN	1.00000099990317	0	2	17	2
YOR375C	P07262	GDH1	49.56931	deletion	0	0	0	1.6523247923685e-09	0	1.00000183008239	0	8	14	2
YPR138C		MEP3	NaN	deletion	0	0	NaN	NaN	NaN	1.00000099990317	0	2	17	2
YFR055W	P43623	IRC7	36.97108	deletion	0	0	0	2.16941233411794e-09	0	1.00000181286061	0	6	22	2
YMR145C	P40215	NDE1	62.77345	deletion	0.0480177914326708	0	0	8.85059729017848e-08	0	1.00005731335493	0	6	11	3
