genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YMR205C	P16862	PFK2	104.61673	OE	1.23778059842816	2	7.34089471660865e-07	7.37398768170764e-07	7.37310454094032e-07	1.00039191826907	1	9	0	1
YDR516C	Q04409	EMI2	55.92028	OE	1.00082612338018	2	1.85765168314864e-07	1.8618052503868e-07	1.86178e-07	1.00005376294824	1	4	0	1
YDR226W	P07170	ADK1	24.2546	deletion	0.115647520262781	0	0	6.44275033518096e-08	0	1.00001683892275	1	4	0	1
YPR035W	P32288	GLN1	41.7656	deletion	0.0507808790524121	0	0	6.51799587918393e-10	0	1.00000127574493	1	7	0	1
YJR130C	P47164	STR2	72.34965	deletion	0.0131263247366666	0	0	2.24640419795883e-09	0	1.00000264719741	1	11	0	1
YLR153C	P52910	ACS2	75.49079	deletion	0.00824161965683756	0	0	2.61106513656083e-10	0	1.00000119955298	1	13	0	1
YBR263W	P37292	SHM1	53.68589	deletion	1.86023930149353e-05	0	0	2.84045697008003e-09	0	1.00000254546954	1	5	0	1
YKL085W	P17505	MDH1	35.64959	deletion	8.57037240774179e-07	0	0	2.74169912293768e-09	0	1.00000198113193	1	5	0	1
YCL040W	P17709	GLK1	55.37689	deletion	0	0	0	2.16683970206132e-09	0	1.00000220650559	1	6	0	1
YDR234W	P49367	LYS4	75.14989	deletion	0	0	0	1.30045836520103e-09	0	1.00000199033971	1	6	0	1
YDR300C	P32264	PRO1	47.16164	deletion	0	0	0	5.52489033889989e-10	0	1.00000126380812	1	4	0	1
YDR353W	P29509	TRR1	34.23767	deletion	0	0	0	1.10583790855001e-09	0	1.00000138346303	1	6	0	1
YER023W	P32263	PRO3	30.13145	deletion	0	0	0	9.16702460704991e-12	0	1.00000100271392	1	6	0	1
YER091C	P05694	MET6	85.85892	deletion	0	0	0	1.12941642574871e-09	0	1.00000198276141	1	7	0	1
YER152C	P10356	YER152C	49.48976	deletion	0	0	0	1.97476696802962e-09	0	1.00000198093569	1	6	0	1
YGL009C	P07264	LEU1	85.79356	deletion	0	0	0	1.14981334806908e-09	0	1.00000199950109	1	4	0	1
YJL088W	P05150	ARG3	37.84479	deletion	0	0	0	1.64592818002643e-11	0	1.00000100626625	1	5	0	1
YJR139C	P31116	HOM6	38.50163	deletion	0	0	0	4.46638679275404e-10	0	1.00000117411719	1	7	0	1
YLR043C	P22217	TRX1	11.23485	deletion	0	0	0	1.06845549978436e-09	0	1.00000112153119	1	23	0	1
YLR174W	P41939	IDP2	46.56172	deletion	0	0	0	2.09916040548352e-09	0	1.00000199066438	1	5	0	1
YLR304C	P19414	ACO1	85.36736	deletion	0	0	0	1.15537891225322e-09	0	1.00000199967615	1	8	0	1
YLR355C	P06168	ILV5	44.36792	deletion	0	0	0	1.95393586949175e-09	0	1.00000186929768	1	7	0	1
YMR062C	Q04728	ARG7	47.84821	deletion	0	0	0	2.06201902732617e-09	0	1.00000199975404	1	9	0	1
YMR246W	P47912	FAA4	77.26612	deletion	0	0	0	1.34490048717233e-09	0	1.00000205311718	1	48	0	1
YNL104C	P06208	LEU4	68.40819	deletion	0	0	0	7.5103218828149e-10	0	1.00000151113076	1	13	0	1
YNR001C	P00890	CIT1	53.35945	deletion	0	0	0	1.63087920750923e-10	0	1.00000108808111	1	7	0	1
YOL064C	P32179	MET22	39.14886	deletion	0	0	0	3.40064829510765e-10	0	1.00000113481655	1	4	0	1
YOR184W	P33330	SER1	43.41501	deletion	0	0	0	2.12415896604291e-09	0	1.00000193450168	1	4	0	1
YOR317W	P30624	FAA1	77.86529	deletion	0	0	0	1.33403091348749e-09	0	1.00000205268332	1	52	0	1
YOR388C	Q08911	FDH1	41.7138	deletion	0	0	0	1.74131741990708e-09	0	1.00000173608274	1	4	0	1
YPR001W	P43635	CIT3	53.81073	deletion	0	0	0	1.6296637492175e-10	0	1.00000108872489	1	9	0	1
YPR167C	P18408	MET16	30.3799	deletion	0	0	0	1.06879299997052e-09	0	1.00000132887415	1	7	0	1
YLR446W	Q06204	YLR446W	48.96875	deletion	0	0	0	1.99853311465873e-09	0	1.00000198243937	1	20	0	1
YJL200C	P39533	ACO2	86.58224	deletion	0	0	0	1.12871988440676e-09	0	1.00000199037159	1	7	0	1
YHR163W	P38858	SOL3	27.78417	OE	1000	2	0	1.34901077359943e-07	1.21679231192474e-07	1.0000647055794	0	5	2	2
YHR183W	P38720	GND1	53.54274	OE	1000	2	0	3.706036195312e-08	3.34283438512007e-08	1.00001007056979	0	6	3	2
YOL086C	P00330	ADH1	36.84874	OE	1000	2	4.86527194412149e-07	4.95083718785488e-07	4.93980846494816e-07	1.00009336403625	0	21	1	2
YAL038W	P00549	CDC19	54.54404	OE	3.49307867790865	2	2.11583291783355e-06	2.26771811312353e-06	2.26746722492226e-06	1.00062778910604	0	6	4	2
YGR254W	P00924	ENO1	46.81564	OE	3.49307867790865	2	2.0884824735283e-06	2.28926930752137e-06	2.28718153171697e-06	1.00054365603205	0	5	5	2
YJL052W	P00360	TDH1	35.74956	OE	1.25149743929993	2	1.81359769346466e-05	1.81424339536139e-05	1.81396999236686e-05	1.00328750947791	0	8	6	2
YLL052C		AQY2	NaN	deletion	0.100439112071586	0	NaN	NaN	NaN	1.00000099970338	0	2	8	2
YMR189W	P49095	GCV2	114.45033	deletion	0.0549093087558281	0	0	1.14451509039456e-10	0	1.00000113135988	0	18	9	2
YOR222W		ODC2	NaN	deletion	0.0482477027192977	0	NaN	NaN	NaN	1.00000099970338	0	6	10	2
YPL134C		ODC1	NaN	deletion	0.0482477027192977	0	NaN	NaN	NaN	1.00000099970338	0	6	10	2
YEL039C	P00045	CYC7	12.53211	deletion	0.0376134884302219	0	0	2.51280925711217e-11	0	1.00000100314448	0	16	12	2
YGR062C	P53239	COX18	35.64994	deletion	0.0376134884302219	0	0	3.80618701821883e-10	0	1.00000113727408	0	7	13	2
YER053C		PIC2	NaN	deletion	0.0214562590989872	0	NaN	NaN	NaN	1.00000099970338	0	4	14	2
YGL080W		MPC1	NaN	deletion	0.00330444994150254	0	NaN	NaN	NaN	1.00000099995259	0	4	15	2
YGR243W		MPC3	NaN	deletion	0.00330444994150254	0	NaN	NaN	NaN	1.00000099970338	0	4	15	2
YHR162W		MPC2	NaN	deletion	0.00330444994150254	0	NaN	NaN	NaN	1.00000099970338	0	4	15	2
YAL062W	P39708	GDH3	49.62653	deletion	0	0	0	1.65081059665601e-09	0	1.00000182093064	0	8	16	2
YBR218C	P32327	PYC2	130.16549	deletion	0	0	0	2.47706381756575e-10	0	1.00000131726778	0	8	18	2
YDR384C		ATO3	NaN	deletion	0	0	NaN	NaN	NaN	1.00000099970338	0	2	19	2
YER070W	P21524	RNR1	99.56021	deletion	0	0	0	9.95890454137595e-10	0	1.00000200475057	0	24	20	2
YFR053C	P04806	HXK1	53.73784	deletion	0	0	0	2.24854678566916e-09	0	1.00000221526092	0	12	22	2
YGL062W	P11154	PYC1	130.09827	deletion	0	0	0	2.477767577107e-10	0	1.0000013171146	0	8	18	2
YGL184C	P53101	STR3	51.82796	deletion	0	0	0	1.61998435733151e-09	0	1.00000185097026	0	6	24	2
YGL253W	P04807	HXK2	53.9419	deletion	0	0	0	1.98687026313351e-09	0	1.00000207683968	0	12	22	2
YGR121C		MEP1	NaN	deletion	0	0	NaN	NaN	NaN	1.00000099970338	0	2	19	2
YGR180C	P49723	RNR4	40.05407	deletion	0	0	0	2.5544566142033e-09	0	1.00000203691126	0	24	20	2
YIL066C	P21672	RNR3	97.51369	deletion	0	0	0	1.01710203507555e-09	0	1.00000200505779	0	24	20	2
YJL026W	P09938	RNR2	46.14681	deletion	0	0	0	2.20641079299654e-09	0	1.00000203198111	0	24	20	2
YLR155C	P0CZ17	ASP3-1	38.6862	deletion	0	0	0	2.10130023418647e-09	0	1.00000182358938	0	5	25	2
YLR157C	P0CX77	ASP3-2	38.6862	deletion	0	0	0	2.10130023418647e-09	0	1.00000182358938	0	5	25	2
YLR158C	P0CX78	ASP3-3	38.6862	deletion	0	0	0	2.10130023418647e-09	0	1.00000182358938	0	5	25	2
YLR160C	P0CX79	ASP3-4	38.6862	deletion	0	0	0	2.10130023418647e-09	0	1.00000182358938	0	5	25	2
YNL142W		MEP2	NaN	deletion	0	0	NaN	NaN	NaN	1.00000099970338	0	2	19	2
YOR375C	P07262	GDH1	49.56931	deletion	0	0	0	1.65240697380108e-09	0	1.00000182069806	0	8	16	2
YFR055W	P43623	IRC7	36.97108	deletion	0	0	0	2.1695192209394e-09	0	1.00000181295022	0	6	24	2
YMR145C	P40215	NDE1	62.77345	deletion	0.0474418184084676	0	0	8.8513415591972e-08	0	1.00005730865295	0	6	11	3
