genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YPR191W	P07257	QCR2	40.47764	0	0.195588148181835	tightly_const	0	5.00858223376438e-06	5.00947285787488e-06	5.00938118719771e-06
Q0105	P00163	COB	43.65549	0	0.195588147644777	tightly_const	0	5.00858223376438e-06	5.00947285787488e-06	5.00938118719771e-06
YLR295C	Q12349	ATP14	14.12765	0	0.188661731992158	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
YOL077W-A	P81451	ATP19	7.53367	0	0.188661731992157	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
Q0080	P00856	ATP8	5.82221	0	0.188661731992157	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
Q0085	P00854	ATP6	29.09876	0	0.188661731992157	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
Q0130	P61829	OLI1	7.75937	0	0.188661731992157	tightly_const	0	6.09125893740592e-05	6.09223388195193e-05	6.09222896757477e-05
YBL099W	P07251	ATP1	58.60746	0	0.188661731992157	tightly_const	0	1.87423905273267e-06	1.87525766011089e-06	1.87453664637015e-06
YBR039W	P38077	ATP3	34.35021	0	0.188661731992157	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
YDL004W	Q12165	ATP16	17.02022	0	0.188661731992157	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
YDR298C	P09457	ATP5	22.81414	0	0.188661731992157	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
YDR322C-A	P81449	TIM11	10.87534	0	0.188661731992157	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
YDR377W	Q06405	ATP17	11.312	0	0.188661731992157	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
YJR121W	P00830	ATP2	54.7932	0	0.188661731992157	tightly_const	0	1.87423905273267e-06	1.87525766011089e-06	1.87453664637015e-06
YKL016C	P30902	ATP7	19.80938	0	0.188661731992157	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
YML081C-A	P81450	ATP18	6.68769	0	0.188661731992157	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
YPL078C	P05626	ATP4	26.92481	0	0.188661731992157	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
YPL271W	P21306	ATP15	6.7425	0	0.188661731992157	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
YPR020W	Q12233	ATP20	12.92094	0	0.188661731992157	tightly_const	0	6.09125713865093e-06	6.09222091039774e-06	6.09222896757477e-06
YPR021C		AGC1	NaN	0	0.188206271058758		0	NaN	NaN	NaN
YER053C		PIC2	NaN	0	0.155496040249908		0	NaN	NaN	NaN
YJR077C		MIR1	NaN	0	0.155496040249908		0	NaN	NaN	NaN
YER069W	Q01217	ARG5,6	94.86823	0	0.145193082637183	tightly_const	0	6.13386334976688e-07	6.13791620526902e-07	6.13386334976688e-07
YMR062C	Q04728	ARG7	47.84821	0	0.145193082637183	essential	0	1.34604081816388e-07	1.36568445259809e-07	1.34604081816388e-07
YOR130C		ORT1	NaN	0	0.145193082637183		0	NaN	NaN	NaN
YOL140W	P18544	ARG8	46.68082	0	0.145193082637183	tightly_const	0	1.52357004126829e-06	1.52461448052007e-06	1.52357004126829e-06
YAL062W	P39708	GDH3	49.62653	0	0.126351880344257	subOpt_isoenz	0	0	1.37272186494612e-06	0
YOR375C	P07262	GDH1	49.56931	0	0.126351880344257	opt_isoenz_tight	0	0	1.37309722020008e-06	1.37187888310847e-06
YML120C	P32340	NDI1	57.24915	0	0.106753044606457	essential	0	1.20553348603876e-07	1.23428577352997e-07	1.21888972444063e-07
YFL018C	P09624	LPD1	54.00934	0	0.0799157357347764	tightly_const	0	4.81172081408077e-07	4.8333579609487e-07	4.81537588196708e-07
YIL074C	P40510	SER33	51.18777	0	0.0308175003406939	opt_isoenz_tight	0	0	2.70135075568784e-08	2.7110541127349e-08
YER081W	P40054	SER3	51.1927	0	0.0308175003406939	subOpt_isoenz	0	0	2.70131435488441e-08	0
YGR208W	P42941	SER2	34.20684	0	0.0308175003406939	tightly_const	0	1.04170641721828e-08	1.05024041430715e-08	1.04867981302604e-08
YOR184W	P33330	SER1	43.41501	0	0.0308175003406939	tightly_const	0	3.36356945210339e-06	3.39110936096509e-06	3.38608587394161e-06
YLR058C	P37291	SHM2	52.21793	0	0.010127412939421	tightly_const	0	3.91690873823627e-07	3.942450251778e-07	3.92447575011678e-07
YDR148C	P19262	KGD2	50.43011	0	0	opt_isoenz	0	0	6.22415875324129e-10	6.7739880555648e-12
YER070W	P21524	RNR1	99.56021	0	0	subOpt_isoenz	0	0	9.60637728043072e-10	0
YGR180C	P49723	RNR4	40.05407	0	0	subOpt_isoenz	0	0	2.45490551239284e-09	0
YIL066C	P21672	RNR3	97.51369	0	0	subOpt_isoenz	0	0	9.81170493625996e-10	0
YIL125W	P20967	KGD1	114.41496	0	0	opt_isoenz	0	0	6.22415875324129e-10	6.7739880555648e-12
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	1.6637908530548e-11	0
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.30614837767714e-09	0
YOR317W	P30624	FAA1	77.86529	0	0	subOpt_isoenz	0	0	1.29566055046076e-09	0
YOR388C	Q08911	FDH1	41.7138	0	0	opt_isoenz	0	0	8.94346766977538e-09	8.8193094819922e-09
