genes	enzymes	shortNames	MWs	actions	k_scores
YKL029C	P36013	MAE1	74.37529	1	4.69901375635292
YAR015W	P27616	ADE1	34.60299	1	4.27458119464658
YDR408C	P04161	ADE8	23.53994	1	4.27458119464658
YGL234W	P07244	ADE5,7	86.06721	1	4.27458119464658
YGR061C	P38972	ADE6	148.90358	1	4.27458119464658
YLR028C	P54113	ADE16	65.28175	1	4.27458119464658
YMR120C	P38009	ADE17	65.26269	1	4.27458119464658
YMR300C	P04046	ADE4	56.71874	1	4.27458119464658
YOR128C	P21264	ADE2	62.33875	1	4.27458119464658
YER023W	P32263	PRO3	30.13145	1	3.57770150290756
YHR174W	P00925	ENO2	46.91368	1	3.4428378012043
YKL152C	P00950	GPM1	27.60828	1	3.4428378012043
YOR347C	P52489	PYK2	55.19478	1	3.4428378012043
YMR323W	P42222	ERR3	47.31216	1	3.4428378012043
YOR393W	P0CX10	ERR1	47.32712	1	3.4428378012043
YPL281C	P0CX11	ERR2	47.32712	1	3.4428378012043
YAL038W	P00549	CDC19	54.54404	1	3.4428378012043
YGR254W	P00924	ENO1	46.81564	1	3.4428378012043
YOR283W	Q12040	YOR283W	26.17622	1	3.4428378012043
YPR035W	P32288	GLN1	41.7656	1	3.22611955564409
YKL035W	P32861	UGP1	55.98734	1	2.17958242197125
YHL012W	P38709	YHL012W	55.99958	1	2.17958242197125
YBL068W	P38063	PRS4	35.71972	1	2.15913702763384
YER099C	P38620	PRS2	34.76468	1	2.15913702763384
YHL011C	P38689	PRS3	35.12352	1	2.15913702763384
YKL181W	P32895	PRS1	47.04715	1	2.15913702763384
YOL061W	Q12265	PRS5	53.50438	1	2.15913702763384
YDR516C	Q04409	EMI2	55.92028	1	1.33757413533161
YCR012W	P00560	PGK1	44.73787	1	1.3371814730912
YGR192C	P00359	TDH3	35.74626	1	1.3371814730912
YJL052W	P00360	TDH1	35.74956	1	1.3371814730912
YJR009C	P00358	TDH2	35.84645	1	1.3371814730912
YDR050C	P00942	TPI1	26.79508	1	1.33690042813361
YGR240C	P16861	PFK1	107.96906	1	1.32445982687853
YKL060C	P14540	FBA1	39.62024	1	1.32445982687853
YMR205C	P16862	PFK2	104.61673	1	1.32445982687853
YLR354C	P15019	TAL1	37.0359	1	1.31173926994431
YGR043C	P53228	NQM1	37.25314	1	1.31173926994431
YBR196C	P12709	PGI1	61.29832	1	1.18884072309199
YER141W	P40086	COX15	54.65792	0	0.149704166666667
YNL036W	P53615	NCE103	24.85889	0	0.147925717516215
YBR029C	P38221	CDS1	51.82218	0	0.143296816641827
YOR175C	Q08548	ALE1	72.22714	0	0.138824908377325
YJL130C	P07259	URA2	245.03829	0	0.1377872266985
YFL018C	P09624	LPD1	54.00934	0	0.129962378649574
YOR388C	Q08911	FDH1	41.7138	0	0.12966816361828
YER081W	P40054	SER3	51.1927	0	0.127842545406026
YGR208W	P42941	SER2	34.20684	0	0.127842545406026
YIL074C	P40510	SER33	51.18777	0	0.127842545406026
YOR184W	P33330	SER1	43.41501	0	0.127842545406026
YDL052C	P33333	SLC1	33.88654	0	0.126718676427136
YNL169C	P39006	PSD1	56.59416	0	0.119310469220176
YER026C	P08456	CHO1	30.8043	0	0.117982282180363
YJR109C	P03965	CPA2	123.91392	0	0.114849059089675
YOR303W	P07258	CPA1	45.36103	0	0.114849059089675
YAL062W	P39708	GDH3	49.62653	0	0.09935186452527
YOR375C	P07262	GDH1	49.56931	0	0.09935186452527
YDL085W	Q07500	NDE2	61.65854	0	0.0937559515971899
YMR145C	P40215	NDE1	62.77345	0	0.0937559515971899
YDR384C		ATO3	NaN	0	0.061818720249287
YGR121C		MEP1	NaN	0	0.061818720249287
YNL142W		MEP2	NaN	0	0.061818720249287
YPR138C		MEP3	NaN	0	0.061818720249287
YGR209C	P22803	TRX2	11.20376	0	0.0304999999999998
YKL069W	P36088	YKL069W	19.73402	0	0.0295252032661711
YML082W	Q04533	YML082W	74.31247	0	0.018273298810504
YLL058W	Q12198	YLL058W	64.22244	0	0.0175380167999558
YJR130C	P47164	STR2	72.34965	0	0.0131263247366666
YBR221C	P32473	PDB1	40.0532	0	0.008817420344284
YER178W	P16387	PDA1	46.34261	0	0.008817420344284
YGR193C	P16451	PDX1	45.36125	0	0.008817420344284
YNL071W	P12695	LAT1	51.81762	0	0.008817420344284
YAL012W	P31373	CYS3	42.5416	0	0
YBR115C	P07702	LYS2	155.34394	0	0
YBR218C	P32327	PYC2	130.16549	0	0
YCL009C	P25605	ILV6	33.98652	0	0
YCL018W	P04173	LEU2	38.95257	0	0
YCL040W	P17709	GLK1	55.37689	0	0
YCL050C	P16550	APA1	36.49211	0	0
YCR053W	P16120	THR4	57.47349	0	0
YDL066W	P21954	IDP1	48.18986	0	0
YDL131W	Q12122	LYS21	48.59372	0	0
YDR158W	P13663	HOM2	39.54334	0	0
YDR234W	P49367	LYS4	75.14989	0	0
YDR300C	P32264	PRO1	47.16164	0	0
YDR353W	P29509	TRR1	34.23767	0	0
YDR380W	Q06408	ARO10	71.38357	0	0
YER052C	P10869	HOM3	58.10913	0	0
YER069W	Q01217	ARG5,6	94.86823	0	0
YER152C	P10356	YER152C	49.48976	0	0
YFR053C	P04806	HXK1	53.73784	0	0
YGL009C	P07264	LEU1	85.79356	0	0
YGL062W	P11154	PYC1	130.09827	0	0
YGL080W		MPC1	NaN	0	0
YGL154C	P50113	LYS5	30.68281	0	0
YGL184C	P53101	STR3	51.82796	0	0
YGL253W	P04807	HXK2	53.9419	0	0
YGR087C	P26263	PDC6	61.57964	0	0
YGR243W		MPC3	NaN	0	0
YHR018C	P04076	ARG4	51.9886	0	0
YHR025W	P17423	THR1	38.71215	0	0
YHR162W		MPC2	NaN	0	0
YIL094C	P40495	LYS12	40.06854	0	0
YIR034C	P38998	LYS1	41.46445	0	0
YJL060W	P47039	BNA3	50.08168	0	0
YJL088W	P05150	ARG3	37.84479	0	0
YJR016C	P39522	ILV3	62.86049	0	0
YJR139C	P31116	HOM6	38.50163	0	0
YKL001C	Q02196	MET14	23.06018	0	0
YLR027C	P23542	AAT2	46.05711	0	0
YLR043C	P22217	TRX1	11.23485	0	0
YLR134W	P16467	PDC5	61.91138	0	0
YLR355C	P06168	ILV5	44.36792	0	0
YMR062C	Q04728	ARG7	47.84821	0	0
YMR108W	P07342	ILV2	74.93608	0	0
YMR267W	P28239	PPA2	35.57213	0	0
YNL104C	P06208	LEU4	68.40819	0	0
YNR050C	P38999	LYS9	48.91735	0	0
YOL058W	P22768	ARG1	46.92715	0	0
YOL064C	P32179	MET22	39.14886	0	0
YOL126C	P22133	MDH2	40.7305	0	0
YOL140W	P18544	ARG8	46.68082	0	0
YOR130C		ORT1	NaN	0	0
YOR323C	P54885	PRO2	49.73991	0	0
YPL092W		SSU1	NaN	0	0
YPR167C	P18408	MET16	30.3799	0	0
YFR055W	P43623	IRC7	36.97108	0	0
YLR446W	Q06204	YLR446W	48.96875	0	0
YJL200C	P39533	ACO2	86.58224	0	0
EutE	P77445	EutE	49.022	0	0
