genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YAL062W	P39708	GDH3	49.62653	0	0.271805694096617	subOpt_isoenz	0	0	1.57474789473523e-06	0	0	8	7	2
YBL039C	P28274	URA7	64.70953	0	0.258201785040243	subOpt_isoenz	0	0	3.66932946635564e-08	0	0	12	8	2
YBR218C	P32327	PYC2	130.16549	0	0.251714100708898	subOpt_isoenz	0	0	4.7496307619934e-07	0	0	8	9	2
YDL066W	P21954	IDP1	48.18986	0	0.127538851514444	subOpt_isoenz	0	0	6.48429370302382e-10	0	1	5	0	2
YGR208W	P42941	SER2	34.20684	0	0.00804587057059137	subOpt_isoenz	0	0	1.17565790996311e-11	0	1	4	0	2
YOR184W	P33330	SER1	43.41501	0	0.00804587057059137	subOpt_isoenz	0	0	3.79607960781093e-09	0	1	4	0	2
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	1.95660520517828e-09	0	1	6	0	2
YKL029C	P36013	MAE1	74.37529	0	0	subOpt_isoenz	0	0	9.42960969272993e-11	0	1	7	0	2
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	1.93218243697871e-11	0	1	4	0	2
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.26417091926278e-09	0	1	48	0	2
YOR317W	P30624	FAA1	77.86529	0	0	subOpt_isoenz	0	0	1.25398160156698e-09	0	1	52	0	2
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	1.84102943261344e-09	0	1	20	0	2
YDR452W	Q04119	PPN1	78.34335	1	1000	opt_isoenz	2	0	1.1500718630637e-09	1.59461388661699e-12	1	11	0	3
YER081W	P40054	SER3	51.1927	0	0.00804587057059137	subOpt_isoenz	0	0	3.03931371034943e-11	0	0	6	12	3
YIL074C	P40510	SER33	51.18777	0	0.00804587057059137	subOpt_isoenz	0	0	3.03931873542713e-11	0	0	6	12	3
YER070W	P21524	RNR1	99.56021	0	0	subOpt_isoenz	0	0	9.238258278007e-10	0	0	24	13	3
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	2.03038478025959e-09	0	0	12	14	3
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	1.79409704056426e-09	0	0	12	14	3
YGR180C	P49723	RNR4	40.05407	0	0	subOpt_isoenz	0	0	2.37539641491859e-09	0	0	24	13	3
YIL066C	P21672	RNR3	97.51369	0	0	subOpt_isoenz	0	0	9.43497053962248e-10	0	0	24	13	3
