genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YOR184W	P33330	SER1	43.41501	0	0	0	0	1.5644609396036e-09	0	1.000001000001	1	4	0	1
YOR388C	Q08911	FDH1	41.7138	0	0	0	0	9.42464059364542e-11	0	1.000001000001	1	4	0	1
YER062C	P40106	GPP2	27.8134	1	1000	2	0	1.30530686337778e-05	5.74989153445665e-06	1.00000100000099	0	7	1	2
YFL053W	P43550	DAK2	62.13397	1	1000	2	0	6.06459922093069e-06	2.67146283365423e-06	1.000001000001	0	6	2	2
YLR044C	P06169	PDC1	61.49468	2	15.505700225002	2	0	3.0721164994825e-06	3.07195546323008e-06	1.000001000001	0	17	3	2
YAL038W	P00549	CDC19	54.54404	2	2.61215258506813	2	0	2.23579956265344e-06	2.23576332005477e-06	1.000001000001	0	6	4	2
YGR254W	P00924	ENO1	46.81564	1	2.43376762946621	2	0	0.00192297729204997	2.27272060913663e-06	1.00000100000105	0	5	5	2
YGL062W	P11154	PYC1	130.09827	2	1.40761140772328	2	0	1.20276451922156e-06	1.20237458596669e-06	1.000001000001	0	8	6	2
YLR354C	P15019	TAL1	37.0359	1	1.34201217729777	2	0	0.00243138497957235	3.49914623913466e-06	1.00000100000099	0	6	7	2
YJL052W	P00360	TDH1	35.74956	1	1.28461665422991	2	0	0.00253326817168164	1.80250099471236e-05	1.00000100000101	0	8	8	2
YGL080W		MPC1	NaN	0	0.115149612389553	0	0	0	0	1.000001000001	0	4	11	2
YGR243W		MPC3	NaN	0	0.115149612389553	0	0	0	0	1.000001000001	0	4	11	2
YHR162W		MPC2	NaN	0	0.115149612389553	0	0	0	0	1.000001000001	0	4	11	2
YAL062W	P39708	GDH3	49.62653	0	0	0	0	1.52799193226604e-06	0	1.000001000001	0	8	12	2
YDR148C	P19262	KGD2	50.43011	0	0	0	0	8.81165061527369e-07	0	1.000001000001	0	11	13	2
YER081W	P40054	SER3	51.1927	0	0	0	0	1.25257846507041e-11	0	1.000001000001	0	6	14	2
YGR248W	P53315	SOL4	28.44737	0	0	0	0	5.00852925746161e-10	0	1.000001000001	0	5	15	2
YGR256W	P53319	GND2	53.92235	0	0	0	0	1.37596890137606e-10	0	1.000001000001	0	6	16	2
YHR163W	P38858	SOL3	27.78417	0	0	0	0	5.00852925146304e-10	0	1.000001000001	0	5	15	2
YHR183W	P38720	GND1	53.54274	0	0	0	0	1.37596890144695e-10	0	1.000001000001	0	6	16	2
YIL074C	P40510	SER33	51.18777	0	0	0	0	1.25232021087688e-11	0	1.000001000001	0	6	14	2
YIL125W	P20967	KGD1	114.41496	0	0	0	0	8.81165061527369e-07	0	1.000001000001	0	11	13	2
YOR375C	P07262	GDH1	49.56931	0	0	0	0	1.52799193226597e-06	0	1.000001000001	0	8	12	2
YBL039C	P28274	URA7	64.70953	0	0.142919774702163	0	0	2.17665207270541e-08	0	1.000001000001	0	12	9	3
YER070W	P21524	RNR1	99.56021	0	0.126273494565485	0	0	2.53026019844039e-07	0	1.000001000001	0	24	10	3
YIL066C	P21672	RNR3	97.51369	0	0.126273494565485	0	0	2.53026019846609e-07	0	1.000001000001	0	24	10	3
YJL026W	P09938	RNR2	46.14681	0	0.126273494565485	0	0	2.53026019844573e-07	0	1.000001000001	0	24	10	3
