genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YPR001W	P43635	CIT3	53.81073	0	0	subOpt_isoenz	0	0	9.23990556779079e-06	0	1	9	0	2
YJL200C	P39533	ACO2	86.58224	0	0	subOpt_isoenz	0	0	0.0010821595742151	0	1	7	0	2
YLR027C	P23542	AAT2	46.05711	1	1000	opt_isoenz	2	0	0.00203434366565186	4.62319172303826e-09	1	14	0	3
YOL086C	P00330	ADH1	36.84874	1	1000	opt_isoenz	2	0	0.000614726808106309	7.58005387921634e-08	0	21	1	3
YOL126C	P22133	MDH2	40.7305	1	1000	opt_isoenz	2	0	0.00230038334387388	1.73706783499131e-10	1	5	0	3
YHR018C	P04076	ARG4	51.9886	1	2.09195839853872	opt_isoenz	2	0	0.00180223767179077	1.09010775645787e-09	1	3	0	3
YOL058W	P22768	ARG1	46.92715	1	2.09195839853872	opt_isoenz	2	0	0.00199680455142129	1.85138954168723e-07	1	7	0	3
YDR380W	Q06408	ARO10	71.38357	1	1.72258468461101	opt_isoenz	2	0	1.05600049246389e-07	3.14724285259259e-09	1	4	0	3
YLL052C		AQY2	NaN	0	0.186494785694031		0	NaN	NaN	NaN	0	2	6	3
YPR192W		AQY1	NaN	0	0.186494785694031		0	NaN	NaN	NaN	0	2	6	3
YGL080W		MPC1	NaN	0	0.129982313216715		0	NaN	NaN	NaN	0	4	7	3
YGR243W		MPC3	NaN	0	0.129982313216715		0	NaN	NaN	NaN	0	4	7	3
YHR162W		MPC2	NaN	0	0.129982313216715		0	NaN	NaN	NaN	0	4	7	3
YEL039C	P00045	CYC7	12.53211	0	0.0727356094734624	subOpt_isoenz	0	0	2.98604280050233e-06	0	0	16	14	3
YJR048W	P00044	CYC1	12.18177	0	0.0727356094734624	subOpt_isoenz	0	0	2.98604280050233e-06	0	0	16	14	3
YER053C		PIC2	NaN	0	0.0431913169008397		0	NaN	NaN	NaN	0	4	16	3
YJR077C		MIR1	NaN	0	0.0431913169008397		0	NaN	NaN	NaN	0	4	16	3
YOR222W		ODC2	NaN	0	2.36239394446198e-06		0	NaN	NaN	NaN	0	6	17	3
YPL134C		ODC1	NaN	0	2.36239394446198e-06		0	NaN	NaN	NaN	0	6	17	3
YAL062W	P39708	GDH3	49.62653	0	0	subOpt_isoenz	0	0	6.99134244725723e-05	0	0	8	18	3
YBR115C	P07702	LYS2	155.34394	0	0	subOpt_isoenz	0	0	3.70488237172906e-06	0	0	8	19	3
YGL154C	P50113	LYS5	30.68281	0	0	subOpt_isoenz	0	0	3.70488237172906e-06	0	0	8	19	3
YOR375C	P07262	GDH1	49.56931	0	0	subOpt_isoenz	0	0	6.99110690506068e-05	0	0	8	18	3
