genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange
YKL085W	P17505	MDH1	35.64959	1	9.2865201855441	2	1.37569340058109e-06	0.00252901298975245	1.37580203971617e-06	1.000001
YNR001C	P00890	CIT1	53.35945	2	9.2865201855441	2	0	1.85389435618196e-06	1.85386995573221e-06	1.000001
YPR001W	P43635	CIT3	53.81073	1	9.2865201855441	2	0	1.85389435396475e-06	0	1.000001
YBR218C	P32327	PYC2	130.16549	1	6.12039364693446	2	0	6.0924790991224e-06	0	1.000001
YGL062W	P11154	PYC1	130.09827	2	6.12039364693437	2	0	6.09247909912244e-06	6.03320976170182e-06	1.000001
YLR153C	P52910	ACS2	75.49079	2	4.53621045677714	2	0	1.60081716064823e-06	1.58527721801466e-06	1.00000100000002
YNL036W	P53615	NCE103	24.85889	1	4.1289238823629	2	0	0.00362482872157602	3.941372288314e-10	1.000001
YLR027C	P23542	AAT2	46.05711	1	3.44563301968053	2	0	0.00195664496483891	1.76696385499834e-07	1.000001
YAL038W	P00549	CDC19	54.54404	2	2.61215158282223	2	0	2.23582781988898e-06	2.23576571469477e-06	1.000001
YOR347C	P52489	PYK2	55.19478	1	2.61215158282223	2	0	2.23582781988898e-06	0	1.000001
YBR221C	P32473	PDB1	40.0532	2	2.53489644622635	2	2.55609276699921e-06	2.65855614968284e-06	2.55669397237874e-06	1.000001
YER178W	P16387	PDA1	46.34261	2	2.53489644622635	2	2.55609276699921e-06	2.65855614968284e-06	2.55669397237874e-06	1.000001
YGR193C	P16451	PDX1	45.36125	2	2.53489644622635	2	2.55609276699921e-06	2.65855614968284e-06	2.55669397237874e-06	1.000001
YNL071W	P12695	LAT1	51.81762	2	2.53489644622635	2	2.55609276699921e-06	2.65855614968284e-06	2.55669397237874e-06	1.000001
YGR254W	P00924	ENO1	46.81564	1	2.43376676338755	2	0	0.00192704255801735	2.27272302459663e-06	1.000001
YHR174W	P00925	ENO2	46.91368	1	2.43376676338755	2	0	0.00192301297017955	0	1.000001
YKL152C	P00950	GPM1	27.60828	1	2.43376676338755	2	0	0.00326444152191475	0	1.000001
YMR323W	P42222	ERR3	47.31216	1	2.43376676338755	2	0	0.00190681586523373	0	1.000001
YOR393W	P0CX10	ERR1	47.32712	1	2.43376676338755	2	0	0.00190621554202793	0	1.000001
YPL281C	P0CX11	ERR2	47.32712	1	2.43376676338755	2	0	0.00190621554202793	0	1.000001
YOR283W	Q12040	YOR283W	26.17622	1	2.43376676338755	2	0	0.00344303912904783	6.27522814572102e-07	1.000001
YML120C	P32340	NDI1	57.24915	1	1.80544727646836	2	0	9.3350473283762e-05	9.96018257388901e-07	1.000001
YLR354C	P15019	TAL1	37.0359	1	1.3420113614736	2	0	0.00243652372034809	3.49914994283466e-06	1.000001
YGR043C	P53228	NQM1	37.25314	1	1.3420113614736	2	0	0.00242231784346661	0	1.000001
YDR050C	P00942	TPI1	26.79508	1	1.29572637692859	2	3.02510614403748e-08	0.00336293073373048	3.02524082997364e-08	1.000001
YGR240C	P16861	PFK1	107.96906	1	1.28729549180306	2	0	4.08822391959619e-07	0	1.000001
YKL060C	P14540	FBA1	39.62024	1	1.28729549180306	2	0	0.00227759700492289	0	1.000001
YMR205C	P16862	PFK2	104.61673	2	1.28729549180306	2	4.08797125056305e-07	7.35192629444352e-07	7.35153009738294e-07	1.000001
YCR012W	P00560	PGK1	44.73787	1	1.28461646689376	2	9.73941781539468e-07	0.00201513320339396	9.739628600336e-07	1.000001
YGR192C	P00359	TDH3	35.74626	1	1.28461646689376	2	0	0.00253882617970387	0	1.000001
YJL052W	P00360	TDH1	35.74956	1	1.28461646689376	2	0	0.00253859182389577	1.80250291042036e-05	1.000001
YJR009C	P00358	TDH2	35.84645	1	1.28461646689376	2	0	0.00253173658352136	0	1.000001
YBR196C	P12709	PGI1	61.29832	1	1.26287124829616	2	3.91908519045323e-07	0.00147040421346771	3.91918068299338e-07	1.000001
YDR516C	Q04409	EMI2	55.92028	2	1.00066848426109	2	1.86168942785659e-07	1.925786903025e-07	1.86178186178e-07	1.000001
YCL040W	P17709	GLK1	55.37689	0	0	0	0	5.03282195190154e-11	0	1.00000100000001
YDR148C	P19262	KGD2	50.43011	0	0	0	0	1.64866001439673e-06	0	1.000001
YER081W	P40054	SER3	51.1927	0	0	0	0	3.32583986763813e-11	0	1.000001
YFR053C	P04806	HXK1	53.73784	0	0	0	0	5.03327929646532e-11	0	1.00000100000001
YGL253W	P04807	HXK2	53.9419	0	0	0	0	1.08849089802587e-10	0	1.000001
YGR208W	P42941	SER2	34.20684	0	0	0	0	1.2864889427546e-11	0	1.000001
YGR248W	P53315	SOL4	28.44737	0	0	0	0	6.89558122557607e-10	0	1.000001
YGR256W	P53319	GND2	53.92235	0	0	0	0	1.89438951784553e-10	0	1.000001
YHR002W		LEU5	NaN	0	0	0	0	0	0	1.000001
YHR163W	P38858	SOL3	27.78417	0	0	0	0	6.89558121440108e-10	0	1.00000100000001
YHR183W	P38720	GND1	53.54274	0	0	0	0	1.8942173838292e-10	0	1.00000100000001
YIL074C	P40510	SER33	51.18777	0	0	0	0	3.32583987574962e-11	0	1.000001
YIL125W	P20967	KGD1	114.41496	0	0	0	0	1.64866001439673e-06	0	1.000001
YMR267W	P28239	PPA2	35.57213	0	0	0	0	7.95573980088015e-11	0	1.000001
YNL241C	P11412	ZWF1	57.5209	0	0	0	0	1.08969238143161e-11	0	1.00000100000001
YOR184W	P33330	SER1	43.41501	0	0	0	0	4.1539485874594e-09	0	1.000001
YOR388C	Q08911	FDH1	41.7138	0	0	0	0	2.22437839561993e-10	0	1.000001
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	8.25817455114863e-09	0	1.000001
