genes	enzymes	shortNames	MWs	actions	k_scores
YDR226W	P07170	ADK1	24.2546	1	1.62345505920315
YHR137W	P38840	ARO9	58.52706	1	1.6000656155854
YOR335C	P40825	ALA1	110.05785	1	1.6000656155854
YAL038W	P00549	CDC19	54.54404	1	1.57074861582396
YOR347C	P52489	PYK2	55.19478	1	1.57074861582396
YPL262W	P08417	FUM1	53.15125	1	1.53566197329665
YLL018C	P04802	DPS1	63.51479	1	1.46353270844392
YKL029C	P36013	MAE1	74.37529	1	1.44856241909176
YOR303W	P07258	CPA1	45.36103	1	1.39133129374299
YJR109C	P03965	CPA2	123.91392	1	1.39133098061924
YLR027C	P23542	AAT2	46.05711	1	1.38114525166238
YLR028C	P54113	ADE16	65.28175	1	1.37360290905542
YMR120C	P38009	ADE17	65.26269	1	1.37360290905542
YNL036W	P53615	NCE103	24.85889	1	1.32054501664097
YCR053W	P16120	THR4	57.47349	1	1.29427704426068
YDR158W	P13663	HOM2	39.54334	1	1.29427704426068
YJR139C	P31116	HOM6	38.50163	1	1.29427704426068
YER052C	P10869	HOM3	58.10913	1	1.29427704426067
YHR025W	P17423	THR1	38.71215	1	1.29427704426067
YMR267W	P28239	PPA2	35.57213	1	1.2538292234569
YLL052C		AQY2	NaN	1	1.08922683311972
YPR192W		AQY1	NaN	1	1.08922683311972
YCR012W	P00560	PGK1	44.73787	1	1.03359345116264
YGR192C	P00359	TDH3	35.74626	1	1.03359345116264
YJL052W	P00360	TDH1	35.74956	1	1.03359345116264
YJR009C	P00358	TDH2	35.84645	1	1.03359345116264
YDR516C	Q04409	EMI2	55.92028	1	1.00018651712918
YMR189W	P49095	GCV2	114.45033	0	0.272419742575374
YAL044C	P39726	GCV3	18.79276	0	0.272419742575353
YDR019C	P48015	GCV1	44.46849	0	0.272419742575353
YLR058C	P37291	SHM2	52.21793	0	0.262480995839337
YGR204W	P07245	ADE3	102.20412	0	0.251835128742638
YBR263W	P37292	SHM1	53.68589	0	0.250839442265117
YOR388C	Q08911	FDH1	41.7138	0	0.242727889546659
YCR048W	P25628	ARE1	71.61215	0	0.220003558260346
YDR503C	Q04396	LPP1	31.58604	0	0.207961799868898
YNR019W	P53629	ARE2	74.022	0	0.207585615385273
YOR245C	Q08650	DGA1	47.71075	0	0.16437842307791
