genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YML120C	P32340	NDI1	57.24915	1	1.16719687213705	opt_isoenz	2	0	6.4372280882703e-05	6.17110763256346e-07
YDR516C	Q04409	EMI2	55.92028	2	1.00066848501722	essential	2	1.72288159459862e-07	1.86179439461899e-07	1.86178000000186e-07
YNL036W	P53615	NCE103	24.85889	0	0.293729092865628	opt_isoenz	0	0	0.00245947485769459	5.28079928991098e-11
YBR218C	P32327	PYC2	130.16549	0	0.29359573528599	subOpt_isoenz	0	0	5.54843417263105e-07	0
YGL062W	P11154	PYC1	130.09827	0	0.2935957341463	opt_isoenz_tight	0	0	5.54843417260713e-07	5.54314672568217e-07
YKL029C	P36013	MAE1	74.37529	0	0.291189317044947	tightly_const	0	3.55573815800704e-08	3.58246772996325e-08	3.55879257918502e-08
YMR062C	Q04728	ARG7	47.84821	0	0.291186778809003	essential	0	2.71333511262689e-07	0.00127805922735988	2.71566801396594e-07
YOL140W	P18544	ARG8	46.68082	0	0.291186778809003	tightly_const	0	3.07119667833619e-06	3.08608854471192e-06	3.07383726576212e-06
YOR130C		ORT1	NaN	0	0.291186778809003		0	NaN	NaN	NaN
YER069W	Q01217	ARG5,6	94.86823	0	0.291186778809	tightly_const	0	1.2364578085882e-06	1.24245324506757e-06	1.2375209039888e-06
YLR438W	P07991	CAR2	46.08557	0	0.288441877805071	tightly_const	0	2.46412461819775e-08	2.48783538541466e-08	2.46832895062158e-08
YBR029C	P38221	CDS1	51.82218	0	0.278162799139612	essential	0	7.35531973808831e-08	0.00117987370743433	7.3554180645688e-08
YOR175C	Q08548	ALE1	72.22714	0	0.265001528775463	essential	0	1.55725788285218e-08	2.21992190170154e-08	2.2172052349836e-08
YDL052C	P33333	SLC1	33.88654	0	0.239388049981172	subOpt_isoenz	0	0	2.97211162844393e-06	0
YCR048W	P25628	ARE1	71.61215	0	0.220003557810056	opt_isoenz	0	0	0.000853762919566344	1.9670167838932e-11
YDR503C	Q04396	LPP1	31.58604	0	0.207961799331785	opt_isoenz	0	0	9.7978971107335e-10	9.53795898879539e-10
YNR019W	P53629	ARE2	74.022	0	0.207585614863373	subOpt_isoenz	0	0	0.000825968508667128	0
YOR245C	Q08650	DGA1	47.71075	0	0.164378422295059	subOpt_isoenz	0	0	1.01733999431099e-07	0
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	7.5633970938614e-08	0
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	7.56339709385329e-08	0
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	1.63565154830901e-07	0
YOL126C	P22133	MDH2	40.7305	0	0	subOpt_isoenz	0	0	0.00150153229513887	0
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	1.2409378931734e-05	0
