genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange
YPL281C	P0CX11	ERR2	47.32712	1	3.49877441572429	2	0	1.92922937999029e-07	0	1.00000000030006
YOR283W	Q12040	YOR283W	26.17622	2	3.49877441572429	2	6.24339841549773e-07	6.35285169714792e-07	6.31514960990507e-07	1.0000847674761
YCR012W	P00560	PGK1	44.73787	2	1.25350443569248	2	9.80076833575581e-07	9.82344286181743e-07	9.80158973151804e-07	1.00022320677579
YGR192C	P00359	TDH3	35.74626	1	1.25350443569248	2	0	4.02350243362143e-09	0	1.00000000020226
YJL052W	P00360	TDH1	35.74956	2	1.25350443569248	2	1.81359767032957e-05	1.81424346763794e-05	1.81396999236686e-05	1.00328714306401
YJR009C	P00358	TDH2	35.84645	1	1.25350443569248	2	0	6.46739951468464e-09	0	1.00000000020228
YDR050C	P00942	TPI1	26.79508	2	1.25141984139678	2	3.03362330793236e-08	3.40244474609081e-08	3.03413211630748e-08	1.00000511979073
YMR205C	P16862	PFK2	104.61673	2	1.24024947929211	2	7.34089271509021e-07	7.3740376450811e-07	7.37310454094033e-07	1.00039187494767
YGR240C	P16861	PFK1	107.96906	1	1.24024947265126	2	0	4.03496219682891e-09	0	1.0000000004997
YKL060C	P14540	FBA1	39.62024	1	1.24024947265126	2	0	4.18644548165388e-09	0	1.00000000030007
YLR354C	P15019	TAL1	37.0359	2	1.22523848483975	2	3.50778055031615e-06	3.51223408381569e-06	3.50959431225486e-06	1.00065966563048
YGR043C	P53228	NQM1	37.25314	1	1.22523848483975	2	0	3.80346506394113e-09	0	1.00000000030007
YDR516C	Q04409	EMI2	55.92028	2	1.00082615840883	2	1.85761210223306e-07	1.8618470442059e-07	1.86178e-07	1.0000537573585
YER141W	P40086	COX15	54.65792	0	0.149704166666667	0	0	2.3847993981e-13	2.3847993981e-13	1.00000099998568
YDL166C	Q12055	FAP7	22.7229	0	0.130199776155	0	5.89499074152966e-07	6.58266168604614e-07	6.53924276737622e-07	1.00014045558933
YDR226W	P07170	ADK1	24.2546	0	0.122766022927463	0	0	6.44315058456956e-08	0	1.00001683816706
YNL036W	P53615	NCE103	24.85889	0	0.118271686118755	0	0	3.96920335299471e-09	1.0171104805621e-11	1.00000199990375
YIL125W	P20967	KGD1	114.41496	0	0.10991498251478	0	0	5.57563509119721e-10	3.513718294128e-12	1.00000164521141
YDR148C	P19262	KGD2	50.43011	0	0.1098	0	0	5.57563509119721e-10	3.513718294128e-12	1.00000128364616
YLL052C		AQY2	NaN	0	0.102226506464079	0	NaN	NaN	NaN	1.000001000001
YPR192W		AQY1	NaN	0	0.102226506464079	0	NaN	NaN	NaN	1.000001000001
YMR189W	P49095	GCV2	114.45033	0	0.054900004540979	0	0	1.14458616811584e-10	0	1.00000113146551
YAL044C	P39726	GCV3	18.79276	0	0.0549	0	0	1.14458616811584e-10	0	1.00000102050127
YDR019C	P48015	GCV1	44.46849	0	0.0549	0	0	1.14458616811584e-10	0	1.00000105028551
YDL085W	Q07500	NDE2	61.65854	0	0.0487780796498215	0	6.54165748592029e-08	1.68449209714997e-07	1.55029682607528e-07	1.00010452412052
YMR145C	P40215	NDE1	62.77345	0	0.0487780796498215	0	0	8.8518914075345e-08	0	1.00005731531342
YOR222W		ODC2	NaN	0	0.0479875793100833	0	NaN	NaN	NaN	1.000001000001
YPL134C		ODC1	NaN	0	0.0479875793100833	0	NaN	NaN	NaN	1.000001000001
YPR035W	P32288	GLN1	41.7656	0	0.0422435925148999	0	0	6.51840480335544e-10	0	1.0000012758181
YLR153C	P52910	ACS2	75.49079	0	0.039949876247566	0	2.625513890435e-09	2.99282028232495e-08	2.9667079928422e-08	1.00002280023668
YKL069W	P36088	YKL069W	19.73402	0	0.0272598014187547	0	0	7.6174684345098e-09	2.61646826274e-09	1.00000158934089
YER053C		PIC2	NaN	0	0.0215410757322689	0	NaN	NaN	NaN	1.000001000001
YJR077C		MIR1	NaN	0	0.0215410757322689	0	NaN	NaN	NaN	1.000001000001
YJR130C	P47164	STR2	72.34965	0	0.0131263247366666	0	0	2.24619806474427e-09	0	1.00000264692613
YML120C	P32340	NDI1	57.24915	0	0.0102027035805692	0	3.17186935970585e-10	1.53134912052321e-08	1.41171394433239e-08	1.00000886308136
YGL080W		MPC1	NaN	0	0.0038545798442803	0	NaN	NaN	NaN	1.00000099990314
YGR243W		MPC3	NaN	0	0.0038545798442803	0	NaN	NaN	NaN	1.000001000001
YHR162W		MPC2	NaN	0	0.0038545798442803	0	NaN	NaN	NaN	1.000001000001
YKL085W	P17505	MDH1	35.64959	0	7.12879279044049e-07	0	0	2.74242391395966e-09	0	1.00000199084276
YAL062W	P39708	GDH3	49.62653	0	0	0	0	1.65091413709173e-09	0	1.00000183023858
YBR115C	P07702	LYS2	155.34394	0	0	0	0	1.40322506592061e-11	0	1.00000102199524
YBR218C	P32327	PYC2	130.16549	0	0	0	0	2.47721922347297e-10	0	1.0000013266982
YBR263W	P37292	SHM1	53.68589	0	0	0	0	2.84063346799972e-09	0	1.00000254547975
YBR291C		CTP1	NaN	0	0	0	NaN	NaN	NaN	1.00000099990315
YCL009C	P25605	ILV6	33.98652	0	0	0	0	6.98303635925091e-10	0	1.00000124043145
YCL018W	P04173	LEU2	38.95257	0	0	0	0	3.30306296749137e-10	0	1.00000113030031
YCL040W	P17709	GLK1	55.37689	0	0	0	0	2.16697560921844e-09	0	1.00000221608288
YCL050C	P16550	APA1	36.49211	0	0	0	0	3.89595061368522e-11	0	1.00000101431194
YCR053W	P16120	THR4	57.47349	0	0	0	0	1.52299112392193e-12	0	1.00000100079028
YDL066W	P21954	IDP1	48.18986	0	0	0	0	1.87145451679501e-10	0	1.00000109130397
YDL131W	Q12122	LYS21	48.59372	0	0	0	0	9.39350458577058e-10	0	1.00000146261948
YDR158W	P13663	HOM2	39.54334	0	0	0	0	5.3138955347014e-11	0	1.00000102119932
YDR234W	P49367	LYS4	75.14989	0	0	0	0	1.31272630609154e-09	0	1.0000019997137
YDR300C	P32264	PRO1	47.16164	0	0	0	0	5.52586801431712e-10	0	1.00000126402516
YDR353W	P29509	TRR1	34.23767	0	0	0	0	1.10584433690257e-09	0	1.00000138362221
YDR384C		ATO3	NaN	0	0	0	NaN	NaN	NaN	1.000001000001
YER023W	P32263	PRO3	30.13145	0	0	0	0	9.1323941755756e-12	0	1.00000100269197
YER052C	P10869	HOM3	58.10913	0	0	0	0	4.39642792141688e-11	0	1.00000102579479
YER069W	Q01217	ARG5,6	94.86823	0	0	0	0	4.15505082881851e-10	0	1.00000139939904
YER070W	P21524	RNR1	99.56021	0	0	0	0	9.95839187904693e-10	0	1.0000020047276
YER081W	P40054	SER3	51.1927	0	0	0	0	1.71670447325131e-11	0	1.00000100880989
YER091C	P05694	MET6	85.85892	0	0	0	0	1.11882625063594e-09	0	1.00000197346433
YER152C	P10356	YER152C	49.48976	0	0	0	0	1.97548415085717e-09	0	1.00000199074439
YFR053C	P04806	HXK1	53.73784	0	0	0	0	2.26993139460703e-09	0	1.0000022361583
YGL009C	P07264	LEU1	85.79356	0	0	0	0	1.13916633735298e-09	0	1.00000199040892
YGL062W	P11154	PYC1	130.09827	0	0	0	0	2.47767822277342e-10	0	1.00000132658996
YGL125W	P53128	MET13	68.55958	0	0	0	0	2.47050794138787e-11	0	1.00000101706917
YGL154C	P50113	LYS5	30.68281	0	0	0	0	1.40322506592061e-11	0	1.00000100426668
YGL184C	P53101	STR3	51.82796	0	0	0	0	1.6353910777296e-09	0	1.00000185891848
YGL253W	P04807	HXK2	53.9419	0	0	0	0	2.00576621881467e-09	0	1.00000209643621
YGR121C		MEP1	NaN	0	0	0	NaN	NaN	NaN	1.000001000001
YGR180C	P49723	RNR4	40.05407	0	0	0	0	2.55461533711356e-09	0	1.00000203702151
YGR208W	P42941	SER2	34.20684	0	0	0	0	6.64114187518944e-12	0	1.0000010022055
YHR025W	P17423	THR1	38.71215	0	0	0	0	1.52293154329491e-10	0	1.00000105965384
YIL066C	P21672	RNR3	97.51369	0	0	0	0	1.01697039683758e-09	0	1.00000200495642
YIL074C	P40510	SER33	51.18777	0	0	0	0	1.71670593879711e-11	0	1.00000100880904
YIL094C	P40495	LYS12	40.06854	0	0	0	0	3.36384898917735e-11	0	1.00000101356329
YIR034C	P38998	LYS1	41.46445	0	0	0	0	3.11277318473863e-11	0	1.00000101298408
YJL026W	P09938	RNR2	46.14681	0	0	0	0	2.18589749353298e-09	0	1.00000202222267
YJL088W	P05150	ARG3	37.84479	0	0	0	0	1.64610627841997e-11	0	1.00000100621678
YJR016C	P39522	ILV3	62.86049	0	0	0	0	2.96977634025659e-10	0	1.00000118919906
YJR095W		SFC1	NaN	0	0	0	NaN	NaN	NaN	1.00000099990317
YJR139C	P31116	HOM6	38.50163	0	0	0	0	4.46666699598922e-10	0	1.00000117419532
YKL001C	Q02196	MET14	23.06018	0	0	0	0	8.50216083893765e-10	0	1.00000119860741
YLR043C	P22217	TRX1	11.23485	0	0	0	0	1.06848129064049e-09	0	1.00000112156361
YLR155C	P0CZ17	ASP3-1	38.6862	0	0	0	0	2.10122518013656e-09	0	1.00000182374499
YLR157C	P0CX77	ASP3-2	38.6862	0	0	0	0	2.10122518013656e-09	0	1.00000182374499
YLR158C	P0CX78	ASP3-3	38.6862	0	0	0	0	2.10122518013656e-09	0	1.00000182374499
YLR160C	P0CX79	ASP3-4	38.6862	0	0	0	0	2.10122518013656e-09	0	1.00000182374499
YLR174W	P41939	IDP2	46.56172	0	0	0	0	2.09950798452837e-09	0	1.00000199074562
YLR304C	P19414	ACO1	85.36736	0	0	0	0	1.14501094417479e-09	0	1.00000199054499
YLR355C	P06168	ILV5	44.36792	0	0	0	0	1.95405842263459e-09	0	1.00000187866289
YMR062C	Q04728	ARG7	47.84821	0	0	0	0	2.06214714958649e-09	0	1.00000199990436
YMR108W	P07342	ILV2	74.93608	0	0	0	0	9.22292880402818e-10	0	1.00000170044755
YMR241W		YHM2	NaN	0	0	0	NaN	NaN	NaN	1.00000099990315
YMR246W	P47912	FAA4	77.26612	0	0	0	0	1.35804891826743e-09	0	1.00000206335956
YNL037C	P28834	IDH1	39.32357	0	0	0	0	5.47070133636901e-10	0	1.00000121793057
YNL104C	P06208	LEU4	68.40819	0	0	0	0	7.51079304746837e-10	0	1.00000152062892
YNL142W		MEP2	NaN	0	0	0	NaN	NaN	NaN	1.000001000001
YNR001C	P00890	CIT1	53.35945	0	0	0	0	1.58280821179509e-10	0	1.00000108549942
YNR050C	P38999	LYS9	48.91735	0	0	0	0	1.76807198403174e-12	0	1.0000010007797
YOL064C	P32179	MET22	39.14886	0	0	0	0	3.40086164035557e-10	0	1.00000113483773
YOL140W	P18544	ARG8	46.68082	0	0	0	0	1.032059340221e-09	0	1.00000148817122
YOR130C		ORT1	NaN	0	0	0	NaN	NaN	NaN	1.00000099990314
YOR136W	P28241	IDH2	39.73903	0	0	0	0	5.47070133636901e-10	0	1.00000122023407
YOR184W	P33330	SER1	43.41501	0	0	0	0	2.12429400853211e-09	0	1.00000193469554
YOR317W	P30624	FAA1	77.86529	0	0	0	0	1.33435435555514e-09	0	1.00000205290773
YOR323C	P54885	PRO2	49.73991	0	0	0	0	7.14392640808414e-11	0	1.00000103591597
YOR375C	P07262	GDH1	49.56931	0	0	0	0	1.65251061711148e-09	0	1.00000183008323
YOR388C	Q08911	FDH1	41.7138	0	0	0	0	1.75770606378805e-09	0	1.00000174299275
YPL023C	P46151	MET12	73.94088	0	0	0	0	2.4671825694249e-11	0	1.00000101839162
YPL092W		SSU1	NaN	0	0	0	NaN	NaN	NaN	1.00000099990315
YPR001W	P43635	CIT3	53.81073	0	0	0	0	1.58162857958328e-10	0	1.000001086159
YPR138C		MEP3	NaN	0	0	0	NaN	NaN	NaN	1.000001000001
YPR167C	P18408	MET16	30.3799	0	0	0	0	1.07906566368691e-09	0	1.00000133214121
YFR055W	P43623	IRC7	36.97108	0	0	0	0	2.14934891248452e-09	0	1.00000180525236
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	1.99865846348246e-09	0	1.00000199181432
YJL200C	P39533	ACO2	86.58224	0	0	0	0	1.13983864504275e-09	0	1.00000200010435
PAL1	P35510	PAL1	78.726	0	0	0	0	8.2726678738684e-10	0	1.00000165995637
C4H	P92994	C4H	57.792	0	0	0	0	8.65744312381577e-10	0	1.00000150697856
