genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YOR184W	P33330	SER1	43.41501	deletion	0	0	0	2.12429400853211e-09	0	1.00000193469554	1	4	0	1
YOR317W	P30624	FAA1	77.86529	deletion	0	0	0	1.33435435555514e-09	0	1.00000205290773	1	52	0	1
YOR388C	Q08911	FDH1	41.7138	deletion	0	0	0	1.75770606378805e-09	0	1.00000174299275	1	4	0	1
YPR001W	P43635	CIT3	53.81073	deletion	0	0	0	1.58162857958328e-10	0	1.000001086159	1	9	0	1
YPR167C	P18408	MET16	30.3799	deletion	0	0	0	1.07906566368691e-09	0	1.00000133214121	1	7	0	1
YLR446W	Q06204	YLR446W	48.96875	deletion	0	0	0	1.99865846348246e-09	0	1.00000199181432	1	20	0	1
YJL200C	P39533	ACO2	86.58224	deletion	0	0	0	1.13983864504275e-09	0	1.00000200010435	1	7	0	1
PAL1	P35510	PAL1	78.726	deletion	0	0	0	8.2726678738684e-10	0	1.00000165995637	1	3	0	1
YHR163W	P38858	SOL3	27.78417	OE	1000	2	0	1.3490189888905e-07	1.21679231192434e-07	1.0000543793413	0	5	2	2
YHR183W	P38720	GND1	53.54274	OE	1000	2	0	3.70605876482674e-08	3.34283438511897e-08	1.00001006985528	0	6	3	2
YOL086C	P00330	ADH1	36.84874	OE	1000	2	4.83471240164247e-07	4.92029018672054e-07	4.90926527637839e-07	1.00009278356108	0	21	1	2
YAL038W	P00549	CDC19	54.54404	OE	3.49877441572429	2	2.11583833311765e-06	2.26772048962779e-06	2.26746722492227e-06	1.00062771946597	0	6	4	2
YGR254W	P00924	ENO1	46.81564	OE	3.49877441572429	2	2.08847012859136e-06	2.28926985944664e-06	2.28718153171698e-06	1.00054359577962	0	5	5	2
YJL052W	P00360	TDH1	35.74956	OE	1.25350443569248	2	1.81359767032957e-05	1.81424346763794e-05	1.81396999236686e-05	1.00328714306401	0	8	6	2
YLR354C	P15019	TAL1	37.0359	OE	1.22523848483975	2	3.50778055031615e-06	3.51223408381569e-06	3.50959431225486e-06	1.00065966563048	0	6	7	2
YLL052C		AQY2	NaN	deletion	0.102226506464079	0	NaN	NaN	NaN	1.000001000001	0	2	9	2
YMR189W	P49095	GCV2	114.45033	deletion	0.054900004540979	0	0	1.14458616811584e-10	0	1.00000113146551	0	18	10	2
YOR222W		ODC2	NaN	deletion	0.0479875793100833	0	NaN	NaN	NaN	1.000001000001	0	6	12	2
YPL134C		ODC1	NaN	deletion	0.0479875793100833	0	NaN	NaN	NaN	1.000001000001	0	6	12	2
YER053C		PIC2	NaN	deletion	0.0215410757322689	0	NaN	NaN	NaN	1.000001000001	0	4	13	2
YGR243W		MPC3	NaN	deletion	0.0038545798442803	0	NaN	NaN	NaN	1.000001000001	0	4	14	2
YAL062W	P39708	GDH3	49.62653	deletion	0	0	0	1.65091413709173e-09	0	1.00000183023858	0	8	15	2
YBR218C	P32327	PYC2	130.16549	deletion	0	0	0	2.47721922347297e-10	0	1.0000013266982	0	8	17	2
YDR384C		ATO3	NaN	deletion	0	0	NaN	NaN	NaN	1.000001000001	0	2	18	2
YER070W	P21524	RNR1	99.56021	deletion	0	0	0	9.95839187904693e-10	0	1.0000020047276	0	24	19	2
YFR053C	P04806	HXK1	53.73784	deletion	0	0	0	2.26993139460703e-09	0	1.0000022361583	0	12	21	2
YGL062W	P11154	PYC1	130.09827	deletion	0	0	0	2.47767822277342e-10	0	1.00000132658996	0	8	17	2
YGL184C	P53101	STR3	51.82796	deletion	0	0	0	1.6353910777296e-09	0	1.00000185891848	0	6	23	2
YGL253W	P04807	HXK2	53.9419	deletion	0	0	0	2.00576621881467e-09	0	1.00000209643621	0	12	21	2
YGR121C		MEP1	NaN	deletion	0	0	NaN	NaN	NaN	1.000001000001	0	2	18	2
YGR180C	P49723	RNR4	40.05407	deletion	0	0	0	2.55461533711356e-09	0	1.00000203702151	0	24	19	2
YIL066C	P21672	RNR3	97.51369	deletion	0	0	0	1.01697039683758e-09	0	1.00000200495642	0	24	19	2
YJL026W	P09938	RNR2	46.14681	deletion	0	0	0	2.18589749353298e-09	0	1.00000202222267	0	24	19	2
YLR155C	P0CZ17	ASP3-1	38.6862	deletion	0	0	0	2.10122518013656e-09	0	1.00000182374499	0	5	24	2
YLR157C	P0CX77	ASP3-2	38.6862	deletion	0	0	0	2.10122518013656e-09	0	1.00000182374499	0	5	24	2
YLR158C	P0CX78	ASP3-3	38.6862	deletion	0	0	0	2.10122518013656e-09	0	1.00000182374499	0	5	24	2
YLR160C	P0CX79	ASP3-4	38.6862	deletion	0	0	0	2.10122518013656e-09	0	1.00000182374499	0	5	24	2
YNL142W		MEP2	NaN	deletion	0	0	NaN	NaN	NaN	1.000001000001	0	2	18	2
YOR375C	P07262	GDH1	49.56931	deletion	0	0	0	1.65251061711148e-09	0	1.00000183008323	0	8	15	2
YFR055W	P43623	IRC7	36.97108	deletion	0	0	0	2.14934891248452e-09	0	1.00000180525236	0	6	23	2
YMR145C	P40215	NDE1	62.77345	deletion	0.0487780796498215	0	0	8.8518914075345e-08	0	1.00005731531342	0	6	11	3
