genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage
YGR043C	P53228	NQM1	37.25314	1	1.23587028835601	2	0	3.77353250226959e-09	0
YGR240C	P16861	PFK1	107.96906	1	1.21102375874217	2	0	4.00090971010339e-09	0
YKL060C	P14540	FBA1	39.62024	1	1.21102375874217	2	0	4.15028551901896e-09	0
YMR205C	P16862	PFK2	104.61673	2	1.21102375874217	2	7.2813223926307e-07	7.31628609744276e-07	7.28560196572507e-07
YLR304C	P19414	ACO1	85.36736	0	0.149553961317701	0	1.08302619447056e-07	1.09532299888251e-07	1.08386495773366e-07
YER141W	P40086	COX15	54.65792	0	0.145891666666667	0	0	2.3847993981e-13	2.3847993981e-13
YOL126C	P22133	MDH2	40.7305	0	0.139245404464205	0	9.79448009512376e-10	3.38351552854846e-09	9.79825693345913e-10
YGL080W		MPC1	NaN	0	0.137334721856326	0	0	0	0
YGR243W		MPC3	NaN	0	0.137334721856326	0	0	0	0
YHR162W		MPC2	NaN	0	0.137334721856326	0	0	0	0
YBR221C	P32473	PDB1	40.0532	0	0.135778287855067	0	2.27489920368251e-07	2.27992633786477e-07	2.27705890881529e-07
YER178W	P16387	PDA1	46.34261	0	0.135778287855067	0	2.27489920368251e-07	2.27992633786477e-07	2.27705890881529e-07
YGR193C	P16451	PDX1	45.36125	0	0.135778287855067	0	2.27489920368251e-07	2.27992633786477e-07	2.27705890881529e-07
YNL071W	P12695	LAT1	51.81762	0	0.135778287855067	0	2.27489920368251e-07	2.27992633786477e-07	2.27705890881529e-07
YBL039C	P28274	URA7	64.70953	0	0.133931198022575	0	0	1.92908536779289e-08	0
YJR103W	P38627	URA8	64.50989	0	0.133931198022575	0	0	1.93083415410323e-08	1.88718006386648e-08
YLL052C		AQY2	NaN	0	0.129728607270606	0	0	0	0
YPR192W		AQY1	NaN	0	0.129728607270606	0	0	0	0
YKL085W	P17505	MDH1	35.64959	0	0.12842693795	0	4.06595857261993e-08	4.35335095169176e-08	4.07872377823608e-08
YOR222W		ODC2	NaN	0	0.119089441898447	0	0	0	0
YPL134C		ODC1	NaN	0	0.119089441898447	0	0	0	0
YHR002W		LEU5	NaN	0	0.1098	0	0	0	0
YDR503C	Q04396	LPP1	31.58604	0	0.107871437160681	0	3.68633520889521e-10	6.8623090031837e-10	4.9474106999704e-10
YJR095W		SFC1	NaN	0	0.10065	0	0	0	0
YPR021C		AGC1	NaN	0	0.097624001144424	0	0	0	0
YER069W	Q01217	ARG5,6	94.86823	0	0.0753127384427565	0	3.1816808191818e-07	3.18612501827177e-07	3.1816808191818e-07
YMR062C	Q04728	ARG7	47.84821	0	0.0753127384427565	0	6.98201444795891e-08	7.18646883598648e-08	6.98201444795891e-08
YOL140W	P18544	ARG8	46.68082	0	0.0753127384427565	0	7.90287181270117e-07	7.91411385415243e-07	7.90287181270117e-07
YOR130C		ORT1	NaN	0	0.0753127384427565	0	0	0	0
YMR267W	P28239	PPA2	35.57213	0	0.0695066847828557	0	2.32108528293141e-07	2.32850059288208e-07	2.32787219017556e-07
YDL066W	P21954	IDP1	48.18986	0	0.056425	0	1.31834518840087e-07	1.34114897029449e-07	1.33151583418091e-07
YAL062W	P39708	GDH3	49.62653	0	0.0515092257297919	0	0	7.1111038592236e-07	0
YOR375C	P07262	GDH1	49.56931	0	0.0515092257297919	0	0	7.11304777653642e-07	7.10845300333548e-07
Q0045	P00401	COX1	58.79755	0	0.0441858372695487	0	4.4368692966361e-07	4.46085743395903e-07	4.46068738894735e-07
Q0250	P00410	COX2	28.5669	0	0.0441858372695487	0	4.4368692966361e-07	4.46064578549498e-07	4.46068738894735e-07
Q0275	P00420	COX3	30.35941	0	0.0441858372695487	0	4.4368692966361e-07	4.46064578549498e-07	4.46068738894735e-07
YDL067C	P07255	COX9	6.96313	0	0.0441858372695487	0	4.4368692966361e-07	4.46064578549498e-07	4.46068738894735e-07
YGL187C	P04037	COX4	17.1424	0	0.0441858372695487	0	4.43687141180953e-07	4.46064578549493e-07	4.46068738894735e-07
YGL191W	P32799	COX13	15.02097	0	0.0441858372695487	0	4.43687141180953e-07	4.46064578549493e-07	4.46068738894735e-07
YHR051W	P00427	COX6	17.34139	0	0.0441858372695487	0	4.43687141180953e-07	4.46064578549493e-07	4.46068738894735e-07
YIL111W	P00425	COX5B	17.1965	0	0.0441858372695487	0	4.43687141180953e-07	4.46064578549493e-07	4.46068738894735e-07
YLR038C	Q01519	COX12	9.78778	0	0.0441858372695487	0	4.43687141180953e-07	4.46064578549493e-07	4.46068738894735e-07
YLR395C	P04039	COX8	8.90656	0	0.0441858372695487	0	8.8714566233535e-07	8.92166900974905e-07	8.92136364134977e-07
YMR256C	P10174	COX7	6.9323	0	0.0441858372695487	0	4.43687141180953e-07	4.46064578549493e-07	4.46068738894735e-07
YML120C	P32340	NDI1	57.24915	0	0.0402698966920523	0	3.8709221174361e-08	5.41211691939368e-08	5.31076329815506e-08
Q0105	P00163	COB	43.65549	0	0.0368435389131629	0	1.39826264752058e-06	1.40618160695462e-06	1.40612800421167e-06
YBL045C	P07256	COR1	50.22724	0	0.0368435389131627	0	1.39826264752058e-06	1.40618160695462e-06	1.40612800421167e-06
YDR529C	P00128	QCR7	14.56466	0	0.0368435389131627	0	1.39826264752058e-06	1.40618160695462e-06	1.40612800421167e-06
YEL024W	P08067	RIP1	23.36479	0	0.0368435389131627	0	1.39826264752058e-06	1.40618160695462e-06	1.40612800421167e-06
YFR033C	P00127	QCR6	17.25682	0	0.0368435389131627	0	1.39826264752058e-06	1.40618160695462e-06	1.40612800421167e-06
YGR183C	P22289	QCR9	7.47622	0	0.0368435389131627	0	1.39826264752058e-06	1.40618160695462e-06	1.40612800421167e-06
YHR001W-A	P37299	QCR10	8.59285	0	0.0368435389131627	0	1.39826264752058e-06	1.40618160695462e-06	1.40612800421167e-06
YJL166W	P08525	QCR8	10.97437	0	0.0368435389131627	0	1.39826264752058e-06	1.40618160695462e-06	1.40612800421167e-06
YOR065W	P07143	CYT1	34.05423	0	0.0368435389131627	0	1.39826264752058e-06	1.40618160695462e-06	1.40612800421167e-06
YPR191W	P07257	QCR2	40.47764	0	0.0368435389131627	0	1.39826264752058e-06	1.40618160695462e-06	1.40612800421167e-06
YFL018C	P09624	LPD1	54.00934	0	0.0367116395008605	0	2.27510945665118e-07	2.282174359947e-07	2.27727103652271e-07
YDL085W	Q07500	NDE2	61.65854	0	0.0358116262785462	0	1.66865325437501e-07	2.6910625774635e-07	2.56241084772264e-07
YMR145C	P40215	NDE1	62.77345	0	0.0358116262785462	0	0	8.7831372275599e-08	0
Q0080	P00856	ATP8	5.82221	0	0.0309173995550083	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
Q0085	P00854	ATP6	29.09876	0	0.0309173995550083	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
Q0130	P61829	OLI1	7.75937	0	0.0309173995550083	0	1.77071448461217e-05	1.77992510349686e-05	1.77986124512825e-05
YBL099W	P07251	ATP1	58.60746	0	0.0309173995550083	0	5.44842159773933e-07	5.47644337231106e-07	5.47650974250086e-07
YBR039W	P38077	ATP3	34.35021	0	0.0309173995550083	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
YDL004W	Q12165	ATP16	17.02022	0	0.0309173995550083	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
YDR298C	P09457	ATP5	22.81414	0	0.0309173995550083	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
YDR322C-A	P81449	TIM11	10.87534	0	0.0309173995550083	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
YDR377W	Q06405	ATP17	11.312	0	0.0309173995550083	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
YJR121W	P00830	ATP2	54.7932	0	0.0309173995550083	0	5.44842159773933e-07	5.47644337231106e-07	5.47650974250086e-07
YKL016C	P30902	ATP7	19.80938	0	0.0309173995550083	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
YML081C-A	P81450	ATP18	6.68769	0	0.0309173995550083	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
YPL078C	P05626	ATP4	26.92481	0	0.0309173995550083	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
YPL271W	P21306	ATP15	6.7425	0	0.0309173995550083	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
YPR020W	Q12233	ATP20	12.92094	0	0.0309173995550083	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
YOL077W-A	P81451	ATP19	7.53367	0	0.0309173995550083	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
YLR295C	Q12349	ATP14	14.12765	0	0.030917399555008	0	1.77072416909411e-06	1.77991710017399e-06	1.77986124512825e-06
YER053C		PIC2	NaN	0	0.0164303715101631	0	0	0	0
YJR077C		MIR1	NaN	0	0.0164303715101631	0	0	0	0
YER081W	P40054	SER3	51.1927	0	0.0145955061140695	0	0	1.54836595029226e-08	0
YGR208W	P42941	SER2	34.20684	0	0.0145955061140695	0	5.97595051165594e-09	5.99292396550105e-09	5.97941632556236e-09
YIL074C	P40510	SER33	51.18777	0	0.0145955061140695	0	0	1.54690576767773e-08	1.54580273404839e-08
YOR184W	P33330	SER1	43.41501	0	0.0145955061140695	0	1.92660215324124e-06	1.93509492410167e-06	1.93069580465929e-06
YLR058C	P37291	SHM2	52.21793	0	0.00467016293606123	0	1.90250981740382e-07	1.93197061938504e-07	1.91322159102163e-07
YGR204W	P07245	ADE3	102.20412	0	0.00184700424920457	0	3.85437770278391e-09	6.47286908276271e-09	3.86856985195456e-09
YBR263W	P37292	SHM1	53.68589	0	0.000116987405816018	0	1.5263729219256e-09	4.01202809929401e-09	2.20700438593984e-09
YAL044C	P39726	GCV3	18.79276	0	5.84936454472162e-05	0	1.62767825161053e-11	1.39235463830514e-10	2.12127707418912e-11
YDR019C	P48015	GCV1	44.46849	0	5.84936454472162e-05	0	1.62767825161053e-11	1.39235463830514e-10	2.12127707418912e-11
YMR189W	P49095	GCV2	114.45033	0	5.84936454472121e-05	0	1.62767825161053e-11	1.39235463830514e-10	2.12127707418912e-11
YDR148C	P19262	KGD2	50.43011	0	0	0	0	4.23312119882998e-10	0
YER070W	P21524	RNR1	99.56021	0	0	0	0	9.87255860953833e-10	0
YGR180C	P49723	RNR4	40.05407	0	0	0	0	2.51086138654059e-09	0
YHR123W	P22140	EPT1	44.55926	0	0	0	0	1.62999906439948e-09	0
YIL066C	P21672	RNR3	97.51369	0	0	0	0	1.0090718452398e-09	0
YIL125W	P20967	KGD1	114.41496	0	0	0	0	4.23312119882998e-10	0
YJL026W	P09938	RNR2	46.14681	0	0	0	0	2.18940581544324e-09	0
YLR438W	P07991	CAR2	46.08557	0	0	0	0	1.77192646799582e-11	0
YMR246W	P47912	FAA4	77.26612	0	0	0	0	1.34633788078969e-09	0
YOR317W	P30624	FAA1	77.86529	0	0	0	0	1.32256618454578e-09	0
YOR388C	Q08911	FDH1	41.7138	0	0	0	0	1.72777016611807e-09	0
