genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YAL038W	P00549	CDC19	54.54404	2	2.07036764134756	2	0	1.72596694991649e-06	1.7259089698567e-06	1.000001	0	6	9	1
YGR254W	P00924	ENO1	46.81564	1	1.93127520617372	2	0	0.0016336497044643	1.75843337233719e-06	1.000001	0	5	10	1
YOR095C	Q12189	RKI1	28.25777	1	1.62224703602078	2	2.78689713443689e-06	0.00270639552498162	2.78914226931387e-06	1.000001	1	2	0	1
YOR375C	P07262	GDH1	49.56931	2	1.52737116787008	2	0	8.90191234721239e-06	8.9013767223428e-06	1.000001	0	8	11	1
YCR012W	P00560	PGK1	44.73787	1	1.22411664062819	2	9.27755219551853e-07	0.00170860666859932	9.27755610324932e-07	1.000001	1	4	0	1
YJL052W	P00360	TDH1	35.74956	1	1.22411664062819	2	0	0.00215419991279743	1.71698763514639e-05	1.000001	0	8	12	1
YDR050C	P00942	TPI1	26.79508	1	1.17387222906108	2	2.73894928147559e-08	0.0028512191537767	2.73895579304443e-08	1.000001	1	2	0	1
YMR205C	P16862	PFK2	104.61673	2	1.16633994405668	2	3.7017118271141e-07	6.65748157363418e-07	6.65686791480972e-07	1.00000100000001	1	9	0	1
YDR516C	Q04409	EMI2	55.92028	2	1.10857787787778	2	1.86172186117642e-07	1.91350495970026e-07	1.86178186178e-07	1.000001	1	4	0	1
YLR354C	P15019	TAL1	37.0359	1	1.08981045659953	2	0	0.00206564630833321	2.83783219496867e-06	1.000001	0	6	13	1
YDL052C	P33333	SLC1	33.88654	0	0.118761477793535	0	0	1.6491272534157e-06	0	1.000001	1	28	0	1
YNR019W	P53629	ARE2	74.022	0	0.107676212170995	0	0	0.00103209813634655	0	1.000001	1	84	0	1
YOR245C	Q08650	DGA1	47.71075	0	0.085264318256492	0	0	6.15172049466451e-08	0	1.000001	1	122	0	1
YCL040W	P17709	GLK1	55.37689	0	0	0	0	3.26688249052274e-11	0	1.000001	1	6	0	1
YMR267W	P28239	PPA2	35.57213	0	0	0	0	5.16469011298828e-11	0	1.000001	1	4	0	1
YPL061W	P54115	ALD6	54.41344	0	0	0	0	7.62965033803939e-10	0	1.00000100000001	1	8	0	1
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	5.36053688968523e-09	0	1.00000100000001	1	20	0	1
YGL080W		MPC1	NaN	0	0.00525582140361154	0	0	0	0	1.00000100000001	0	4	16	2
YGR243W		MPC3	NaN	0	0.00525582140361154	0	0	0	0	1.000001	0	4	16	2
YHR162W		MPC2	NaN	0	0.00525582140361154	0	0	0	0	1.000001	0	4	16	2
YDR148C	P19262	KGD2	50.43011	0	0	0	0	3.19255233404883e-06	0	1.000001	0	11	17	2
YFR053C	P04806	HXK1	53.73784	0	0	0	0	3.26719654804079e-11	0	1.000001	0	12	18	2
YGL253W	P04807	HXK2	53.9419	0	0	0	0	7.06559977682346e-11	0	1.000001	0	12	18	2
YIL125W	P20967	KGD1	114.41496	0	0	0	0	3.19255233404883e-06	0	1.00000100000001	0	11	17	2
YBL039C	P28274	URA7	64.70953	0	0.133931198022576	0	0	2.18079871217641e-08	0	1.000001	0	12	14	3
YER070W	P21524	RNR1	99.56021	0	0.101666666666668	0	0	2.53352297569385e-07	0	1.000001	0	24	15	3
YIL066C	P21672	RNR3	97.51369	0	0.101666666666668	0	0	2.53352297569406e-07	0	1.000001	0	24	15	3
YJL026W	P09938	RNR2	46.14681	0	0.101666666666668	0	0	2.53352297566214e-07	0	1.00000100000001	0	24	15	3
