Row	sensitivities
"YCR005C"	0
"YDR044W"	0
"YBL039C"	0
"YJR103W"	0
"YFR055W"	0
"YGL184C"	0
"YGR155W"	0
"YAL012W"	0
"YJR130C"	0
"YLR303W"	0
"YNL247W"	0
"YLR245C"	0
"YNR012W"	0
"YHR007C"	0
"YHR042W"	0
"YPR062W"	0
"YML086C"	0
"YMR041C"	0
"YBR149W"	0
"YKL060C"	0
"YDL246C"	0
"YJR159W"	0
"YHR144C"	0
"YDR454C"	0
"YHR068W"	0
"YCR036W"	0
"YDR196C"	0
"YNR057C"	0
"YPL087W"	0
"YOR236W"	0
"YMR113W"	0
"YDL100C"	0
"YLR420W"	5.25630172657774e-05
"YJR016C"	0.000107029729130482
"YFL053W"	0
"YML070W"	0
"YJL167W"	0.000334830524962489
"YKL152C"	0
"YLR172C"	0
"YMR013C"	0
"YPR183W"	0
"YAL023C"	0
"YDL095W"	0
"YDL093W"	0
"YJR143C"	0
"YOR321W"	0
"YJR057W"	0
"YJR069C"	0
"YBR252W"	0
"YJR153W"	0
"YPL281C"	0
"YGR254W"	0.0150623402714472
"YHR174W"	0
"YMR323W"	0
"YOR393W"	0
"YDR147W"	0
"YOR126C"	0
"YDR261C"	0
"YGR282C"	0
"YLR300W"	0
"YNR067C"	0
"YOR190W"	0
"YPL069C"	0
"YER015W"	0
"YOR176W"	0
"YKR066C"	0
"Q0045"	0.00379316247396397
"Q0250"	0.00179121253176038
"Q0275"	0.00191018522058931
"YDL067C"	0.000361048651771433
"YGL187C"	0.00103504781056139
"YGL191W"	0.000894583658261092
"YHR051W"	0.00104822418922957
"YIL111W"	0.00103834719829726
"YLR038C"	0.000547794147924966
"YLR395C"	0.00107945669595503
"YMR256C"	0.000358724575114742
"YHR116W"	0
"YDR231C"	0
"YGR062C"	0
"YJL003W"	0
"YPL132W"	0
"YLL018C-A"	0
"Q0105"	0.00901159440677148
"YBL045C"	0.0103832685131639
"YDR529C"	0.00293996041818365
"YEL024W"	0.00477673560113078
"YFR033C"	0.00350186045195078
"YGR183C"	0.00146044277863335
"YHR001W-A"	0.00169350710757824
"YJL166W"	0.0021905873699619
"YOR065W"	0.0070078580298158
"YPR191W"	0.00834857316863148
"YDL045C"	0
"YLR011W"	0
"YOR388C"	0
"YGR204W"	0
"YBR084W"	0
"YLR345W"	0
"YJL155C"	0
"YLR377C"	0
"YPL262W"	0
"YKL216W"	0
"YEL047C"	0
"YLR299W"	0
"YBR020W"	0
"YBR018C"	0
"YJL101C"	0
"YPR184W"	0
"YIL099W"	0
"YNL241C"	0.000687534939871963
"YBR196C"	0.0025987557882451
"YDR300C"	0
"YMR250W"	0
"YDL215C"	0
"YAL062W"	0
"YOR375C"	0.000394855253327879
"YDL171C"	0
"YOR323C"	0
"YFL060C"	0
"YNL334C"	0
"YPR035W"	0
"YMR084W"	0
"YKL104C"	0
"YOR168W"	0.000235107260849348
"YGL245W"	0.0018175116474665
"YOL033W"	0
"YCL035C"	0
"YPL091W"	0
"YDR098C"	0
"YDR513W"	0
"YER174C"	0
"YPL059W"	0
"YNL229C"	0
"YBR244W"	0
"YIR037W"	0
"YKL026C"	0
"YOL049W"	0
"YGR192C"	0
"YJL052W"	0.0918190447212409
"YJR009C"	0
"YOR120W"	0
"YHL032C"	0
"YER062C"	0
"YIL053W"	0
"YIL155C"	0
"YDL022W"	0
"YOL059W"	0
"YPL110C"	0
"YDR408C"	0
"YAL044C"	0
"YDR019C"	0
"YFL018C"	7.59874746527903e-05
"YMR189W"	0
"YLR058C"	4.31793279988241e-05
"YBR263W"	0
"YDR148C"	0
"YIL125W"	0
"YFR015C"	0
"YJL137C"	0
"YKR058W"	0
"YLR258W"	0
"YPR160W"	0
"YBR121C"	0
"YPR081C"	4.14148157390312e-05
"YMR217W"	0.00047029256729399
"YMR281W"	0
"YCL052C"	0
"YJR013W"	0
"YKL165C"	0
"YBR004C"	0
"YGL142C"	0
"YDR302W"	0
"YLL031C"	0
"YGR267C"	0
"YBL033C"	0
"YDL238C"	0
"YDR399W"	0
"YER141W"	0
"YPL172C"	0
"YLR446W"	0
"YFR053C"	0
"YGL253W"	0
"YCL040W"	0
"YCL030C"	0
"YFR025C"	0
"YIL116W"	0
"YPR033C"	0
"YBR034C"	0
"YJL200C"	0
"YDL131W"	0.00236213174737675
"YDL182W"	0
"YLL062C"	0
"YPL273W"	0
"YIL094C"	0
"YJR139C"	0
"YHR025W"	0
"YNL277W"	0
"YDR453C"	0
"YGR209C"	0
"YLR043C"	0
"YBL064C"	0
"YCR083W"	0
"YLR109W"	0
"YDR272W"	0
"YOR040W"	0
"YNR041C"	0
"YPL214C"	0
"YDL205C"	0
"YLR450W"	0
"YML075C"	0
"YML126C"	0.00224935374021295
"YOL055C"	0
"YPL258C"	0
"YPR121W"	0
"YBR248C"	0
"YOR202W"	0
"YHR216W"	0
"YLR432W"	0
"YML056C"	0
"YBR011C"	0
"YMR267W"	0
"YLR028C"	6.79856362761918e-05
"YMR120C"	0.000137490357260322
"YDR315C"	0
"YDR173C"	0
"YER019W"	0
"YNL037C"	0
"YOR136W"	0
"YLR174W"	0
"YNL009W"	0
"YER065C"	0
"YBL076C"	0
"YPL040C"	0
"YPL117C"	0
"YGR244C"	0
"YOR142W"	0
"YBL098W"	0
"YLR089C"	0
"YEL046C"	0
"YMR226C"	0
"YBR115C"	1.64729378630965e-05
"YGL154C"	0
"YDR321W"	0
"YLR155C"	0
"YLR157C"	0
"YLR158C"	0
"YLR160C"	0
"YER023W"	0
"YOL151W"	0
"YCL064C"	0
"YER086W"	0
"YJR078W"	0
"YML004C"	0
"YHR072W"	0
"YPL160W"	7.19024618945097e-06
"YLR382C"	0
"YNL045W"	0
"YDR037W"	0
"YNL073W"	0
"YKL085W"	0
"YOL126C"	0
"YDL078C"	0
"YIR031C"	0
"YNL117W"	0
"YKL029C"	0
"YKL192C"	0
"YOR221C"	0
"YDL055C"	0
"YER003C"	0
"YDR502C"	0
"YLR180W"	0.000705033437383807
"YBL013W"	0
"YGR264C"	0.00105740461963993
"YGR171C"	0
"YKR080W"	0
"YPR006C"	0
"YMR208W"	0
"YNR043W"	5.95609458823189e-05
"YBR036C"	0
"YBR161W"	0
"YPL057C"	0
"YDR287W"	0
"YHR046C"	0
"YJL153C"	3.63507567864988e-05
"YFL017C"	0
"YJL071W"	0
"YMR062C"	0
"YDR428C"	0
"YDR402C"	0
"YDR403W"	0
"YGL067W"	0
"YEL041W"	0
"YJR049C"	0
"YPL188W"	0
"YDL042C"	0
"YDR191W"	0
"YOL068C"	0
"YOR025W"	0
"YPL015C"	0
"YHR074W"	0
"YDL085W"	0.00269449928501853
"YMR145C"	0
"YML120C"	0
"YOR209C"	0
"YGL037C"	0
"YLR285W"	0
"YCL047C"	0
"YLR328W"	0
"YGR010W"	0
"YFR047C"	0
"YEL042W"	0
"YKL067W"	0
"YAL035W"	0
"YLL001W"	0
"YLL058W"	0
"YML082W"	0
"YJL088W"	0
"YKL184W"	0
"YLR438W"	0
"YML106W"	0
"YMR271C"	0
"YEL021W"	0
"YGR277C"	0
"YDR531W"	0
"YIL145C"	0
"YJR019C"	0
"YFL022C"	0
"YLR060W"	0
"YPR047W"	0
"YDR380W"	0
"YGL234W"	0.00010667940749931
"YEL058W"	0
"YPR167C"	0
"YKR097W"	0
"YGR007W"	0
"YMR205C"	0.010406048845741
"YGR240C"	0
"YMR105C"	0
"YKL127W"	0
"YGR256W"	0
"YHR183W"	0.0126442639493227
"YER081W"	0
"YIL074C"	0
"YCR012W"	0.00611505882343125
"YOR283W"	0.00224077892118242
"YFL045C"	0.00193222354639229
"YMR220W"	0.000162998134781532
"YIL083C"	0
"YKL088W"	0
"YKR072C"	0
"YOR054C"	0
"YMR278W"	0
"YAR015W"	0
"YOR128C"	0
"YDR007W"	0
"YMR300C"	0
"YKL181W"	0.00190561082252128
"YER099C"	0.00138201394965009
"YHL011C"	0
"YBL068W"	0
"YOL061W"	0
"YGR208W"	0
"YOR184W"	0.00110129398736912
"YBR183W"	0
"YDR294C"	0
"YMR020W"	0
"YGL040C"	0
"YNL316C"	0
"YBR166C"	0
"YLR142W"	0
"YHR020W"	0.000148634436678864
"YER014W"	0
"YDR400W"	0
"YLR209C"	0
"YBR035C"	0
"YBR218C"	0.000227779218550952
"YGL062W"	0.000575545673545221
"YBR221C"	3.0709494238214e-05
"YER178W"	5.09515685881339e-05
"YGR193C"	4.80319310454573e-05
"YNL071W"	6.9101400235288e-05
"YAL038W"	0.0173992759596265
"YOR347C"	0
"YDR236C"	0
"YOL143C"	0
"YBR256C"	6.80788330981945e-05
"YER070W"	0
"YGR180C"	0
"YIL066C"	0
"YJL026W"	0
"YOR095C"	0.00848417742629578
"YNL129W"	0
"YJL121C"	0.00121490910152623
"YML008C"	0
"YJL068C"	0
"YIR034C"	0
"YNR050C"	0
"YDL040C"	0
"YGR147C"	0
"YHR013C"	0
"YBR058C-A"	0
"YDR062W"	0
"YMR296C"	0
"YDR023W"	0
"YHR011W"	0.000161686886739521
"YBR213W"	0
"YPR069C"	0
"YLR146C"	0
"YJL134W"	0
"YKR053C"	0
"YLR260W"	0
"YOR171C"	0
"YGR175C"	0.00204217950439037
"YHR190W"	0
"YDR178W"	0
"YJL045W"	0
"YKL141W"	0
"YLL041C"	0
"YKL148C"	0
"YLR164W"	0
"YBR006W"	0
"YIL162W"	0
"YJR010W"	0
"YFR030W"	0
"YJR137C"	0
"YLL057C"	0
"YKL132C"	0
"YOR241W"	0
"YOR143C"	0
"YIL010W"	0
"YDR353W"	0
"YHR106W"	0
"YIL078W"	0.000432299657713217
"YKL194C"	0
"YOR074C"	0
"YBR003W"	0
"YGR043C"	0
"YLR354C"	0.016177675774368
"YBR117C"	0
"YPR074C"	0.00604765252218418
"YDR050C"	1.0878214209835e-05
"YGL026C"	0
"YOL097C"	8.27679680967394e-06
"YDR268W"	0
"YGR185C"	6.63085616229842e-06
"YPL097W"	0
"YLR189C"	0
"YDL103C"	0
"YBR019C"	0
"YKL024C"	0
"YHR128W"	0
"YIR032C"	0
"YDR020C"	0
"YDR047W"	0
"YKR069W"	0
"YOR278W"	0
"YHL012W"	0
"YKL035W"	0
"YGR094W"	0
"YJR133W"	0
"YLR070C"	0
"YGR194C"	0
"YFL001W"	0
"YGL063W"	0
"YNL292W"	0
"YPL212C"	0
"YEL029C"	0
"YKR043C"	0
"YDL066W"	0
"YKL182W"	0
"YPL231W"	0
"YER061C"	0
"YKL055C"	0
"YHR067W"	0
"YBR026C"	0
"YJL196C"	0
"YLR372W"	0
"YBR159W"	0
"YJL097W"	0
"YDL015C"	0
"YGL055W"	0.124857633644085
"YOR317W"	0
"YMR246W"	0
"YIL009W"	0
"YLR284C"	0
"YOR180C"	0
"YNL202W"	0
"YBL011W"	0
"YKR067W"	0.00496834455155146
"YIL124W"	0
"YOR175C"	0
"YDL052C"	0
"YKR089C"	0
"YOR081C"	0
"YMR165C"	0
"YDR284C"	0
"YDR503C"	0
"YOR245C"	0
"YBR029C"	0
"YER026C"	0
"YPR113W"	0
"YBR042C"	0
"YNL169C"	0.00365683944824009
"YGR170W"	0
"YGR157W"	0
"YJR073C"	0
"YOR311C"	0
"YHR123W"	0
"YNL130C"	0
"YCL004W"	0
"YHR100C"	0
"YDL142C"	0
"YGR110W"	0
"YPR140W"	0
"YJL100W"	0
"YLR305C"	0
"YDR373W"	0
"YNL267W"	0
"YBR097W"	0
"YLR240W"	0
"YDR208W"	0
"YFR019W"	0
"YNR008W"	0
"YML059C"	0
"YMR008C"	0
"YMR006C"	0
"YOL011W"	0
"YPL268W"	0
"YPL206C"	0
"YKR031C"	0
"YNL106C"	0
"YOR109W"	0
"YJR110W"	0
"YKL212W"	0
"YIL002C"	0
"YOL065C"	0
"YLR386W"	0
"YNL325C"	0
"YKL140W"	0
"YLL012W"	0
"YLR020C"	0
"YBR204C"	0
"YMR313C"	0
"YCR068W"	0
"YDR058C"	0
"YKL094W"	0
"YBR127C"	0
"YDL185W"	0
"YEL027W"	0
"YEL051W"	0
"YGR020C"	0
"YHR026W"	0
"YHR039C-A"	0
"YKL080W"	0
"YLR447C"	0
"YMR054W"	0
"YOR332W"	0
"YPL234C"	0
"YPR036W"	0
"YOR270C"	0
"YMR319C"	0
"YMR058W"	0
"YDR072C"	0
"YDR367W"	0
"YKL004W"	0
"YNL036W"	0
"YDR071C"	0
"YNR027W"	0
"YDL024C"	0
"YAL039C"	0
"YKL087C"	0
"YAL061W"	0
"YBL080C"	0
"YBL091C"	0
"YLR244C"	0
"YBR022W"	0
"YMR087W"	0
"YBR046C"	0
"YBR070C"	0
"YGL047W"	0
"YBR111C"	0
"YBR222C"	0
"YBR229C"	0
"YBR243C"	0
"YBR281C"	0
"YNL191W"	0
"YBR295W"	0
"YCL017C"	0
"YCR107W"	0
"YDL243C"	0
"YJR155W"	0
"YNL331C"	0
"YOL165C"	0
"YPL088W"	0
"YEL031W"	0
"YEL070W"	0
"YNR073C"	0
"YER010C"	0
"YER042W"	0
"YER087W"	0
"YER163C"	0
"YHL018W"	0
"YHR008C"	0
"YHR043C"	0
"YHR044C"	0
"YHR109W"	0
"YHR119W"	0
"YDR440W"	0
"YJL168C"	0
"YIL043C"	0
"YML125C"	0
"YKL150W"	0
"YIR036C"	0
"YIR038C"	0
"YMR251W"	0
"YKR076W"	0
"YLL060C"	0
"YKL069W"	0
"YKL103C"	0
"YKL215C"	0
"YKL218C"	0
"YGR154C"	0
"YFL061W"	0
"YNL335W"	0
"YFL059W"	0
"YNL333W"	0
"YFR044C"	0
"YDL120W"	0
"YDL219W"	0
"YDL236W"	0
"YDR009W"	0
"YDR036C"	0
"YDR038C"	0
"YDR039C"	0
"YDR040C"	0
"YDR051C"	0
"YOL075C"	0
"YDR111C"	0
"YDR248C"	0
"YDR410C"	0
"YDR437W"	0
"YGR216C"	0
"YNL038W"	0
"YPL076W"	0
"YPL175W"	0
"YPL096C-A"	0
"YDR516C"	0.00136017488631257
"YDR533C"	0
"YMR322C"	0
"YOR391C"	0
"YPL280W"	0
"YGL006W"	0
"YGL167C"	0
"YGL017W"	0
"YGL022W"	0
"YGL027C"	0
"YGL038C"	0
"YGL065C"	0
"YGL156W"	0
"YGL169W"	0
"YGL196W"	0
"YGR012W"	0
"YGR036C"	0
"YGR046W"	0
"YGR144W"	0
"YGR227W"	0
"YGR234W"	0
"YJL046W"	0
"YJL126W"	0
"YJR051W"	0
"YJR104C"	0
"YJR131W"	0
"YLR057W"	0
"YJR149W"	0
"YLR047C"	0
"YKL220C"	0
"YLR214W"	0
"YNR060W"	0
"YOL152W"	0
"YOR381W"	0
"YOR384W"	0
"YLL051C"	0
"YLR099C"	0
"YPR139C"	0
"YLR143W"	0
"YLR151C"	0
"YLR239C"	0
"YMR099C"	0
"YMR162C"	0
"YMR210W"	0
"YNL048W"	0
"YNL092W"	0
"YNL219C"	0
"YNL274C"	0
"YNR030W"	0
"YOL157C"	0
"YOR002W"	0
"YOR067C"	0
"YOR149C"	0
"YOR196C"	0
"YOR251C"	0
"YOR285W"	0
"YOR286W"	0
"YPL227C"	0
"YPR127W"	0
"YDR371W"	0
"YLR286C"	0
"YHR201C"	0
"YDR452W"	0
"YDR270W"	0
"YLR351C"	0
"YEL066W"	0
"tesA"	0.00701681396187184
"ACL"	0
"FAS1"	0.23430228396863
"FAS2"	0.101263544431645
