genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange
YGR240C	P16861	PFK1	107.96906	1	1.28729501980314	2	0	4.08813082588571e-07	0	1.000001000001
YKL060C	P14540	FBA1	39.62024	1	1.28729501980314	2	0	0.00228435450700555	0	1.00000100000101
YMR205C	P16862	PFK2	104.61673	2	1.28729501980314	2	4.08797660376234e-07	7.35175888235734e-07	7.35152231649295e-07	1.000001000001
YCR012W	P00560	PGK1	44.73787	1	1.28461623129892	2	9.73949933791207e-07	0.00202111769696362	9.73961824901601e-07	1.00000100000049
YGR192C	P00359	TDH3	35.74626	1	1.28461623129892	2	0	0.00254631599085423	0	1.000001000001
YJL052W	P00360	TDH1	35.74956	1	1.28461623129892	2	0	0.00254608094367112	1.80250099471236e-05	1.00000100000091
YJR009C	P00358	TDH2	35.84645	1	1.28461623129892	2	0	0.00253920547959813	0	1.00000100000102
YBR196C	P12709	PGI1	61.29832	1	1.2628699037166	2	3.91910586781207e-07	0.00147477193159882	3.91917662784338e-07	1.00000100000128
YDR516C	Q04409	EMI2	55.92028	2	1.24691858749185	2	1.8617257808058e-07	2.15114177720018e-07	2.01074035607799e-07	1.000001000001
YER141W	P40086	COX15	54.65792	0	0.145891666666667	0	0	2.3847993981e-13	2.3847993981e-13	1.000001000001
YBL039C	P28274	URA7	64.70953	0	0.133931198022575	0	0	2.17772359443763e-08	0	1.000001000001
YJR103W	P38627	URA8	64.50989	0	0.133931198022575	0	0	2.17772359423707e-08	1.88718006386648e-08	1.000001000001
YDL052C	P33333	SLC1	33.88654	0	0.112714006831999	0	0	1.63764684166218e-06	0	1.000001000001
YDR503C	Q04396	LPP1	31.58604	0	0.107871342067715	0	0	5.76530810165524e-10	4.9474106999704e-10	1.000001000001
YER070W	P21524	RNR1	99.56021	0	0.099965314975542	0	0	2.53033334219616e-07	0	1.000001000001
YIL066C	P21672	RNR3	97.51369	0	0.099965314975542	0	0	2.5303333421841e-07	0	1.00000100000101
YJL026W	P09938	RNR2	46.14681	0	0.099965314975542	0	0	2.53033334218978e-07	0	1.000001000001
YGR180C	P49723	RNR4	40.05407	0	0.0922238728133466	0	0	2.53033334220538e-07	5.4945726703002e-08	1.000001000001
YMR246W	P47912	FAA4	77.26612	0	0.090189899701454	0	0	0.00116977108804155	7.37698909095836e-08	1.000001000001
YOR317W	P30624	FAA1	77.86529	0	0.090189899701454	0	0	0.00116076934424351	0	1.000001000001
YGL080W		MPC1	NaN	0	0.0116761917890739	0	0	0	0	1.000001000001
YGR243W		MPC3	NaN	0	0.0116761917890739	0	0	0	0	1.00000100000101
YHR162W		MPC2	NaN	0	0.0116761917890739	0	0	0	0	1.00000100000101
YBR221C	P32473	PDB1	40.0532	0	0	0	0	1.43351486002356e-07	0	1.000001000001
YCL040W	P17709	GLK1	55.37689	0	0	0	0	2.95295063383457e-11	0	1.000001000001
YDL066W	P21954	IDP1	48.18986	0	0	0	0	8.66899374884173e-10	0	1.000001000001
YDR148C	P19262	KGD2	50.43011	0	0	0	0	3.11948820741215e-06	0	1.000001000001
YER081W	P40054	SER3	51.1927	0	0	0	0	1.30056405070962e-11	0	1.00000100000101
YER178W	P16387	PDA1	46.34261	0	0	0	0	1.43351486002356e-07	0	1.000001000001
YFR053C	P04806	HXK1	53.73784	0	0	0	0	2.95295062816017e-11	0	1.000001000001
YGL253W	P04807	HXK2	53.9419	0	0	0	0	6.38601532182385e-11	0	1.000001000001
YGR193C	P16451	PDX1	45.36125	0	0	0	0	1.43351486002356e-07	0	1.000001000001
YGR208W	P42941	SER2	34.20684	0	0	0	0	5.03176042469395e-12	0	1.000001000001
YGR248W	P53315	SOL4	28.44737	0	0	0	0	5.20140301385793e-10	0	1.000001000001
YGR256W	P53319	GND2	53.92235	0	0	0	0	1.42895616430738e-10	0	1.000001000001
YHR002W		LEU5	NaN	0	0	0	0	0	0	1.000001000001
YHR163W	P38858	SOL3	27.78417	0	0	0	0	5.20140300781338e-10	0	1.000001000001
YHR183W	P38720	GND1	53.54274	0	0	0	0	1.42895616831482e-10	0	1.000001000001
YIL074C	P40510	SER33	51.18777	0	0	0	0	1.3008140917922e-11	0	1.000001000001
YIL125W	P20967	KGD1	114.41496	0	0	0	0	3.11948820741215e-06	0	1.000001000001
YMR267W	P28239	PPA2	35.57213	0	0	0	0	4.66704200112698e-11	0	1.000001000001
YNL071W	P12695	LAT1	51.81762	0	0	0	0	1.43351486002356e-07	0	1.000001000001
YNL241C	P11412	ZWF1	57.5209	0	0	0	0	8.21807415940589e-12	0	1.000001000001
YOR184W	P33330	SER1	43.41501	0	0	0	0	1.62470685692833e-09	0	1.000001000001
YOR388C	Q08911	FDH1	41.7138	0	0	0	0	9.78757465210249e-11	0	1.000001000001
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	4.84494902057695e-09	0	1.000001000001
