genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YMR105C	P37012	PGM2	63.08769	1	5.26497917023437	opt_isoenz	2	0	0.000139524402805872	3.95930630457159e-07
YHL012W	P38709	YHL012W	55.99958	1	5.26497917023437	opt_isoenz	2	0	0.000157656361419688	9.11012174178389e-07
YBR218C	P32327	PYC2	130.16549	1	3.438104371176	subOpt_isoenz	2	0	0.000582269524933085	0
YGL062W	P11154	PYC1	130.09827	2	3.438104371176	opt_isoenz_tight	2	0	0.000582269524933171	0.000582193548984627
YNL036W	P53615	NCE103	24.85889	1	2.63558990903478	opt_isoenz	2	0	0.000353069979911811	3.39490458536927e-10
YAL038W	P00549	CDC19	54.54404	2	1.88648290529682	opt_isoenz_tight	2	0	1.52721352408632e-06	1.5271928862141e-06
YOR347C	P52489	PYK2	55.19478	1	1.88648290529682	subOpt_isoenz	2	0	1.52721351195094e-06	0
YGR254W	P00924	ENO1	46.81564	1	1.85377756211927	opt_isoenz	2	0	0.000189052975910365	1.57424455853362e-06
YHR174W	P00925	ENO2	46.91368	1	1.85377756211927	subOpt_isoenz	2	0	0.000188657451841079	0
YKL152C	P00950	GPM1	27.60828	1	1.85377756211927	subOpt_isoenz	2	0	0.000318321273514801	0
YMR323W	P42222	ERR3	47.31216	1	1.85377756211927	subOpt_isoenz	2	0	0.000187068432634211	0
YOR393W	P0CX10	ERR1	47.32712	1	1.85377756211927	subOpt_isoenz	2	0	0.000187009537843406	0
YPL281C	P0CX11	ERR2	47.32712	1	1.85377756211927	subOpt_isoenz	2	0	0.000187009537843406	0
YOR283W	Q12040	YOR283W	26.17622	1	1.85377756211927	opt_isoenz	2	0	0.000335736554102614	4.34665537993203e-07
YDR516C	Q04409	EMI2	55.92028	2	1.59671341993674	essential	2	1.86175882961893e-07	2.48781940430901e-07	2.32269250515572e-07
YLR354C	P15019	TAL1	37.0359	1	1.32186762907343	opt_isoenz	2	0	0.000240190100492556	3.20598791729848e-06
YGR043C	P53228	NQM1	37.25314	1	1.32186762907343	subOpt_isoenz	2	0	0.000238789951531743	0
YBR196C	P12709	PGI1	61.29832	1	1.31473961934756	essential	2	3.62325540977696e-07	0.000143546066279909	3.62325540977652e-07
YDR050C	P00942	TPI1	26.79508	1	1.26129711139902	essential	2	2.81214979858362e-08	0.000327585372466925	2.81214976572347e-08
YGR240C	P16861	PFK1	107.96906	1	1.25411075404017	subOpt_isoenz	2	0	3.80621553088733e-07	0
YKL060C	P14540	FBA1	39.62024	1	1.25411075404017	subOpt_isoenz	2	0	0.0002245232619425	0
YMR205C	P16862	PFK2	104.61673	2	1.25411075404017	essential	2	3.80609245449025e-07	6.8447855582769e-07	6.84456422778606e-07
YCR012W	P00560	PGK1	44.73787	1	1.22084044973924	essential	2	9.09983641115589e-07	0.000197095573165961	9.0998364111554e-07
YGR192C	P00359	TDH3	35.74626	1	1.22084044973924	subOpt_isoenz	2	0	0.000262376450745843	0
YJL052W	P00360	TDH1	35.74956	1	1.22084044973924	opt_isoenz	2	0	0.000262351968157938	1.68409723702307e-05
YJR009C	P00358	TDH2	35.84645	1	1.22084044973924	subOpt_isoenz	2	0	0.000261643772354399	0
YOR095C	Q12189	RKI1	28.25777	0	0.272538531979749	essential	0	7.99842696823967e-07	0.000311402669304286	8.00665770019655e-07
YBL039C	P28274	URA7	64.70953	0	0.258201785040243	subOpt_isoenz	0	0	4.15394430322021e-08	0
YJR103W	P38627	URA8	64.50989	0	0.258201785040243	opt_isoenz	0	0	4.15394430322021e-08	3.6382356641098e-08
YLR027C	P23542	AAT2	46.05711	0	0.24205576286407	opt_isoenz	0	0	0.000190623918457106	5.76143774384461e-08
YDR503C	Q04396	LPP1	31.58604	0	0.239795975726914	opt_isoenz	0	0	9.82822927347199e-10	9.50148623824879e-10
YDR454C	P15454	GUK1	20.63708	0	0.237858186528498	essential	0	1.64945539284266e-10	0.000425298847953471	1.72962352990224e-10
YDR158W	P13663	HOM2	39.54334	0	0.21184171501141	tightly_const	0	1.10156996307833e-07	1.10170696458883e-07	1.10162370321038e-07
YER052C	P10869	HOM3	58.10913	0	0.21184171501141	tightly_const	0	9.21047158663838e-08	9.21161708675067e-08	9.21092091984115e-08
YHR025W	P17423	THR1	38.71215	0	0.21184171501141	essential	0	4.24778016539225e-07	5.12509425278165e-07	5.12470713008492e-07
YJR139C	P31116	HOM6	38.50163	0	0.21184171501141	tightly_const	0	9.25939579563994e-07	9.26054738041856e-07	9.25984751561211e-07
YCR053W	P16120	THR4	57.47349	0	0.21184171501141	essential	0	4.24777997266701e-09	5.12509020215775e-09	5.12470713008492e-09
YMR062C	Q04728	ARG7	47.84821	0	0.199581411509122	essential	0	2.71207320374984e-07	0.000183704049592077	2.71207320378645e-07
YOL140W	P18544	ARG8	46.68082	0	0.199581411509122	tightly_const	0	3.06976833623939e-06	3.08761038327914e-06	3.0697683363362e-06
YOR130C		ORT1	NaN	0	0.199581411509122		0	NaN	NaN	NaN
YER069W	Q01217	ARG5,6	94.86823	0	0.199581411509105	tightly_const	0	1.23588276095032e-06	1.24306593431482e-06	1.23588276091678e-06
YLR153C	P52910	ACS2	75.49079	0	0.17568621982514	opt_isoenz	0	0	2.90052859297954e-07	2.32680979953958e-07
YEL046C	P37303	GLY1	42.81463	0	0.17568621982514	tightly_const	0	3.37634134429448e-07	3.37694587941658e-07	3.37657836775244e-07
YMR246W	P47912	FAA4	77.26612	0	0.151387818038053	opt_isoenz	0	0	0.000113773151020526	1.79591573705148e-07
YOR317W	P30624	FAA1	77.86529	0	0.151387818038053	subOpt_isoenz	0	0	0.000112897602073321	0
YER070W	P21524	RNR1	99.56021	0	0.11662	subOpt_isoenz	0	0	4.87283119999516e-07	0
YIL066C	P21672	RNR3	97.51369	0	0.11662	subOpt_isoenz	0	0	4.8728311999607e-07	0
YJL026W	P09938	RNR2	46.14681	0	0.11662	subOpt_isoenz	0	0	4.87283119996172e-07	0
YGR180C	P49723	RNR4	40.05407	0	0.107535365853658	opt_isoenz	0	0	4.87283119997484e-07	1.05928155086443e-07
YLR438W	P07991	CAR2	46.08557	0	0.107455814927104	essential	0	2.46185041838865e-08	2.49025845035352e-08	2.46185041831351e-08
YDR148C	P19262	KGD2	50.43011	0	0.09996	subOpt_isoenz	0	0	4.73531242369603e-06	0
YIL125W	P20967	KGD1	114.41496	0	0.09996	subOpt_isoenz	0	0	4.73531242369603e-06	0
YHR163W	P38858	SOL3	27.78417	0	0.0289569746607569	opt_isoenz_tight	0	0	1.16289621818654e-06	1.16289621818972e-06
YHR183W	P38720	GND1	53.54274	0	0.0289569746607569	opt_isoenz_tight	0	0	3.19476826602304e-07	3.19476826603349e-07
YNL241C	P11412	ZWF1	57.5209	0	0.0289569746607569	tightly_const	0	1.83395239656375e-08	1.83769737456288e-08	1.83769737457203e-08
YGR248W	P53315	SOL4	28.44737	0	0.0289569746607568	subOpt_isoenz	0	0	1.16289621818679e-06	0
YGR256W	P53319	GND2	53.92235	0	0.0289569746607568	subOpt_isoenz	0	0	3.19476826601586e-07	0
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	1.15350627726035e-11	0
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	1.15278510406748e-11	0
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	2.49455874849761e-11	0
YMR267W	P28239	PPA2	35.57213	0	0	subOpt_isoenz	0	0	1.82342946806628e-11	0
YPL061W	P54115	ALD6	54.41344	0	0	subOpt_isoenz	0	0	2.69370070282239e-10	0
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	1.89257455343771e-09	0
