genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YGR192C	P00359	TDH3	35.74626	1	1.1831803186923	subOpt_isoenz	2	0	0.00108826309587289	0
YJR009C	P00358	TDH2	35.84645	1	1.1831803186923	subOpt_isoenz	2	0	0.00108522419702158	0
YBL039C	P28274	URA7	64.70953	0	0.2846926049857	subOpt_isoenz	0	0	4.15289004651763e-08	0
YJR103W	P38627	URA8	64.50989	0	0.2846926049857	opt_isoenz_tight	0	0	4.15289004656295e-08	4.1426564308282e-08
YBR029C	P38221	CDS1	51.82218	0	0.279477059018601	essential	0	7.35531973808944e-08	0.000740293957727499	7.3554180645688e-08
YOR175C	Q08548	ALE1	72.22714	0	0.266954400292784	essential	0	1.55725788281015e-08	2.21992329364817e-08	2.2172052349836e-08
YDL052C	P33333	SLC1	33.88654	0	0.243069754476824	subOpt_isoenz	0	0	2.97211162849504e-06	0
YER070W	P21524	RNR1	99.56021	0	0.243040385655359	subOpt_isoenz	0	0	4.87266676410017e-07	0
YIL066C	P21672	RNR3	97.51369	0	0.243040385655359	subOpt_isoenz	0	0	4.87266676413422e-07	0
YJL026W	P09938	RNR2	46.14681	0	0.243040385655359	subOpt_isoenz	0	0	4.87266676410762e-07	0
YGR180C	P49723	RNR4	40.05407	0	0.24105556769126	opt_isoenz	0	0	4.87266676410762e-07	3.49441155285163e-07
YCR048W	P25628	ARE1	71.61215	0	0.22000355834961	opt_isoenz	0	0	0.000535660839986988	1.9670167838932e-11
YMR165C	P32567	PAH1	95.03	0	0.207961799975374	essential	0	7.78787032245791e-09	8.18400908877101e-09	7.96688739949651e-09
YNR019W	P53629	ARE2	74.022	0	0.207585615488733	subOpt_isoenz	0	0	0.000518222301549623	0
YOR245C	Q08650	DGA1	47.71075	0	0.164378423233099	subOpt_isoenz	0	0	1.01733999431821e-07	0
YDL066W	P21954	IDP1	48.18986	0	0.0273985357603233	tightly_const	0	3.94900061704957e-07	3.96179261090676e-07	3.95411741460679e-07
YER081W	P40054	SER3	51.1927	0	0.0269818413903789	subOpt_isoenz	0	0	4.657753038304e-08	0
YIL074C	P40510	SER33	51.18777	0	0.0269818413903789	opt_isoenz_tight	0	0	4.65775238148565e-08	4.6553894251207e-08
YOR184W	P33330	SER1	43.41501	0	0.0269818413903789	tightly_const	0	5.81454582409223e-06	5.81749795891049e-06	5.81454582409503e-06
YGR208W	P42941	SER2	34.20684	0	0.0269818413903788	tightly_const	0	1.80078032708827e-08	1.80169461110336e-08	1.80078032709351e-08
YAL062W	P39708	GDH3	49.62653	0	0.0244424616628834	tightly_const	0	1.4406071990276e-06	1.44078299391792e-06	1.44060719902825e-06
YOR388C	Q08911	FDH1	41.7138	0	0.000143398437784516	tightly_const	0	3.49844087570026e-07	3.50310299801563e-07	3.4991424513861e-07
YDR148C	P19262	KGD2	50.43011	0	0	opt_isoenz	0	0	1.90190205416807e-07	6.7739880555648e-12
YIL125W	P20967	KGD1	114.41496	0	0	opt_isoenz	0	0	1.90190205416807e-07	6.7739880555648e-12
