genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YOR283W	Q12040	YOR283W	26.17622	2	2.28211783963298	essential	2	5.7069272531464e-07	5.80285841152545e-07	5.7693878995851e-07	1	4	0	1
YLR354C	P15019	TAL1	37.0359	2	1.24772806055465	tightly_const	2	3.28168301056184e-06	3.29044831344785e-06	3.28326961183036e-06	0	6	6	1
YDR050C	P00942	TPI1	26.79508	2	1.21615589285934	essential	2	2.8336362085508e-08	3.15650160002109e-08	2.83404908578614e-08	1	2	0	1
YCR012W	P00560	PGK1	44.73787	2	1.21603274077895	tightly_const	2	9.09689989601719e-07	9.11672748069524e-07	9.09778565052929e-07	1	4	0	1
YJL052W	P00360	TDH1	35.74956	2	1.21603274077895	tightly_const	2	1.68339119032124e-05	1.6846472933089e-05	1.68371770489214e-05	0	8	7	1
YMR205C	P16862	PFK2	104.61673	2	1.2155544854291	tightly_const	2	6.8700038543633e-07	6.90488272583924e-07	6.8976320139306e-07	1	9	0	1
YBR196C	P12709	PGI1	61.29832	2	1.17394060690951	tightly_const	2	3.7627511343997e-07	3.77892358731908e-07	3.76482833936959e-07	1	2	0	1
YOL059W	P41911	GPD2	49.42115	0	0.293014664591142	subOpt_isoenz	0	0	6.66021723610303e-09	0	1	11	0	2
YBL011W	P32784	SCT1	85.69341	0	0.292858007103495	subOpt_isoenz	0	0	4.22390314661271e-08	0	1	13	0	2
YBR218C	P32327	PYC2	130.16549	0	0.282987457510794	subOpt_isoenz	0	0	5.1443216301683e-07	0	0	8	10	2
YBL039C	P28274	URA7	64.70953	0	0.258201785040243	subOpt_isoenz	0	0	3.67027262500999e-08	0	0	12	12	2
YMR145C	P40215	NDE1	62.77345	0	0.220633361065251	subOpt_isoenz	0	0	7.76396514664211e-08	0	0	6	13	2
YAL062W	P39708	GDH3	49.62653	0	0.137630640827804	subOpt_isoenz	0	0	1.44813535205656e-06	0	0	8	19	2
YER081W	P40054	SER3	51.1927	0	0.0283130615153633	subOpt_isoenz	0	0	2.48314496132608e-08	0	0	6	20	2
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	1.5311195156776e-11	0	1	4	0	2
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.20044823731374e-09	0	1	48	0	2
YOR317W	P30624	FAA1	77.86529	0	0	subOpt_isoenz	0	0	1.19053664249042e-09	0	1	52	0	2
YDR452W	Q04119	PPN1	78.34335	1	1000	opt_isoenz	2	0	1.08172830034616e-09	1.59461388661699e-12	1	11	0	3
YLL052C		AQY2	NaN	0	0.290398397507639		0	NaN	NaN	NaN	0	2	8	3
YPR192W		AQY1	NaN	0	0.290398397507639		0	NaN	NaN	NaN	0	2	8	3
YOR222W		ODC2	NaN	0	0.26526130671434		0	NaN	NaN	NaN	0	6	11	3
YPL134C		ODC1	NaN	0	0.26526130671434		0	NaN	NaN	NaN	0	6	11	3
YER053C		PIC2	NaN	0	0.156619469237507		0	NaN	NaN	NaN	0	4	18	3
YJR077C		MIR1	NaN	0	0.156619469237507		0	NaN	NaN	NaN	0	4	18	3
YER070W	P21524	RNR1	99.56021	0	0	subOpt_isoenz	0	0	8.84248616152003e-10	0	0	24	22	3
YGR180C	P49723	RNR4	40.05407	0	0	subOpt_isoenz	0	0	2.259820353072e-09	0	0	24	22	3
YIL066C	P21672	RNR3	97.51369	0	0	subOpt_isoenz	0	0	8.83803009254695e-10	0	0	24	22	3
YML022W	P49435	APT1	20.58658	0	0	subOpt_isoenz	0	0	2.85361308158592e-10	0	0	5	23	3
YDR441C	P36973	APT2	19.9857	0	0	subOpt_isoenz	0	0	2.8595133096442e-10	0	0	5	23	3
