Row	succinate	Growth	
YGR289C	1.000009105	1	
YMR272C	1.000009105	1	
YPL148C	1.000008836	1	
YNL277W	1.000008836	1	
YGL191W	1.000008703	1	
YLR060W	1.000008203	1	
YFL022C	1.00000705	1	
YJR109C	1.000006364	1	
YHR208W	1.000006054	1	
YDR007W	1.000005666	1	
YCL064C	1.000005308	1	
YER152C	1.000005305	1	
YJL060W	1.000005302	1	
YPL028W	1.000004767	1	
YER023W	1.000004388	1	
YNL036W	1.000004229	1	
YCR053W	1.000003747	1	
YEL021W	1.000003503	1	
YDR487C	1.000003393	1	
YOR303W	1.000002866	1	
YKL024C	1.000002849	1	
YER026C	1.000002637	1	
YNL316C	1.000002189	1	
YGL026C	1.000002182	1	
YOR074C	1.00000184	1	
YDR503C	1.000001788	1	
YJR019C	1.000001758	1	
YOR202W	1.000001667	1	
YDR047W	1.000001539	1	
YOL143C	1.000001517	1	
YDR020C	1.000001463	1	
YPL280W	1.000001459	1	
YOR391C	1.000001459	1	
YBR161W	1.000001438	1	
YBR036C	1.000001438	1	
YAL061W	1.000001434	1	
YMR322C	1.000001429	1	
YAL022C	1.000001414	1	
YFR025C	1.000001395	1	
YGL253W	1.00000138	1	
YKR009C	1.00000138	1	
YOR236W	1.000001373	1	
YNL219C	1.000001371	1	
YDL198C	1.000001354	1	
YIR037W	1.000001354	1	
YGR019W	1.000001354	1	
YDR508C	1.000001354	1	
YDR111C	1.000001346	1	
YIL116W	1.000001341	1	
YBR229C	1.000001237	1	
YKR097W	1.00000118	1	
YDR232W	1.000001177	1	
YLR305C	1.000001172	1	
YDR497C	1.000001153	1	
YOL103W	1.000001153	1	
YFL011W	1.000001148	1	
YJL219W	1.000001148	1	
YOL156W	1.000001148	1	
YDL245C	1.000001148	1	
YDR342C	1.000001148	1	
YDR343C	1.000001148	1	
YDR345C	1.000001148	1	
YEL069C	1.000001148	1	
YHR092C	1.000001148	1	
YHR094C	1.000001148	1	
YHR096C	1.000001148	1	
YJL214W	1.000001148	1	
YJR158W	1.000001148	1	
YMR011W	1.000001148	1	
YNR072W	1.000001148	1	
YBR041W	1.000001148	1	
YER015W	1.000001123	1	
YLR056W	1.000001123	1	
YLR348C	1.000001093	1	
YER062C	1.000001093	1	
YOR245C	1.000001067	1	
YIL155C	1.000001067	1	
YCL035C	1.000001067	1	
YFL054C	1.000001067	1	
YER070W	1.000001063	1	
YGL205W	1.000001063	1	
YJR133W	1.000001063	1	
YMR189W	1.000001054	1	
YDL205C	1.000001041	1	
YGL001C	1.000000981	1	
YCR048W	1.000000938	1	
YNR019W	1.000000937	1	
YBL033C	1.000000929	1	
YPL117C	1.000000924	1	
YBR003W	1.000000924	1	
YFL001W	1.000000921	1	
YER119C	1.000000921	1	
YMR015C	1.000000921	1	
YPR127W	1.000000921	1	
YPL172C	1.000000901	1	
YML120C	1.0000009	1	
YBL091C	1.0000009	1	
YGL017W	1.000000899	1	
YDR135C	1.000000899	1	
YOR209C	1.000000899	1	
YIL009W	1.000000899	1	
YFR053C	1.000000899	1	
YIL006W	1.000000899	1	
YER141W	1.000000896	1	
YLR214W	1.000000895	1	
YLR047C	1.000000895	1	
YHR100C	1.000000895	1	
YJR131W	1.000000895	1	
YMR318C	1.000000895	1	
YBR208C	1.000000895	1	
YDR321W	1.000000895	1	
YNL335W	1.000000895	1	
YNL274C	1.000000895	1	
YDR297W	1.000000895	1	
YPL091W	1.000000895	1	
YGL047W	1.000000895	1	
YIR036C	1.000000895	1	
YDR368W	1.000000895	1	
YKL141W	1.000000895	1	
YPL092W	1.000000895	1	
YDR071C	1.000000895	1	
YLR151C	1.000000895	1	
YHL032C	1.000000895	1	
YHR074W	1.000000895	1	
YDR533C	1.000000895	1	
YKL192C	1.000000895	1	
YDR453C	1.000000895	1	
YPL227C	1.000000895	1	
YDR236C	1.000000895	1	
YGL008C	1.000000895	1	
YPR002W	1.000000895	1	
YBR199W	1.000000895	1	
YBR205W	1.000000895	1	
YDR483W	1.000000895	1	
YJL139C	1.000000895	1	
YJR095W	1.000000895	1	
YKL106W	1.000000895	1	
YKR061W	1.000000895	1	
YMR009W	1.000000895	1	
YNL130C	1.000000895	1	
YOR099W	1.000000895	1	
YPL053C	1.000000895	1	
YDR062W	1.000000895	1	
YGR267C	1.000000895	1	
YIL099W	1.000000895	1	
YOR278W	1.000000895	1	
YKL150W	1.000000895	1	
YBR021W	1.000000895	1	
YBR127C	1.000000895	1	
YDR380W	1.000000895	1	
YEL027W	1.000000895	1	
YER061C	1.000000895	1	
YHR128W	1.000000895	1	
YIL124W	1.000000895	1	
YGR062C	1.000000895	1	
YKL220C	1.000000895	1	
YEL066W	1.000000895	1	
YBL098W	1.000000895	1	
YCR036W	1.000000895	1	
YEL051W	1.000000895	1	
YFL017C	1.000000895	1	
YGL080W	1.000000895	1	
YGL084C	1.000000895	1	
YGR243W	1.000000895	1	
YHR162W	1.000000895	1	
YIR027C	1.000000895	1	
YJR143C	1.000000895	1	
YMR289W	1.000000895	1	
YNL129W	1.000000895	1	
YMR084W	1.000000895	1	
YER163C	1.000000895	1	
YJR040W	1.000000895	1	
YBR058C-A	1.000000895	1	
YBR097W	1.000000895	1	
YCL052C	1.000000895	1	
YCR028C	1.000000895	1	
YDL100C	1.000000895	1	
YDR403W	1.000000895	1	
YEL038W	1.000000895	1	
YGR143W	1.000000895	1	
YGR255C	1.000000895	1	
YIL083C	1.000000895	1	
YIL145C	1.000000895	1	
YJL068C	1.000000895	1	
YJL091C	1.000000895	1	
YKL008C	1.000000895	1	
YKL165C	1.000000895	1	
YKR053C	1.000000895	1	
YLR303W	1.000000895	1	
YML110C	1.000000895	1	
YMR113W	1.000000895	1	
YMR207C	1.000000895	1	
YNL256W	1.000000895	1	
YNL325C	1.000000895	1	
YOR136W	1.000000895	1	
YPR159W	1.000000895	1	
YDR539W	1.000000895	1	
YBR070C	1.000000895	1	
YBR111C	1.000000895	1	
YEL031W	1.000000895	1	
YHR043C	1.000000895	1	
YDR051C	1.000000895	1	
YNL038W	1.000000895	1	
YGL006W	1.000000895	1	
YGL167C	1.000000895	1	
YGR012W	1.000000895	1	
YGR227W	1.000000895	1	
YJL126W	1.000000895	1	
YMR099C	1.000000895	1	
YBR004C	1.000000895	1	
YBR176W	1.000000895	1	
YBR180W	1.000000895	1	
YBR265W	1.000000895	1	
YDL185W	1.000000895	1	
YDR147W	1.000000895	1	
YDR204W	1.000000895	1	
YDR530C	1.000000895	1	
YER174C	1.000000895	1	
YGL142C	1.000000895	1	
YGR007W	1.000000895	1	
YGR286C	1.000000895	1	
YHR037W	1.000000895	1	
YIR029W	1.000000895	1	
YJL196C	1.000000895	1	
YJR013W	1.000000895	1	
YKL019W	1.000000895	1	
YKL055C	1.000000895	1	
YKL104C	1.000000895	1	
YKL140W	1.000000895	1	
YNR057C	1.000000895	1	
YOR125C	1.000000895	1	
YOR221C	1.000000895	1	
YOR332W	1.000000895	1	
YPL188W	1.000000895	1	
YPL234C	1.000000895	1	
YDR538W	1.000000895	1	
YDR242W	1.000000895	1	
YKL087C	1.000000895	1	
YHL018W	1.000000895	1	
YHR044C	1.000000895	1	
YHR109W	1.000000895	1	
YIR038C	1.000000895	1	
YDL236W	1.000000895	1	
YDR410C	1.000000895	1	
YDR437W	1.000000895	1	
YGR216C	1.000000895	1	
YPL076W	1.000000895	1	
YPL175W	1.000000895	1	
YGL022W	1.000000895	1	
YLR057W	1.000000895	1	
YOR381W	1.000000895	1	
YOL157C	1.000000895	1	
YOR149C	1.000000895	1	
YAL023C	1.000000895	1	
YDL045C	1.000000895	1	
YDL238C	1.000000895	1	
YFR047C	1.000000895	1	
YGL037C	1.000000895	1	
YGL248W	1.000000895	1	
YGR138C	1.000000895	1	
YJL005W	1.000000895	1	
YJR025C	1.000000895	1	
YLL028W	1.000000895	1	
YLR209C	1.000000895	1	
YMR202W	1.000000895	1	
YNL192W	1.000000895	1	
YOR273C	1.000000895	1	
YOR377W	1.000000895	1	
YPR156C	1.000000895	1	
YPR184W	1.000000895	1	
YJR024C	1.000000895	1	
YDR231C	1.000000895	1	
YHR116W	1.000000895	1	
YOR251C	1.000000895	1	
YCL069W	1.000000895	1	
YCR075C	1.000000895	1	
YDL215C	1.000000895	1	
YDR196C	1.000000895	1	
YDR261C	1.000000895	1	
YDR428C	1.000000895	1	
YDR481C	1.000000895	1	
YGL184C	1.000000895	1	
YJL101C	1.000000895	1	
YJR153W	1.000000895	1	
YKR072C	1.000000895	1	
YLR155C	1.000000895	1	
YLR157C	1.000000895	1	
YLR300W	1.000000895	1	
YLR372W	1.000000895	1	
YMR088C	1.000000895	1	
YMR250W	1.000000895	1	
YMR293C	1.000000895	1	
YNL267W	1.000000895	1	
YNR033W	1.000000895	1	
YOR163W	1.000000895	1	
YOR190W	1.000000895	1	
YPL069C	1.000000895	1	
YPR021C	1.000000895	1	
YHR013C	1.000000895	1	
YFR055W	1.000000895	1	
YOL092W	1.000000895	1	
YLL001W	1.000000895	1	
YBR046C	1.000000895	1	
YOL152W	1.000000895	1	
YBL042C	1.000000895	1	
YBR042C	1.000000895	1	
YDL052C	1.000000895	1	
YJL071W	1.000000895	1	
YJL155C	1.000000895	1	
YJR057W	1.000000895	1	
YKL080W	1.000000895	1	
YKL148C	1.000000895	1	
YLR158C	1.000000895	1	
YLR160C	1.000000895	1	
YMR008C	1.000000895	1	
YDR105C	1.000000895	1	
YCR107W	1.000000895	1	
YBR019C	1.000000895	1	
YBR183W	1.000000895	1	
YDR098C	1.000000895	1	
YGL119W	1.000000895	1	
YJL134W	1.000000895	1	
YJR078W	1.000000895	1	
YKL146W	1.000000895	1	
YLR438W	1.000000895	1	
YNL029C	1.000000895	1	
YNL101W	1.000000895	1	
YNL292W	1.000000895	1	
YOL052C	1.000000895	1	
YOR270C	1.000000895	1	
YPL036W	1.000000895	1	
YFL059W	1.000000895	1	
YOR384W	1.000000895	1	
YBR020W	1.000000895	1	
YCL040W	1.000000895	1	
YDR305C	1.000000895	1	
YDR402C	1.000000895	1	
YPL111W	1.000000895	1	
YBR243C	1.000000895	1	
YEL041W	1.000000895	1	
YGL186C	1.000000895	1	
YJL212C	1.000000895	1	
YJR159W	1.000000895	1	
YDR248C	1.000000895	1	
YLR239C	1.000000895	1	
YDR373W	1.000000895	1	
YKL026C	1.000000895	1	
YOR120W	1.000000895	1	
YJL100W	1.000000895	1	
YLR446W	1.000000895	1	
YLR164W	1.000000895	1	
YGR277C	1.000000895	1	
YBR298C	1.000000895	1	
YGR065C	1.000000895	1	
YNL318C	1.000000895	1	
YGL196W	1.000000895	1	
YNL048W	1.000000895	1	
YDR019C	1.000000872	1	
YOR176W	1.00000087	1	
YLR260W	1.000000861	1	
YGL040C	1.000000859	1	
YMR303C	1.00000084	1	
YNL117W	1.00000084	1	
YML035C	1.000000839	1	
YAL044C	1.000000837	1	
YBR121C	1.000000837	1	
YFL030W	1.000000837	1	AGX1
YGL067W	1.000000837	1	
YHR067W	1.000000835	1	
YBR291C	1.000000835	1	
YBR035C	1.000000835	1	
YGR194C	1.000000835	1	
YBR244W	1.000000835	1	
YDL210W	1.000000835	1	
YDR513W	1.000000835	1	
YCL025C	1.000000835	1	
YPL265W	1.000000835	1	
YDR017C	1.000000835	1	
YGR088W	1.000000835	1	
YDR529C	1.000000835	1	
YFL058W	1.000000835	1	
Q0105	1.000000835	1	
YFR033C	1.000000835	1	
YEL024W	1.000000835	1	
YOR171C	1.000000835	1	
YNL333W	1.000000835	1	
YFR019W	1.000000835	1	
YNL141W	1.000000835	1	
YDL141W	1.000000827	1	
YER019W	1.00000082	1	
YER014W	1.000000817	1	
YFL061W	1.000000816	1	
YOL020W	1.000000816	1	
YER010C	1.000000815	1	
YOR065W	1.000000815	1	
YCR005C	1.000000815	1	
YNR012W	1.000000815	1	
YDR376W	1.000000812	1	
YCL017C	1.000000811	1	
YCL004W	1.000000811	1	
YDR536W	1.000000811	1	
YNL092W	1.000000811	1	
YIR031C	1.000000811	1	
YLR231C	1.000000811	1	
YGR191W	1.000000811	1	
YLL043W	1.000000811	1	
YGL038C	1.000000811	1	
YGL065C	1.000000811	1	
YOR317W	1.000000811	1	
YNR027W	1.000000811	1	
YOL151W	1.000000811	1	
YDR256C	1.000000811	1	
YNR067C	1.000000811	1	
YMR006C	1.000000811	1	
YOR348C	1.000000811	1	
YGL077C	1.000000811	1	
YMR267W	1.000000811	1	
YGR010W	1.000000811	1	
YOR126C	1.000000811	1	
YAL039C	1.000000811	1	
YBR002C	1.000000811	1	
YBR192W	1.000000811	1	
YPL273W	1.000000811	1	
YMR296C	1.000000811	1	
YCR034W	1.000000811	1	
YOL096C	1.000000811	1	
YOR311C	1.000000811	1	
YCL047C	1.000000811	1	
YML125C	1.000000811	1	
YBR296C	1.000000811	1	
YCR037C	1.000000811	1	
YDL103C	1.000000811	1	
YHR063C	1.000000811	1	
YJL198W	1.000000811	1	
YLL062C	1.000000811	1	
YML123C	1.000000811	1	
YNR013C	1.000000811	1	
YOR100C	1.000000811	1	
YOR222W	1.000000811	1	
YPL134C	1.000000811	1	
YBR281C	1.000000811	1	
YKL103C	1.000000811	1	
YBR069C	1.000000811	1	
YCR105W	1.000000811	1	
YER037W	1.000000811	1	
YHR106W	1.000000811	1	
YKL088W	1.000000811	1	
YKL094W	1.000000811	1	
YKL132C	1.000000811	1	
YLR142W	1.000000811	1	
YNL003C	1.000000811	1	
YNL202W	1.000000811	1	
YPR026W	1.000000811	1	
YGR147C	1.000000811	1	
YDR441C	1.000000811	1	
YMR251W	1.000000811	1	
YBR011C	1.000000811	1	
YBR132C	1.000000811	1	
YCR098C	1.000000811	1	
YDR284C	1.000000811	1	
YDR302W	1.000000811	1	
YDR502C	1.000000811	1	
YEL029C	1.000000811	1	
YHL016C	1.000000811	1	
YIR032C	1.000000811	1	
YML070W	1.000000811	1	
YMR145C	1.000000811	1	
YNL268W	1.000000811	1	
YNR058W	1.000000811	1	
YOR143C	1.000000811	1	
YPR036W	1.000000811	1	
YPR118W	1.000000811	1	
YER042W	1.000000811	1	
YHR119W	1.000000811	1	
YIL043C	1.000000811	1	
YDR036C	1.000000811	1	
YPL096C-A	1.000000811	1	
YGL027C	1.000000811	1	
YLL051C	1.000000811	1	
YOR067C	1.000000811	1	
YBR026C	1.000000811	1	
YCL038C	1.000000811	1	
YDL085W	1.000000811	1	
YDR531W	1.000000811	1	
YGR020C	1.000000811	1	
YGR180C	1.000000811	1	
YHR104W	1.000000811	1	
YKL217W	1.000000811	1	
YLL031C	1.000000811	1	
YLL041C	1.000000811	1	
YLR201C	1.000000811	1	
YLR284C	1.000000811	1	
YLR447C	1.000000811	1	
YML008C	1.000000811	1	
YMR298W	1.000000811	1	
YOR130C	1.000000811	1	
YPR128C	1.000000811	1	
YAL035W	1.000000811	1	
YDL246C	1.000000811	1	
YBR022W	1.000000811	1	
YEL070W	1.000000811	1	
YNR073C	1.000000811	1	
YHR008C	1.000000811	1	
YKR076W	1.000000811	1	
YGR154C	1.000000811	1	
YDL219W	1.000000811	1	
YGR036C	1.000000811	1	
YGR046W	1.000000811	1	
YJR104C	1.000000811	1	
YOR196C	1.000000811	1	
YLR351C	1.000000811	1	
YHR026W	1.000000811	1	
YIL013C	1.000000811	1	
YLL052C	1.000000811	1	
YMR226C	1.000000811	1	
YNL270C	1.000000811	1	
YOR011W	1.000000811	1	
YOR180C	1.000000811	1	
YOR360C	1.000000811	1	
YPR069C	1.000000811	1	
YPR192W	1.000000811	1	
YDL040C	1.000000811	1	
YFL060C	1.000000811	1	
YGR144W	1.000000811	1	
YNR030W	1.000000811	1	
YOR285W	1.000000811	1	
YDR371W	1.000000811	1	
YLR286C	1.000000811	1	
YBR023C	1.000000811	1	
YBR038W	1.000000811	1	
YBR159W	1.000000811	1	
YBR294W	1.000000811	1	
YEL058W	1.000000811	1	
YJL026W	1.000000811	1	
YJL045W	1.000000811	1	
YKL184W	1.000000811	1	
YKR031C	1.000000811	1	
YLR092W	1.000000811	1	
YLR133W	1.000000811	1	
YLR377C	1.000000811	1	
YLR386W	1.000000811	1	
YLR410W	1.000000811	1	
YOL065C	1.000000811	1	
YOL136C	1.000000811	1	
YOR054C	1.000000811	1	
YOR241W	1.000000811	1	
YPL274W	1.000000811	1	
YPR140W	1.000000811	1	
YMR058W	1.000000811	1	
YBR241C	1.000000811	1	
YGL104C	1.000000811	1	
YBR001C	1.000000811	1	
YKL069W	1.000000811	1	
YDL120W	1.000000811	1	
YDL142C	1.000000811	1	
YDR001C	1.000000811	1	
YDR399W	1.000000811	1	
YHR039C-A	1.000000811	1	
YKL120W	1.000000811	1	
YLR240W	1.000000811	1	
YMR054W	1.000000811	1	
YMR246W	1.000000811	1	
YOL055C	1.000000811	1	
YPL258C	1.000000811	1	
YLR345W	1.000000811	1	
YCR068W	1.000000811	1	
YHR201C	1.000000811	1	
YAL012W	1.000000811	1	
YDL247W	1.000000811	1	
YDR208W	1.000000811	1	
YDR315C	1.000000811	1	
YEL046C	1.000000811	1	GLY1
YER183C	1.000000811	1	
YHR123W	1.000000811	1	
YIR028W	1.000000811	1	
YJR152W	1.000000811	1	
YJR160C	1.000000811	1	
YKL212W	1.000000811	1	
YLR081W	1.000000811	1	
YLR328W	1.000000811	1	
