genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YLR058C	P37291	SHM2	52.21793	1	1.63501325897825	essential	2	4.12200841971153e-05	0.000449088471465719	4.12202291893334e-05
YBL045C	P07256	COR1	50.22724	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05
YDR529C	P00128	QCR7	14.56466	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05
YEL024W	P08067	RIP1	23.36479	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05
YEL039C	P00045	CYC7	12.53211	1	1.60064232141654	subOpt_isoenz	2	0	3.21158529715414e-12	0
YFR033C	P00127	QCR6	17.25682	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05
YGR183C	P22289	QCR9	7.47622	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05
YHR001W-A	P37299	QCR10	8.59285	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05
YJL166W	P08525	QCR8	10.97437	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05
YJR048W	P00044	CYC1	12.18177	1	1.60064232141654	subOpt_isoenz	2	0	3.21158527847531e-12	0
YOR065W	P07143	CYT1	34.05423	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05
YPR191W	P07257	QCR2	40.47764	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05
YDR231C	Q04935	COX20	23.75778	1	1.60064232141654	subOpt_isoenz	2	0	8.29591310498762e-05	0
YGR062C	P53239	COX18	35.64994	1	1.60064232141654	subOpt_isoenz	2	0	8.29591310498762e-05	0
YHR116W	P38824	COX23	17.31758	1	1.60064232141654	subOpt_isoenz	2	0	8.29591310498762e-05	0
YJL003W	P47081	COX16	14.07686	1	1.60064232141654	subOpt_isoenz	2	0	8.29591310498762e-05	0
YLL018C-A	Q3E731	COX19	11.10542	1	1.60064232141654	subOpt_isoenz	2	0	8.29591310498762e-05	0
YPL132W	P19516	COX11	34.04384	1	1.60064232141654	subOpt_isoenz	2	0	8.29591310498762e-05	0
Q0045	P00401	COX1	58.79755	1	1.60064232141654	essential	2	5.09157771590186e-06	8.66152234080404e-05	5.09158223598334e-06
Q0250	P00410	COX2	28.5669	1	1.60064232141654	essential	2	5.09157771590186e-06	8.66152234080404e-05	5.09158223598334e-06
Q0275	P00420	COX3	30.35941	1	1.60064232141654	essential	2	5.09157771590186e-06	8.66152234080404e-05	5.09158223598334e-06
YDL067C	P07255	COX9	6.96313	1	1.60064232141654	essential	2	5.09157771590186e-06	8.66152234080404e-05	5.09158223598334e-06
YGL187C	P04037	COX4	17.1424	2	1.60064232141654	essential	2	3.65610733911971e-06	5.09158484130164e-06	5.09158223598334e-06
YGL191W	P32799	COX13	15.02097	2	1.60064232141654	essential	2	3.65610733911971e-06	5.09158484130164e-06	5.09158223598334e-06
YHR051W	P00427	COX6	17.34139	2	1.60064232141654	essential	2	3.65610733911971e-06	5.09158484130164e-06	5.09158223598334e-06
YIL111W	P00425	COX5B	17.1965	2	1.60064232141654	essential	2	3.65610733911971e-06	5.09158484130164e-06	5.09158223598334e-06
YLR038C	Q01519	COX12	9.78778	2	1.60064232141654	essential	2	3.65610733911971e-06	5.09158484130164e-06	5.09158223598334e-06
YLR395C	P04039	COX8	8.90656	2	1.60064232141654	essential	2	7.31251740195271e-06	1.01831569709608e-05	1.01831517603307e-05
YMR256C	P10174	COX7	6.9323	2	1.60064232141654	essential	2	3.65610733911971e-06	5.09158484130164e-06	5.09158223598334e-06
Q0105	P00163	COB	43.65549	2	1.60064232080424	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05
YBL030C		PET9	NaN	1	1.54683726609692		2	NaN	NaN	NaN
YBR085W		AAC3	NaN	1	1.54683726609692		2	NaN	NaN	NaN
YMR056C		AAC1	NaN	1	1.54683726609692		2	NaN	NaN	NaN
YOL077W-A	P81451	ATP19	7.53367	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
Q0080	P00856	ATP8	5.82221	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
Q0085	P00854	ATP6	29.09876	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
Q0130	P61829	OLI1	7.75937	2	1.53899095526536	tightly_const	2	0.000198719513262989	0.000198721355104444	0.000198719627188718
YBL099W	P07251	ATP1	58.60746	1	1.53899095526536	essential	2	6.11446175025496e-06	5.96164923791367e-05	6.11446525567072e-06
YBR039W	P38077	ATP3	34.35021	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
YDL004W	Q12165	ATP16	17.02022	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
YDR298C	P09457	ATP5	22.81414	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
YDR322C-A	P81449	TIM11	10.87534	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
YDR377W	Q06405	ATP17	11.312	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
YJR121W	P00830	ATP2	54.7932	1	1.53899095526536	essential	2	6.11446175025496e-06	5.96164923791367e-05	6.11446525567072e-06
YKL016C	P30902	ATP7	19.80938	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
YML081C-A	P81450	ATP18	6.68769	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
YPL078C	P05626	ATP4	26.92481	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
YPL271W	P21306	ATP15	6.7425	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
YPR020W	Q12233	ATP20	12.92094	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
YLR295C	Q12349	ATP14	14.12765	2	1.53899095526532	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05
YBR263W	P37292	SHM1	53.68589	1	1.38997589153217	essential	2	1.50909736360812e-05	0.000411806438652658	1.50910424616785e-05
YCR012W	P00560	PGK1	44.73787	1	1.20689428500924	essential	2	9.14436413228386e-07	0.000476976345074815	9.14436413228338e-07
YGR192C	P00359	TDH3	35.74626	1	1.20689428500924	subOpt_isoenz	2	0	0.000612735384260241	0
YJL052W	P00360	TDH1	35.74956	1	1.20689428500924	opt_isoenz	2	0	0.000612678993592679	1.69233793594714e-05
YJR009C	P00358	TDH2	35.84645	1	1.20689428500924	subOpt_isoenz	2	0	0.000611024508718889	0
YDR050C	P00942	TPI1	26.79508	1	1.18552345239689	essential	2	2.83973912608576e-08	0.000794876144566694	2.83974557421119e-08
YDR516C	Q04409	EMI2	55.92028	2	1.00066848236333	tightly_const	2	1.86172074496843e-07	1.86179975167953e-07	1.86178000000186e-07
YLR174W	P41939	IDP2	46.56172	0	0.293899398714365	essential	0	6.65187932596556e-08	0.000457481964114292	6.68979039872949e-08
YNL036W	P53615	NCE103	24.85889	0	0.285143746411715	opt_isoenz	0	0	0.000856756530120306	5.28073422793572e-11
YBL039C	P28274	URA7	64.70953	0	0.282912407316118	subOpt_isoenz	0	0	4.1531812769711e-08	0
YJR103W	P38627	URA8	64.50989	0	0.282912407316118	opt_isoenz_tight	0	0	4.15318127697814e-08	4.1426564308282e-08
YBR218C	P32327	PYC2	130.16549	0	0.280784139766675	subOpt_isoenz	0	0	5.54850212626952e-07	0
YGL062W	P11154	PYC1	130.09827	0	0.280784139766675	opt_isoenz_tight	0	0	5.54850212631273e-07	5.54304479515057e-07
YMR246W	P47912	FAA4	77.26612	0	0.21168	opt_isoenz	0	0	0.000275824707122302	1.79591573705148e-07
YOR317W	P30624	FAA1	77.86529	0	0.21168	subOpt_isoenz	0	0	0.00027370214207067	0
YER070W	P21524	RNR1	99.56021	0	0.208766975854916	subOpt_isoenz	0	0	4.8726957034693e-07	0
YIL066C	P21672	RNR3	97.51369	0	0.208766975854916	subOpt_isoenz	0	0	4.87269570346724e-07	0
YJL026W	P09938	RNR2	46.14681	0	0.208766975854916	subOpt_isoenz	0	0	4.87269570345134e-07	0
YGR180C	P49723	RNR4	40.05407	0	0.208313129883116	opt_isoenz	0	0	4.87269570347323e-07	3.49441155285163e-07
YDR503C	Q04396	LPP1	31.58604	0	0.20796180006389	opt_isoenz	0	0	9.80633243736833e-10	9.53795898879539e-10
YER069W	Q01217	ARG5,6	94.86823	0	0.202032690523594	tightly_const	0	1.23629895600418e-06	1.24256165857175e-06	1.23736205138532e-06
YMR062C	Q04728	ARG7	47.84821	0	0.202032690518946	essential	0	2.71298651977526e-07	0.00044538806519906	2.7153194211197e-07
YOL140W	P18544	ARG8	46.68082	0	0.202032690518946	tightly_const	0	3.07080210949082e-06	3.08635782944198e-06	3.07344269703138e-06
YOR130C		ORT1	NaN	0	0.202032690518946		0	NaN	NaN	NaN
YPL061W	P54115	ALD6	54.41344	0	0.197913806129398	tightly_const	0	6.58964726116296e-07	6.6009495270546e-07	6.59969371972735e-07
YLR438W	P07991	CAR2	46.08557	0	0.112298843450231	tightly_const	0	2.46349638762702e-08	2.4882641394233e-08	2.46770071994903e-08
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	3.2265981933988e-11	0
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	3.22659821446878e-11	0
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	6.97780229409582e-11	0
YOL126C	P22133	MDH2	40.7305	0	0	subOpt_isoenz	0	0	0.000523462360682084	0
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	5.29392661528363e-09	0
