Row	succinate	Growth	
YMR281W	1.000010033	1	
YFL061W	1.000010033	1	
YNL335W	1.000010033	1	
YFL058W	1.000010033	1	
YIL006W	1.000010033	1	
YEL041W	1.000010033	1	
YML106W	1.00000955	1	
YGR010W	1.000009219	1	
YGL038C	1.000009219	1	
YML054C	1.000009219	1	
YJR057W	1.000009219	1	
YJL045W	1.000009122	1	
YCR036W	1.000009105	1	
YDR236C	1.000009105	1	
YML070W	1.000009105	1	
YDL103C	1.000009105	1	
YDR098C	1.000009105	1	
YLR056W	1.000009105	1	
YBR042C	1.000009105	1	
YGR046W	1.000009105	1	
YLR286C	1.000009105	1	
YLR372W	1.000009105	1	
YCL038C	1.000009105	1	
YBR001C	1.000009105	1	
YFL030W	1.000009105	1	
YLR214W	1.000009105	1	
YMR015C	1.000009105	1	
YBR022W	1.000009105	1	
YMR087W	1.000009105	1	
YER174C	1.000009105	1	
YDR380W	1.000009105	1	
YLR070C	1.000009105	1	
YHL003C	1.000009105	1	
YLR377C	1.000009105	1	
YBR035C	1.000009105	1	
YKR009C	1.000009105	1	
YLL031C	1.000009105	1	
YDL024C	1.000009105	1	
YIL107C	1.000009105	1	
YIL155C	1.000009105	1	
YIR038C	1.000009105	1	
YGL253W	1.000009105	1	
YGR194C	1.000009105	1	
YPL273W	1.000009105	1	
YGR032W	1.000009105	1	
YNL009W	1.000009105	1	
YNL202W	1.000009105	1	
YOR180C	1.000009105	1	
YPL227C	1.000009105	1	
YDR023W	1.000009105	1	
YDR261C	1.000009105	1	
YDR321W	1.000009105	1	
YJR153W	1.000009105	1	
YLR300W	1.000009105	1	
YOR190W	1.000009105	1	
YPL057C	1.000009105	1	
YOL152W	1.000009105	1	
YBR019C	1.000009105	1	
YDR315C	1.000009105	1	
YMR041C	1.000009105	1	
YML042W	1.000009105	1	
YOR209C	1.000009105	1	
YDL219W	1.000009105	1	
YOR374W	1.000009105	1	
YGR247W	1.000009105	1	
YKL152C	1.000009105	1	
YCR048W	1.000009103	1	
YJR048W	1.000009078	1	
YKR031C	1.000008951	1	
YPR026W	1.000008951	1	
YGL248W	1.000008853	1	
YGR144W	1.000008836	1	
YGR244C	1.000008836	1	
YOR142W	1.000008836	1	
YHR104W	1.000008836	1	
YLR450W	1.000008826	1	
YLL058W	1.000007098	1	
YOR375C	1.00000615	1	
YNL036W	1.000004917	1	
YDR287W	1.000004191	1	
YDL182W	1.000001459	1	
YBR222C	1.000001438	1	
YDL238C	1.000001434	1	
YHR046C	1.000001434	1	
YMR271C	1.00000138	1	
YOR161C	1.00000138	1	
YMR251W	1.00000138	1	
YDL080C	1.000001376	1	
YEL029C	1.000001376	1	
YML086C	1.000001376	1	
YMR020W	1.000001375	1	
YEL031W	1.000001371	1	
YFR015C	1.000001354	1	
YER019W	1.000001354	1	
YLR240W	1.000001354	1	
YDR400W	1.000001354	1	
YKL094W	1.00000135	1	
YFR053C	1.00000135	1	
YLL012W	1.00000135	1	
YOR384W	1.00000135	1	
YOL055C	1.000001346	1	
YAL039C	1.00000124	1	
YGR087C	1.000001211	1	
YDR305C	1.000001155	1	
YER042W	1.000001151	1	
YBR121C	1.00000115	1	
YDR441C	1.000001148	1	
YAL062W	1.000001146	1	
YMR226C	1.000001146	1	
YNR060W	1.000001146	1	
YPR002W	1.000001127	1	
YIL002C	1.000001127	1	
YKL127W	1.000001126	1	
YLR438W	1.000001123	1	
YDL015C	1.000001123	1	
YDL040C	1.000001123	1	
YGR147C	1.000001123	1	
YCL064C	1.000001094	1	
YGL196W	1.000001093	1	
YBR117C	1.000001088	1	
YJL068C	1.000001067	1	
YMR084W	1.000001067	1	
YLR089C	1.000001067	1	
YBR183W	1.000001067	1	
YGR202C	1.000001067	1	
YBR161W	1.000001067	1	
YGL224C	1.000001063	1	
YLR303W	1.000001063	1	
YBL091C	1.000001063	1	
YGR192C	1.000001063	1	
YGR256W	1.000001063	1	
YLR386W	1.000000921	1	
YNL325C	1.000000921	1	
YOR285W	1.000000921	1	
YER119C	1.000000921	1	
YOL075C	1.000000921	1	
YPL059W	1.000000921	1	
YMR323W	1.000000921	1	
YAL022C	1.0000009	1	
YOR163W	1.000000899	1	
YFL053W	1.000000895	1	
YGR287C	1.000000895	1	
YGR292W	1.000000895	1	
YJL139C	1.000000895	1	
YJL221C	1.000000895	1	
YJR001W	1.000000895	1	
YMR293C	1.000000895	1	
YNL331C	1.000000895	1	
YAR071W	1.000000895	1	
YBR093C	1.000000895	1	
YBR199W	1.000000895	1	
YBR299W	1.000000895	1	
YDR483W	1.000000895	1	
YIL172C	1.000000895	1	
YKR061W	1.000000895	1	
YNL029C	1.000000895	1	
YPL053C	1.000000895	1	
YHR215W	1.000000895	1	
YJL216C	1.000000895	1	
YKL103C	1.000000895	1	
YCR024C	1.000000895	1	
YPR006C	1.000000895	1	
YJL100W	1.000000895	1	
YER175C	1.000000895	1	
YHR068W	1.000000895	1	
YHR091C	1.000000895	1	
YPL104W	1.000000895	1	
YBL013W	1.000000895	1	
YBR034C	1.000000895	1	
YBR110W	1.000000895	1	
YBR213W	1.000000895	1	
YDR268W	1.000000895	1	
YEL042W	1.000000895	1	
YGR171C	1.000000895	1	
YJR152W	1.000000895	1	
YKL194C	1.000000895	1	
YKR069W	1.000000895	1	
YLL057C	1.000000895	1	
YLR172C	1.000000895	1	
YLR189C	1.000000895	1	
YLR285W	1.000000895	1	
YLR299W	1.000000895	1	
YLR382C	1.000000895	1	
YMR013C	1.000000895	1	
YNL073W	1.000000895	1	
YOL033W	1.000000895	1	
YOR040W	1.000000895	1	
YPL040C	1.000000895	1	
YPL097W	1.000000895	1	
YPR047W	1.000000895	1	
YBL080C	1.000000895	1	
YBR295W	1.000000895	1	
YER087W	1.000000895	1	
YDR009W	1.000000895	1	
YGL169W	1.000000895	1	
YLR143W	1.000000895	1	
YMR162C	1.000000895	1	
YMR210W	1.000000895	1	
YDR270W	1.000000895	1	
YDR294C	1.000000895	1	
YGL156W	1.000000895	1	
YJL046W	1.000000895	1	
YBR092C	1.000000895	1	
YBR208C	1.000000895	1	
YDR204W	1.000000895	1	
YGL119W	1.000000895	1	
YGR255C	1.000000895	1	
YLR201C	1.000000895	1	
YMR250W	1.000000895	1	
YOL096C	1.000000895	1	
YJL168C	1.000000895	1	
YBL064C	1.000000895	1	
YCR075C	1.000000895	1	
YDL085W	1.000000895	1	
YGL225W	1.000000895	1	
YGR096W	1.000000895	1	
YLL061W	1.000000895	1	
YNR067C	1.000000895	1	
YPL244C	1.000000895	1	
YDR371W	1.000000895	1	
YBR036C	1.000000895	1	
YGL067W	1.000000895	1	
YMR289W	1.000000895	1	
YNR033W	1.000000895	1	
YJL212C	1.000000895	1	
YPL274W	1.000000895	1	
YOR393W	1.000000895	1	
YKR076W	1.000000895	1	
YDL045C	1.000000895	1	
YIL162W	1.000000895	1	
YIR029W	1.000000895	1	
YOL136C	1.000000895	1	
YPL214C	1.000000895	1	
Q0105	1.000000895	1	
YBL045C	1.000000895	1	
YBR192W	1.000000895	1	
YBR252W	1.000000895	1	
YDL178W	1.000000895	1	
YDR529C	1.000000895	1	
YEL024W	1.000000895	1	
YFR033C	1.000000895	1	
YGL063W	1.000000895	1	
YGR183C	1.000000895	1	
YHR001W-A	1.000000895	1	
YJL166W	1.000000895	1	
YLR043C	1.000000895	1	
YNR058W	1.000000895	1	
YOR065W	1.000000895	1	
YOR321W	1.000000895	1	
YPR191W	1.000000895	1	
YMR301C	1.000000895	1	
YBR205W	1.000000895	1	
YDR368W	1.000000895	1	
YDR428C	1.000000895	1	
YKR053C	1.000000895	1	
YLR307W	1.000000895	1	
YLR308W	1.000000895	1	
YOR360C	1.000000895	1	
YHR043C	1.000000895	1	
YIL134W	1.000000895	1	
YOL052C	1.000000895	1	
YBR023C	1.000000895	1	
YBR084W	1.000000895	1	
YDR208W	1.000000895	1	
YLR155C	1.000000895	1	
YLR157C	1.000000895	1	
YLR158C	1.000000895	1	
YLR160C	1.000000895	1	
YMR145C	1.000000895	1	
YDL120W	1.000000895	1	
YDR373W	1.000000895	1	
YIR028W	1.000000895	1	
YJR110W	1.000000895	1	
YMR313C	1.000000895	1	
YJL200C	1.000000895	1	
YBR229C	1.000000895	1	
YDL052C	1.000000895	1	
YFR044C	1.000000895	1	
YER141W	1.000000895	1	
YBL015W	1.000000878	1	
YLR231C	1.000000861	1	
YGR177C	1.000000842	1	
YGL184C	1.00000084	1	
YMR278W	1.000000839	1	
YPL110C	1.000000839	1	
YIL083C	1.000000837	1	
YDR051C	1.000000837	1	
YFR047C	1.000000837	1	
YDR020C	1.000000837	1	
YGR267C	1.000000837	1	
YOR251C	1.000000837	1	
YOR286W	1.000000837	1	
YBR127C	1.000000837	1	
YDL185W	1.000000837	1	
YEL027W	1.000000837	1	
YEL051W	1.000000837	1	
YGR020C	1.000000837	1	
YHR026W	1.000000837	1	
YHR039C-A	1.000000837	1	
YKL080W	1.000000837	1	
YLR447C	1.000000837	1	
YOR332W	1.000000837	1	
YPL234C	1.000000837	1	
YPR036W	1.000000837	1	
YBL098W	1.000000837	1	
YLR146C	1.000000837	1	
YNR041C	1.000000837	1	
YER061C	1.000000837	1	
YPR121W	1.000000837	1	
YPL148C	1.000000837	1	
YPL252C	1.000000835	1	
YHR119W	1.000000835	1	
YBL042C	1.000000835	1	
YNL141W	1.000000835	1	
YNL219C	1.000000835	1	
YER015W	1.000000835	1	
YDR538W	1.000000835	1	
YDR539W	1.000000835	1	
YHR013C	1.000000835	1	
YBR218C	1.000000835	1	
YOR171C	1.000000835	1	
YAL060W	1.000000835	1	
YDR017C	1.000000835	1	
YGR043C	1.000000835	1	
YBR235W	1.000000835	1	
YML110C	1.000000835	1	
YMR318C	1.000000835	1	
YOR125C	1.000000835	1	
YDR481C	1.000000835	1	
YBR097W	1.000000835	1	
YLR446W	1.000000835	1	
YBR021W	1.000000835	1	
YDR302W	1.000000835	1	
YMR113W	1.000000835	1	
YGL080W	1.000000835	1	
YJL060W	1.000000835	1	
YPL023C	1.000000835	1	
YBR244W	1.00000082	1	
YCR068W	1.000000816	1	
YKR080W	1.000000816	1	
YMR009W	1.000000816	1	
YEL038W	1.000000816	1	
YJR024C	1.000000816	1	
YIL124W	1.000000816	1	
YHR002W	1.000000815	1	
YDL243C	1.000000815	1	
YOL165C	1.000000815	1	
YDR402C	1.000000815	1	
YCL009C	1.000000815	1	
YLR245C	1.000000815	1	
YKL212W	1.000000815	1	
YBL068W	1.000000815	1	
YCR010C	1.000000815	1	
YOR377W	1.000000815	1	
YKR097W	1.000000815	1	
YLR028C	1.000000815	1	
YNR019W	1.000000811	1	
YPL188W	1.000000811	1	
YDL236W	1.000000811	1	
YCR005C	1.000000811	1	
YIL043C	1.000000811	1	
YDL168W	1.000000811	1	
YDR531W	1.000000811	1	
YLR134W	1.000000811	1	
YEL058W	1.000000811	1	
YDR242W	1.000000811	1	
YIR037W	1.000000811	1	
YJR159W	1.000000811	1	
YDR111C	1.000000811	1	
YKL104C	1.000000811	1	
YPL036W	1.000000811	1	
YHR037W	1.000000811	1	
YOR241W	1.000000811	1	
YJL196C	1.000000811	1	
YKL192C	1.000000811	1	
YOR221C	1.000000811	1	
YOR245C	1.000000811	1	
YDR410C	1.000000811	1	
YBR176W	1.000000811	1	
YMR246W	1.000000811	1	
YDR297W	1.000000811	1	
YGR248W	1.000000811	1	
YGL065C	1.000000811	1	
YKL148C	1.000000811	1	SDH1
YDL100C	1.000000811	1	
YKL120W	1.000000811	1	
YGR065C	1.000000811	1	
YOR126C	1.000000811	1	
YMR099C	1.000000811	1	
YHR106W	1.000000811	1	
YOR143C	1.000000811	1	
YKL150W	1.000000811	1	
YDL246C	1.000000811	1	
YKL087C	1.000000811	1	
YHR008C	1.000000811	1	
YBR132C	1.000000811	1	
YER065C	1.000000811	1	
YGR260W	1.000000811	1	
YJR010W	1.000000811	1	
YLR020C	1.000000811	1	
YMR006C	1.000000811	1	
YOL011W	1.000000811	1	
YKL218C	1.000000811	1	
YBR149W	1.000000811	1	
YHR074W	1.000000811	1	
YHR216W	1.000000811	1	
YKL026C	1.000000811	1	
YLR142W	1.000000811	1	
YMR101C	1.000000811	1	
YOR081C	1.000000811	1	
YPL091W	1.000000811	1	
YDR071C	1.000000811	1	
YBR018C	1.000000811	1	
YBR026C	1.000000811	1	
YCL052C	1.000000811	1	
YCR098C	1.000000811	1	
YDR178W	1.000000811	1	
YDR191W	1.000000811	1	
YDR226W	1.000000811	1	
YDR256C	1.000000811	1	
YDR284C	1.000000811	1	
YFL001W	1.000000811	1	
YGR282C	1.000000811	1	
YHL032C	1.000000811	1	
YIL066C	1.000000811	1	
YJL005W	1.000000811	1	
YJR013W	1.000000811	1	
YKL035W	1.000000811	1	
YKR089C	1.000000811	1	
YMR165C	1.000000811	1	
YOR120W	1.000000811	1	
YLR057W	1.000000811	1	
YAR035W	1.000000811	1	
YCL004W	1.000000811	1	
YCR024C-A	1.000000811	1	
YCR105W	1.000000811	1	
YDR196C	1.000000811	1	
YGL142C	1.000000811	1	
YGL186C	1.000000811	1	
YIL053W	1.000000811	1	
YIL099W	1.000000811	1	
YKL106W	1.000000811	1	
YLR109W	1.000000811	1	
YLR328W	1.000000811	1	
YML008C	1.000000811	1	
YNL256W	1.000000811	1	
YBR046C	1.000000811	1	
YCR107W	1.000000811	1	
YGR227W	1.000000811	1	
YJR131W	1.000000811	1	
YBR003W	1.000000811	1	
YCL035C	1.000000811	1	
YCR083W	1.000000811	1	
YDR173C	1.000000811	1	
YEL039C	1.000000811	1	
YGR286C	1.000000811	1	
YIL010W	1.000000811	1	
YJL071W	1.000000811	1	
YJR133W	1.000000811	1	
YLR284C	1.000000811	1	
YLR432W	1.000000811	1	
YNL129W	1.000000811	1	
YOR311C	1.000000811	1	
YPL087W	1.000000811	1	
YPL212C	1.000000811	1	
YPR062W	1.000000811	1	
YPR128C	1.000000811	1	
YDR440W	1.000000811	1	
YLL060C	1.000000811	1	
YDR038C	1.000000811	1	
YGL006W	1.000000811	1	
YGL167C	1.000000811	1	
YGL022W	1.000000811	1	
YOR381W	1.000000811	1	
YOR002W	1.000000811	1	
YPR003C	1.000000811	1	
YCL040W	1.000000811	1	
YGR157W	1.000000811	1	
YHL011C	1.000000811	1	
YHR123W	1.000000811	1	
YHR128W	1.000000811	1	
YJR130C	1.000000811	1	
YKL055C	1.000000811	1	
YKL132C	1.000000811	1	
YLL062C	1.000000811	1	
YMR272C	1.000000811	1	
YOL065C	1.000000811	1	
YOR099W	1.000000811	1	
YJR155W	1.000000811	1	
YKL069W	1.000000811	1	
YDR039C	1.000000811	1	
YNL274C	1.000000811	1	
YBR145W	1.000000811	1	ADH5
YDL171C	1.000000811	1	
YFR019W	1.000000811	1	
YIR031C	1.000000811	1	
YJL026W	1.000000811	1	
YJR078W	1.000000811	1	
YKR072C	1.000000811	1	
YLR017W	1.000000811	1	
YLR305C	1.000000811	1	
YNR008W	1.000000811	1	
YOR108W	1.000000811	1	
YPL092W	1.000000811	1	
YPR118W	1.000000811	1	
YLR244C	1.000000811	1	
YBR281C	1.000000811	1	
YNL191W	1.000000811	1	
YHR044C	1.000000811	1	
YDR040C	1.000000811	1	
YBR002C	1.000000811	1	
YBR058C-A	1.000000811	1	
YDR035W	1.000000811	1	
YKL184W	1.000000811	1	
YMR207C	1.000000811	1	
YNL106C	1.000000811	1	
YNL292W	1.000000811	1	
YPR001W	1.000000811	1	
YER010C	1.000000811	1	
YHL018W	1.000000811	1	
YGR154C	1.000000811	1	
YLR239C	1.000000811	1	
YCR028C	1.000000811	1	
YER005W	1.000000811	1	
YGR007W	1.000000811	1	
YJR143C	1.000000811	1	
YKR066C	1.000000811	1	
YML035C	1.000000811	1	
YML100W	1.000000811	1	
YMR054W	1.000000811	1	
YMR202W	1.000000811	1	
YNL277W	1.000000811	1	
YOR347C	1.000000811	1	
YPL069C	1.000000811	1	
YAL035W	1.000000811	1	
YLL051C	1.000000811	1	
YDL142C	1.000000811	1	
YGL008C	1.000000811	1	
YJL155C	1.000000811	1	
YNR056C	1.000000811	1	
YPR140W	1.000000811	1	
YPR184W	1.000000811	1	
YNL229C	1.000000811	1	
YPL088W	1.000000811	1	
YOL157C	1.000000811	1	
YPR127W	1.000000811	1	
YBL039C	1.000000811	1	
YBR020W	1.000000811	1	
YDR058C	1.000000811	1	
YER183C	1.000000811	1	
YGR234W	1.000000811	1	
YDR453C	1.000000811	1	
YGL037C	1.000000811	1	
YIR036C	1.000000811	1	
YLL001W	1.000000811	1	
YJL101C	1.000000811	1	
YOL049W	1.000000811	1	
YDR376W	1.000000811	1	
YJR040W	1.000000811	1	
YCR011C	1.000000811	1	
YIL023C	1.000000811	1	
YIL074C	1.000000806	1	SER33
YJR051W	1.000000806	1	OSM1
YER152C	1.000000778	1	
YEL070W	1.000000777	1	
YNR073C	1.000000777	1	
YGR110W	1.000000777	1	
YBR159W	1.000000777	1	
YJR095W	1.000000777	1	
YMR083W	1.000000777	1	
YPL281C	1.000000777	1	
YOR196C	1.000000777	1	
YMR058W	1.000000777	1	
YGL027C	1.00000076	1	
YOR270C	1.00000076	1	
YBR111C	1.000000756	1	
YKL008C	1.000000756	1	
YMR322C	1.000000755	1	
YGL017W	1.000000755	1	
YDL090C	1.000000755	1	
YKL019W	1.000000755	1	
YJR104C	1.000000755	1	
YDR530C	1.000000755	1	
YIL125W	1.000000755	1	
YML059C	1.000000755	1	
YGR012W	1.000000755	1	
YDR001C	1.000000755	1	
YJR149W	1.000000755	1	
YNR027W	1.000000751	1	
YPR139C	1.000000751	1	
YLR099C	1.000000751	1	
YBR011C	1.000000751	1	
YFL060C	1.000000751	1	
YPL258C	1.000000751	1	
YHL016C	1.000000751	1	
YNR012W	1.000000751	1	
YGR124W	1.000000751	1	
YOR155C	1.000000751	1	
YJL134W	1.000000751	1	
YFR055W	1.000000751	1	
YLR351C	1.000000751	1	
YBR006W	1.000000751	1	
YDL198C	1.000000751	1	
YLR410W	1.000000751	1	
YHR109W	1.000000751	1	
YBL011W	1.000000751	1	
YEL017C-A	1.000000751	1	
YFL017C	1.000000751	1	
YHR201C	1.000000751	1	
YBR038W	1.000000751	1	
YGL077C	1.000000751	1	
YNL003C	1.000000751	1	
YCL017C	1.000000751	1	
YFL059W	1.000000751	1	
YNR030W	1.000000751	1	
YOR067C	1.000000751	1	
YCR034W	1.000000751	1	
YGR170W	1.000000751	1	
YIL009W	1.000000751	1	
YJL097W	1.000000751	1	
YMR298W	1.000000751	1	
YPR160W	1.000000751	1	
YDR231C	1.000000751	1	
YGR062C	1.000000751	1	
YHR116W	1.000000751	1	
YJL003W	1.000000751	1	
YLL018C-A	1.000000751	1	
YPL132W	1.000000751	1	
YDR036C	1.000000751	1	
YBR041W	1.000000751	1	
YDL078C	1.000000751	1	
YDR399W	1.000000751	1	
YHR067W	1.000000751	1	
YLR133W	1.000000751	1	
YNL192W	1.000000751	1	
YOR109W	1.000000751	1	
YML082W	1.000000751	1	
YBR180W	1.000000751	1	
YDR072C	1.000000751	1	
YER062C	1.000000751	1	
YGR180C	1.000000751	1	
YLR260W	1.000000751	1	
YMR241W	1.000000751	1	
YOR317W	1.000000751	1	
YLR345W	1.000000751	1	
YCL047C	1.000000751	1	
YEL046C	1.000000751	1	
YER070W	1.000000751	1	
YGL205W	1.000000751	1	
YLR164W	1.000000751	1	
YGR036C	1.000000751	1	
YGR019W	1.000000751	1	
YGR289C	1.000000751	1	
YJL091C	1.000000751	1	
YLR342W	1.000000751	1	
YMR170C	1.000000751	1	
YKR043C	1.000000751	1	
YML022W	1.000000751	1	
YBR243C	1.000000751	1	
YDR533C	1.000000751	1	
YEL004W	1.000000751	1	
YHR174W	1.000000751	1	
YMR008C	1.000000751	1	
YMR267W	1.000000751	1	
YNL045W	1.000000751	1	
YOL061W	1.000000751	1	
YPL111W	1.000000751	1	
YNL092W	1.000000751	1	
YDR147W	1.000000751	1	
YIR027C	1.000000751	1	
YKL140W	1.000000751	1	
YDR135C	1.000000751	1	
YOL059W	1.000000751	1	
YNL267W	1.000000751	1	
YBR265W	1.000000751	1	
YNL333W	1.000000751	1	
YKL141W	1.000000751	1	SDH3
YLL041C	1.000000751	1	SDH2
YDR452W	1.000000746	1	
YML075C	1.00000074	1	
YMR105C	1.000000693	1	
YLR258W	1.00000062	1	
YJR103W	1.000000561	1	
YMR120C	1.000000488	1	
YBL030C	1	1	
YBR068C	1	1	
YBR069C	1	1	
YBR085W	1	1	
YBR293W	1	1	
YBR294W	1	1	
YBR296C	1	1	
YBR298C	1	1	
YCL025C	1	1	
YCL069W	1	1	
YCR037C	1	1	
YDL042C	1	1	
YDL210W	1	1	
YDL245C	1	1	
YDL247W	1	1	
YDR046C	1	1	
YDR342C	1	1	
YDR343C	1	1	
YDR345C	1	1	
YDR384C	1	1	
YDR497C	1	1	
YDR508C	1	1	
YDR536W	1	1	
YEL006W	1	1	
YEL063C	1	1	
YEL069C	1	1	
YER053C	1	1	
YER056C	1	1	
YER060W	1	1	
YER060W-A	1	1	
YFL011W	1	1	
YFL055W	1	1	
YGL084C	1	1	
YGR055W	1	1	
YGR121C	1	1	
YGR138C	1	1	
YGR143W	1	1	
YGR191W	1	1	
YGR243W	1	1	
YHL036W	1	1	
YHR092C	1	1	
YHR094C	1	1	
YHR096C	1	1	
YHR162W	1	1	
YIL013C	1	1	
YJL129C	1	1	
YJL198W	1	1	
YJL214W	1	1	
YJL219W	1	1	
YJR077C	1	1	
YJR158W	1	1	
YJR160C	1	1	
YKL146W	1	1	
YKR039W	1	1	
YLL015W	1	1	
YLL028W	1	1	
YLL043W	1	1	
YLL052C	1	1	
YLR081W	1	1	
YLR092W	1	1	
YLR138W	1	1	
YLR237W	1	1	
YML123C	1	1	
YMR011W	1	1	
YMR056C	1	1	
YMR088C	1	1	
YNL101W	1	1	
YNL142W	1	1	
YNL268W	1	1	
YNL270C	1	1	
YNL318C	1	1	
YNR013C	1	1	
YNR072W	1	1	
YOL020W	1	1	
YOL068C	1	1	
YOL103W	1	1	
YOL156W	1	1	
YOR011W	1	1	
YOR025W	1	1	
YOR071C	1	1	
YOR192C	1	1	
YOR222W	1	1	
YOR273C	1	1	
YOR348C	1	1	
YPL015C	1	1	
YPL134C	1	1	
YPL189W	1	1	
YPL265W	1	1	
YPR138C	1	1	
YPR156C	1	1	
YPR159W	1	1	
YPR192W	1	1	
YAR069W-A	1	1	
YHR214W-F	1	1	
YOL092W	1	1	
YBR241C	1	1	
YGL104C	1	1	
YDR387C	1	1	
YFL054C	1	1	
YDR105C	1	1	
YDR456W	1	1	
YBR147W	1	1	
YDR352W	1	1	
YMR243C	1	1	
YOR316C	1	1	
YOR226C	1	1	
YPL135W	1	1	
YOR334W	1	1	
YPL060W	1	1	
YDR367W	1	1	
YKL004W	1	1	
YEL066W	1	1	
YML056C	0.999999719	1	
YER073W	0.999999384	1	
YDL022W	0.999999358	1	
YBR249C	0.99999928	1	
YNR001C	0.999999138	1	
YGL125W	0.999998098	1	
YMR261C	0.999998089	1	
YPR145W	0.999996967	1	
YJL137C	0.999993129	1	
YJR069C	0.999991442	1	
YEL071W	0.999988116	1	
YDR503C	0.999983664	1	
YHR183W	0.999983394	1	
YGL062W	0.999974307	1	
YAL044C	0.999966681	1	
YDR019C	0.999966681	1	
YMR189W	0.999966681	1	
YBR263W	0.999966142	1	
YLR153C	0.999956397	1	
YHR011W	0.999937571	1	
YER099C	0.999928737	1	
YDL166C	0.999903387	1	
YHR163W	0.999890045	1	
YLR027C	0.999866542	1	
YGR254W	0.999866172	1	
YHR144C	0.999855596	1	
YOR388C	0.999835333	1	
YAL038W	0.999815877	1	
YMR306W	0.999796807	1	
YGR155W	0.999763363	1	
YER086W	0.999559869	1	
YGR209C	0.999307844	1	
YBR221C	0.999196457	1	
YER178W	0.999196457	1	
YGR193C	0.999196457	1	
YNL071W	0.999196457	1	
YHL012W	0.999163234	1	
YFL018C	0.999162124	1	
YOR283W	0.998907508	1	
YHR137W	0.998807402	1	
YKL181W	0.998709502	1	
YNL104C	0.998687094	1	
YBR291C	0.998683864	1	
YLR058C	0.998404174	1	
Q0130	0.998062205	1	
YBL099W	0.998062205	1	
YBR039W	0.998062205	1	
YDL004W	0.998062205	1	
YDR298C	0.998062205	1	
YDR377W	0.998062205	1	
YJR121W	0.998062205	1	
YKL016C	0.998062205	1	
YLR295C	0.998062205	1	
YML081C-A	0.998062205	1	
YPL078C	0.998062205	1	
YPL271W	0.998062205	1	
YDR322C-A	0.998062161	1	
YPR020W	0.998062161	1	
YOL077W-A	0.998062161	1	
Q0080	0.998062157	1	
Q0085	0.998062157	1	
YJR105W	0.998058761	1	
YOL086C	0.998019179	1	
YGL202W	0.997670163	1	
YER170W	0.996878888	1	
YAL054C	0.996874882	1	
YKL085W	0.996768877	1	
YDR300C	0.995332946	1	
YOR323C	0.995332946	1	
