Row	sensitivities
"YDL090C"	0
"YKL019W"	0
"YJR109C"	0
"YOR303W"	0
"YAR035W"	0
"YER024W"	0
"YML042W"	0
"YGR088W"	0
"YDR256C"	0
"YDR297W"	0
"YMR272C"	0
"YHL003C"	0
"YMR298W"	0
"YKL008C"	0
"YLR307W"	0
"YLR308W"	0
"YBR023C"	0
"YBR038W"	0
"YNL192W"	0
"YLR133W"	0
"YGR202C"	0
"YPR060C"	0
"YGL148W"	0.0284870390283821
"YLR304C"	0.0215476541177885
"YBR002C"	0
"YMR101C"	0
"YNR001C"	0.00676113458562055
"YCR005C"	0
"YDR044W"	0
"YBL039C"	0
"YJR103W"	0.000268016014142573
"YFR055W"	0
"YGL184C"	0
"YGR155W"	0
"YAL012W"	0
"YJR130C"	0
"YLR303W"	0
"YNL247W"	2.92370637138233e-05
"YLR245C"	0
"YNR012W"	0
"YHR007C"	0.00101264385443635
"YHR042W"	0.00130677264247115
"YPR062W"	0
"YML086C"	0
"YMR041C"	0
"YBR149W"	0
"YKL060C"	0
"YDL246C"	0
"YJR159W"	0
"YHR144C"	0
"YDR454C"	0
"YHR068W"	0
"YCR036W"	0
"YDR196C"	0
"YNR057C"	0
"YPL087W"	0
"YOR236W"	0
"YMR113W"	0
"YDL100C"	0
"YLR420W"	0.00311795976165759
"YJR016C"	0.00426680754788956
"YFL053W"	0
"YML070W"	0
"YJL167W"	0.00907173219720674
"YKL152C"	0
"YLR172C"	0
"YMR013C"	0
"YPR183W"	0.000421155380892758
"YAL023C"	0
"YDL095W"	0
"YDL093W"	0.00135514090892961
"YJR143C"	0
"YOR321W"	0
"YJR057W"	0
"YJR069C"	0
"YBR252W"	0
"YJR153W"	0
"YPL281C"	0
"YGR254W"	0.0261886018127919
"YHR174W"	0
"YMR323W"	0
"YOR393W"	0
"YDR147W"	0
"YOR126C"	0
"YDR261C"	0
"YGR282C"	0
"YLR300W"	0
"YNR067C"	0
"YOR190W"	0
"YPL069C"	0
"YER015W"	0
"YOR176W"	0
"YKR066C"	0
"Q0045"	0.015425067086848
"Q0250"	0.00744285727146791
"Q0275"	0.00791615428935831
"YDL067C"	0.00173855213414839
"YGL187C"	0.00442630381182347
"YGL191W"	0.00386616510276692
"YHR051W"	0.00447884817801202
"YIL111W"	0.00444058847057527
"YLR038C"	0.00248437675932556
"YLR395C"	0.00460339623398991
"YMR256C"	0.00173041175707729
"YHR116W"	0
"YDR231C"	0
"YGR062C"	0
"YJL003W"	0
"YPL132W"	0
"YLL018C-A"	0
"Q0105"	0.0314115532361224
"YBL045C"	0.0361551709189481
"YDR529C"	0.0104131230487813
"YEL024W"	0.016765237665422
"YFR033C"	0.0123563421421541
"YGR183C"	0.00529649926925489
"YHR001W-A"	0.00610250758571091
"YJL166W"	0.00782156355780349
"YOR065W"	0.0244811001017083
"YPR191W"	0.0291176665507547
"YDL045C"	0
"YLR011W"	0.0415454294980678
"YOR388C"	0
"YGR204W"	1.9521312509075e-05
"YBR084W"	0
"YLR345W"	0
"YJL155C"	0
"YLR377C"	0
"YPL262W"	0
"YKL216W"	0.000710505593485269
"YEL047C"	0.121376779540788
"YLR299W"	0
"YBR020W"	0
"YBR018C"	0
"YJL101C"	0
"YPR184W"	0
"YIL099W"	0
"YNL241C"	0
"YBR196C"	0.00642875050007618
"YDR300C"	0.00145434027934114
"YMR250W"	0.0175180826186734
"YDL215C"	0
"YAL062W"	0
"YOR375C"	0.0189531998081504
"YDL171C"	0
"YOR323C"	0.000112503947026506
"YFL060C"	0
"YNL334C"	0
"YPR035W"	0.00125257613807879
"YMR084W"	0
"YKL104C"	0
"YOR168W"	0.00696830332115607
"YGL245W"	0.0403454201022219
"YOL033W"	0
"YCL035C"	0
"YPL091W"	0
"YDR098C"	0
"YDR513W"	0
"YER174C"	0
"YPL059W"	0
"YNL229C"	0
"YBR244W"	0
"YIR037W"	0
"YKL026C"	0
"YOL049W"	0
"YGR192C"	0
"YJL052W"	0.159510466748963
"YJR009C"	0
"YOR120W"	0
"YHL032C"	0
"YER062C"	0
"YIL053W"	0
"YIL155C"	0
"YDL022W"	0
"YOL059W"	0
"YPL110C"	0
"YDR408C"	0.000456419400422267
"YAL044C"	0
"YDR019C"	0
"YFL018C"	0.0158801534150393
"YMR189W"	0
"YLR058C"	0.00292003280780404
"YBR263W"	0.0038036572821513
"YDR148C"	0
"YIL125W"	0
"YFR015C"	0
"YJL137C"	0
"YKR058W"	0
"YLR258W"	9.48447219559042e-06
"YPR160W"	0
"YBR121C"	0
"YPR081C"	0.00288877813269003
"YMR217W"	0.0119289868660025
"YMR281W"	0
"YCL052C"	0
"YJR013W"	0
"YKL165C"	0
"YBR004C"	0
"YGL142C"	0
"YDR302W"	0
"YLL031C"	0
"YGR267C"	0
"YBL033C"	0
"YDL238C"	0
"YDR399W"	0
"YER141W"	0
"YPL172C"	0
"YLR446W"	0
"YFR053C"	0
"YGL253W"	0
"YCL040W"	0
"YCL030C"	0.000292263107248755
"YFR025C"	0
"YIL116W"	0
"YPR033C"	0.000128973175365381
"YBR034C"	0
"YJL200C"	0
"YDL131W"	0.0518388699402277
"YDL182W"	0
"YLL062C"	0
"YPL273W"	0
"YIL094C"	0.00145436412900308
"YJR139C"	0.00549026135038574
"YHR025W"	0.00301075123343987
"YNL277W"	0
"YDR453C"	0
"YGR209C"	0.000322649264219817
"YLR043C"	0
"YBL064C"	0
"YCR083W"	0
"YLR109W"	0
"YDR272W"	0.000288956767602592
"YOR040W"	0
"YNR041C"	0
"YPL214C"	0
"YDL205C"	0
"YLR450W"	0.000828591483162042
"YML075C"	0.000834549086202452
"YML126C"	0.0494541182671523
"YOL055C"	0
"YPL258C"	0
"YPR121W"	0
"YBR248C"	0
"YOR202W"	0
"YHR216W"	0
"YLR432W"	0
"YML056C"	0.00192755234489291
"YBR011C"	0
"YMR267W"	0
"YLR028C"	0.00344326380365547
"YMR120C"	0.00490930325218407
"YDR315C"	0
"YDR173C"	0
"YER019W"	0
"YNL037C"	0
"YOR136W"	0
"YLR174W"	0.0130242896134886
"YNL009W"	0
"YER065C"	0
"YBL076C"	0.000579197988110003
"YPL040C"	0
"YPL117C"	0
"YGR244C"	0
"YOR142W"	0
"YBL098W"	0
"YLR089C"	0
"YEL046C"	0.00216682620774619
"YMR226C"	0
"YBR115C"	0.00235672397704521
"YGL154C"	0.000385240315739336
"YDR321W"	0
"YLR155C"	0
"YLR157C"	0
"YLR158C"	0
"YLR160C"	0
"YER023W"	0
"YOL151W"	0
"YCL064C"	0
"YER086W"	2.47371132541643e-05
"YJR078W"	0
"YML004C"	0.000148511744683459
"YHR072W"	0.00117559211448826
"YPL160W"	0.00216092734219447
"YLR382C"	0
"YNL045W"	0
"YDR037W"	0.000880667172510202
"YNL073W"	0
"YKL085W"	0.00330184785889197
"YOL126C"	0.000160154228446646
"YDL078C"	0
"YIR031C"	0
"YNL117W"	0
"YKL029C"	0.000105902907190627
"YKL192C"	0
"YOR221C"	0
"YDL055C"	0.000145791381669755
"YER003C"	0.000315918482337228
"YDR502C"	0
"YLR180W"	0.0168802960570889
"YBL013W"	0
"YGR264C"	0.0243127414341111
"YGR171C"	0
"YKR080W"	0
"YPR006C"	0
"YMR208W"	0.000727168297058749
"YNR043W"	0.00326556468382313
"YBR036C"	0
"YBR161W"	0
"YPL057C"	0
"YDR287W"	0.000867209965905546
"YHR046C"	0
"YJL153C"	0.00277600009898625
"YFL017C"	0
"YJL071W"	0
"YMR062C"	0.000909888276605799
"YDR428C"	0
"YDR402C"	0
"YDR403W"	0
"YGL067W"	0
"YEL041W"	0
"YJR049C"	0
"YPL188W"	0
"YDL042C"	0
"YDR191W"	0
"YOL068C"	0
"YOR025W"	0
"YPL015C"	0
"YHR074W"	0
"YDL085W"	0.00468354062043008
"YMR145C"	0
"YML120C"	0.00454976510972587
"YOR209C"	0
"YGL037C"	0
"YLR285W"	0
"YCL047C"	0
"YLR328W"	0
"YGR010W"	0
"YFR047C"	0
"YEL042W"	0
"YKL067W"	0.000169434642153513
"YAL035W"	0
"YLL001W"	0
"YLL058W"	4.01564527634935e-05
"YML082W"	0
"YJL088W"	7.08978717748994e-05
"YKL184W"	0
"YLR438W"	0
"YML106W"	0.000352099329936952
"YMR271C"	0
"YEL021W"	0
"YGR277C"	0
"YDR531W"	0
"YIL145C"	0
"YJR019C"	0
"YFL022C"	0
"YLR060W"	0
"YPR047W"	0
"YDR380W"	0
"YGL234W"	0.00425941841176588
"YEL058W"	0
"YPR167C"	0.00104604351954745
"YKR097W"	0
"YGR007W"	0
"YMR205C"	0.0207473687726321
"YGR240C"	0
"YMR105C"	0.000652585743459567
"YKL127W"	0.000373442499464299
"YGR256W"	0
"YHR183W"	0
"YER081W"	0
"YIL074C"	0
"YCR012W"	0.0106920277694634
"YOR283W"	0.00395846813074265
"YFL045C"	0.0427709626842188
"YMR220W"	0.00544733008909803
"YIL083C"	0
"YKL088W"	0
"YKR072C"	0
"YOR054C"	0
"YMR278W"	0
"YAR015W"	0
"YOR128C"	0.000176284678181156
"YDR007W"	0
"YMR300C"	8.08035920247874e-05
"YKL181W"	0.0422036659711702
"YER099C"	0.0311596154679799
"YHL011C"	0
"YBL068W"	0
"YOL061W"	0
"YGR208W"	0
"YOR184W"	0.00539107627526986
"YBR183W"	0
"YDR294C"	0
"YMR020W"	0
"YGL040C"	0
"YNL316C"	0
"YBR166C"	0.000355075787189579
"YLR142W"	0
"YHR020W"	0.00514436146551491
"YER014W"	0
"YDR400W"	0
"YLR209C"	0
"YBR035C"	0
"YBR218C"	0.0629214896340294
"YGL062W"	0.129847911287887
"YBR221C"	0.0117227754064802
"YER178W"	0.0135792820135069
"YGR193C"	0.0132896212689868
"YNL071W"	0.015195398595662
"YAL038W"	0.0299780596496319
"YOR347C"	0
"YDR236C"	0
"YOL143C"	0
"YBR256C"	0.00344522967107406
"YER070W"	0
"YGR180C"	0
"YIL066C"	0
"YJL026W"	0
"YOR095C"	0.00165852995479982
"YNL129W"	0
"YJL121C"	3.75164440636124e-05
"YML008C"	0
"YJL068C"	0
"YIR034C"	0.0013545074996622
"YNR050C"	0
"YDL040C"	0
"YGR147C"	0
"YHR013C"	0
"YBR058C-A"	0
"YDR062W"	0
"YMR296C"	0
"YDR023W"	0
"YHR011W"	0.00541967238544938
"YBR213W"	0
"YPR069C"	0
"YLR146C"	0
"YJL134W"	0
"YKR053C"	0
"YLR260W"	0
"YOR171C"	0
"YGR175C"	0.0450902262706663
"YHR190W"	0.00185287614052613
"YDR178W"	0
"YJL045W"	0
"YKL141W"	0
"YLL041C"	0
"YKL148C"	0
"YLR164W"	0
"YBR006W"	0.0378364858668508
"YIL162W"	0
"YJR010W"	0
"YFR030W"	0
"YJR137C"	3.64487698893497e-05
"YLL057C"	0
"YKL132C"	0
"YOR241W"	0
"YOR143C"	0
"YIL010W"	0
"YDR353W"	5.85209469760749e-05
"YHR106W"	0
"YIL078W"	0.0111276154276305
"YKL194C"	0
"YOR074C"	0
"YBR003W"	0
"YGR043C"	0
"YLR354C"	0.0350284213061367
"YBR117C"	0
"YPR074C"	0.000551418868373059
"YDR050C"	8.20876744455631e-05
"YGL026C"	0
"YOL097C"	0.00220676543084145
"YDR268W"	0
"YGR185C"	0.00214912834071814
"YPL097W"	0
"YLR189C"	0
"YDL103C"	0
"YBR019C"	0
"YKL024C"	0
"YHR128W"	0
"YIR032C"	0
"YDR020C"	0
"YDR047W"	0
"YKR069W"	0
"YOR278W"	0
"YHL012W"	0.00143709708897867
"YKL035W"	0
"YGR094W"	0.0014336221542617
"YJR133W"	0
"YLR070C"	0
"YGR194C"	0
"YFL001W"	0
"YGL063W"	0
"YNL292W"	0
"YPL212C"	0
"YEL029C"	0
"YKR043C"	0
"YDL066W"	0.00288782450688822
"YKL182W"	0.0419019866558938
"YPL231W"	0.0379083918521513
"YER061C"	0
"YKL055C"	0
"YHR067W"	0
"YBR026C"	0
"YJL196C"	0
"YLR372W"	0
"YBR159W"	0
"YJL097W"	0
"YDL015C"	0
"YGL055W"	0.0269957470037328
"YOR317W"	0
"YMR246W"	0
"YIL009W"	0
"YLR284C"	0
"YOR180C"	0
"YNL202W"	0
"YBL011W"	0
"YKR067W"	0.106810828948239
"YIL124W"	0
"YOR175C"	0.000151105088658505
"YDL052C"	0
"YKR089C"	0
"YOR081C"	0
"YMR165C"	0
"YDR284C"	0
"YDR503C"	0
"YOR245C"	0
"YBR029C"	0.000497685486788528
"YER026C"	0
"YPR113W"	0.000692147087233443
"YBR042C"	0
"YNL169C"	0.0791417349160662
"YGR170W"	0
"YGR157W"	0
"YJR073C"	4.1023330297817e-05
"YOR311C"	0
"YHR123W"	0
"YNL130C"	0
"YCL004W"	0
"YHR100C"	0
"YDL142C"	0
"YGR110W"	0
"YPR140W"	0
"YJL100W"	0
"YLR305C"	0
"YDR373W"	0
"YNL267W"	0
"YBR097W"	0
"YLR240W"	0
"YDR208W"	0
"YFR019W"	0
"YNR008W"	0
"YML059C"	0
"YMR008C"	0
"YMR006C"	0
"YOL011W"	0
"YPL268W"	0
"YPL206C"	0
"YKR031C"	0
"YNL106C"	0
"YOR109W"	0
"YJR110W"	0
"YKL212W"	0
"YIL002C"	0
"YOL065C"	0
"YLR386W"	0
"YNL325C"	0
"YKL140W"	0
"YLL012W"	0
"YLR020C"	0
"YBR204C"	0
"YMR313C"	0
"YCR068W"	0
"YDR058C"	0
"YKL094W"	0
"YBR127C"	0
"YDL185W"	0
"YEL027W"	0
"YEL051W"	0
"YGR020C"	0
"YHR026W"	0
"YHR039C-A"	0
"YKL080W"	0
"YLR447C"	0
"YMR054W"	0
"YOR332W"	0
"YPL234C"	0
"YPR036W"	0
"YOR270C"	0
"YMR319C"	0
"YMR058W"	0
"YDR072C"	0
"YDR367W"	0
"YKL004W"	0
"YNL036W"	0
"YDR071C"	0
"YNR027W"	0
"YDL024C"	0
"YAL039C"	0
"YKL087C"	0
"YAL061W"	0
"YBL080C"	0
"YBL091C"	0
"YLR244C"	0
"YBR022W"	0
"YMR087W"	0
"YBR046C"	0
"YBR070C"	0
"YGL047W"	0
"YBR111C"	0
"YBR222C"	0
"YBR229C"	0
"YBR243C"	0
"YBR281C"	0
"YNL191W"	0
"YBR295W"	0
"YCL017C"	0
"YCR107W"	0
"YDL243C"	0
"YJR155W"	0
"YNL331C"	0
"YOL165C"	0
"YPL088W"	0
"YEL031W"	0
"YEL070W"	0
"YNR073C"	0
"YER010C"	0
"YER042W"	0
"YER087W"	0
"YER163C"	0
"YHL018W"	0
"YHR008C"	0
"YHR043C"	0
"YHR044C"	0
"YHR109W"	0
"YHR119W"	0
"YDR440W"	0
"YJL168C"	0
"YIL043C"	0
"YML125C"	0
"YKL150W"	0
"YIR036C"	0
"YIR038C"	0
"YMR251W"	0
"YKR076W"	0
"YLL060C"	0
"YKL069W"	0
"YKL103C"	0
"YKL215C"	0
"YKL218C"	0
"YGR154C"	0
"YFL061W"	0
"YNL335W"	0
"YFL059W"	0
"YNL333W"	0
"YFR044C"	0
"YDL120W"	0
"YDL219W"	0
"YDL236W"	0
"YDR009W"	0
"YDR036C"	0
"YDR038C"	0
"YDR039C"	0
"YDR040C"	0
"YDR051C"	0
"YOL075C"	0
"YDR111C"	0
"YDR248C"	0
"YDR410C"	0
"YDR437W"	0
"YGR216C"	0
"YNL038W"	0
"YPL076W"	0
"YPL175W"	0
"YPL096C-A"	0
"YDR516C"	0.0027400009659876
"YDR533C"	0
"YMR322C"	0
"YOR391C"	0
"YPL280W"	0
"YGL006W"	0
"YGL167C"	0
"YGL017W"	0
"YGL022W"	0
"YGL027C"	0
"YGL038C"	0
"YGL065C"	0
"YGL156W"	0
"YGL169W"	0
"YGL196W"	0
"YGR012W"	0
"YGR036C"	0
"YGR046W"	0
"YGR144W"	0
"YGR227W"	0
"YGR234W"	0
"YJL046W"	0
"YJL126W"	0
"YJR051W"	0
"YJR104C"	0
"YJR131W"	0
"YLR057W"	0
"YJR149W"	0
"YLR047C"	0
"YKL220C"	0
"YLR214W"	0
"YNR060W"	0
"YOL152W"	0
"YOR381W"	0
"YOR384W"	0
"YLL051C"	0
"YLR099C"	0
"YPR139C"	0
"YLR143W"	0
"YLR151C"	0
"YLR239C"	0
"YMR099C"	0
"YMR162C"	0
"YMR210W"	0
"YNL048W"	0
"YNL092W"	0
"YNL219C"	0
"YNL274C"	0
"YNR030W"	0
"YOL157C"	0
"YOR002W"	0
"YOR067C"	0
"YOR149C"	0
"YOR196C"	0
"YOR251C"	0
"YOR285W"	0
"YOR286W"	0
"YPL227C"	0
"YPR127W"	0
"YDR371W"	0
"YLR286C"	0
"YHR201C"	0
"YDR452W"	0
"YDR270W"	0
"YLR351C"	0
"YEL066W"	0
"FumC"	0.163107610798309
