Row	succinate	Growth
YJL134W	1.000474236	1
YLR303W	1.000474236	1
YKL069W	1.000474236	1
YHR104W	1.000474236	1
YNR058W	1.000474229	1
YNR041C	1.000474229	1
YOR171C	1.00047422	1
YMR241W	1.00047422	1
YOR149C	1.000473699	1
YIL002C	1.00047322	1
YFL060C	1.000473115	1
YPR127W	1.000473111	1
YOL096C	1.00047311	1
YEL029C	1.000473103	1
YLR133W	1.000473103	1
YIL013C	1.000473103	1
YOR011W	1.000473103	1
YGR244C	1.000473103	1
YBR127C	1.000473099	1
YER141W	1.000473096	1
YDL093W	1.000453198	1
YIR034C	1.000452988	1
YHR019C	1.000449503	1
YDR341C	1.000447916	1
YHR042W	1.000438902	1
YPR035W	1.000422013	1
YKL035W	1.00041748	1
YBR018C	1.000405019	1
YHR072W	1.000397234	1
YOL066C	1.000385261	1
YPR167C	1.000357642	1
YHR007C	1.000347077	1
YMR062C	1.000314427	1
YOL058W	1.000313583	1
YDR037W	1.000305312	1
YOR335C	1.000303058	1
YDR287W	1.000301113	1
YHR046C	1.000300763	1
YLR450W	1.000290912	1
YML075C	1.000290901	1
YDR354W	1.000290646	1
YER052C	1.00026122	1
YMR208W	1.00025865	1
YKL216W	1.000252262	1
YPR113W	1.000246537	1
YMR105C	1.000234756	1
YKL127W	1.000234337	1
YKL001C	1.000215277	1
YDR158W	1.000212512	1
YBL076C	1.000211291	1
YPR074C	1.00020326	1
YBR117C	1.000202469	1
YBR029C	1.000185877	1
YDR408C	1.000173627	1
YEL071W	1.000171871	1
YDL174C	1.000168807	1
YPR183W	1.000162004	1
YGL202W	1.000153867	1
YGL154C	1.000150799	1
YDR272W	1.000149641	1
YOL064C	1.000147456	1
YHR137W	1.000145423	1
YBR166C	1.000141396	1
YMR271C	1.00014054	1
YML106W	1.000140449	1
YGR209C	1.000131901	1
YLR043C	1.000131252	1
YLR027C	1.000129211	1
YER003C	1.000129161	1
YCL030C	1.000122414	1
YJR103W	1.000115667	1
YBL039C	1.000114459	1
YML100W	1.00011209	1
YMR261C	1.000110845	1
YJR105W	1.000106194	1
YKR089C	1.000104768	1
YDR074W	1.000096349	1
YML004C	1.000094506	1
YOL126C	1.000081661	1  MDH
YOR175C	1.000077753	1
YOR323C	1.000067285	1
YKL029C	1.000063638	1
YBR249C	1.000061303	1
YDR035W	1.000061194	1
YMR300C	1.000055804	1
YBR126C	1.000052748	1
YJL088W	1.00005272	1
YJL130C	1.000052398	1
YDR050C	1.000051553	1
YDR353W	1.000048839	1
YPL023C	1.000047093	1
YGL125W	1.000046646	1
YIL020C	1.000043414	1
YJR073C	1.000043389	1
YLL058W	1.000043107	1
YML082W	1.000042745	1
YJL121C	1.000042294	1
YJR137C	1.000041968	1
YNL247W	1.000039845	1
YER086W	1.000038294	1
YJR048W	1.000037993	1
YEL039C	1.00003706	1
YMR189W	1.000036578	1
YFR015C	1.000034969	1
YLR258W	1.000033545	1
YNR050C	1.000030706	1
YFR030W	1.000029695	1
YOR388C	1.000027965	1
YAR015W	1.000024103	1
YJR130C	1.000021107	1
YBR248C	1.000020596	1
YJR148W	1.000020179	1
YKR058W	1.000018446	1
YPR036W	1.000016968	1
YIL074C	1.000016741	1
YDR147W	1.000016573	1
YER081W	1.000015539	1
YCL050C	1.000015025	1
YLR155C	1.000014813	1
YLR157C	1.000014813	1
YDL022W	1.00001415	1
YCR053W	1.000013786	1
YNR033W	1.000013567	1
YPR060C	1.000013475	1
YGL253W	1.000013322	1
YDR062W	1.000013303	1
YGL008C	1.000013288	1
YOL059W	1.000013153	1
YGR180C	1.000012877	1
YGR155W	1.000012379	1
YMR301C	1.000012076	1
YGR157W	1.000011575	1
YBR204C	1.00001021	1
YLR060W	1.000010118	1
YDR019C	1.000009071	1
YJR109C	1.000008831	1
YFL022C	1.000008679	1
YDR007W	1.000006518	1
YJL060W	1.000006105	1
YER152C	1.000005985	1
YPL028W	1.000005648	1
YER023W	1.000004513	1
YGR208W	1.000004177	1
YNL036W	1.000003958	1
YEL021W	1.000003728	1
YDR487C	1.000003666	1
YMR165C	1.00000366	1
YAL044C	1.00000347	1
YJR019C	1.0000033	1
YGR060W	1.000002685	1
YKL024C	1.000002613	1
YDR503C	1.000002422	1
YOR303W	1.000002395	1
YOR074C	1.000002082	1
YER026C	1.000001993	1
YHR018C	1.000001421	1
YGL026C	1.000001387	1
YOR202W	1.000001283	1
YNL316C	1.000001275	1
YIL116W	1.000001227	1
YFR025C	1.000001107	1
YJR069C	1.000000986	1
YDR452W	1.000000963	1
YBR084W	1.000000957	1
YNL045W	1.000000949	1
YDR530C	1.000000938	1
YGL040C	1.000000876	1
YOR236W	1.00000083	1
YNL229C	1.000000822	1
YOL152W	1.000000822	1
YJL005W	1.000000816	1
YOR251C	1.000000816	1
YNL106C	1.000000814	1
YDL238C	1.000000814	1
YOL011W	1.000000814	1
YIL006W	1.000000814	1
YGR088W	1.000000814	1
YNL202W	1.000000814	1
YMR278W	1.000000813	1
YGL038C	1.000000813	1
YLR151C	1.000000813	1
YJL091C	1.000000811	1
YNR067C	1.000000811	1
YOR270C	1.000000811	1
YLR438W	1.000000811	1
YNR008W	1.000000811	1
YDR400W	1.000000811	1
YDR256C	1.000000811	1
YHR026W	1.000000811	1
YDR072C	1.000000811	1
YFL017C	1.000000811	1
YER170W	1.000000811	1
YPL227C	1.000000811	1
YOR054C	1.000000811	1
YOR120W	1.000000811	1
YLR109W	1.000000811	1
YMR087W	1.000000811	1
YOL151W	1.000000803	1
YLR348C	1.000000803	1
YBL015W	1.000000701	1
YKR072C	1.000000686	1
YDR044W	1.000000655	1
YPL117C	1.000000594	1
YDR539W	1.000000579	1
YMR202W	1.000000571	1
YIL124W	1.000000571	1
YEL066W	1.000000569	1
YDL100C	1.000000567	1
YDR367W	1.000000567	1
YDR453C	1.000000567	1
YEL027W	1.000000567	1
YDR531W	1.000000567	1
YDR208W	1.000000567	1
YCL009C	1.000000567	1
YER163C	1.000000567	1
YGR144W	1.000000567	1
YMR006C	1.000000567	1
YMR298W	1.000000567	1
YBR003W	1.000000567	1
YBR070C	1.000000567	1
YGL047W	1.000000567	1
YDR178W	1.000000567	1
YEL058W	1.000000567	1
YDR538W	1.000000567	1
YOR384W	1.000000567	1
YDR399W	1.000000567	1
YNL267W	1.00000056	1
YJR049C	1.00000056	1
YNL009W	1.00000056	1
YOL020W	1.00000056	1
YPL036W	1.00000056	1
YCL069W	1.00000056	1
YMR088C	1.00000056	1
YOL092W	1.00000056	1
YCR075C	1.00000056	1
YBR293W	1.00000056	1
YOR321W	1.00000056	1
YLR158C	1.000000551	1
YLR160C	1.000000551	1
YDL205C	1.000000477	1
YDR047W	1.000000441	1
YFL059W	1.000000382	1
YER015W	1.000000371	1
YPL274W	1.000000362	1
YGR055W	1.000000313	1
YHL036W	1.000000313	1
YOL143C	1.000000286	1
YEL063C	1.000000254	1
YKR039W	1.000000254	1
YML110C	1.000000247	1
YBR252W	1.000000243	1
YPR140W	1.000000243	1
YLR138W	1.000000243	1
YDR456W	1.000000243	1
YBR026C	1.000000243	1
YCR028C	1.000000243	1
YMR008C	1.000000238	1
YOR125C	1.000000238	1
YLL052C	1.000000227	1
YPR192W	1.000000227	1
YDR387C	1.000000227	1
YKL004W	1.000000227	1
YPR128C	1.000000146	1
YLR201C	1.000000146	1
YHR128W	1.000000146	1
YBR199W	1.000000146	1
YBR205W	1.000000146	1
YDR483W	1.000000146	1
YJL139C	1.000000146	1
YKR061W	1.000000146	1
YOR099W	1.000000146	1
YPL053C	1.000000146	1
YER037W	1.000000146	1
YHL003C	1.000000146	1
YMR041C	1.000000146	1
YMR246W	1.000000146	1
YDL040C	1.000000146	1
YCR005C	1.000000146	1
YLR447C	1.000000146	1
YDL095W	1.000000146	1
YML042W	1.000000126	1
YLR345W	1.000000118	1
YDR038C	1.000000118	1
YHR144C	1.000000046	1
YDR232W	1.000000029	1
YDL171C	1.000000016	1
YDR497C	1.000000016	1
YNL003C	1.000000016	1
YOL103W	1.000000016	1
YBR147W	1.000000016	1
YDR352W	1.000000016	1
YDR173C	1.000000011	1
YNL292W	1.000000011	1
YBL098W	1.000000011	1
YPL172C	1.000000009	1
YKL220C	1.000000009	1
YGR007W	1.000000007	1
YDR481C	1.000000004	1
YCR034W	1.000000004	1
YDR502C	1.000000004	1
YML070W	1.000000002	1
YKR031C	1	1
YBR192W	1	1
YLR081W	1	1
YNL331C	1	1
YLR446W	1	1
YPR160W	1	1
YHR067W	1	1
YIL009W	1	1
YBL064C	1	1
YGR255C	1	1
YPL059W	1	1
YOL075C	1	1
YAL060W	1	1
YBL013W	1	1
YBR023C	1	1
YBR034C	1	1
YBR038W	1	1
YBR110W	1	1
YBR149W	1	1
YBR180W	1	1
YBR213W	1	1
YCL052C	1	1
YCR024C	1	1
YDL042C	1	1
YDL045C	1	1
YDL182W	1	1
YDR058C	1	1
YDR191W	1	1
YDR268W	1	1
YDR294C	1	1
YDR302W	1	1
YEL042W	1	1
YER061C	1	1
YER175C	1	1
YGL225W	1	1
YGR143W	1	1
YGR171C	1	1
YGR247W	1	1
YGR287C	1	1
YGR292W	1	1
YHR068W	1	1
YHR091C	1	1
YIL010W	1	1
YIL162W	1	1
YIL172C	1	1
YIR031C	1	1
YJL068C	1	1
YJL129C	1	1
YJL216C	1	1
YJL221C	1	1
YJR013W	1	1
YJR159W	1	1
YKL055C	1	1
YKL165C	1	1
YKL194C	1	1
YKR066C	1	1
YKR069W	1	1
YLL048C	1	1
YLL057C	1	1
YLL061W	1	1
YLR070C	1	1
YLR172C	1	1
YLR189C	1	1
YLR285W	1	1
YLR299W	1	1
YLR307W	1	1
YLR308W	1	1
YLR382C	1	1
YMR013C	1	1
YMR207C	1	1
YMR226C	1	1
YMR281W	1	1
YNL073W	1	1
YNL129W	1	1
YNL192W	1	1
YNR056C	1	1
YOL033W	1	1
YOL068C	1	1
YOR025W	1	1
YOR040W	1	1
YPL015C	1	1
YPL040C	1	1
YPL057C	1	1
YPL097W	1	1
YPL104W	1	1
YPL244C	1	1
YPR006C	1	1
YPR047W	1	1
YPR159W	1	1
YDL246C	1	1
YAL061W	1	1
YBL080C	1	1
YBR222C	1	1
YBR295W	1	1
YCR011C	1	1
YER042W	1	1
YER087W	1	1
YHL018W	1	1
YIL023C	1	1
YMR243C	1	1
YOR316C	1	1
YDL236W	1	1
YDR009W	1	1
YDR036C	1	1
YDR051C	1	1
YDR437W	1	1
YNL038W	1	1
YPL076W	1	1
YPL096C-A	1	1
YPL175W	1	1
YGL006W	1	1
YGL167C	1	1
YGL027C	1	1
YGL156W	1	1
YGL169W	1	1
YGR012W	1	1
YGR036C	1	1
YGR227W	1	1
YJL046W	1	1
YJR149W	1	1
YLR143W	1	1
YMR099C	1	1
YMR162C	1	1
YMR210W	1	1
YNL219C	1	1
YNR030W	1	1
YOL157C	1	1
YOR002W	1	1
YOR067C	1	1
YOR226C	1	1
YPL135W	1	1
YOR334W	1	1
YPL060W	1	1
YDR270W	1	1
YLR351C	1	1
YEL004W	1	1
YDR384C	1	1
YGR121C	1	1
YNL142W	1	1
YPR138C	1	1
YNL037C	1	1
YBR004C	1	1
YBR022W	1	1
YEL051W	1	1
YJR131W	1	1
YBR241C	1	1
YGL104C	1	1
YBR235W	1	1
YGL142C	1	1
YKL140W	1	1
YPL148C	1	1
YPL206C	1	1
YAL039C	1	1
YAR069W-A	1	1
YHR214W-F	1	1
YKL141W	1	1
YNR057C	1	1
YGL022W	1	1
YIR032C	0.999999998	1
YMR020W	0.999999994	1
YER024W	0.999999994	1
YBR019C	0.999999994	1
YMR272C	0.999999994	1
YCR105W	0.999999994	1
YDL078C	0.999999994	1
YDL052C	0.999999994	1
YPR021C	0.999999994	1
YDR368W	0.999999994	1
YFL053W	0.999999992	1
YHR106W	0.999999992	1
YFR019W	0.999999991	1
YKL026C	0.999999991	1
YFR055W	0.999999991	1
YGL184C	0.999999991	1
YOL086C	0.999999983	1
YFL055W	0.999999983	1
YDR373W	0.999999983	1
YHR002W	0.999999983	1
YBR299W	0.999999983	1
YLR245C	0.999999983	1
YOR348C	0.999999983	1
YGL080W	0.999999983	1
YGR243W	0.999999983	1
YHR162W	0.999999983	1
YKL150W	0.999999983	1
YBR069C	0.999999939	1
YMR015C	0.999999937	1
YDR454C	0.999999776	1
YOR311C	0.999999764	1
YLL062C	0.999999764	1
YOL065C	0.999999751	1
YDR441C	0.999999748	1
YOR100C	0.999999748	1
YFL058W	0.999999748	1
YDR536W	0.999999748	1
YOR163W	0.999999748	1
YJR001W	0.999999737	1
YPL265W	0.999999737	1
YER053C	0.999999737	1
YJR077C	0.999999737	1
YCR048W	0.999999691	1
YNR019W	0.999999679	1
YGL001C	0.999999631	1
YLR260W	0.99999963	1
YJR051W	0.999999626	1
YML054C	0.999999626	1
YCL025C	0.999999622	1
YPL214C	0.99999962	1
YGR289C	0.99999962	1
YCL004W	0.999999613	1
YPL134C	0.999999613	1
YHL032C	0.999999613	1
YJR110W	0.999999613	1
YJL100W	0.999999613	1
YKL188C	0.999999613	1
YPL147W	0.999999613	1
YJL045W	0.999999613	1
YMR267W	0.999999613	1
YDL245C	0.999999613	1
YDR342C	0.999999613	1
YDR343C	0.999999613	1
YDR345C	0.999999613	1
YEL069C	0.999999613	1
YHR092C	0.999999613	1
YHR094C	0.999999613	1
YHR096C	0.999999613	1
YJL214W	0.999999613	1
YJR158W	0.999999613	1
YMR011W	0.999999613	1
YNR072W	0.999999613	1
YFL030W	0.999999613	1
YER005W	0.999999613	1
YFL011W	0.999999613	1
YJL219W	0.999999613	1
YOL156W	0.999999613	1
YDR135C	0.999999613	1
YLL018C-A	0.999999613	1
YCL038C	0.999999613	1
YER056C	0.999999602	1
YER060W	0.999999602	1
YER060W-A	0.999999602	1
YHR100C	0.999999602	1
YPR118W	0.999999602	1
YDL247W	0.999999602	1
YJR160C	0.999999602	1
YLR209C	0.999999602	1
YER019W	0.999999602	1
YJL097W	0.999999521	1
YPR003C	0.999999521	1
YAR035W	0.999999521	1
YLR410W	0.999999521	1
YAL022C	0.999999521	1
YLR089C	0.999999521	1
YKL104C	0.999999514	1
YIL083C	0.999999504	1
YNL256W	0.999999504	1
YDR071C	0.999999504	1
YOL165C	0.999999504	1
YGL067W	0.999999504	1
YDR105C	0.999999504	1
YOR377W	0.999999504	1
YIL099W	0.999999504	1
YPL092W	0.999999504	1
YOR143C	0.999999504	1
YPL212C	0.999999504	1
YLR017W	0.999999499	1
YPL280W	0.999999493	1
YDR533C	0.999999493	1
YGL205W	0.999999493	1
YKL217W	0.999999493	1
YPL273W	0.999999493	1
YBR281C	0.999999493	1
YKL146W	0.999999493	1
YNL101W	0.999999493	1
YNL335W	0.999999493	1
YDR410C	0.999999493	1
YGL196W	0.999999493	1
YGR194C	0.999999493	1
YBR068C	0.999999493	1
YDR020C	0.999999493	1
YBR132C	0.999999493	1
YFL061W	0.999999493	1
YOR317W	0.999999493	1
YGL037C	0.999999493	1
YHL016C	0.999999493	1
YNL318C	0.999999493	1
YGR202C	0.999999493	1
YFL001W	0.999999493	1
YML059C	0.999999493	1
YBR097W	0.999999493	1
YER070W	0.999999493	1
YDR402C	0.999999493	1
YJR155W	0.999999493	1
YOR391C	0.999999493	1
YMR169C	0.999999493	1
YPL111W	0.999999493	1
YBL091C	0.999999493	1
YDR017C	0.999999493	1
YLR244C	0.999999493	1
YDL141W	0.999999476	1
YOR176W	0.999999455	1
YBL033C	0.99999942	1
YIL125W	0.999999413	1
YDR148C	0.999999391	1
YJL071W	0.999999386	1
YGR110W	0.999999386	1
YFR047C	0.999999386	1
YBR176W	0.999999382	1
YLR239C	0.999999382	1
YDL215C	0.999999382	1
YIR029W	0.999999382	1
YCR036W	0.999999382	1
YJR057W	0.999999379	1
YCR098C	0.999999379	1
YER010C	0.999999379	1
YHR074W	0.999999379	1
YJL212C	0.999999379	1
YER014W	0.999999377	1
YCR010C	0.999999377	1
YAL023C	0.999999377	1
YMR319C	0.999999377	1
YPL110C	0.999999377	1
YGR286C	0.999999377	1
YLR372W	0.999999377	1
YDR315C	0.999999377	1
YLR284C	0.999999377	1
YGR234W	0.999999377	1
YLR164W	0.999999377	1
YBR159W	0.999999377	1
YNL092W	0.999999377	1
YKR043C	0.999999377	1
YMR009W	0.999999377	1
YOR360C	0.999999377	1
YGR062C	0.999999377	1
YBR092C	0.999999377	1
YCL035C	0.999999377	1
YIL145C	0.999999377	1
YDR040C	0.999999377	1
YDR380W	0.999999377	1
YMR296C	0.999999377	1
YMR101C	0.999999377	1
YLL012W	0.999999377	1
YNL029C	0.999999377	1
YBR294W	0.999999377	1
YLR092W	0.999999377	1
YCL017C	0.999999377	1
YHR201C	0.999999377	1
YML008C	0.999999377	1
YBR121C	0.999999377	1
YOL052C	0.999999377	1
YOR245C	0.999999375	1
YOR286W	0.999999375	1
YBR208C	0.999999375	1
YGR267C	0.999999375	1
YLR305C	0.999999375	1
YDR248C	0.999999375	1
YBR021W	0.999999375	1
YGR138C	0.999999375	1
YPR156C	0.999999375	1
YIR037W	0.999999375	1
YJR010W	0.999999375	1
YBL042C	0.999999375	1
YLR231C	0.999999375	1
YLR214W	0.999999371	1
YJL155C	0.999999371	1
YOR221C	0.999999371	1
YIL043C	0.99999937	1
YHR123W	0.99999937	1
YGR020C	0.99999937	1
YHR037W	0.99999937	1
YGR216C	0.99999937	1
YKL212W	0.99999937	1
YKL106W	0.99999937	1
YMR322C	0.99999937	1
YKL215C	0.99999937	1
YGL256W	0.99999937	1
YBR058C-A	0.99999937	1
YIL160C	0.99999937	1
YBR265W	0.99999937	1
YML125C	0.99999937	1
YGL119W	0.99999937	1
YDL080C	0.99999937	1
YKL184W	0.99999937	1
YHR013C	0.99999937	1
YLL028W	0.99999937	1
YOR241W	0.99999937	1
YOR273C	0.99999937	1
YGR277C	0.99999937	1
YER119C	0.99999937	1
YHR063C	0.99999937	1
YMR054W	0.99999937	1
YOL055C	0.99999937	1
YER174C	0.99999937	1
YMR303C	0.99999937	1
YKL120W	0.99999937	1
YLL015W	0.99999937	1
YCR068W	0.99999937	1
YBR041W	0.99999937	1
YDR001C	0.99999937	1
YNR027W	0.99999937	1
YBR183W	0.99999937	1
YDL090C	0.99999937	1
YBR244W	0.99999937	1
YGL248W	0.99999937	1
YIR028W	0.99999937	1
YOR222W	0.99999937	1
YPR062W	0.99999937	1
YDR305C	0.99999937	1
YOR136W	0.99999937	1
YOL136C	0.99999937	1
YBR229C	0.99999937	1
YKR076W	0.99999937	1
YGR154C	0.99999937	1
YJR078W	0.99999937	1
YGL017W	0.99999937	1
YJR024C	0.99999937	1
YBR011C	0.99999937	1
YNL325C	0.99999937	1
YGL084C	0.99999937	1
YPL189W	0.99999937	1
YCL047C	0.99999937	1
YBR111C	0.99999937	1
YIR038C	0.99999937	1
YLL060C	0.99999937	1
YKL218C	0.99999937	1
YNL241C	0.99999937	1
YMR058W	0.99999937	1
YBR001C	0.99999937	1
YOR332W	0.99999937	1
YDR111C	0.99999937	1
YBR035C	0.99999937	1
YBR145W	0.99999937	1
YDL198C	0.99999937	1
YGR096W	0.99999937	1
YLR386W	0.99999937	1
YPR069C	0.99999937	1
YGL224C	0.99999937	1
YBR020W	0.99999937	1
YKL080W	0.99999937	1
YNR012W	0.99999937	1
YDR231C	0.99999937	1
YGR191W	0.99999937	1
YJL196C	0.99999937	1
YNL048W	0.99999937	1
YKL192C	0.99999937	1
YJL026W	0.99999937	1
YAR071W	0.99999937	1
YBR093C	0.99999937	1
YCL040W	0.99999937	1
YHR215W	0.99999937	1
YHR043C	0.99999937	1
YHR044C	0.99999937	1
YDR046C	0.99999937	1
YOR285W	0.99999937	1
YPR026W	0.99999937	1
YKL019W	0.99999937	1
YOR209C	0.99999937	1
YDR098C	0.99999937	1
YEL070W	0.99999937	1
YNR073C	0.99999937	1
YDR440W	0.99999937	1
YPL069C	0.99999937	1
YHR119W	0.99999937	1
YNL274C	0.99999937	1
YOR180C	0.99999937	1
YLL001W	0.99999937	1
YKL008C	0.99999937	1
YOR142W	0.99999937	1
YKL087C	0.99999937	1
YDL142C	0.99999937	1
YNL268W	0.99999937	1
YPR121W	0.99999937	1
YMR113W	0.99999937	1
YPL234C	0.99999937	1
YIL134W	0.99999937	1
YHR008C	0.99999937	1
YJR104C	0.99999937	1
YGR010W	0.99999937	1
YKL088W	0.99999937	1
YML022W	0.99999937	1
YJR040W	0.99999937	1
YDR403W	0.99999937	1
YLR240W	0.99999937	1
YLR146C	0.99999937	1
YLL031C	0.99999937	1
YDL219W	0.99999937	1
YJL126W	0.99999937	1
YLR057W	0.99999937	1
YKL103C	0.99999937	1
YLR377C	0.99999937	1
YDR242W	0.99999937	1
YOR196C	0.99999937	1
YPL091W	0.99999937	1
YPL268W	0.99999937	1
YDL103C	0.99999937	1
YBR042C	0.99999937	1
YDR039C	0.99999937	1
YDR284C	0.99999937	1
YPL258C	0.99999937	1
YOR278W	0.99999937	1
YCR024C-A	0.99999937	1
YGR282C	0.99999937	1
YLR047C	0.99999937	1
YHR039C-A	0.99999937	1
YPR184W	0.99999937	1
YNR060W	0.99999937	1
YML086C	0.99999937	1
YKR097W	0.99999937	1
YJL168C	0.99999937	1
YKR009C	0.99999937	1
YMR251W	0.99999937	1
YGR046W	0.99999937	1
YEL031W	0.99999937	1
YDR204W	0.99999937	1
YJR143C	0.99999937	1
YHR109W	0.99999937	1
YGL063W	0.99999937	1
YNL141W	0.99999937	1
YMR289W	0.99999937	1
YHR116W	0.99999937	1
YCR107W	0.99999937	1
YMR084W	0.99999937	1
YIR027C	0.99999937	1
YDL015C	0.99999937	1
YKR080W	0.99999937	1
YLR056W	0.99999937	1
YBR002C	0.99999937	1
YBR298C	0.99999937	1
YGR065C	0.99999937	1
YLR020C	0.99999937	1
YCR083W	0.99999937	1
YER183C	0.99999937	1
YFR044C	0.99999937	1
YOR130C	0.99999937	1
YBR296C	0.999999368	1
YCR037C	0.999999368	1
YJL198W	0.999999368	1
YML123C	0.999999368	1
YNR013C	0.999999368	1
YDR513W	0.999999368	1
YDL243C	0.999999368	1
YOR155C	0.999999366	1
YNL191W	0.999999366	1
