genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YBR218C	P32327	PYC2	130.16549	0	0	0	0	2.60900192756209e-10	0	1.0000013535397	0	8	17	2
YDR384C		ATO3	NaN	0	0	0	NaN	NaN	NaN	1.0000010093597	0	2	18	2
YER070W	P21524	RNR1	99.56021	0	0	0	0	1.00548410953946e-09	0	1.00000202401439	0	24	19	2
YER081W	P40054	SER3	51.1927	0	0	0	0	1.71690715149837e-11	0	1.00000101836534	0	6	20	2
YFR053C	P04806	HXK1	53.73784	0	0	0	0	2.27015249985323e-09	0	1.00000224583367	0	12	21	2
YGL062W	P11154	PYC1	130.09827	0	0	0	0	2.60946428889188e-10	0	1.00000135342292	0	8	17	2
YGL125W	P53128	MET13	68.55958	0	0	0	0	2.47127003064494e-11	0	1.00000102662887	0	6	22	2
YGL154C	P50113	LYS5	30.68281	0	0	0	0	1.41434374329205e-11	0	1.0000010137578	0	8	16	2
YGL184C	P53101	STR3	51.82796	0	0	0	0	1.65085549093889e-09	0	1.00000187649835	0	6	23	2
YGL253W	P04807	HXK2	53.9419	0	0	0	0	2.00596159125144e-09	0	1.0000021060979	0	12	21	2
YGR121C		MEP1	NaN	0	0	0	NaN	NaN	NaN	1.0000010093597	0	2	18	2
YGR180C	P49723	RNR4	40.05407	0	0	0	0	2.57877200736181e-09	0	1.00000205628468	0	24	19	2
YIL066C	P21672	RNR3	97.51369	0	0	0	0	1.02676029173255e-09	0	1.00000202408859	0	24	19	2
YIL074C	P40510	SER33	51.18777	0	0	0	0	1.73310884509421e-11	0	1.00000101844854	0	6	20	2
YJL026W	P09938	RNR2	46.14681	0	0	0	0	2.2274132073166e-09	0	1.00000205109612	0	24	19	2
YLR155C	P0CZ17	ASP3-1	38.6862	0	0	0	0	2.14127646206543e-09	0	1.00000184900295	0	5	24	2
YLR157C	P0CX77	ASP3-2	38.6862	0	0	0	0	2.14127646206543e-09	0	1.00000184900295	0	5	24	2
YLR158C	P0CX78	ASP3-3	38.6862	0	0	0	0	2.14127646206543e-09	0	1.00000184900295	0	5	24	2
YLR160C	P0CX79	ASP3-4	38.6862	0	0	0	0	2.14127646206543e-09	0	1.00000184900295	0	5	24	2
YNL037C	P28834	IDH1	39.32357	0	0	0	0	5.52293463850816e-10	0	1.00000122946891	0	5	25	2
YNL142W		MEP2	NaN	0	0	0	NaN	NaN	NaN	1.0000010093597	0	2	18	2
YOR136W	P28241	IDH2	39.73903	0	0	0	0	5.52293463850816e-10	0	1.0000012317944	0	5	25	2
YOR375C	P07262	GDH1	49.56931	0	0	0	0	1.66828453414688e-09	0	1.00000184746457	0	8	15	2
YPL023C	P46151	MET12	73.94088	0	0	0	0	2.46747391836516e-11	0	1.00000102794822	0	6	22	2
YPR138C		MEP3	NaN	0	0	0	NaN	NaN	NaN	1.0000010093597	0	2	18	2
YFR055W	P43623	IRC7	36.97108	0	0	0	0	2.19017047842302e-09	0	1.00000183000489	0	6	23	2
YMR145C	P40215	NDE1	62.77345	0	0.0445138051565582	0	0	8.93294533377027e-08	0	1.00005784045738	0	6	12	3
