genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YGL009C	P07264	LEU1	85.79356	deletion	0	0	0	1.15047430228399e-09	0	1.00000200057711	1	4	0	1
YJL088W	P05150	ARG3	37.84479	deletion	0	0	0	1.66900098178145e-11	0	1.00000100672876	1	5	0	1
YJR139C	P31116	HOM6	38.50163	deletion	0	0	0	4.4681891992149e-10	0	1.00000115465803	1	7	0	1
YLR043C	P22217	TRX1	11.23485	deletion	0	0	0	1.06876212807901e-09	0	1.00000112190533	1	23	0	1
YLR174W	P41939	IDP2	46.56172	deletion	0	0	0	2.10000730560194e-09	0	1.00000199129661	1	5	0	1
YLR304C	P19414	ACO1	85.36736	deletion	0	0	0	1.145270315869e-09	0	1.0000019911826	1	8	0	1
YLR355C	P06168	ILV5	44.36792	deletion	0	0	0	1.95472418202211e-09	0	1.00000187902968	1	7	0	1
YMR062C	Q04728	ARG7	47.84821	deletion	0	0	0	2.06264138239827e-09	0	1.00000200036682	1	9	0	1
YMR246W	P47912	FAA4	77.26612	deletion	0	0	0	1.34586428007604e-09	0	1.00000205423057	1	48	0	1
YNL104C	P06208	LEU4	68.40819	deletion	0	0	0	7.51335265301286e-10	0	1.00000152122482	1	13	0	1
YNR001C	P00890	CIT1	53.35945	deletion	0	0	0	1.63137133709556e-10	0	1.0000010884717	1	7	0	1
YOL064C	P32179	MET22	39.14886	deletion	0	0	0	3.43569852762261e-10	0	1.00000113639347	1	4	0	1
YOR184W	P33330	SER1	43.41501	deletion	0	0	0	2.12501595433935e-09	0	1.00000193532918	1	4	0	1
YOR317W	P30624	FAA1	77.86529	deletion	0	0	0	1.33485503636566e-09	0	1.00000205371536	1	52	0	1
YOR388C	Q08911	FDH1	41.7138	deletion	0	0	0	1.74201994822337e-09	0	1.0000017366642	1	4	0	1
YPR001W	P43635	CIT3	53.81073	deletion	0	0	0	1.61474008031373e-10	0	1.00000108831083	1	9	0	1
YPR167C	P18408	MET16	30.3799	deletion	0	0	0	1.06920782742675e-09	0	1.00000132927743	1	7	0	1
YLR446W	Q06204	YLR446W	48.96875	deletion	0	0	0	1.99933941994347e-09	0	1.00000199256547	1	20	0	1
YJL200C	P39533	ACO2	86.58224	deletion	0	0	0	1.12924241394698e-09	0	1.00000199121944	1	7	0	1
YEL041W	P32622	YEF1	55.87302	OE	1000	2	5.68263008772825e-09	7.6715291543066e-09	6.01010211770068e-09	1.00000270182222	0	18	2	2
YHR163W	P38858	SOL3	27.78417	OE	1000	2	0	1.54258881520316e-07	1.41031750954483e-07	1.00007761632102	0	5	3	2
YHR183W	P38720	GND1	53.54274	OE	1000	2	0	4.23787928596453e-08	3.87449675564266e-08	1.00001151246369	0	6	4	2
YOL086C	P00330	ADH1	36.84874	OE	1000	2	4.80118020410439e-07	4.88677959236069e-07	4.87575116932534e-07	1.00009215690459	0	21	1	2
YAL038W	P00549	CDC19	54.54404	OE	3.49854214894109	2	2.11410400386362e-06	2.26604990715866e-06	2.2657989028117e-06	1.00062725128213	0	6	5	2
YGR254W	P00924	ENO1	46.81564	OE	3.49854214894109	2	2.08670079832927e-06	2.28758732263317e-06	2.2854987045174e-06	1.00054319049855	0	5	6	2
YJL052W	P00360	TDH1	35.74956	OE	1.25345495534767	2	1.81226285331651e-05	1.8129088507638e-05	1.81263533746517e-05	1.00328468095448	0	8	7	2
YLL052C		AQY2	NaN	deletion	0.101607159818957	0	NaN	NaN	NaN	1.00000100019131	0	2	9	2
YMR189W	P49095	GCV2	114.45033	deletion	0.0549	0	0	1.14497226090211e-10	0	1.00000113183522	0	18	10	2
YOR222W		ODC2	NaN	deletion	0.0481080898851273	0	NaN	NaN	NaN	1.00000100019131	0	6	12	2
YER053C		PIC2	NaN	deletion	0.0221736383378701	0	NaN	NaN	NaN	1.00000100019131	0	4	13	2
YGR243W		MPC3	NaN	deletion	0.0038603922844752	0	NaN	NaN	NaN	1.00000100019131	0	4	14	2
YAL062W	P39708	GDH3	49.62653	deletion	0	0	0	1.66707296422635e-09	0	1.00000183856738	0	8	15	2
YBR218C	P32327	PYC2	130.16549	deletion	0	0	0	2.47806343788169e-10	0	1.00000132723017	0	8	17	2
YDR384C		ATO3	NaN	deletion	0	0	NaN	NaN	NaN	1.00000100019131	0	2	18	2
YER070W	P21524	RNR1	99.56021	deletion	0	0	0	9.96292297172117e-10	0	1.00000200517361	0	24	19	2
YFR053C	P04806	HXK1	53.73784	deletion	0	0	0	2.27069753478682e-09	0	1.00000223687292	0	12	21	2
YGL062W	P11154	PYC1	130.09827	deletion	0	0	0	2.47848438515751e-10	0	1.00000132711686	0	8	17	2
YGL184C	P53101	STR3	51.82796	deletion	0	0	0	1.63626970022169e-09	0	1.00000185968156	0	6	23	2
YGL253W	P04807	HXK2	53.9419	deletion	0	0	0	1.98767186421489e-09	0	1.00000208684323	0	12	21	2
YGR121C		MEP1	NaN	deletion	0	0	NaN	NaN	NaN	1.00000100019131	0	2	18	2
YGR180C	P49723	RNR4	40.05407	deletion	0	0	0	2.55547756014779e-09	0	1.00000203747309	0	24	19	2
YIL066C	P21672	RNR3	97.51369	deletion	0	0	0	1.01751243990353e-09	0	1.00000200548092	0	24	19	2
YJL026W	P09938	RNR2	46.14681	deletion	0	0	0	2.18664224131854e-09	0	1.00000202277056	0	24	19	2
YLR155C	P0CZ17	ASP3-1	38.6862	deletion	0	0	0	2.08247343577576e-09	0	1.00000181669491	0	5	24	2
YLR157C	P0CX77	ASP3-2	38.6862	deletion	0	0	0	2.08247343577576e-09	0	1.00000181669491	0	5	24	2
YLR158C	P0CX78	ASP3-3	38.6862	deletion	0	0	0	2.08247343577576e-09	0	1.00000181669491	0	5	24	2
YLR160C	P0CX79	ASP3-4	38.6862	deletion	0	0	0	2.08247343577576e-09	0	1.00000181669491	0	5	24	2
YNL142W		MEP2	NaN	deletion	0	0	NaN	NaN	NaN	1.00000100019131	0	2	18	2
YOR375C	P07262	GDH1	49.56931	deletion	0	0	0	1.66868506849685e-09	0	1.00000183851067	0	8	15	2
YFR055W	P43623	IRC7	36.97108	deletion	0	0	0	2.17038632425296e-09	0	1.00000181343704	0	6	23	2
YMR145C	P40215	NDE1	62.77345	deletion	0.0497309255857963	0	0	8.85487849818123e-08	0	1.00005733411471	0	6	11	3
