genes	enzymes	shortNames	MWs	actions	k_scores
YGR193C	P16451	PDX1	45.36125	0	0
YGR202C	P13259	PCT1	49.40551	0	0
YGR208W	P42941	SER2	34.20684	0	0
YGR243W		MPC3	NaN	0	0
YHR025W	P17423	THR1	38.71215	0	0
YHR123W	P22140	EPT1	44.55926	0	0
YHR162W		MPC2	NaN	0	0
YIL066C	P21672	RNR3	97.51369	0	0
YIL074C	P40510	SER33	51.18777	0	0
YIL094C	P40495	LYS12	40.06854	0	0
YIR034C	P38998	LYS1	41.46445	0	0
YJL026W	P09938	RNR2	46.14681	0	0
YJL088W	P05150	ARG3	37.84479	0	0
YJR016C	P39522	ILV3	62.86049	0	0
YJR139C	P31116	HOM6	38.50163	0	0
YKL001C	Q02196	MET14	23.06018	0	0
YKL029C	P36013	MAE1	74.37529	0	0
YLR043C	P22217	TRX1	11.23485	0	0
YLR133W	P20485	CKI1	66.31602	0	0
YLR155C	P0CZ17	ASP3-1	38.6862	0	0
YLR157C	P0CX77	ASP3-2	38.6862	0	0
YLR158C	P0CX78	ASP3-3	38.6862	0	0
YLR160C	P0CX79	ASP3-4	38.6862	0	0
YLR355C	P06168	ILV5	44.36792	0	0
YML059C	Q04958	NTE1	187.13107	0	0
YMR062C	Q04728	ARG7	47.84821	0	0
YMR108W	P07342	ILV2	74.93608	0	0
YMR241W		YHM2	NaN	0	0
YMR246W	P47912	FAA4	77.26612	0	0
YNL037C	P28834	IDH1	39.32357	0	0
YNL071W	P12695	LAT1	51.81762	0	0
YNL104C	P06208	LEU4	68.40819	0	0
YNL130C	P17898	CPT1	44.82898	0	0
YNL142W		MEP2	NaN	0	0
YNR008W	P40345	LRO1	75.39242	0	-0
YNR050C	P38999	LYS9	48.91735	0	0
YOL064C	P32179	MET22	39.14886	0	0
YOL126C	P22133	MDH2	40.7305	0	0
YOL140W	P18544	ARG8	46.68082	0	0
YOR130C		ORT1	NaN	0	0
YOR136W	P28241	IDH2	39.73903	0	0
YOR184W	P33330	SER1	43.41501	0	0
YOR317W	P30624	FAA1	77.86529	0	0
YOR323C	P54885	PRO2	49.73991	0	0
YOR375C	P07262	GDH1	49.56931	0	0
YOR388C	Q08911	FDH1	41.7138	0	0
YPL023C	P46151	MET12	73.94088	0	0
YPL092W		SSU1	NaN	0	0
YPL110C	Q02979	GDE1	138.01285	0	0
YPR128C		ANT1	NaN	0	0
YPR138C		MEP3	NaN	0	0
YPR140W	Q06510	TAZ1	44.1872	0	0
YPR167C	P18408	MET16	30.3799	0	0
YFR055W	P43623	IRC7	36.97108	0	0
YLR446W	Q06204	YLR446W	48.96875	0	0
YJL200C	P39533	ACO2	86.58224	0	0
