genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YCL009C	P25605	ILV6	33.98652	0	0	0	0	4.83823570513414e-11	0	1.000001000001	1	8	0	1
YCL018W	P04173	LEU2	38.95257	0	0	0	0	1.19430198335439e-10	0	1.00000100000099	1	5	0	1
YCR053W	P16120	THR4	57.47349	0	0	0	0	4.77073626854712e-13	0	1.00000100000099	1	6	0	1
YDL066W	P21954	IDP1	48.18986	0	0	0	0	1.21653694467956e-10	0	1.000001000001	1	5	0	1
YDL131W	Q12122	LYS21	48.59372	0	0	0	0	3.46074452507401e-10	0	1.000001000001	1	6	0	1
YDR158W	P13663	HOM2	39.54334	0	0	0	0	1.02553297078327e-11	0	1.000001000001	1	6	0	1
YDR234W	P49367	LYS4	75.14989	0	0	0	0	0.000982324086811512	0	1.000001000001	1	6	0	1
YDR300C	P32264	PRO1	47.16164	0	0	0	0	2.44811835096261e-10	0	1.000001000001	1	4	0	1
YER052C	P10869	HOM3	58.10913	0	0	0	0	8.57470943270143e-12	0	1.00000100000099	1	4	0	1
YER069W	Q01217	ARG5,6	94.86823	0	0	0	0	9.65185847601718e-10	0	1.000001000001	1	9	0	1
YER091C	P05694	MET6	85.85892	0	0	0	0	1.39074290040733e-10	0	1.000001000001	1	7	0	1
YER152C	P10356	YER152C	49.48976	0	0	0	0	0.00149165203186351	0	1.000001000001	1	6	0	1
YGL009C	P07264	LEU1	85.79356	0	0	0	0	0.000860455333650649	0	1.000001000001	1	4	0	1
YHR018C	P04076	ARG4	51.9886	0	0	0	0	0.0014199566967858	0	1.000001000001	1	3	0	1
YHR025W	P17423	THR1	38.71215	0	0	0	0	4.77073625509262e-11	0	1.000001000001	1	5	0	1
YIL094C	P40495	LYS12	40.06854	0	0	0	0	1.25604931548186e-11	0	1.000001000001	1	6	0	1
YIR034C	P38998	LYS1	41.46445	0	0	0	0	1.13578608450366e-11	0	1.000001000001	1	7	0	1
YJL060W	P47039	BNA3	50.08168	0	0	0	0	0.00147402268033325	0	1.000001000001	1	10	0	1
YJL088W	P05150	ARG3	37.84479	0	0	0	0	1.18686453937936e-11	0	1.000001000001	1	5	0	1
YJR016C	P39522	ILV3	62.86049	0	0	0	0	3.11581671712274e-11	0	1.000001000001	1	5	0	1
YJR139C	P31116	HOM6	38.50163	0	0	0	0	8.62025656951048e-11	0	1.00000100000099	1	7	0	1
YLR355C	P06168	ILV5	44.36792	0	0	0	0	7.94852806981802e-10	0	1.000001000001	1	7	0	1
YMR062C	Q04728	ARG7	47.84821	0	0	0	0	0.00154282839584223	0	1.000001000001	1	9	0	1
YMR108W	P07342	ILV2	74.93608	0	0	0	0	4.83823569900454e-11	0	1.000001000001	1	8	0	1
YNL104C	P06208	LEU4	68.40819	0	0	0	0	7.83786333013392e-11	0	1.000001000001	1	13	0	1
YNR050C	P38999	LYS9	48.91735	0	0	0	0	6.51456962692591e-13	0	1.000001000001	1	7	0	1
YOL058W	P22768	ARG1	46.92715	0	0	0	0	0.00157310806678786	0	1.000001000001	1	7	0	1
YOL140W	P18544	ARG8	46.68082	0	0	0	0	2.39739321613428e-09	0	1.000001000001	1	4	0	1
YOR323C	P54885	PRO2	49.73991	0	0	0	0	3.1734882655436e-11	0	1.000001000001	1	6	0	1
YPR035W	P32288	GLN1	41.7656	0	0	0	0	1.93907475226515e-10	0	1.000001000001	1	7	0	1
YJL200C	P39533	ACO2	86.58224	0	0	0	0	0.000853076956484736	0	1.000001000001	1	7	0	1
YDR148C	P19262	KGD2	50.43011	2	1000	2	2.13652080508707e-06	6.30379338391335e-06	3.59523062977107e-06	1.000001000001	0	11	2	2
YFR030W	P39692	MET10	114.82714	2	1000	2	1.84522487234039e-06	1.84527533799713e-06	1.84527319057692e-06	1.000001000001	0	6	3	2
YHR163W	P38858	SOL3	27.78417	2	1000	2	0	6.69609001855599e-05	6.69585326962959e-05	1.000001000001	0	5	5	2
YHR183W	P38720	GND1	53.54274	2	1000	2	0	1.83958426927225e-05	1.83951922839078e-05	1.000001000001	0	6	6	2
YOR142W	P53598	LSC1	35.03207	1	1000	2	1.2736815373676e-07	0.000901235071361503	2.28244143831213e-07	1.000001000001	0	8	4	2
YLR160C	P0CX79	ASP3-4	38.6862	2	3.57747617422292	2	0	1.49933992953063e-06	1.49853907384952e-06	1.000001000001	0	5	7	2
YIL074C	P40510	SER33	51.18777	2	1.19503784959697	2	0	1.04025813011697e-06	9.75136896810813e-07	1.00000100000099	0	6	10	2
YGL080W		MPC1	NaN	0	0.0381030840643933	0	NaN	NaN	NaN	1.000001000001	0	4	13	2
YGR243W		MPC3	NaN	0	0.0381030840643933	0	NaN	NaN	NaN	1.000001000001	0	4	13	2
YHR162W		MPC2	NaN	0	0.0381030840643933	0	NaN	NaN	NaN	1.000001000001	0	4	13	2
YBR218C	P32327	PYC2	130.16549	0	0.00439482660400301	0	0	2.72504431297783e-10	0	1.000001000001	0	8	14	2
YGL062W	P11154	PYC1	130.09827	0	0.00439482660400301	0	0	2.72504431960303e-10	0	1.00000100000099	0	8	14	2
YAL038W	P00549	CDC19	54.54404	0	0	0	0	3.52376980310507e-11	0	1.00000100000099	0	6	15	2
YBR115C	P07702	LYS2	155.34394	0	0	0	0	5.12057694711586e-12	0	1.000001000001	0	8	16	2
YGL125W	P53128	MET13	68.55958	0	0	0	0	3.04224735242016e-12	0	1.00000100000099	0	6	17	2
YGL154C	P50113	LYS5	30.68281	0	0	0	0	5.12057694711586e-12	0	1.000001000001	0	8	16	2
YGL184C	P53101	STR3	51.82796	0	0	0	0	2.80739151531617e-09	0	1.000001000001	0	6	18	2
YNL037C	P28834	IDH1	39.32357	0	0	0	0	1.36252216060869e-09	0	1.00000100000099	0	5	19	2
YOR136W	P28241	IDH2	39.73903	0	0	0	0	1.36252216060869e-09	0	1.000001000001	0	5	19	2
YOR222W		ODC2	NaN	0	0	0	NaN	NaN	NaN	1.000001000001	0	6	20	2
YOR347C	P52489	PYK2	55.19478	0	0	0	0	3.52376981153735e-11	0	1.000001000001	0	6	15	2
YPL023C	P46151	MET12	73.94088	0	0	0	0	3.04224734764968e-12	0	1.00000100000099	0	6	17	2
YPL134C		ODC1	NaN	0	0	0	NaN	NaN	NaN	1.000001000001	0	6	20	2
YFR055W	P43623	IRC7	36.97108	0	0	0	0	2.80739152168741e-09	0	1.000001000001	0	6	18	2
YHR046C	P38710	INM1	32.82276	0	0.148425680223029	0	0	9.98146745287867e-08	0	1.000001000001	0	5	11	3
YER070W	P21524	RNR1	99.56021	0	0.0448093304416373	0	0	1.26885171302876e-07	0	1.000001000001	0	24	12	3
YIL066C	P21672	RNR3	97.51369	0	0.0448093304416373	0	0	1.26885171299806e-07	0	1.000001000001	0	24	12	3
YJL026W	P09938	RNR2	46.14681	0	0.0448093304416373	0	0	1.26885171302874e-07	0	1.000001000001	0	24	12	3
