enzymes	genes	names	CC_lowGlc	CC_highGlc
W0T5A6	KLMA_10621	KLMA_10621	0	0
W0T5B1	KLMA_10626	KLMA_10626	0	0
W0T5C0	KLMA_10389	KLMA_10389	0	0
W0T5D1	KLMA_20172	KLMA_20172	0	0
W0T5D7	KLMA_10656	KLMA_10656	0	0
W0T5D8	KLMA_20354	KLMA_20354	0	0
W0T5E0	KLMA_10414	KLMA_10414	0	0
W0T5E4	KLMA_10419	KLMA_10419	0	0
W0T5F5	KLMA_20202	KLMA_20202	0	0
W0T5F9	KLMA_10434	KLMA_10434	0	0
W0T5G3	KLMA_10439	KLMA_10439	0	0
W0T5I6	KLMA_20414	KLMA_20414	0	0
W0T5J3	KLMA_20424	KLMA_20424	0	0
W0T5M1	KLMA_20262	KLMA_20262	0	0
W0T5M3	KLMA_20454	KLMA_20454	0	0
W0T5M8	KLMA_20459	KLMA_20459	0	0
W0T5N2	KLMA_20272	KLMA_20272	0	0
W0T5N8	KLMA_10514	KLMA_10514	0	0
W0T5N9	KLMA_10731	KLMA_10731	0	0
W0T5P9	KLMA_10741	KLMA_10741	0	0
W0T5Q1	KLMA_10524	KLMA_10524	0	0
W0T5Q3	KLMA_20484	KLMA_20484	0	0
W0T5T4	KLMA_10781	KLMA_10781	0	0
W0T5U7	KLMA_10564	KLMA_10564	0	0
W0T5W0	KLMA_10811	KLMA_10811	0	0
W0T5X5	KLMA_20559	KLMA_20559	0	0
W0T5Y2	KLMA_20005	KLMA_20005	0	0
W0T5Y3	KLMA_10599	KLMA_10599	0	0
W0T616	KLMA_20604	KLMA_20604	0	0
W0T620	KLMA_20377	KLMA_20377	0	0
W0T633	KLMA_20619	KLMA_20619	0	0
W0T640	KLMA_10649	KLMA_10649	0	0
W0T642	KLMA_20402	KLMA_20402	0	0
W0T644	KLMA_20629	KLMA_20629	0	0
W0T656	KLMA_20085	KLMA_20085	0	0
W0T657	KLMA_20644	KLMA_20644	0	0
W0T673	KLMA_20105	KLMA_20105	0	0
W0T677	KLMA_20110	KLMA_20110	0	0
W0T679	KLMA_20447	KLMA_20447	0	0
W0T686	KLMA_20679	KLMA_20679	0	0
W0T6B9	KLMA_20155	KLMA_20155	0	0
W0T6C5	KLMA_10032	KLMA_10032	0	0
W0T6D1	KLMA_20165	KLMA_20165	0	0
W0T6D2	KLMA_10714	KLMA_10714	0	0
W0T6D8	KLMA_20734	KLMA_20734	0	0
W0T6H6	KLMA_20552	KLMA_20552	0	0
W0T6I8	KLMA_20779	KLMA_20779	0	0
W0T6J0	KLMA_20220	KLMA_20220	0	0
W0T6K0	KLMA_10794	KLMA_10794	0	0
W0T6K8	KLMA_10804	KLMA_10804	0	0
W0T6L0	KLMA_20587	KLMA_20587	0	0
W0T6M2	KLMA_10819	KLMA_10819	0	0
W0T6N2	KLMA_20612	KLMA_20612	0	0
W0T6N9	KLMA_10137	KLMA_10137	0	0
W0T6P2	KLMA_20008	KLMA_20008	0	0
W0T6Q1	KLMA_20637	KLMA_20637	0	0
W0T6Q3	KLMA_20023	KLMA_20023	0	0
W0T6Q9	KLMA_10157	KLMA_10157	0	0
W0T6R3	KLMA_20290	KLMA_20290	0	0
W0T6R7	KLMA_20657	KLMA_20657	0	0
W0T6R8	KLMA_20043	KLMA_20043	0	0
W0T6S2	KLMA_20048	KLMA_20048	0	0
W0T6S6	KLMA_20305	KLMA_20305	0	0
W0T6U1	KLMA_20687	KLMA_20687	0	0
W0T6V3	KLMA_30042	KLMA_30042	0	0
W0T6V7	KLMA_20093	KLMA_20093	0	0
W0T6W0	KLMA_10182	KLMA_10182	0	0
W0T6W1	KLMA_20098	KLMA_20098	0	0
W0T6W8	KLMA_10192	KLMA_10192	0	0
W0T6X1	KLMA_20722	KLMA_20722	0	0
W0T6Z0	KLMA_10222	KLMA_10222	0	0
W0T704	KLMA_20752	KLMA_20752	0	0
W0T717	KLMA_20370	KLMA_20370	0	0
W0T718	KLMA_20153	KLMA_20153	0	0
W0T723	KLMA_20158	KLMA_20158	0	0
W0T747	KLMA_20405	KLMA_20405	0	0
W0T754	KLMA_10297	KLMA_10297	0	0
W0T759	KLMA_30152	KLMA_30152	0	0
W0T760	KLMA_20193	KLMA_20193	0	0
W0T771	KLMA_10317	KLMA_10317	0	0
W0T776	KLMA_20208	KLMA_20208	0	0
W0T778	KLMA_20817	KLMA_20817	0	0
W0T793	KLMA_10342	KLMA_10342	0	0
W0T7A9	KLMA_20243	KLMA_20243	0	0
W0T7C4	KLMA_30227	KLMA_30227	0	0
W0T7D6	KLMA_20505	KLMA_20505	0	0
W0T7D8	KLMA_30010	KLMA_30010	0	0
W0T7E0	KLMA_30247	KLMA_30247	0	0
W0T7E5	KLMA_20278	KLMA_20278	0	0
W0T7F0	KLMA_10402	KLMA_10402	0	0
W0T7F7	KLMA_20288	KLMA_20288	0	0
W0T7G3	KLMA_30035	KLMA_30035	0	0
W0T7I0	KLMA_20308	KLMA_20308	0	0
W0T7I7	KLMA_30292	KLMA_30292	0	0
W0T7J3	KLMA_30070	KLMA_30070	0	0
W0T7J6	KLMA_30075	KLMA_30075	0	0
W0T7J7	KLMA_30302	KLMA_30302	0	0
W0T7K3	KLMA_20575	KLMA_20575	0	0
W0T7K6	KLMA_30312	KLMA_30312	0	0
W0T7K8	KLMA_20580	KLMA_20580	0	0
W0T7L9	KLMA_30327	KLMA_30327	0	0
W0T7M0	KLMA_30105	KLMA_30105	0	0
W0T7P9	KLMA_30357	KLMA_30357	0	0
W0T7R3	KLMA_30155	KLMA_30155	0	0
W0T7R4	KLMA_20368	KLMA_20368	0	0
W0T7U1	KLMA_20665	KLMA_20665	0	0
W0T7U4	KLMA_10547	KLMA_10547	0	0
W0T7V3	KLMA_20408	KLMA_20408	0	0
W0T7V7	KLMA_20413	KLMA_20413	0	0
W0T7V9	KLMA_30412	KLMA_30412	0	0
W0T7W7	KLMA_20423	KLMA_20423	0	0
W0T7Y2	KLMA_30225	KLMA_30225	0	0
W0T7Y5	KLMA_10587	KLMA_10587	0	0
W0T804	KLMA_20468	KLMA_20468	0	0
W0T805	KLMA_30250	KLMA_30250	0	0
W0T809	KLMA_20473	KLMA_20473	0	0
W0T818	KLMA_20483	KLMA_20483	0	0
W0T827	KLMA_20493	KLMA_20493	0	0
W0T828	KLMA_30275	KLMA_30275	0	0
W0T846	KLMA_30295	KLMA_30295	0	0
W0T850	KLMA_30300	KLMA_30300	0	0
W0T870	KLMA_30325	KLMA_30325	0	0
W0T883	KLMA_20568	KLMA_20568	0	0
W0T899	KLMA_30527	KLMA_30527	0	0
W0T8A1	KLMA_10677	KLMA_10677	0	0
W0T8A2	KLMA_30365	KLMA_30365	0	0
W0T8A7	KLMA_10682	KLMA_10682	0	0
W0T8A8	KLMA_20598	KLMA_20598	0	0
W0T8A9	KLMA_30370	KLMA_30370	0	0
W0T8B1	KLMA_20830	KLMA_20830	0	0
W0T8B6	KLMA_30557	KLMA_30557	0	0
W0T8B7	KLMA_10692	KLMA_10692	0	0
W0T8B8	KLMA_20608	KLMA_20608	0	0
W0T8C0	KLMA_30562	KLMA_30562	0	0
W0T8D0	KLMA_30577	KLMA_30577	0	0
W0T8D4	KLMA_10712	KLMA_10712	0	0
W0T8D8	KLMA_10717	KLMA_10717	0	0
W0T8E6	KLMA_20638	KLMA_20638	0	0
W0T8E7	KLMA_30013	KLMA_30013	0	0
W0T8E9	KLMA_30405	KLMA_30405	0	0
W0T8F1	KLMA_30602	KLMA_30602	0	0
W0T8F2	KLMA_20643	KLMA_20643	0	0
W0T8F4	KLMA_30018	KLMA_30018	0	0
W0T8F6	KLMA_30607	KLMA_30607	0	0
W0T8G3	KLMA_10747	KLMA_10747	0	0
W0T8G4	KLMA_30617	KLMA_30617	0	0
W0T8G6	KLMA_30028	KLMA_30028	0	0
W0T8G7	KLMA_10752	KLMA_10752	0	0
W0T8H6	KLMA_30430	KLMA_30430	0	0
W0T8H7	KLMA_10762	KLMA_10762	0	0
W0T8I7	KLMA_10772	KLMA_10772	0	0
W0T8J7	KLMA_30450	KLMA_30450	0	0
W0T8K0	KLMA_10787	KLMA_10787	0	0
W0T8L0	KLMA_10797	KLMA_10797	0	0
W0T8M0	KLMA_10807	KLMA_10807	0	0
W0T8N1	KLMA_30687	KLMA_30687	0	0
W0T8N2	KLMA_30480	KLMA_30480	0	0
W0T8P1	KLMA_30697	KLMA_30697	0	0
W0T8P2	KLMA_10832	KLMA_10832	0	0
W0T8R1	KLMA_30722	KLMA_30722	0	0
W0T8R8	KLMA_20753	KLMA_20753	0	0
W0T8S0	KLMA_40003	KLMA_40003	0	0
W0T8S2	KLMA_30148	KLMA_30148	0	0
W0T8S9	KLMA_30158	KLMA_30158	0	0
W0T8T2	KLMA_20768	KLMA_20768	0	0
W0T8T6	KLMA_20046	KLMA_20046	0	0
W0T8T8	KLMA_30505	KLMA_30505	0	0
W0T8T9	KLMA_30168	KLMA_30168	0	0
W0T8W6	KLMA_20798	KLMA_20798	0	0
W0T8W7	KLMA_30530	KLMA_30530	0	0
W0T8X3	KLMA_20086	KLMA_20086	0	0
W0T8X7	KLMA_20808	KLMA_20808	0	0
W0T8X9	KLMA_30545	KLMA_30545	0	0
W0T8Z5	KLMA_40083	KLMA_40083	0	0
W0T8Z8	KLMA_30233	KLMA_30233	0	0
W0T913	KLMA_40103	KLMA_40103	0	0
W0T919	KLMA_30595	KLMA_30595	0	0
W0T942	KLMA_30011	KLMA_30011	0	0
W0T944	KLMA_40133	KLMA_40133	0	0
W0T947	KLMA_30016	KLMA_30016	0	0
W0T962	KLMA_30031	KLMA_30031	0	0
W0T963	KLMA_40148	KLMA_40148	0	0
W0T965	KLMA_20181	KLMA_20181	0	0
W0T966	KLMA_30650	KLMA_30650	0	0
W0T980	KLMA_40163	KLMA_40163	0	0
W0T997	KLMA_40178	KLMA_40178	0	0
W0T9A1	KLMA_30071	KLMA_30071	0	0
W0T9A7	KLMA_30695	KLMA_30695	0	0
W0T9B8	KLMA_30705	KLMA_30705	0	0
W0T9B9	KLMA_40198	KLMA_40198	0	0
W0T9D3	KLMA_20246	KLMA_20246	0	0
W0T9D6	KLMA_30111	KLMA_30111	0	0
W0T9E0	KLMA_40218	KLMA_40218	0	0
W0T9E2	KLMA_20256	KLMA_20256	0	0
W0T9E3	KLMA_30378	KLMA_30378	0	0
W0T9F4	KLMA_40016	KLMA_40016	0	0
W0T9G0	KLMA_40238	KLMA_40238	0	0
W0T9G1	KLMA_40026	KLMA_40026	0	0
W0T9G2	KLMA_20276	KLMA_20276	0	0
W0T9G3	KLMA_30136	KLMA_30136	0	0
W0T9G9	KLMA_30403	KLMA_30403	0	0
W0T9I2	KLMA_30418	KLMA_30418	0	0
W0T9I5	KLMA_20296	KLMA_20296	0	0
W0T9K9	KLMA_40268	KLMA_40268	0	0
W0T9L0	KLMA_40081	KLMA_40081	0	0
W0T9L1	KLMA_30196	KLMA_30196	0	0
W0T9M1	KLMA_30211	KLMA_30211	0	0
W0T9M7	KLMA_20331	KLMA_20331	0	0
W0T9N5	KLMA_30468	KLMA_30468	0	0
W0T9P8	KLMA_40126	KLMA_40126	0	0
W0T9R1	KLMA_20351	KLMA_20351	0	0
W0T9R9	KLMA_40338	KLMA_40338	0	0
W0T9S4	KLMA_40343	KLMA_40343	0	0
W0T9T0	KLMA_40161	KLMA_40161	0.153902603775747	0.153902603775747
W0T9T1	KLMA_30281	KLMA_30281	0	0
W0T9U4	KLMA_40368	KLMA_40368	0	0
W0T9U5	KLMA_40176	KLMA_40176	0	0
W0T9V3	KLMA_40378	KLMA_40378	0	0
W0T9W1	KLMA_40191	KLMA_40191	0	0
W0T9W3	KLMA_40388	KLMA_40388	0.0231920796581876	0.0231920796581876
W0T9X0	KLMA_30523	KLMA_30523	0	0
W0T9Z2	KLMA_40418	KLMA_40418	0	0
W0T9Z7	KLMA_30341	KLMA_30341	0	0
W0TA03	KLMA_20466	KLMA_20466	0	0
W0TA07	KLMA_40231	KLMA_40231	0	0
W0TA08	KLMA_20471	KLMA_20471	0	0
W0TA32	KLMA_30588	KLMA_30588	0	0
W0TA38	KLMA_40468	KLMA_40468	0	0
W0TA54	KLMA_40488	KLMA_40488	0	0
W0TA74	KLMA_30421	KLMA_30421	0	0
W0TA77	KLMA_30426	KLMA_30426	0	0
W0TA79	KLMA_20551	KLMA_20551	0	0
W0TA80	KLMA_30643	KLMA_30643	0	0
W0TA84	KLMA_40523	KLMA_40523	0	0
W0TA94	KLMA_20566	KLMA_20566	0	0
W0TAB0	KLMA_30456	KLMA_30456	0	0
W0TAB1	KLMA_20586	KLMA_20586	0	0
W0TAB3	KLMA_40301	KLMA_40301	0	0
W0TAB5	KLMA_30461	KLMA_30461	0	0
W0TAD9	KLMA_40583	KLMA_40583	0	0
W0TAE4	KLMA_40588	KLMA_40588	0	0
W0TAF5	KLMA_20626	KLMA_20626	0	0
W0TAG0	KLMA_30491	KLMA_30491	0	0
W0TAG1	KLMA_40361	KLMA_40361	0	0
W0TAG2	KLMA_30728	KLMA_30728	0	0
W0TAI6	KLMA_40391	KLMA_40391	0	0
W0TAK3	KLMA_40044	KLMA_40044	0	0
W0TAL0	KLMA_30526	KLMA_30526	0	0
W0TAL6	KLMA_40426	KLMA_40426	0	0
W0TAL8	KLMA_20691	KLMA_20691	0	0
W0TAM2	KLMA_50038	KLMA_50038	0	0
W0TAM6	KLMA_40436	KLMA_40436	0	0
W0TAN2	KLMA_50048	KLMA_50048	0	0
W0TAN7	KLMA_30556	KLMA_30556	0	0
W0TAQ9	KLMA_40471	KLMA_40471	0	0
W0TAR1	KLMA_20731	KLMA_20731	0	0
W0TAR2	KLMA_50073	KLMA_50073	0	0
W0TAS3	KLMA_40486	KLMA_40486	0	0
W0TAS9	KLMA_40491	KLMA_40491	0	0
W0TAT2	KLMA_20751	KLMA_20751	0	0
W0TAT4	KLMA_40124	KLMA_40124	0	0
W0TAU7	KLMA_40511	KLMA_40511	0	0
W0TAV5	KLMA_50113	KLMA_50113	0	0
W0TAV6	KLMA_30631	KLMA_30631	0	0
W0TAW0	KLMA_40526	KLMA_40526	0	0
W0TAW2	KLMA_50118	KLMA_50118	0	0
W0TAW6	KLMA_30641	KLMA_30641	0	0
W0TAX9	KLMA_20796	KLMA_20796	0	0
W0TAY5	KLMA_40179	KLMA_40179	0	0
W0TAY6	KLMA_40556	KLMA_40556	0	0
W0TAZ1	KLMA_30671	KLMA_30671	0	0
W0TAZ2	KLMA_20811	KLMA_20811	0	0
W0TAZ8	KLMA_40571	KLMA_40571	0	0
W0TB39	KLMA_40244	KLMA_40244	0	0
W0TB47	KLMA_50178	KLMA_50178	0	0
W0TB52	KLMA_40259	KLMA_40259	0	0
W0TB58	KLMA_50193	KLMA_50193	0	0
W0TB73	KLMA_30024	KLMA_30024	0	0
W0TB76	KLMA_40047	KLMA_40047	0	0
W0TB78	KLMA_30029	KLMA_30029	0	0
W0TB79	KLMA_50036	KLMA_50036	0	0
W0TB82	KLMA_30034	KLMA_30034	0	0
W0TBA6	KLMA_50258	KLMA_50258	0	0
W0TBB3	KLMA_50071	KLMA_50071	0	0
W0TBC0	KLMA_50076	KLMA_50076	0	0
W0TBC3	KLMA_30089	KLMA_30089	0	0
W0TBC6	KLMA_40102	KLMA_40102	0	0
W0TBC7	KLMA_50283	KLMA_50283	0	0
W0TBD2	KLMA_40107	KLMA_40107	0	0
W0TBD3	KLMA_30099	KLMA_30099	0.0117013482809954	0.0117013482809954
W0TBE8	KLMA_40122	KLMA_40122	0	0
W0TBF3	KLMA_40309	KLMA_40309	0	0
W0TBF6	KLMA_30124	KLMA_30124	0	0
W0TBH4	KLMA_40147	KLMA_40147	0	0
W0TBH5	KLMA_50333	KLMA_50333	0	0
W0TBI1	KLMA_30149	KLMA_30149	0	0
W0TBI3	KLMA_30154	KLMA_30154	0	0
W0TBI6	KLMA_40344	KLMA_40344	0	0
W0TBJ2	KLMA_30164	KLMA_30164	0	0
W0TBK0	KLMA_50363	KLMA_50363	0	0
W0TBL5	KLMA_30194	KLMA_30194	0	0
W0TBL9	KLMA_30199	KLMA_30199	0	0
W0TBM3	KLMA_30204	KLMA_30204	0.0150079478346688	0.0150079478346688
W0TBP1	KLMA_40217	KLMA_40217	0	0
W0TBP5	KLMA_50151	KLMA_50151	0	0
W0TBQ2	KLMA_30234	KLMA_30234	0	0
W0TBT3	KLMA_40257	KLMA_40257	0	0
W0TBT5	KLMA_40459	KLMA_40459	0	0
W0TBT7	KLMA_30269	KLMA_30269	0	0
W0TBV7	KLMA_50226	KLMA_50226	0	0
W0TBW1	KLMA_50231	KLMA_50231	0	0
W0TBW6	KLMA_40494	KLMA_40494	0	0
W0TBW7	KLMA_50488	KLMA_50488	0	0
W0TBW9	KLMA_50241	KLMA_50241	0	0
W0TBX1	KLMA_50493	KLMA_50493	0	0
W0TBX3	KLMA_30314	KLMA_30314	0	0
W0TBX8	KLMA_40509	KLMA_40509	0	0
W0TBX9	KLMA_50503	KLMA_50503	0	0
W0TBY7	KLMA_50513	KLMA_50513	0	0
W0TBZ0	KLMA_40524	KLMA_40524	0	0
W0TBZ1	KLMA_40267	KLMA_40267	0	0
W0TBZ3	KLMA_50271	KLMA_50271	0	0
W0TC06	KLMA_40539	KLMA_40539	0	0
W0TC09	KLMA_50533	KLMA_50533	0	0
W0TC15	KLMA_50296	KLMA_50296	0	0
W0TC20	KLMA_50301	KLMA_50301	0	0
W0TC56	KLMA_40342	KLMA_40342	0	0
W0TC58	KLMA_50578	KLMA_50578	0	0
W0TC80	KLMA_50361	KLMA_50361	0	0
W0TC82	KLMA_30424	KLMA_30424	0	0
W0TC91	KLMA_50608	KLMA_50608	0	0
W0TC93	KLMA_40624	KLMA_40624	0	0
W0TC97	KLMA_50613	KLMA_50613	0	0
W0TC99	KLMA_50381	KLMA_50381	0	0
W0TCB1	KLMA_30449	KLMA_30449	0	0
W0TCB9	KLMA_50019	KLMA_50019	0	0
W0TCC2	KLMA_40417	KLMA_40417	0	0
W0TCC3	KLMA_50024	KLMA_50024	0	0
W0TCE4	KLMA_50431	KLMA_50431	0	0
W0TCG0	KLMA_40467	KLMA_40467	0	0
W0TCG5	KLMA_40472	KLMA_40472	0	0
W0TCH2	KLMA_50084	KLMA_50084	0	0
W0TCH5	KLMA_50471	KLMA_50471	0	0
W0TCH6	KLMA_40487	KLMA_40487	0	0
W0TCI5	KLMA_30504	KLMA_30504	0	0
W0TCJ1	KLMA_40502	KLMA_40502	0	0
W0TCJ3	KLMA_50104	KLMA_50104	0	0
W0TCK2	KLMA_40512	KLMA_40512	0	0
W0TCL8	KLMA_50129	KLMA_50129	0	0
W0TCL9	KLMA_30539	KLMA_30539	0	0
W0TCM6	KLMA_40537	KLMA_40537	0	0
W0TCM8	KLMA_60086	KLMA_60086	0	0
W0TCN2	KLMA_60091	KLMA_60091	0	0
W0TCN8	KLMA_40552	KLMA_40552	0	0
W0TCN9	KLMA_50536	KLMA_50536	0	0
W0TCQ7	KLMA_50144	KLMA_50144	0	0
W0TCR6	KLMA_50154	KLMA_50154	0	0
W0TCR9	KLMA_60131	KLMA_60131	0	0
W0TCS1	KLMA_40587	KLMA_40587	0	0
W0TCS6	KLMA_40592	KLMA_40592	0	0
W0TCT3	KLMA_50581	KLMA_50581	0	0
W0TCV6	KLMA_30634	KLMA_30634	0	0
W0TCW2	KLMA_60176	KLMA_60176	0	0
W0TCW7	KLMA_60181	KLMA_60181	0	0
W0TCX6	KLMA_30654	KLMA_30654	0	0
W0TCY6	KLMA_50631	KLMA_50631	0	0
W0TCY7	KLMA_50229	KLMA_50229	0	0
W0TCY9	KLMA_50022	KLMA_50022	0	0
W0TCZ2	KLMA_60206	KLMA_60206	0	0
W0TCZ7	KLMA_50032	KLMA_50032	0	0
W0TCZ9	KLMA_30679	KLMA_30679	0	0
W0TD16	KLMA_50269	KLMA_50269	0	0
W0TD19	KLMA_50274	KLMA_50274	0	0
W0TD23	KLMA_30709	KLMA_30709	0	0
W0TD26	KLMA_50284	KLMA_50284	0	0
W0TD28	KLMA_50067	KLMA_50067	0	0
W0TD31	KLMA_30719	KLMA_30719	0	0
W0TD38	KLMA_60261	KLMA_60261	0	0
W0TD39	KLMA_50304	KLMA_50304	0	0
W0TD40	KLMA_50082	KLMA_50082	0	0
W0TD45	KLMA_50087	KLMA_50087	0	0
W0TD46	KLMA_60271	KLMA_60271	0	0
W0TD54	KLMA_60281	KLMA_60281	0	0
W0TD58	KLMA_60286	KLMA_60286	0	0
W0TD69	KLMA_50117	KLMA_50117	0	0
W0TD74	KLMA_50349	KLMA_50349	0	0
W0TD76	KLMA_60301	KLMA_60301	0	0
W0TD84	KLMA_40055	KLMA_40055	0	0
W0TD85	KLMA_50364	KLMA_50364	0	0
W0TD86	KLMA_60009	KLMA_60009	0	0
W0TD95	KLMA_60019	KLMA_60019	0	0
W0TD99	KLMA_60024	KLMA_60024	0	0
W0TDA2	KLMA_50384	KLMA_50384	0	0
W0TDA7	KLMA_50389	KLMA_50389	0	0
W0TDB2	KLMA_40090	KLMA_40090	0	0
W0TDC6	KLMA_40105	KLMA_40105	0	0
W0TDD2	KLMA_50419	KLMA_50419	0	0
W0TDD4	KLMA_40110	KLMA_40110	0	0
W0TDD9	KLMA_40115	KLMA_40115	0	0
W0TDE8	KLMA_50434	KLMA_50434	0	0
W0TDE9	KLMA_40125	KLMA_40125	0	0
W0TDF9	KLMA_50177	KLMA_50177	0	0
W0TDG7	KLMA_60401	KLMA_60401	0	0
W0TDH2	KLMA_50459	KLMA_50459	0	0
W0TDH3	KLMA_60406	KLMA_60406	0	0
W0TDH4	KLMA_50192	KLMA_50192	0	0
W0TDI0	KLMA_60114	KLMA_60114	0	0
W0TDJ3	KLMA_60426	KLMA_60426	0	0
W0TDJ9	KLMA_50217	KLMA_50217	0	0
W0TDL8	KLMA_60451	KLMA_60451	0	0
W0TDM8	KLMA_60461	KLMA_60461	0	0
W0TDN5	KLMA_60164	KLMA_60164	0	0
W0TDP3	KLMA_60476	KLMA_60476	0	0
W0TDP7	KLMA_60481	KLMA_60481	0	0
W0TDP8	KLMA_40220	KLMA_40220	0	0
W0TDQ2	KLMA_40225	KLMA_40225	0.0116484546441886	0.0116484546441886
W0TDS0	KLMA_50297	KLMA_50297	0	0
W0TDS2	KLMA_40245	KLMA_40245	0	0
W0TDT2	KLMA_60219	KLMA_60219	0	0
W0TDU0	KLMA_50317	KLMA_50317	0	0
W0TDV7	KLMA_60506	KLMA_60506	0	0
W0TDV8	KLMA_50609	KLMA_50609	0	0
W0TDW1	KLMA_50347	KLMA_50347	0	0
W0TDW6	KLMA_50619	KLMA_50619	0	0
W0TDX2	KLMA_50362	KLMA_50362	0	0
W0TDX5	KLMA_60279	KLMA_60279	0	0
W0TDX8	KLMA_60284	KLMA_60284	0	0
W0TDY2	KLMA_60541	KLMA_60541	0	0
W0TDY6	KLMA_60294	KLMA_60294	0	0
W0TE02	KLMA_40290	KLMA_40290	0	0
W0TE06	KLMA_70014	KLMA_70014	0	0
W0TE11	KLMA_50412	KLMA_50412	0	0
W0TE16	KLMA_40310	KLMA_40310	0	0
W0TE22	KLMA_70034	KLMA_70034	0	0
W0TE45	KLMA_60032	KLMA_60032	0	0
W0TE50	KLMA_60037	KLMA_60037	0	0
