genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YCL050C	P16550	APA1	36.49211	2	3.22286308598714	tightly_const	2	4.71203029358285e-08	4.71730713909602e-08	4.71650749589189e-08	1	9	0	1	1.00017234774442	1.00018332299038
YJR137C	P47169	MET5	161.21721	2	3.2228628656372	tightly_const	2	2.90246991291229e-08	2.90267558662003e-08	2.90246991291322e-08	0	6	5	1	1.00046859776255	1.00049844785487
YNL316C	P32452	PHA2	38.22484	2	3.0515884315022	tightly_const	2	5.21587021208439e-09	5.21590132303108e-09	5.21587021208439e-09	1	5	0	1	1.00002057073173	1.00002188048139
YFL022C	P15625	FRS2	57.51077	2	3.0515884315022	tightly_const	2	1.67115934530474e-08	1.67115968961332e-08	1.67115934530474e-08	0	6	6	1	1.00009916397889	1.00010547833106
YLR060W	P15624	FRS1	67.36425	2	3.0515884315022	tightly_const	2	1.67115934530474e-08	1.67115968961332e-08	1.67115934530474e-08	0	6	6	1	1.00011615456081	1.00012355093663
YHR019C	P38707	DED81	62.20612	2	2.93442675796347	tightly_const	2	7.31893582774592e-07	7.31893738904643e-07	7.31893582774592e-07	1	6	0	1	1.0048062939872	1.00511387154726
YDR353W	P29509	TRR1	34.23767	2	2.80216425402171	tightly_const	2	1.40212770924282e-07	1.40237586193757e-07	1.40212770924282e-07	1	6	0	1	1.00051946941698	1.0005525618685
YDR127W	P08566	ARO1	174.75305	2	2.70733343273592	tightly_const	2	1.13283003161023e-06	1.13285081101857e-06	1.13283003161023e-06	1	14	0	1	1.02195070845544	1.02338096823713
YGL148W	P28777	ARO2	40.83793	2	2.70733343273592	tightly_const	2	2.05660863159828e-05	2.056646355802e-05	2.05660863159828e-05	1	3	0	1	1.09469254731124	1.10133247414138
YJR109C	P03965	CPA2	123.91392	2	2.4720406331192	tightly_const	2	5.79730608650739e-09	5.79766516109947e-09	5.79730608650739e-09	0	9	10	1	1.00008347244416	1.00008878753557
YOR303W	P07258	CPA1	45.36103	2	2.4720406331192	tightly_const	2	5.79730608650739e-09	5.79766516109947e-09	5.79730608650739e-09	0	9	10	1	1.00003055628321	1.00003250183901
YPR060C	P32178	ARO7	29.7468	2	2.42856068819406	tightly_const	2	4.02370611418207e-08	4.02379702846658e-08	4.02370611418207e-08	1	2	0	1	1.00014051010271	1.00014945759852
YBR248C	P33734	HIS7	61.06729	2	2.31965972978186	tightly_const	2	2.84337817399655e-08	2.84345930372175e-08	2.84337817399655e-08	1	6	0	1	1.00020932612075	1.00022265670433
YCL030C	P00815	HIS4	87.72027	2	2.31965972978186	tightly_const	2	1.14854947962808e-07	1.1485822300277e-07	1.14854947962808e-07	1	10	0	1	1.00121483040693	1.00129227757987
YER055C	P00498	HIS1	32.26611	2	2.31965972978186	tightly_const	2	1.45328876991643e-06	1.45333023640808e-06	1.45328876991643e-06	1	4	0	1	1.0056590437837	1.00602151988146
YFR025C	P38635	HIS2	38.58138	2	2.31965972978186	tightly_const	2	1.83358678669008e-09	1.83363910417389e-09	1.83358678669008e-09	1	4	0	1	1.00000852790597	1.00000907087541
YIL020C	P40545	HIS6	29.55623	2	2.31965972978186	tightly_const	2	1.226208956424e-07	1.22624394367812e-07	1.226208956424e-07	1	5	0	1	1.00043693071394	1.00046476265015
YIL116W	P07172	HIS5	42.64564	2	2.31965972978186	tightly_const	2	1.26576294486349e-09	1.26579906070621e-09	1.26576294486349e-09	1	4	0	1	1.00000650712856	1.00000692143478
YOR202W	P06633	HIS3	23.83295	2	2.31965972978186	tightly_const	2	3.9238697906304e-09	3.92398174987609e-09	3.9238697906304e-09	1	3	0	1	1.00001127339346	1.00001199116944
YPR033C	P07263	HTS1	59.95193	2	2.31965972978186	tightly_const	2	9.80966035065607e-08	9.80966291903448e-08	9.80966035065607e-08	1	12	0	1	1.00070905451155	1.00075423345908
YPL262W	P08417	FUM1	53.15125	1	2.25446228342974	essential	2	1.91100375462041e-08	0.00141687170314261	1.91103870705899e-08	1	6	0	1	1.00012457617908	1.00013242497367
YER069W	Q01217	ARG5,6	94.86823	2	2.2514256358705	tightly_const	2	4.87503064889773e-06	4.88102608528227e-06	4.87609374438106e-06	1	9	0	1	1.03307375055338	1.03525376471051
YMR062C	Q04728	ARG7	47.84821	1	2.2514256358705	essential	2	1.06979726625014e-06	0.0015749548833477	1.07003055641595e-06	1	9	0	1	1.00362788400306	1.00385975983608
YOL140W	P18544	ARG8	46.68082	2	2.2514256358705	tightly_const	2	1.21089274790373e-05	1.21238193453849e-05	1.21115680668645e-05	1	4	0	1	1.04051437590323	1.04320534062282
YPR035W	P32288	GLN1	41.7656	2	2.19766497823842	tightly_const	2	7.94137055520243e-07	7.94239003233629e-07	7.94137055520273e-07	1	7	0	1	0.968638847213606	1.03178066804883
YLL018C	P04802	DPS1	63.51479	2	2.09949541314772	tightly_const	2	2.41322353569103e-06	2.41322422417928e-06	2.41322353569103e-06	1	6	0	1	1.01965348484463	1.02093099689936
YDL066W	P21954	IDP1	48.18986	2	2.03172193846164	tightly_const	2	1.42180224996837e-06	1.42308144932703e-06	1.42231392971024e-06	1	5	0	1	1	0.999999999999999
YDR158W	P13663	HOM2	39.54334	2	1.99244140917719	tightly_const	2	1.19116019416249e-07	1.1912354472854e-07	1.19116468010711e-07	1	6	0	1	1.00062082908052	1.00066038284348
YER052C	P10869	HOM3	58.10913	2	1.99244140917719	tightly_const	2	9.95955546871969e-08	9.96018465278248e-08	9.95959295265741e-08	1	4	0	1	1.00076282188762	1.00081142951816
YCR053W	P16120	THR4	57.47349	2	1.99244140917719	tightly_const	2	5.54019520456123e-09	5.54157719421143e-09	5.54124798827468e-09	1	6	0	1	1.0000419721775	1.00004464462966
YHR025W	P17423	THR1	38.71215	2	1.99244140917719	tightly_const	2	5.54019452927171e-07	5.5415769831824e-07	5.54124798827468e-07	1	5	0	1	1.00282838305277	1.00300900566032
YJR139C	P31116	HOM6	38.50163	2	1.99244140917719	tightly_const	2	1.00124586636037e-06	1.00130911897595e-06	1.00124963466479e-06	1	7	0	1	1.00508469645015	1.00541018623333
YLR174W	P41939	IDP2	46.56172	1	1.9386712920778	essential	2	2.30962972313577e-07	0.00161760259237352	2.31331592754394e-07	1	5	0	1	1.00559154980398	1.0059496771646
YIL078W	P04801	THS1	84.51944	2	1.87250643368598	tightly_const	2	2.84579724616918e-06	2.84579813949101e-06	2.84579724616918e-06	1	6	0	1	1.03305072930128	1.035229174296
YGL245W	P46655	GUS1	80.84187	2	1.74007847614342	tightly_const	2	1.00863155224617e-05	1.00863188868763e-05	1.00863155224617e-05	1	6	0	1	1.118341836779	1.12683220656681
YBL076C	P09436	ILS1	122.98195	2	1.68752505612734	tightly_const	2	1.08574515948723e-07	1.08574553111651e-07	1.08574515948723e-07	1	6	0	1	1.00194299104382	1.0020669553313
YJR148W	P47176	BAT2	41.62419	1	1.66392041875306	essential	2	3.10706543445577e-08	0.00180925641956363	3.1083981827024e-08	1	14	0	1	1.00018995270516	1.00020204927597
YGL009C	P07264	LEU1	85.79356	1	1.65309082341276	essential	2	2.84850682459364e-06	0.000880624395786286	2.84850682459364e-06	1	4	0	1	1.03615697719422	1.03854780145898
YCL018W	P04173	LEU2	38.95257	2	1.65309082341276	tightly_const	2	1.45887919857084e-06	1.45889243297578e-06	1.45887919857084e-06	1	5	0	1	1.0083783560823	1.008916555361
YNL104C	P06208	LEU4	68.40819	2	1.65309082341276	tightly_const	2	9.57226012495986e-07	9.57429494114835e-07	9.57420814319935e-07	1	13	0	1	1.0096579299274	1.0102791628948
YPL160W	P26637	CDC60	124.14	2	1.65309082341276	tightly_const	2	3.52076040499699e-07	3.52076163054378e-07	3.52076040499699e-07	1	6	0	1	1.00644236498289	1.00685535681204
YOL126C	P22133	MDH2	40.7305	1	1.63321249221401	essential	2	5.15687592414301e-09	0.00184892808458158	5.15735351116869e-09	1	5	0	1	1.00002653358574	1.00002822300428
YLR355C	P06168	ILV5	44.36792	2	1.61308040188016	tightly_const	2	1.01637629469794e-05	1.01638781030219e-05	1.01637629469794e-05	1	7	0	1	1.06678809043076	1.0713438095491
YBR166C	P20049	TYR1	50.92272	2	1.61068253247552	tightly_const	2	1.69144096319766e-07	1.69156575429852e-07	1.69144096319766e-07	1	5	0	1	1.00128864489264	1.0013708042873
YGR185C	P36421	TYS1	44.01942	2	1.61068253247552	tightly_const	2	9.67062741780698e-07	9.67063085595923e-07	9.67062741780698e-07	1	6	0	1	1.00637281408104	1.00678131726452
YMR108W	P07342	ILV2	74.93608	2	1.57521898454089	tightly_const	2	3.39795594890953e-06	3.39797551458191e-06	3.39795594890953e-06	1	8	0	1	1.03961363209277	1.04224234056506
YNL220W	P80210	ADE12	48.27868	2	1.57486351895429	tightly_const	2	8.16437822031364e-07	8.16793038249498e-07	8.1643782203158e-07	1	7	0	1	1.00598034940333	1.00636353616781
YJR016C	P39522	ILV3	62.86049	2	1.57310205079532	tightly_const	2	1.26872685399639e-06	1.26873315009017e-06	1.26872685399639e-06	1	5	0	1	1.01226696561982	1.01305819169216
YBR221C	P32473	PDB1	40.0532	2	1.48372230559571	tightly_const	2	1.21949343848778e-06	1.21959428489836e-06	1.21953279547178e-06	0	6	16	1	1.00768129809076	1.00817435757298
YER178W	P16387	PDA1	46.34261	2	1.48372230559571	tightly_const	2	1.21949343848778e-06	1.21959428489836e-06	1.21953279547178e-06	0	6	16	1	1.00888860161088	1.00945988494603
YGR193C	P16451	PDX1	45.36125	2	1.48372230559571	tightly_const	2	1.21949343848778e-06	1.21959428489836e-06	1.21953279547178e-06	0	6	16	1	1.00870021240626	1.00925927656958
YNL071W	P12695	LAT1	51.81762	2	1.48372230559571	tightly_const	2	1.21949343848778e-06	1.21959428489836e-06	1.21953279547178e-06	0	6	16	1	1.00993982609093	1.01057938163518
YBR115C	P07702	LYS2	155.34394	2	1.46702100561786	tightly_const	2	2.77672641168143e-07	2.7767510625684e-07	2.77672641168143e-07	0	8	17	1	1.00682860817165	1.00726653913194
YDL131W	Q12122	LYS21	48.59372	2	1.46702100561786	tightly_const	2	1.87665194634092e-05	1.87666861734174e-05	1.87665194634092e-05	1	6	0	1	1.1464664697215	1.15725836171503
YDR037W	P15180	KRS1	67.95785	2	1.46702100561786	tightly_const	2	2.53368667278042e-07	2.53368764319659e-07	2.53368667278042e-07	1	6	0	1	1.00272465693432	1.0028986363697
YDR234W	P49367	LYS4	75.14989	1	1.46702100561786	essential	2	4.63157335203331e-06	0.00101136105037812	9.26314670406662e-06	1	6	0	1	1.11140265677853	1.11934205191479
YGL154C	P50113	LYS5	30.68281	2	1.46702100561786	tightly_const	2	2.77672641168143e-07	2.7767510625684e-07	2.77672641168143e-07	0	8	17	1	1.00134798406148	1.0014339321275
YIR034C	P38998	LYS1	41.46445	2	1.46702100561786	tightly_const	2	6.15900756051452e-07	6.15906223820912e-07	6.15900756051452e-07	1	7	0	1	1.00404171538951	1.00430015454095
YNR050C	P38999	LYS9	48.91735	2	1.46702100561786	tightly_const	2	3.53264440175544e-08	3.53267578355632e-08	3.53264440175544e-08	1	7	0	1	1.00027338289274	1.0002907940106
YIL094C	P40495	LYS12	40.06854	2	1.46702100561786	tightly_const	2	6.81115689849691e-07	6.81121740454996e-07	6.81115689849691e-07	1	6	0	1	1.00431931706946	1.00459558813395
YER091C	P05694	MET6	85.85892	2	1.38734296078652	tightly_const	2	1.69752800692782e-06	1.69768647865615e-06	1.69756653468074e-06	1	7	0	1	1.02388713697309	1.02544671190413
YGR094W	P07806	VAS1	125.7682	2	1.30886374714547	tightly_const	2	1.95719585437247e-07	1.95719667439229e-07	1.95719585437247e-07	1	12	0	1	1.00417058481343	1.00443730067174
YHR208W	P38891	BAT1	43.59553	1	1.30886374714547	essential	2	9.10323161622119e-09	0.00172742494232809	9.10323161622119e-09	1	16	0	1	1.00006721694868	1.00007149690065
YMR267W	P28239	PPA2	35.57213	2	1.30129853589384	tightly_const	2	1.06654262145687e-06	1.06659237455135e-06	1.0665736280782e-06	1	4	0	1	0.999999999999972	0.999999999999971
YOR335C	P40825	ALA1	110.05785	2	1.24523575343405	tightly_const	2	1.36059307197834e-07	1.36059366442031e-07	1.36059307197834e-07	1	6	0	1	1.00261329136231	1.00278013997735
YKL029C	P36013	MAE1	74.37529	2	1.115741081249	tightly_const	2	7.95693120278843e-08	7.98366077488546e-08	7.95998562469148e-08	1	7	0	1	1.00344343485126	1.00366347860291
YCR012W	P00560	PGK1	44.73787	1	1.03022708788068	essential	2	7.94099579557863e-07	0.00168409965109407	7.94099579557985e-07	1	4	0	1	0.974383206223254	1.03836620156902
YDR516C	Q04409	EMI2	55.92028	2	1.00015033384317	essential	2	6.24754715937211e-08	1.86179439461875e-07	1.86073996233013e-07	1	4	0	1	1.00820473275183	1.00873168243767
YHR163W	P38858	SOL3	27.78417	2	6.21071402605071	opt_isoenz_tight	2	0	1.2153262591716e-05	1.21529429737964e-05	0	5	2	2	1.06341823577408	1.06772949807244
YHR183W	P38720	GND1	53.54274	2	6.21071402605071	opt_isoenz_tight	2	0	3.338806769635e-06	3.33871896256053e-06	0	6	3	2	1.03345826035296	1.0356644939436
YHR011W	P38705	DIA4	50.38946	2	3.37197867146346	opt_isoenz_tight	2	0	3.91217520917383e-06	3.91217447206706e-06	0	7	4	2	1.01936809050523	1.0206266761387
YPR145W	P49089	ASN1	64.46973	2	2.93442675796347	opt_isoenz_tight	2	0	4.34894132251709e-06	4.34830924603261e-06	0	10	7	2	1.02978008500711	1.03173633208545
YBR249C	P32449	ARO4	39.74874	2	2.70733343273592	opt_isoenz_tight	2	0	1.46662584621098e-07	1.46659896175115e-07	0	12	8	2	1.00064320465246	1.00068418496461
YER086W	P00927	ILV1	63.83052	2	2.0867531305832	opt_isoenz_tight	2	0	4.58550726750959e-08	4.58545052088265e-08	1	3	0	2	1.00037538272409	1.0003992925661
YNR001C	P00890	CIT1	53.35945	2	2.00748210413916	opt_isoenz_tight	2	0	3.77322475959499e-07	3.77292057653649e-07	1	7	0	2	1.00264258413129	1.0028113082212
YGL062W	P11154	PYC1	130.09827	2	1.86504328152394	opt_isoenz_tight	2	0	1.85735088454613e-06	1.8568221398689e-06	0	8	12	2	1.04253452719931	1.04536552042482
YAL038W	P00549	CDC19	54.54404	2	1.43121561007204	opt_isoenz_tight	2	0	1.15594653707923e-06	1.15592801070349e-06	0	6	18	2	1.02748371229914	1.10817831838583
YGL125W	P53128	MET13	68.55958	2	1.38734296078652	opt_isoenz_tight	2	0	3.71368576748731e-08	3.71342345253087e-08	0	6	19	2	1.00041632451055	1.00044284327653
YER099C	P38620	PRS2	34.76468	2	1.33691636992904	opt_isoenz_tight	2	0	1.46751799375427e-05	1.46725750237667e-05	0	6	20	2	1.08595326414747	1.09192892295564
YKL181W	P32895	PRS1	47.04715	2	1.33691636992904	opt_isoenz_tight	2	0	1.46751799375145e-05	1.46725750237667e-05	0	6	0	2	1.11663320371265	1.12498728831732
YPR081C	Q06817	GRS2	71.01765	2	1.33437785662591	opt_isoenz_tight	2	0	6.85716547034125e-07	6.85716263841247e-07	0	7	21	2	1.00815926391984	1.00868326821505
YOR375C	P07262	GDH1	49.56931	2	1.0420711634264	opt_isoenz_tight	2	0	6.28158944458873e-06	6.28141364970221e-06	0	8	24	2	1.03084979875737	1.03287855863013
YDL052C	P33333	SLC1	33.88654	0	0.26147827695508	subOpt_isoenz	0	0	2.97211162810704e-06	0	1	28	0	2	0.999999999999936	0.999999999999935
YNR019W	P53629	ARE2	74.022	0	0.207585615260368	subOpt_isoenz	0	0	0.00101736725108684	0	1	84	0	2	1.00000000000008	1.00000000000008
YOR245C	Q08650	DGA1	47.71075	0	0.164378422890551	subOpt_isoenz	0	0	1.01733999404436e-07	0	1	122	0	2	1.00000000000005	1.00000000000006
YDR300C	P32264	PRO1	47.16164	2	1000	opt_isoenz	2	0	1.86630815179433e-09	1.5108658724547e-09	1	4	0	3	1.00399159211916	1.00424681268512
YOR323C	P54885	PRO2	49.73991	2	1000	opt_isoenz	2	0	2.4192895069711e-10	1.95853076253753e-10	1	6	0	3	1.00054565813668	1.0005804198909
YPR074C	P23254	TKL1	73.80488	1	30.8867098378414	opt_isoenz	2	0	0.00102135380154404	9.93968618483616e-07	0	10	1	3	1.01431525418078	1.01524058511987
YLR027C	P23542	AAT2	46.05711	1	2.04905519183471	opt_isoenz	2	0	0.00163520821642657	1.17091863812036e-07	1	14	0	3	1.00069915597493	1.00074370374698
YLR304C	P19414	ACO1	85.36736	1	1.98965370447346	opt_isoenz	2	0	0.000882902316992118	7.44055320278696e-07	1	8	0	3	1.00834537079881	1.00888143254424
YGL202W	P53090	ARO8	56.17728	1	1.59452014576864	opt_isoenz	2	0	0.00134056591658496	2.5710547351235e-08	1	15	0	3	1.00024517581258	1.00026079001903
YGR254W	P00924	ENO1	46.81564	1	1.52376579951294	opt_isoenz	2	0	0.00160992120302957	1.32156501732916e-06	0	5	15	3	1.01558675358922	1.09428840070146
YNL036W	P53615	NCE103	24.85889	1	1.50575104718843	opt_isoenz	2	0	0.00302940022492229	1.48496383678723e-10	1	4	0	3	0.999999999999997	1
YER152C	P10356	YER152C	49.48976	1	1.46702100561786	opt_isoenz	2	0	0.00152168583002486	7.51878790914498e-09	1	6	0	3	1.00005886563997	1.00006261379988
YHR137W	P38840	ARO9	58.52706	1	1.24523575343405	opt_isoenz	2	0	0.00128672614605736	1.36059307197834e-08	1	13	0	3	1.00013894433799	1.00014779211326
YMR120C	P38009	ADE17	65.26269	1	1.23162195540322	opt_isoenz	2	0	0.00115508967097952	1.17545637708422e-06	0	10	22	3	1.01348666451935	1.0143576776943
YJL052W	P00360	TDH1	35.74956	1	1.03022708788068	opt_isoenz	2	0	0.00212122493068207	1.46963181251847e-05	0	8	25	3	1.42023894020804	1.60687727504924
