genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange
YER023W	P32263	PRO3	30.13145	2	3.74272191667006	2	6.23825056814764e-09	6.24525444656594e-09	6.24006547752955e-09	1.000001000001
YKL085W	P17505	MDH1	35.64959	1	3.0425043233044	2	5.23073819679596e-08	0.00228782275665834	2.03974947408168e-07	1.000001000001
YNR001C	P00890	CIT1	53.35945	2	3.0425043233044	2	0	2.74939005267369e-07	2.74852788268922e-07	1.000001000001
YPR001W	P43635	CIT3	53.81073	1	3.0425043233044	2	0	2.74939005267361e-07	0	1.000001000001
YGR254W	P00924	ENO1	46.81564	1	1.98432620614231	2	0	0.00174319168903733	1.1934123842064e-06	1.000001000001
YOR283W	Q12040	YOR283W	26.17622	1	1.98432620614231	2	0	0.00311585794965893	3.29513755163947e-07	1.000001000001
YHR174W	P00925	ENO2	46.91368	1	1.98432620614231	2	0	0.00173954654689987	0	1.000001000001
YKL152C	P00950	GPM1	27.60828	1	1.98432620614231	2	0	0.00295423191147481	0	1.000001000001
YMR323W	P42222	ERR3	47.31216	1	1.98432620614231	2	0	0.00172489473829788	0	1.000001000001
YOR393W	P0CX10	ERR1	47.32712	1	1.98432620614231	2	0	0.00172435168935549	0	1.000001000001
YPL281C	P0CX11	ERR2	47.32712	1	1.98432620614231	2	0	0.00172435168935549	0	1.000001000001
YNL036W	P53615	NCE103	24.85889	1	1.22597042028574	2	0	0.00328062365847292	8.77965414134981e-11	1.000001000001
YMR241W		YHM2	NaN	1	1.10324638906856	2	NaN	NaN	NaN	1.000001000001
YLL052C		AQY2	NaN	1	1.05141086898629	2	NaN	NaN	NaN	1.000001000001
YPR192W		AQY1	NaN	1	1.05141086898629	2	NaN	NaN	NaN	1.000001000001
YDR516C	Q04409	EMI2	55.92028	2	1.00064145877731	2	1.82910882961381e-07	1.86180654998463e-07	1.86094005821624e-07	1.000001000001
YER141W	P40086	COX15	54.65792	0	0.149704166666667	0	0	2.3847993981e-13	2.3847993981e-13	1.000001000001
YCR048W	P25628	ARE1	71.61215	0	0.12620805806844	0	0	0.0011388100937309	1.02030632497861e-11	1.000001000001
YDR503C	Q04396	LPP1	31.58604	0	0.121929457337782	0	0	5.47485315600495e-10	4.9474106999704e-10	1.000001000001
YNR019W	P53629	ARE2	74.022	0	0.1217957941778	0	0	0.00110173591897375	0	1.000001000001
YDL052C	P33333	SLC1	33.88654	0	0.1206712054656	0	0	1.57201948909356e-06	0	1.000001000001
YER081W	P40054	SER3	51.1927	0	0.114131092354299	0	0	2.23056665408088e-07	0	1.000001000001
YIL074C	P40510	SER33	51.18777	0	0.114131092354299	0	0	2.23056673438374e-07	1.30187894348807e-07	1.000001000001
YGL080W		MPC1	NaN	0	0.113002132091693	0	NaN	NaN	NaN	1.000001000001
YGR243W		MPC3	NaN	0	0.113002132091693	0	NaN	NaN	NaN	1.000001000001
YHR162W		MPC2	NaN	0	0.113002132091693	0	NaN	NaN	NaN	1.000001000001
YOR245C	Q08650	DGA1	47.71075	0	0.1064436912667	0	0	5.52312472736176e-08	0	1.000001000001
YDR384C		ATO3	NaN	0	0.0629343283479049	0	NaN	NaN	NaN	1.000001000001
YGR121C		MEP1	NaN	0	0.0629343283479049	0	NaN	NaN	NaN	1.000001000001
YNL142W		MEP2	NaN	0	0.0629343283479049	0	NaN	NaN	NaN	1.000001000001
YPR138C		MEP3	NaN	0	0.0629343283479049	0	NaN	NaN	NaN	1.000001000001
YAL054C	Q01574	ACS1	79.13997	0	0.00180380230667572	0	0	9.52226753019226e-10	0	1.000001000001
YLR153C	P52910	ACS2	75.49079	0	0.00180380230667572	0	0	9.52226755397692e-10	0	1.000001000001
YPL061W	P54115	ALD6	54.41344	0	0.00180380230667572	0	0	2.70086748179044e-09	0	1.000001000001
YAL038W	P00549	CDC19	54.54404	0	0	0	0	3.41488549914023e-11	0	1.000001000001
YBR115C	P07702	LYS2	155.34394	0	0	0	0	6.48735182598754e-12	0	1.000001000001
YBR218C	P32327	PYC2	130.16549	0	0	0	0	2.64084060123562e-10	0	1.000001000001
YCL009C	P25605	ILV6	33.98652	0	0	0	0	4.29991859063062e-11	0	1.000001000001
YCL018W	P04173	LEU2	38.95257	0	0	0	0	1.15739811646793e-10	0	1.000001000001
YCR053W	P16120	THR4	57.47349	0	0	0	0	4.62260525634211e-13	0	1.00000100000099
YDL066W	P21954	IDP1	48.18986	0	0	0	0	1.17894601825492e-10	0	1.000001000001
YDL131W	Q12122	LYS21	48.59372	0	0	0	0	4.3844800034463e-10	0	1.000001000001
YDR158W	P13663	HOM2	39.54334	0	0	0	0	9.93844062997515e-12	0	1.000001000001
YDR234W	P49367	LYS4	75.14989	0	0	0	0	0.00108520031914364	0	1.000001000001
YDR300C	P32264	PRO1	47.16164	0	0	0	0	2.37247163505621e-10	0	1.000001000001
YDR380W	Q06408	ARO10	71.38357	0	0	0	0	2.60864990736677e-13	0	1.000001000001
YER052C	P10869	HOM3	58.10913	0	0	0	0	8.30975136525933e-12	0	1.00000100000099
YER069W	Q01217	ARG5,6	94.86823	0	0	0	0	9.35361659346166e-10	0	1.000001000001
YER152C	P10356	YER152C	49.48976	0	0	0	0	0.00164786874306389	0	1.000001000001
YGL009C	P07264	LEU1	85.79356	0	0	0	0	0.000950568520644238	0	1.000001000001
YGL062W	P11154	PYC1	130.09827	0	0	0	0	2.64084060385634e-10	0	1.000001000001
YGL154C	P50113	LYS5	30.68281	0	0	0	0	6.48735182598754e-12	0	1.000001000001
YGR087C	P26263	PDC6	61.57964	0	0	0	0	8.5188461718503e-11	0	1.000001000001
YHR018C	P04076	ARG4	51.9886	0	0	0	0	0.00156866496623515	0	1.000001000001
YHR025W	P17423	THR1	38.71215	0	0	0	0	4.62332079114787e-11	0	1.000001000001
YIL094C	P40495	LYS12	40.06854	0	0	0	0	1.59131166201472e-11	0	1.000001000001
YIR034C	P38998	LYS1	41.46445	0	0	0	0	1.43894799346417e-11	0	1.000001000001
YJL060W	P47039	BNA3	50.08168	0	0	0	0	0.00162839311492246	0	1.000001000001
YJL088W	P05150	ARG3	37.84479	0	0	0	0	1.05017392898734e-11	0	1.000001000001
YJR016C	P39522	ILV3	62.86049	0	0	0	0	2.0720578651792e-11	0	1.000001000001
YJR139C	P31116	HOM6	38.50163	0	0	0	0	8.35389113053493e-11	0	1.000001000001
YLR044C	P06169	PDC1	61.49468	0	0	0	0	6.72186704553374e-11	0	1.000001000001
YLR134W	P16467	PDC5	61.91138	0	0	0	0	8.51884616854251e-11	0	1.000001000001
YLR355C	P06168	ILV5	44.36792	0	0	0	0	5.28587255620725e-10	0	1.000001000001
YMR062C	Q04728	ARG7	47.84821	0	0	0	0	0.00170440464887879	0	1.000001000001
YMR108W	P07342	ILV2	74.93608	0	0	0	0	4.299918600687e-11	0	1.000001000001
YNL037C	P28834	IDH1	39.32357	0	0	0	0	1.32042030064807e-09	0	1.000001000001
YNL104C	P06208	LEU4	68.40819	0	0	0	0	7.59449823781193e-11	0	1.000001000001
YNR050C	P38999	LYS9	48.91735	0	0	0	0	8.25342641986842e-13	0	1.000001000001
YOL058W	P22768	ARG1	46.92715	0	0	0	0	0.00173785556018478	0	1.000001000001
YOL140W	P18544	ARG8	46.68082	0	0	0	0	2.32331390594343e-09	0	1.000001000001
YOR130C		ORT1	NaN	0	0	0	NaN	NaN	NaN	1.000001000001
YOR136W	P28241	IDH2	39.73903	0	0	0	0	1.32042030064807e-09	0	1.000001000001
YOR323C	P54885	PRO2	49.73991	0	0	0	0	3.07542765268873e-11	0	1.000001000001
YOR347C	P52489	PYK2	55.19478	0	0	0	0	3.41488550205137e-11	0	1.000001000001
YJL200C	P39533	ACO2	86.58224	0	0	0	0	0.000942445070958666	0	1.000001000001
