genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YDR408C	P04161	ADE8	23.53994	2	4.38310535141379	2	1.70229785674156e-06	1.70340105251289e-06	1.70229785674121e-06	1.000001000001	1	5	0	1
YGL234W	P07244	ADE5,7	86.06721	2	4.38310535141379	2	3.64778112158997e-06	3.65014511252643e-06	3.64778112158831e-06	1.000001000001	1	9	0	1
YGR061C	P38972	ADE6	148.90358	2	4.38310535141379	2	2.51944862854913e-06	2.52108138926833e-06	2.51944862854861e-06	1.000001000001	1	9	0	1
YMR300C	P04046	ADE4	56.71874	2	4.38310535141379	2	2.29571897233215e-07	2.29720674220414e-07	2.29571897233296e-07	1.000001000001	1	6	0	1
YAR015W	P27616	ADE1	34.60299	2	4.38310535141379	2	1.64908762735856e-07	1.65015625950796e-07	1.64908754735467e-07	1.000001000001	1	7	0	1
YOR128C	P21264	ADE2	62.33875	2	4.38310535141379	2	3.19180963044106e-07	3.19387812325715e-07	3.19180963044197e-07	1.000001000001	1	8	0	1
YER023W	P32263	PRO3	30.13145	2	4.00567886630542	2	6.23194949497705e-09	6.24584895448765e-09	6.23194949497373e-09	1.000001000001	1	6	0	1
YPR035W	P32288	GLN1	41.7656	2	3.37441452299405	2	6.42770667272225e-07	6.43241672026152e-07	6.42770667272331e-07	1.000001000001	1	7	0	1
YLR174W	P41939	IDP2	46.56172	1	3.34395099899919	2	2.56427418804961e-06	0.00169518389665754	2.5643856174242e-06	1.00000100000101	1	5	0	1
YDR516C	Q04409	EMI2	55.92028	2	1.83804461714291	2	1.86174445843379e-07	3.80223996360225e-07	3.31569299823482e-07	1.000001000001	1	4	0	1
YKL029C	P36013	MAE1	74.37529	2	1.47299351550457	2	6.43660491674343e-08	6.4467442543606e-08	6.43660491674818e-08	1.000001000001	1	7	0	1
YCR012W	P00560	PGK1	44.73787	1	1.32815239093229	2	9.80905211360423e-07	0.00176260231681624	9.80920031940409e-07	1.00000100000098	1	4	0	1
YDR050C	P00942	TPI1	26.79508	1	1.32788095473582	2	3.03873850990756e-08	0.00294128700472359	3.03883033338374e-08	1.000001000001	1	2	0	1
YMR205C	P16862	PFK2	104.61673	2	1.31586223425596	2	4.10621744883717e-07	7.38465572526013e-07	7.38450718729232e-07	1.000001000001	1	9	0	1
YBR196C	P12709	PGI1	61.29832	1	1.18440223379491	2	3.91883344115672e-07	0.00128609218404012	3.91918180064098e-07	1.00000100000078	1	2	0	1
YAL054C	Q01574	ACS1	79.13997	0	0.117103498739117	0	0	6.59056186525084e-08	0	1.000001000001	1	13	0	1
YGR209C	P22803	TRX2	11.20376	0	0.0304999999999997	0	0	1.33527117060556e-09	0	1.000001000001	1	31	0	1
YJR130C	P47164	STR2	72.34965	0	0.0131263247366666	0	0	0.00108931111781999	0	1.000001000001	1	11	0	1
YAL012W	P31373	CYS3	42.5416	0	0	0	0	0.00185257089459843	0	1.000001000001	1	10	0	1
YCL009C	P25605	ILV6	33.98652	0	0	0	0	4.66708476454678e-11	0	1.000001000001	1	8	0	1
YCL018W	P04173	LEU2	38.95257	0	0	0	0	1.41829708000004e-10	0	1.000001000001	1	5	0	1
YCL040W	P17709	GLK1	55.37689	0	0	0	0	1.935335238345e-11	0	1.000001000001	1	6	0	1
YCL050C	P16550	APA1	36.49211	0	0	0	0	4.86817738044801e-11	0	1.000001000001	1	9	0	1
YCR053W	P16120	THR4	57.47349	0	0	0	0	3.89912236699543e-13	0	1.000001000001	1	6	0	1
YDL066W	P21954	IDP1	48.18986	0	0	0	0	1.43347595283079e-10	0	1.000001000001	1	5	0	1
YDL131W	Q12122	LYS21	48.59372	0	0	0	0	5.40588778293304e-10	0	1.000001000001	1	6	0	1
YDR158W	P13663	HOM2	39.54334	0	0	0	0	8.38168019265133e-12	0	1.000001000001	1	6	0	1
YDR234W	P49367	LYS4	75.14989	0	0	0	0	0.00104872051602077	0	1.000001000001	1	6	0	1
YDR300C	P32264	PRO1	47.16164	0	0	0	0	3.45384292738684e-10	0	1.000001000001	1	4	0	1
YDR353W	P29509	TRR1	34.23767	0	0	0	0	2.65701064640199e-10	0	1.000001000001	1	6	0	1
YDR380W	Q06408	ARO10	71.38357	0	0	0	0	3.30619893526035e-12	0	1.000001000001	1	4	0	1
YER052C	P10869	HOM3	58.10913	0	0	0	0	7.00810932777391e-12	0	1.000001000001	1	4	0	1
YER069W	Q01217	ARG5,6	94.86823	0	0	0	0	1.04252744036202e-09	0	1.000001000001	1	9	0	1
YER152C	P10356	YER152C	49.48976	0	0	0	0	0.00159247444700113	0	1.000001000001	1	6	0	1
YGL009C	P07264	LEU1	85.79356	0	0	0	0	0.000918614765729588	0	1.000001000001	1	4	0	1
YHR018C	P04076	ARG4	51.9886	0	0	0	0	0.00151593364254461	0	1.000001000001	1	3	0	1
YHR025W	P17423	THR1	38.71215	0	0	0	0	3.89858639474402e-11	0	1.000001000001	1	5	0	1
YIL094C	P40495	LYS12	40.06854	0	0	0	0	1.96202337207395e-11	0	1.000001000001	1	6	0	1
YIR034C	P38998	LYS1	41.46445	0	0	0	0	1.77416508957543e-11	0	1.000001000001	1	7	0	1
YJL060W	P47039	BNA3	50.08168	0	0	0	0	0.00157365348833815	0	1.000001000001	1	10	0	1
YJL088W	P05150	ARG3	37.84479	0	0	0	0	1.21253036804427e-11	0	1.000001000001	1	5	0	1
YJR016C	P39522	ILV3	62.86049	0	0	0	0	2.37545180290372e-11	0	1.000001000001	1	5	0	1
YJR139C	P31116	HOM6	38.50163	0	0	0	0	7.04533501956181e-11	0	1.000001000001	1	7	0	1
YKL001C	Q02196	MET14	23.06018	0	0	0	0	1.06214702754371e-09	0	1.000001000001	1	5	0	1
YLR043C	P22217	TRX1	11.23485	0	0	0	0	1.33527117304116e-09	0	1.000001000001	1	23	0	1
YLR355C	P06168	ILV5	44.36792	0	0	0	0	6.05983823988072e-10	0	1.000001000001	1	7	0	1
YMR062C	Q04728	ARG7	47.84821	0	0	0	0	0.00164711039889698	0	1.000001000001	1	9	0	1
YMR108W	P07342	ILV2	74.93608	0	0	0	0	4.66708476378058e-11	0	1.000001000001	1	8	0	1
YMR267W	P28239	PPA2	35.57213	0	0	0	0	3.05932214614687e-11	0	1.000001000001	1	4	0	1
YNL104C	P06208	LEU4	68.40819	0	0	0	0	9.30659980359878e-11	0	1.000001000001	1	13	0	1
YNR050C	P38999	LYS9	48.91735	0	0	0	0	1.01761433388969e-12	0	1.000001000001	1	7	0	1
YOL058W	P22768	ARG1	46.92715	0	0	0	0	0.0016794362733595	0	1.000001000001	1	7	0	1
YOL064C	P32179	MET22	39.14886	0	0	0	0	4.24858474891892e-10	0	1.000001000001	1	4	0	1
YOL140W	P18544	ARG8	46.68082	0	0	0	0	2.58949944417451e-09	0	1.000001000001	1	4	0	1
YOR323C	P54885	PRO2	49.73991	0	0	0	0	4.4772059117342e-11	0	1.000001000001	1	6	0	1
YPL061W	P54115	ALD6	54.41344	0	0	0	0	3.6155599361598e-10	0	1.000001000001	1	8	0	1
YPR167C	P18408	MET16	30.3799	0	0	0	0	1.33527117319977e-09	0	1.000001000001	1	7	0	1
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	3.17533268509637e-09	0	1.000001000001	1	20	0	1
YJL200C	P39533	ACO2	86.58224	0	0	0	0	0.00091028081013116	0	1.000001000001	1	7	0	1
YDR038C	Q12691	ENA5	120.29497	1	1000	2	0	2.50542775134851e-06	2.44290404112034e-09	1.000001000001	0	8	3	2
YMR105C	P37012	PGM2	63.08769	1	403.233289868851	2	0	0.00125033954300907	1.10506634039183e-06	1.00000100000104	0	8	4	2
YJL137C	P47011	GLG2	44.54552	2	21.4563123741776	2	0	9.64247883633933e-07	4.83913213332236e-07	1.000001000001	0	6	6	2
YML056C	P50094	IMD4	56.39328	2	8.63224864401524	2	0	5.07385214266566e-06	5.07048873148089e-06	1.000001000001	0	7	7	2
YGL062W	P11154	PYC1	130.09827	2	5.7776126138243	2	0	6.19567484659844e-06	6.19554227644934e-06	1.000001000001	0	8	8	2
YHL012W	P38709	YHL012W	55.99958	1	5.29134195712441	2	0	0.00140976825416473	2.41233068520201e-06	1.00000100000099	0	7	9	2
YMR120C	P38009	ADE17	65.26269	1	4.38310535141379	2	0	0.00121056960205501	2.96912331362606e-06	1.000001000001	0	10	10	2
YNL037C	P28834	IDH1	39.32357	2	3.51844524974213	2	6.23465043222465e-06	6.23650804233528e-06	6.23491949109324e-06	1.000001000001	0	5	11	2
YAL038W	P00549	CDC19	54.54404	2	2.66266310392754	2	0	1.55624889194648e-06	1.55624889528377e-06	1.000001000001	0	6	12	2
YGR254W	P00924	ENO1	46.81564	1	2.66266310392754	2	0	0.00168501002518853	1.56977957296384e-06	1.000001000001	0	5	13	2
YER099C	P38620	PRS2	34.76468	2	2.21196679519057	2	0	2.02958992559435e-05	2.02810374512616e-05	1.000001000001	0	6	14	2
YJL052W	P00360	TDH1	35.74956	1	1.32815239093229	2	0	0.00222268871346342	1.81537847593205e-05	1.00000100000102	0	8	15	2
YLR354C	P15019	TAL1	37.0359	1	1.30356605854972	2	0	0.00213148928952102	3.52042992268055e-06	1.00000100000094	0	6	16	2
YDR384C		ATO3	NaN	0	0.0615809369226228	0	NaN	NaN	NaN	1.000001000001	0	2	17	2
YGR121C		MEP1	NaN	0	0.0615809369226228	0	NaN	NaN	NaN	1.000001000001	0	2	17	2
YNL142W		MEP2	NaN	0	0.0615809369226228	0	NaN	NaN	NaN	1.000001000001	0	2	17	2
YPR138C		MEP3	NaN	0	0.0615809369226228	0	NaN	NaN	NaN	1.000001000001	0	2	17	2
YBR221C	P32473	PDB1	40.0532	0	0.0038535866079511	0	0	7.58522927431102e-11	0	1.000001000001	0	6	19	2
YER178W	P16387	PDA1	46.34261	0	0.0038535866079511	0	0	7.58522927431102e-11	0	1.000001000001	0	6	19	2
YGR193C	P16451	PDX1	45.36125	0	0.0038535866079511	0	0	7.58522927431102e-11	0	1.000001000001	0	6	19	2
YNL071W	P12695	LAT1	51.81762	0	0.0038535866079511	0	0	7.58522927431102e-11	0	1.000001000001	0	6	19	2
YBR115C	P07702	LYS2	155.34394	0	0	0	0	7.99864428239625e-12	0	1.000001000001	0	8	20	2
YFR053C	P04806	HXK1	53.73784	0	0	0	0	1.93533524335656e-11	0	1.000001000001	0	12	21	2
YGL080W		MPC1	NaN	0	0	0	NaN	NaN	NaN	1.000001000001	0	4	22	2
YGL154C	P50113	LYS5	30.68281	0	0	0	0	7.99864428239625e-12	0	1.000001000001	0	8	20	2
YGL184C	P53101	STR3	51.82796	0	0	0	0	2.07031727021212e-08	0	1.000001000001	0	6	23	2
YGL253W	P04807	HXK2	53.9419	0	0	0	0	4.1853326030921e-11	0	1.000001000001	0	12	21	2
YGR243W		MPC3	NaN	0	0	0	NaN	NaN	NaN	1.000001000001	0	4	22	2
YHR162W		MPC2	NaN	0	0	0	NaN	NaN	NaN	1.000001000001	0	4	22	2
YFR055W	P43623	IRC7	36.97108	0	0	0	0	2.07031727125332e-08	0	1.000001000001	0	6	23	2
YML082W	Q04533	YML082W	74.31247	0	0.0189290180592485	0	0	0.00106054025060157	0	1.000001000001	0	16	18	3
