genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YBL039C	P28274	URA7	64.70953	0	0.258201785040242	subOpt_isoenz	0	0	3.67098188722819e-08	0	0	12	11	2	0.999999999999782	0.99999999999979
YDR231C	Q04935	COX20	23.75778	0	0.240630078434539	subOpt_isoenz	0	0	3.39081189843771e-10	0	0	7	14	2	1.00000000000001	1.00000000000003
YGR062C	P53239	COX18	35.64994	0	0.240630078434539	subOpt_isoenz	0	0	3.39081189843771e-10	0	0	7	14	2	1.00000000000001	1.00000000000003
YHR116W	P38824	COX23	17.31758	0	0.240630078434539	subOpt_isoenz	0	0	3.39081189843771e-10	0	0	7	14	2	1.00000000000001	1.00000000000003
YJL003W	P47081	COX16	14.07686	0	0.240630078434539	subOpt_isoenz	0	0	3.39081189843771e-10	0	0	7	14	2	1.00000000000001	1.00000000000003
YLL018C-A	Q3E731	COX19	11.10542	0	0.240630078434539	subOpt_isoenz	0	0	3.39081189843771e-10	0	0	7	14	2	1.00000000000001	1.00000000000003
YPL132W	P19516	COX11	34.04384	0	0.240630078434539	subOpt_isoenz	0	0	3.39081189843771e-10	0	0	7	14	2	1.00000000000001	1.00000000000003
YAL062W	P39708	GDH3	49.62653	0	0.153788275545107	subOpt_isoenz	0	0	1.58276457077836e-06	0	0	8	19	2	1.00000000000002	1.00000000000003
YOR184W	P33330	SER1	43.41501	0	0.0263352428206069	subOpt_isoenz	0	0	8.78489610405774e-09	0	1	4	0	2	0.991390134185158	1.0355851688324
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	2.00623765886822e-09	0	1	6	0	2	1.00000000000001	1.00000000000003
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	1.69007154430864e-11	0	1	4	0	2	0.999999999999931	0.999999999999943
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.2624874525604e-09	0	1	48	0	2	0.999999999999908	0.999999999999938
YOR317W	P30624	FAA1	77.86529	0	0	subOpt_isoenz	0	0	1.25202145656092e-09	0	1	52	0	2	0.999999999999977	1
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	1.8504056446457e-09	0	1	20	0	2	1	1.00000000000002
YDR452W	Q04119	PPN1	78.34335	1	1000	opt_isoenz	2	0	1.15671750098441e-09	1.59461388661699e-12	1	11	0	3	1.00000004868425	1.00000004873924
YKL060C	P14540	FBA1	39.62024	2	1.22257629697853	opt_isoenz	2	0	3.83924638802196e-09	3.77049704909587e-09	1	7	0	3	0.999999999998527	0.999999999998534
YOR222W		ODC2	NaN	0	0.26128940982548		0	NaN	NaN	NaN	0	6	10	3	1	1
YPL134C		ODC1	NaN	0	0.26128940982548		0	NaN	NaN	NaN	0	6	10	3	1	1
YEL039C	P00045	CYC7	12.53211	0	0.240630078434539	subOpt_isoenz	0	0	1.96580167189778e-11	0	0	16	13	3	1.00000000000084	1.00000000000086
YJR048W	P00044	CYC1	12.18177	0	0.240630078434539	subOpt_isoenz	0	0	1.96677666776933e-11	0	0	16	13	3	1.00000000000001	1.00000000000003
YBL030C		PET9	NaN	0	0.234091848967238		0	NaN	NaN	NaN	0	4	16	3	1	1
YBR085W		AAC3	NaN	0	0.234091848967238		0	NaN	NaN	NaN	0	4	16	3	1	1
YMR056C		AAC1	NaN	0	0.234091848967238		0	NaN	NaN	NaN	0	4	16	3	1	1
YER053C		PIC2	NaN	0	0.180090652436882		0	NaN	NaN	NaN	0	4	18	3	1	1
YJR077C		MIR1	NaN	0	0.180090652436882		0	NaN	NaN	NaN	0	4	18	3	1	1
YER081W	P40054	SER3	51.1927	0	0.0263352428206069	subOpt_isoenz	0	0	6.76587409702606e-11	0	0	6	21	3	1.00000000000001	1.00000000000003
YIL074C	P40510	SER33	51.18777	0	0.0263352428206069	subOpt_isoenz	0	0	7.0299026380377e-11	0	0	6	21	3	1.00118882213756	1.00119016589651
YER070W	P21524	RNR1	99.56021	0	0	subOpt_isoenz	0	0	9.26493523990625e-10	0	0	24	22	3	1.00000000000268	1.00000000000271
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	2.04093394352392e-09	0	0	12	23	3	1.00000000000009	1.00000000000012
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	1.83960722066892e-09	0	0	12	23	3	0.999999999999981	1
YGR180C	P49723	RNR4	40.05407	0	0	subOpt_isoenz	0	0	2.37261649473246e-09	0	0	24	22	3	1.00000000000268	1.00000000000271
YIL066C	P21672	RNR3	97.51369	0	0	subOpt_isoenz	0	0	9.46101497368966e-10	0	0	24	22	3	0.999999999999971	0.999999999999994
