genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YJL166W	P08525	QCR8	10.97437	0	0.191856482388836	tightly_const	0	4.96369823569248e-06	4.96474586462381e-06	4.96446500648839e-06
YOR065W	P07143	CYT1	34.05423	0	0.191856482388836	tightly_const	0	4.96369823569248e-06	4.96474586462381e-06	4.96446500648839e-06
YPR191W	P07257	QCR2	40.47764	0	0.191856482388836	tightly_const	0	4.96369823569248e-06	4.96474586462381e-06	4.96446500648839e-06
Q0105	P00163	COB	43.65549	0	0.191856482363792	tightly_const	0	4.96369823569248e-06	4.96474586462381e-06	4.96446500648839e-06
YPR021C		AGC1	NaN	0	0.188206271058758		0	NaN	NaN	NaN
Q0080	P00856	ATP8	5.82221	0	0.183928915578581	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
Q0085	P00854	ATP6	29.09876	0	0.183928915578581	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
Q0130	P61829	OLI1	7.75937	0	0.183928915578581	tightly_const	0	6.03256783819212e-05	6.03380349002718e-05	6.03349259710404e-05
YBL099W	P07251	ATP1	58.60746	0	0.183928915578581	tightly_const	0	1.85617937635283e-06	1.85726128432961e-06	1.85646387210179e-06
YBR039W	P38077	ATP3	34.35021	0	0.183928915578581	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
YDL004W	Q12165	ATP16	17.02022	0	0.183928915578581	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
YDR298C	P09457	ATP5	22.81414	0	0.183928915578581	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
YDR322C-A	P81449	TIM11	10.87534	0	0.183928915578581	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
YDR377W	Q06405	ATP17	11.312	0	0.183928915578581	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
YJR121W	P00830	ATP2	54.7932	0	0.183928915578581	tightly_const	0	1.85617937635283e-06	1.85726128432961e-06	1.85646387210179e-06
YKL016C	P30902	ATP7	19.80938	0	0.183928915578581	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
YML081C-A	P81450	ATP18	6.68769	0	0.183928915578581	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
YPL078C	P05626	ATP4	26.92481	0	0.183928915578581	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
YPL271W	P21306	ATP15	6.7425	0	0.183928915578581	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
YPR020W	Q12233	ATP20	12.92094	0	0.183928915578581	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
YOL077W-A	P81451	ATP19	7.53367	0	0.183928915578581	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
YLR295C	Q12349	ATP14	14.12765	0	0.183928915578577	tightly_const	0	6.03258650860058e-06	6.03379165511645e-06	6.03349259710404e-06
YKL029C	P36013	MAE1	74.37529	0	0.172830618122671	essential	0	1.34644505832367e-08	1.36705212350648e-08	1.34751796172081e-08
YER053C		PIC2	NaN	0	0.153300351277084		0	NaN	NaN	NaN
YJR077C		MIR1	NaN	0	0.153300351277084		0	NaN	NaN	NaN
YER069W	Q01217	ARG5,6	94.86823	0	0.145193082637183	tightly_const	0	6.13386334976688e-07	6.1378478798838e-07	6.13386334976688e-07
YMR062C	Q04728	ARG7	47.84821	0	0.145193082637183	essential	0	1.34604081816388e-07	1.36494947217209e-07	1.34604081816388e-07
YOL140W	P18544	ARG8	46.68082	0	0.145193082637183	tightly_const	0	1.52357004126829e-06	1.52457787909277e-06	1.52357004126829e-06
YOR130C		ORT1	NaN	0	0.145193082637183		0	NaN	NaN	NaN
YAL062W	P39708	GDH3	49.62653	0	0.127529044000027	subOpt_isoenz	0	0	1.35347003176911e-06	0
YOR375C	P07262	GDH1	49.56931	0	0.127529044000027	opt_isoenz_tight	0	0	1.353831204367e-06	1.35341516469368e-06
YML120C	P32340	NDI1	57.24915	0	0.115471012645095	essential	0	1.0737231091094e-07	1.10027370672523e-07	1.09107534138265e-07
YFL018C	P09624	LPD1	54.00934	0	0.0829104738158072	tightly_const	0	4.54886973687239e-07	4.55565277219092e-07	4.55064404427615e-07
YIL074C	P40510	SER33	51.18777	0	0.028439032738266	opt_isoenz_tight	0	0	2.98366398445038e-08	2.98010494301774e-08
YER081W	P40054	SER3	51.1927	0	0.028439032738266	subOpt_isoenz	0	0	2.98372944566684e-08	0
YGR208W	P42941	SER2	34.20684	0	0.028439032738266	tightly_const	0	1.15105308267814e-08	1.15399675923939e-08	1.15275304899361e-08
YOR184W	P33330	SER1	43.41501	0	0.028439032738266	tightly_const	0	3.71664580879436e-06	3.72665528148629e-06	3.72212830537576e-06
YLR058C	P37291	SHM2	52.21793	0	0.00910672392787864	tightly_const	0	3.67948048818888e-07	3.70545369265442e-07	3.68844031318237e-07
YDR148C	P19262	KGD2	50.43011	0	0	opt_isoenz	0	0	4.19246839738042e-10	6.7739880555648e-12
YER070W	P21524	RNR1	99.56021	0	0	subOpt_isoenz	0	0	9.22481536316763e-10	0
YGR180C	P49723	RNR4	40.05407	0	0	subOpt_isoenz	0	0	2.34877777726914e-09	0
YIL066C	P21672	RNR3	97.51369	0	0	subOpt_isoenz	0	0	9.42150944906774e-10	0
YIL125W	P20967	KGD1	114.41496	0	0	opt_isoenz	0	0	4.19246839738042e-10	6.7739880555648e-12
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	1.6077870259221e-11	0
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.24892531602439e-09	0
YOR317W	P30624	FAA1	77.86529	0	0	subOpt_isoenz	0	0	1.2386796294785e-09	0
YOR388C	Q08911	FDH1	41.7138	0	0	subOpt_isoenz	0	0	2.11167298833075e-09	0
