Row	s_4208	Growth
YDR300C	1.00011175671601	1
YDR302W	0.999999994462138	1
YDR305C	0.999998482948468	1
YDR315C	0.999998378813497	1
YDR321W	0.999999994462263	1
YDR322C-A	1.00025410115751	1
YDR341C	1.00010387980672	1
YDR342C	0.999998378813201	1
YDR343C	0.999998378813201	1
YDR345C	0.999998378813201	1
YDR353W	1.00001139446158	1
YDR354W	1.00006713046821	1
YDR367W	0.99999989032646	1
YDR368W	0.999998482948599	1
YDR373W	0.999999853018292	1
YDR376W	0.999998947987767	1
YDR377W	1.00026588047902	1
YDR380W	1.00000045262217	1
YDR384C	1.00000000000001	1
YDR399W	1.00000045262227	1
YDR400W	0.999998953306294	1
YDR402C	0.999999890326657	1
YDR403W	0.999998482948661	1
YDR408C	1.0000384956808	1
YDR428C	0.99999848294875	1
YDR453C	0.999998482948623	1
YDR454C	1.00000003473685	1
YDR481C	0.999999994462129	1
YDR483W	1.00000000112399	1
YDR487C	1.00000084167304	1
YDR497C	0.999999853018509	1
YDR502C	0.999999994462137	1
YDR503C	1.00000007859743	1
YDR508C	0.999999994462199	1
YDR513W	0.999999994462328	1
YDR529C	1.00609419276428	1
YDR530C	0.999999994462135	1
YDR531W	0.999999994462343	1
YDR536W	0.999998482948878	1
YEL006W	0.999998482948515	1
YEL017C-A	0.999998482948772	1
YEL021W	0.999999213255481	1
YEL024W	1.00988645845192	1
YEL027W	0.999999994462192	1
YEL029C	0.999999994462187	1
YEL038W	0.999998482948948	1
YEL039C	0.999999994462543	1
YEL041W	0.999999142792101	1
YEL042W	1	1
YEL046C	0.999999994462231	1
YEL047C	0.99999999446215	1
YEL051W	0.999999994462345	1
YEL058W	0.999999994462246	1
YEL063C	0.999998953306247	1
YEL069C	0.999998378813201	1
YEL071W	0.999999994462548	1
YER003C	1.00002990435901	1
YER005W	0.999998378813321	1
YER014W	0.999998955115404	1
YER015W	0.999999994462345	1
YER019W	0.999999853018551	1
YER023W	1.00000164978791	1
YER024W	0.999809100799543	1
YER026C	0.999999085593827	1
YER037W	1.00000045815971	1
YER043C	1.00111657781712	1
YER052C	1.00001739161106	1
YER053C	1.00000045928374	1
YER055C	1.00012975127813	1
YER056C	0.999998482948443	1
YER060W	0.999998482948443	1
YER060W-A	0.999998482948443	1
YER061C	0.999998488486388	1
YER062C	0.987415145790088	1
YER065C	0.999999994462119	1
YER069W	1.00065398352584	1
YER070W	1.00422808229188	1
YER073W	1.00330905486255	1
YER081W	1.00002206677987	1
YER086W	1.00000942981109	1
YER090W	1.00046008208695	1
YER091C	1.00062310365379	1
YER099C	1.00227628526078	1
YER119C	0.999998482948604	1
YER152C	1.00000151858203	1
YER170W	1.00005974593556	1
YER174C	0.999998941107214	1
YER175C	1	1
YER178W	1.01510791193852	1
YER183C	0.999998347042612	1
YFL001W	0.999998341505345	1
YFL011W	0.999998378813201	1
YFL017C	0.999999994462352	1
YFL018C	1.01508520765865	1
YFL022C	1.00000106955982	1
YFL030W	1.00000046482142	1
YFL045C	1.00312625044778	1
YFL053W	0.999999994462295	1
YFL055W	0.999999804975819	1
YFR015C	1.00000790319152	1
YFR019W	0.999999994461961	1
YFR025C	1.0000006628982	1
YFR030W	1.00000744848997	1
YFR033C	1.00722128759106	1
YFR047C	0.999998482948771	1
YFR053C	0.999577694574265	1
YGL001C	1.00000002356056	1
YGL008C	0.999998482948334	1
YGL009C	1.00090859034024	1
YGL012W	1.00036332369873	1
YGL026C	1.00000091748461	1
YGL037C	1	1
YGL040C	1.00000001065282	1
YGL055W	1.00202308180127	1
YGL062W	1.04059566184571	1
YGL063W	0.999998341505343	1
YGL067W	0.9999999944623	1
YGL077C	0.999998378813363	1
YGL080W	1.00421698924985	1
YGL084C	1.00000000666127	1
YGL119W	0.999998482948552	1
YGL125W	1.00001088940643	1
YGL142C	0.999998488486192	1
YGL148W	1.0020796260411	1
YGL154C	1.00003488903277	1
YGL184C	0.999998482948763	1
YGL186C	0.999999994462032	1
YGL187C	1.00207776846502	1
YGL191W	1.00183341411537	1
YGL202W	1.00090009305783	1
YGL205W	0.999998482948643	1
YGL224C	0.999998482948687	1
YGL225W	0.999998482948892	1
YGL234W	1.00031324602848	1
YGL245W	1.00294888126409	1
YGL248W	1.00000046482108	1
YGL253W	0.999686362220719	1
YGL256W	1.00028518642156	1
YGR007W	1	1
YGR010W	0.99999999446216	1
YGR019W	0.999998482948465	1
YGR020C	0.999999994462249	1
YGR032W	1.00144092720102	1
YGR055W	0.999998482948787	1
YGR060W	0.999999086496989	1
YGR061C	1.00037278360377	1
YGR065C	1	1
YGR087C	0.976690654952888	1
YGR088W	0.999998482948585	1
YGR094W	1.00011077554147	1
YGR096W	0.999999994462195	1
YGR110W	0.999999994462457	1
YGR121C	1.00000000000001	1
YGR124W	1.00063688510316	1
YGR138C	1.0000000011235	1
YGR143W	0.999998488486388	1
YGR155W	1.0000015222246	1
YGR157W	1.00000323996319	1
YGR170W	1.00538364359013	1
YGR171C	1	1
YGR175C	1.00329495469386	1
YGR177C	0.999999994462178	1
YGR180C	0.99999848294866	1
YGR183C	1.00284845909806	1
YGR185C	1.00016018977146	1
YGR191W	0.999998488486402	1
YGR192C	0.971665472232903	1
YGR193C	1.01511112678721	1
YGR194C	0.999999994462338	1
YGR202C	0.999998953306331	1
YGR204W	0.999718087461539	1
YGR208W	1.00000570013448	1
YGR209C	1.00002887598171	1
YGR240C	1.00175252614432	1
YGR243W	1.00421698924985	1
YGR244C	0.999998520256684	1
YGR247W	1	1
YGR248W	1.04289922201139	1
YGR254W	1.00682535349302	1
YGR255C	0.999999994462243	1
YGR256W	1.03081702576863	1
YGR260W	1	1
YGR264C	1.00177337813648	1
YGR267C	0.999998482948636	1
YGR277C	0.999999994462141	1
YGR282C	1.00000000666131	1
YGR286C	0.999998488486427	1
YGR287C	0.999999999999661	1
YGR289C	0.999999858555955	1
YGR292W	0.999999999999661	1
YHL003C	0.999998482972868	1
YHL011C	1.00232708239758	1
YHL016C	0.999998489610385	1
YHL032C	0.999998482948549	1
YHL036W	0.999998482948787	1
YHR001W-A	1.00336296001378	1
YHR002W	0.999999994462244	1
YHR007C	1.00008000154874	1
YHR011W	1.00039507914913	1
YHR018C	1.00000032553014	1
YHR019C	1.00010377561599	1
YHR020W	1.00037540979529	1
YHR025W	1.00006821002168	1
YHR026W	0.999999994462246	1
YHR037W	0.999999994462438	1
YHR039C-A	0.999998482948806	1
YHR042W	1.0000996489844	1
YHR046C	1.00006946121595	1
YHR051W	1.00209885631713	1
YHR063C	0.99999894664476	1
YHR067W	0.999999994462126	1
YHR068W	1	1
YHR072W	1.00009020570695	1
YHR074W	0.99999837881329	1
YHR091C	1	1
YHR092C	0.999998378813201	1
YHR094C	0.999998378813201	1
YHR096C	0.999998378813201	1
YHR100C	0.999999994462284	1
YHR104W	0.999998482948691	1
YHR106W	0.999998488486139	1
YHR123W	1.00000045928371	1
YHR128W	0.999998482948651	1
YHR137W	1.00073208729621	1
YHR144C	1.00421533567485	1
YHR162W	1.00421698924985	1
YHR163W	1.04310700265581	1
YHR174W	1.00590393753145	1
YHR183W	1.03082552737202	1
YHR190W	1.00014044367857	1
YHR208W	0.999935514532758	1
YHR216W	1.00014575591688	1
YIL002C	0.999998378813137	1
YIL006W	0.999998482948809	1
YIL009W	0.999998482948661	1
YIL010W	1	1
YIL013C	1.00000000666153	1
YIL020C	1.00000863045431	1
YIL053W	0.987437274943476	1
YIL066C	0.999998482948468	1
YIL074C	1.00002055537856	1
YIL078W	1.00080639248437	1
YIL083C	0.999999994462048	1
YIL094C	1.00011175824916	1
YIL099W	0.999999994462239	1
YIL107C	0.999998341505326	1
YIL111W	1.00208283068394	1
YIL116W	1.00000061042455	1
YIL124W	0.999999853018343	1
YIL125W	0.999998482948907	1
YIL134W	1	1
YIL145C	0.999998672434669	1
YIL155C	1.00422029325582	1
YIL160C	0.999999890326533	1
YIL162W	0.999999999999661	1
YIL172C	0.999999999999661	1
YIR027C	0.999998488486044	1
YIR028W	1.00000000112397	1
YIR029W	0.999998488486044	1
YIR031C	0.999999994462153	1
YIR032C	0.999998378813497	1
YIR034C	1.00010353840154	1
YIR037W	0.999999994462345	1
YJL005W	0.999998482948684	1
YJL026W	0.999998482948663	1
YJL045W	0.999998482948782	1
YJL052W	0.924109736267747	1
YJL060W	1.00000151762268	1
YJL068C	0.999998495147629	1
YJL071W	0.999999994462285	1
YJL088W	1.00001077303874	1
YJL091C	1.00000000666147	1
YJL097W	0.999998482948766	1
YJL100W	0.999998482948772	1
YJL101C	0.999998482948565	1
YJL121C	1.00349996271165	1
YJL129C	1	1
YJL130C	1.00001183130602	1
YJL134W	0.999999804975941	1
YJL137C	1.00000332770495	1
YJL139C	1.00000000112399	1
YJL153C	1.00020571048451	1
YJL155C	0.999999994462258	1
YJL166W	1.00449392284537	1
YJL167W	1.00065784095341	1
YJL196C	0.999999994462121	1
YJL198W	0.999998953306431	1
YJL212C	0.999998495147739	1
YJL214W	0.999998378813201	1
YJL216C	0.999999999999661	1
YJL219W	0.999998378813201	1
YJL221C	0.999999999999661	1
YJR001W	0.99999848960989	1
YJR009C	0.947829843639935	1
YJR010W	0.999998482948701	1
YJR013W	0.999999999999998	1
YJR016C	1.00031236920875	1
YJR019C	0.999998803998376	1
YJR025C	1.00000046482139	1
YJR048W	1.00421698925023	1
YJR049C	0.999999890326658	1
YJR057W	0.99999999446223	1
YJR073C	1.00000862457844	1
YJR077C	1.00000045928374	1
YJR078W	0.999999994462406	1
YJR095W	0.99999999446226	1
YJR103W	1.00002635562744	1
YJR105W	1.00002427647747	1
YJR109C	1.00000189823147	1
YJR110W	0.999998482948702	1
YJR121W	1.000497687545	1
YJR130C	1.00000348912761	1
YJR133W	1.00000046482116	1
YJR137C	1.00000829576544	1
YJR139C	1.00012282644509	1
YJR143C	0.999998482948558	1
YJR148W	1.00000039767186	1
YJR152W	0.999999994462145	1
YJR153W	1.00000000666128	1
YJR158W	0.999998378813201	1
YJR159W	1	1
YJR160C	0.999999994462183	1
YKL001C	1.00004824312483	1
YKL004W	0.999998378837465	1
YKL008C	0.999998482948688	1
YKL016C	1.00079134125117	1
YKL019W	0.999998488486164	1
YKL024C	1.00000068562334	1
YKL026C	0.99999894776877	1
YKL029C	1.00008243437109	1
YKL035W	1.00009516862194	1
YKL055C	1.00000000000001	1
YKL060C	1.00573941919452	1
YKL067W	1.0000177546707	1
YKL080W	0.999998482948606	1
YKL085W	0.999704554486414	1
YKL088W	1.00000045928364	1
YKL094W	1.0000004648214	1
YKL104C	0.999998482948635	1
YKL106W	0.999998378813554	1
YKL120W	0.999998953306309	1
YKL127W	1.00005249641485	1
YKL132C	1.00000000666139	1
YKL140W	0.999998482948667	1
YKL141W	0.999998482948375	1
YKL146W	0.999998489609855	1
YKL148C	0.999998482948653	1
YKL152C	1.00062835423314	1
YKL165C	0.999998488486044	1
YKL181W	1.00308401245715	1
YKL182W	1.00306190448247	1
YKL184W	0.999998482948816	1
YKL188C	0.99999985301825	1
YKL192C	0.999998488486388	1
YKL194C	1	1
YKL211C	1.00045625621609	1
YKL212W	0.999999994462134	1
YKL216W	1.00005827737914	1
YKL217W	0.999998953306364	1
YKR009C	0.999999994462125	1
YKR031C	0.999998482948644	1
YKR039W	0.999998953306353	1
YKR043C	0.99999999446226	1
YKR053C	0.999998482948552	1
YKR058W	1.00000470892158	1
YKR061W	1.00000000112399	1
YKR066C	1	1
YKR067W	1.00778520627026	1
YKR069W	1	1
YKR072C	0.999999994462132	1
YKR080W	0.99999999446203	1
YKR089C	1.00002416800048	1
YKR097W	0.999999994462131	1
YLL012W	0.999998341505019	1
YLL015W	0.99999999446242	1
YLL018C	1.00046699352851	1
YLL028W	0.999999994462461	1
YLL031C	0.999998488486044	1
YLL041C	0.999999994462158	1
YLL043W	1.00000000112414	1
YLL048C	1	1
YLL052C	1.00000000000002	1
YLL057C	1	1
YLL061W	1	1
YLL062C	0.99999848961022	1
YLR011W	0.999998482948893	1
YLR017W	0.999998482948633	1
YLR020C	0.999998482948704	1
YLR027C	1.0015697920506	1
YLR028C	1.00036050086984	1
YLR038C	1.00121828067539	1
YLR043C	1.00003038304105	1
YLR044C	0.972341503500457	1
YLR056W	0.999999994462085	1
YLR058C	1.00018166254292	1
YLR060W	1.0000024732993	1
YLR070C	1	1
YLR081W	0.999998482948595	1
YLR089C	0.999998482948611	1
YLR092W	0.999998941107198	1
YLR100W	1.00048573515779	1
YLR109W	0.999998482948769	1
YLR133W	0.999998482948623	1
YLR134W	0.976727270516398	1
YLR138W	1.00000000000001	1
YLR142W	0.99999848294863	1
YLR146C	0.999999994462148	1
YLR153C	1.00115463687557	1
YLR155C	1.00000046482129	1
YLR157C	0.999998953306328	1
YLR158C	1.00000046482129	1
YLR160C	0.999998482948794	1
YLR172C	1	1
YLR174W	1.00013480088982	1
YLR180W	1.00122805815435	1
YLR189C	1	1
YLR201C	0.999999994462303	1
YLR209C	0.999999896987961	1
YLR231C	0.999999994462251	1
YLR237W	0.999998341505004	1
YLR240W	0.999999994462171	1
YLR245C	1.0000004648214	1
YLR258W	1.00000833847234	1
YLR260W	0.999999890326774	1
YLR284C	1.00429169546452	1
YLR285W	1	1
YLR295C	1.00033057140113	1
YLR299W	1	1
YLR300W	0.999998495147536	1
YLR303W	0.999998482948632	1
YLR304C	1.00019956930991	1
YLR305C	0.999998482948535	1
YLR307W	0.999999999999473	1
YLR308W	0.999999999999473	1
YLR328W	0.999999994462262	1
YLR342W	1.00114497990112	1
YLR348C	0.999999994462324	1
YLR354C	1.00629684563284	1
YLR355C	1.00173935050058	1
YLR359W	1.00021724720957	1
YLR372W	0.999998482948558	1
YLR377C	0.99999999446225	1
YLR382C	1	1
YLR386W	0.999998482948681	1
YLR395C	1.0021523581912	1
YLR410W	0.999999994462212	1
YLR420W	1.00022982004109	1
YLR432W	1.0001457484628	1
YLR438W	0.999998482948658	1
YLR447C	0.999998482948794	1
YLR450W	1.00006552635732	1
YML004C	0.999999853018349	1
YML008C	0.999998482948628	1
YML022W	0.9999999944623	1
YML035C	1.0000000011238	1
YML042W	0.999869878671774	1
YML054C	0.9999984829485	1
YML056C	1.00436459028947	1
YML059C	0.99999879966362	1
YML070W	0.999999994462346	1
YML075C	1.00006556368641	1
YML081C-A	1.00015565839967	1
YML086C	0.999998495147592	1
YML100W	1.00002412152447	1
YML106W	1.00003297616315	1
YML110C	1.00000046482142	1
YML120C	1.00111421117483	1
YML123C	0.999998953306431	1
YML126C	1.00361374105858	1
YMR006C	0.99999999446216	1
YMR008C	0.999998953306003	1
YMR009W	0.999999994462478	1
YMR011W	0.999998378813201	1
YMR013C	1	1
YMR015C	0.999998378813125	1
YMR020W	0.999999994462455	1
YMR041C	1	1
YMR054W	1.0000004526221	1
YMR056C	1.00000046482137	1
YMR062C	1.00007110196808	1
YMR083W	1.00023973091921	1
YMR088C	0.999999999999921	1
YMR101C	0.999999999999903	1
YMR105C	1.00005249747129	1
YMR108W	1.00101507264021	1
YMR113W	0.999999999999817	1
YMR120C	1.00035852498221	1
YMR145C	1.00556498056846	1
YMR165C	1.000003575674	1
YMR169C	1.0000003484861	1
YMR170C	0.999998482948772	1
YMR189W	1.00000210774423	1
YMR202W	0.999998482948575	1
YMR205C	1.00468853930006	1
YMR207C	0.999998488486388	1
YMR208W	1.00005947567489	1
YMR217W	1.00086253837329	1
YMR220W	1.00039716974706	1
YMR226C	0.999998495147629	1
YMR241W	0.999998482948577	1
YMR246W	0.999998482948948	1
YMR250W	0.999999994462359	1
YMR256C	1.00087173292883	1
YMR261C	1.00002568059972	1
YMR267W	0.99999985301842	1
YMR271C	1.00003098419478	1
YMR272C	0.999999994462179	1
YMR278W	0.999999994462273	1
YMR281W	0.999998495147629	1
YMR289W	0.999999994462238	1
YMR293C	0.999998495147536	1
YMR296C	0.999998947768463	1
YMR298W	0.999999853018534	1
YMR300C	1.0000114854435	1
YMR303C	0.999998941107053	1
YMR313C	1.0000415051107	1
YMR318C	0.999999994462259	1
YMR319C	0.999998482948549	1
YNL003C	1.00000000666139	1
YNL009W	0.999999994462277	1
YNL029C	1.00000000112373	1
YNL037C	0.9999984829488	1
YNL045W	1.00000000666128	1
YNL071W	1.01509159810396	1
YNL073W	1	1
YNL101W	0.999998489609855	1
YNL104C	1.00042047602415	1
YNL106C	1.00000046482139	1
YNL117W	1.00422802615617	1
YNL129W	1	1
YNL130C	0.999999994462179	1
YNL141W	0.999998482948685	1
YNL142W	1.00000000000001	1
YNL169C	1.00999547154811	1
YNL192W	0.999998482948699	1
YNL202W	0.99999999446214	1
YNL220W	1.00015247689131	1
YNL241C	1.00188758698434	1
YNL247W	1.00000928862063	1
YNL256W	0.999998482948533	1
YNL267W	0.999998482948647	1
YNL268W	0.999998488485892	1
YNL270C	0.999998953306244	1
YNL277W	0.999999994462154	1
YNL280C	1.00355145022413	1
YNL292W	0.999999994462162	1
YNL316C	1.00000043346951	1
YNL318C	0.999998341505149	1
YNL325C	0.999998482948526	1
YNR001C	1.00006374279312	1
YNR008W	0.999998482948614	1
YNR012W	0.999999853018331	1
YNR013C	0.999998953306431	1
YNR016C	1.00110563046184	1
YNR019W	1.00000001031889	1
YNR033W	0.99999999446213	1
YNR041C	0.999998482948644	1
YNR043W	1.00024042733258	1
YNR050C	1.00000754289024	1
YNR056C	1	1
YNR057C	0.999998482948641	1
YNR058W	1	1
YNR067C	0.999999999999769	1
YNR072W	0.999998378813201	1
YOL011W	0.99999848294896	1
YOL020W	1.00000045262234	1
YOL033W	1	1
YOL049W	0.999999994462317	1
YOL052C	0.999998341505283	1
YOL055C	0.999999994462116	1
YOL058W	1.00007091107485	1
YOL059W	1.00000306576653	1
YOL061W	1.00306251496954	1
YOL064C	1.00003378633146	1
YOL065C	0.9999984829488	1
YOL066C	1.00008895290621	1
YOL068C	1	1
YOL086C	1.00016960096548	1
YOL096C	0.99999848294868	1
YOL097C	1.00016584413171	1
YOL103W	0.999998341505323	1
YOL126C	0.999976962484089	1
YOL136C	0.999998482948678	1
YOL140W	1.00079944984996	1
YOL143C	1.00000020554899	1
YOL151W	0.999998482948631	1
YOL156W	0.999998378813201	1
YOR011W	1.00000000666153	1
YOR025W	1	1
YOR040W	1	1
YOR054C	0.999998482972814	1
YOR065W	1.01823881455721	1
YOR071C	0.999998341505004	1
YOR074C	0.99999869036918	1
YOR081C	1.00002645542674	1
YOR095C	1.02240711578108	1
YOR099W	1.00000000112399	1
YOR100C	0.999998482948872	1
YOR108W	0.999903099789327	1
YOR109W	0.999998482948712	1
YOR120W	0.99999999446208	1
YOR125C	0.999999994462211	1
YOR126C	0.999998482972838	1
YOR128C	1.00001880991296	1
YOR130C	1.00000000000001	1
YOR136W	0.999999994462158	1
YOR142W	1.00000003177055	1
YOR143C	0.999998482948549	1
YOR155C	0.999999994462189	1
YOR163W	0.999998482948647	1
YOR168W	1.00050639422806	1
YOR171C	0.999999890326641	1
YOR175C	1.00001851737249	1
YOR176W	1.00000001419182	1
YOR180C	0.999998482948617	1
YOR184W	1.00187586939516	1
YOR190W	0.999998495147592	1
YOR192C	0.999998341505004	1
YOR202W	1.00000025630642	1
YOR209C	0.99999848294834	1
YOR221C	1	1
YOR222W	0.999999994462137	1
YOR236W	0.999998673289751	1
YOR241W	1.00422708871061	1
YOR245C	0.999998488486477	1
YOR270C	0.999999994462358	1
YOR273C	0.999999994462461	1
YOR278W	0.999999994462236	1
YOR303W	1.00000055546242	1
YOR311C	0.999999895864238	1
YOR317W	0.999998482948561	1
YOR321W	0.99999848294871	1
YOR323C	1.00001527659896	1
YOR332W	0.999998482948619	1
YOR335C	1.00006971685371	1
YOR347C	1.00800518345197	1
YOR348C	0.999998482972841	1
YOR360C	0.999999994462267	1
YOR374W	1.00330902909944	1
YOR375C	1.02680664292718	1
YOR377W	0.999999994462188	1
YOR388C	0.999999994462326	1
YPL015C	1	1
YPL023C	1.00001084439881	1
YPL028W	1.00000124092001	1
YPL036W	0.999998482948645	1
YPL040C	1	1
YPL053C	1.00000000112399	1
YPL057C	1	1
YPL059W	1	1
YPL061W	1.00159359410211	1
YPL069C	0.999999994462134	1
YPL078C	1.005956132423	1
YPL087W	0.999999890326741	1
YPL091W	0.999998482948836	1
YPL092W	1.00000000112381	1
YPL097W	1	1
YPL104W	1	1
YPL110C	0.999999994462249	1
YPL111W	0.999999994462342	1
YPL117C	0.999998388809055	1
YPL134C	0.999999994462137	1
YPL147W	0.99999985301825	1
YPL148C	0.999999994462247	1
YPL160W	1.00016103889614	1
YPL172C	0.999999996559616	1
YPL188W	0.99999989032639	1
YPL189W	1.00000000666127	1
YPL206C	0.999999994462243	1
YPL212C	0.999999853018465	1
YPL214C	0.999999994462208	1
YPL231W	1.00277058128023	1
YPL234C	0.999999994462369	1
YPL244C	1	1
YPL252C	0.999998953306284	1
YPL258C	0.999999994462158	1
YPL262W	1.00000139993758	1
YPL265W	1.00000046482128	1
YPL268W	0.999999994462282	1
YPL271W	1.00015845873867	1
YPL273W	0.999999994462272	1
YPL274W	0.999998489610122	1
YPR001W	1.00006220296469	1
YPR002W	0.999998488486057	1
YPR006C	1	1
YPR020W	1.00030370831505	1
YPR021C	0.999998482948716	1
YPR026W	0.999998482948565	1
YPR033C	1.00001494947223	1
YPR035W	1.000693272362	1
YPR036W	0.999998941107576	1
YPR047W	1	1
YPR060C	1.0000032156192	1
YPR062W	0.999999853018247	1
YPR069C	0.9999983788134	1
YPR074C	1.01627199908492	1
YPR081C	1.00021382134067	1
YPR113W	1.0001167032225	1
YPR121W	0.999998482948712	1
YPR128C	0.999998482948664	1
YPR138C	1.00000000000001	1
