genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage
YAL054C	Q01574	ACS1	79.13997	1	670.089389235278	2	0	3.78725673193718e-06	7.82703527448e-13
YPL262W	P08417	FUM1	53.15125	1	372.358500154722	2	5.30798257302305e-07	0.0015178712294978	5.30799122441078e-07
YJR095W		SFC1	NaN	1	232.838231497546	2	0	0	0
YJR051W	P21375	OSM1	55.06455	1	232.838220128318	2	0	0.00146545015167938	8.31948812620913e-07
YBR296C		PHO89	NaN	1	107.960395230482	2	0	0	0
YCR037C		PHO87	NaN	1	107.960395230482	2	0	0	0
YJL198W		PHO90	NaN	1	107.960395230482	2	0	0	0
YML123C		PHO84	NaN	1	107.960395230482	2	0	0	0
YNR013C		PHO91	NaN	1	107.960395230482	2	0	0	0
YKL085W	P17505	MDH1	35.64959	1	19.7808532994442	2	2.91221414242853e-06	0.00226517110577665	2.91246911370166e-06
YNR001C	P00890	CIT1	53.35945	2	19.7808532994442	2	0	3.92452190883663e-06	3.92450282164388e-06
YPR001W	P43635	CIT3	53.81073	1	19.7808532994442	2	0	3.92452190883685e-06	0
YCR053W	P16120	THR4	57.47349	2	16.0904354967694	2	4.16786990312094e-08	4.21351377151085e-08	4.21334324278026e-08
YDR158W	P13663	HOM2	39.54334	2	16.0904354967694	2	9.0571395948845e-07	9.05750619577662e-07	9.05713959488474e-07
YER052C	P10869	HOM3	58.10913	2	16.0904354967694	2	7.57287595803609e-07	7.57318248119902e-07	7.57287595803606e-07
YHR025W	P17423	THR1	38.71215	2	16.0904354967694	2	4.16786934244374e-06	4.21351378397307e-06	4.21334324278026e-06
YJR139C	P31116	HOM6	38.50163	2	16.0904354967694	2	7.61310158194996e-06	7.61340973330413e-06	7.61310158194999e-06
YLR153C	P52910	ACS2	75.49079	2	10.2681677058352	2	0	3.78725594923325e-06	3.78593238249394e-06
YPL061W	P54115	ALD6	54.41344	2	10.2681677058352	2	4.58435928494987e-06	1.07420594962691e-05	1.07383053711574e-05
YPR035W	P32288	GLN1	41.7656	2	6.65045802863564	2	1.07131211851155e-07	3.92017690347768e-06	3.06425466187971e-06
YLR027C	P23542	AAT2	46.05711	1	5.64188332662395	2	0	0.00175136765176892	3.10475055983193e-07
YBR221C	P32473	PDB1	40.0532	2	4.94319694675674	2	4.77668497291878e-06	5.74570510807299e-06	4.77786652494951e-06
YER178W	P16387	PDA1	46.34261	2	4.94319694675674	2	4.77668497291878e-06	5.74570510807299e-06	4.77786652494951e-06
YGR193C	P16451	PDX1	45.36125	2	4.94319694675674	2	4.77668497291878e-06	5.74570510807299e-06	4.77786652494951e-06
YNL071W	P12695	LAT1	51.81762	2	4.94319694675674	2	4.77668497291878e-06	5.74570510807299e-06	4.77786652494951e-06
YML120C	P32340	NDI1	57.24915	1	4.24156220855739	2	0	8.45788784779797e-05	2.32406102727541e-06
YGL080W		MPC1	NaN	1	3.36610847958677	2	0	0	0
YGR243W		MPC3	NaN	1	3.36610847958677	2	0	0	0
YHR162W		MPC2	NaN	1	3.36610847958677	2	0	0	0
YBR218C	P32327	PYC2	130.16549	1	3.26354954318415	2	0	3.19403683352045e-06	0
YGL062W	P11154	PYC1	130.09827	2	3.26354954318415	2	0	3.19403683351997e-06	3.19322734507325e-06
YGR087C	P26263	PDC6	61.57964	1	3.25434128269894	2	0	1.09249276034086e-06	0
YLR044C	P06169	PDC1	61.49468	2	3.25434128269894	2	0	4.67134785005069e-07	4.66565352705105e-07
YLR134W	P16467	PDC5	61.91138	1	3.25434128269894	2	0	1.09249276034056e-06	0
YAL038W	P00549	CDC19	54.54404	2	2.6121493291462	2	0	2.23583812590174e-06	2.23576571469476e-06
YOR347C	P52489	PYK2	55.19478	1	2.6121493291462	2	0	2.23583812590157e-06	0
YGR254W	P00924	ENO1	46.81564	1	2.43376481590052	2	0	0.00172495952864074	2.27272302459663e-06
YHR174W	P00925	ENO2	46.91368	1	2.43376481590052	2	0	0.00172135249160953	0
YKL152C	P00950	GPM1	27.60828	1	2.43376481590052	2	0	0.00292176782342311	0
YMR323W	P42222	ERR3	47.31216	1	2.43376481590052	2	0	0.00170685392743559	0
YOR393W	P0CX10	ERR1	47.32712	1	2.43376481590052	2	0	0.00170631655828499	0
YPL281C	P0CX11	ERR2	47.32712	1	2.43376481590052	2	0	0.00170631655828499	0
YOR283W	Q12040	YOR283W	26.17622	1	2.43376481590052	2	0	0.00308161775122827	6.27522814572101e-07
YNL036W	P53615	NCE103	24.85889	1	2.23728624877425	2	0	0.00324425523400924	2.12861938155239e-10
YDR226W	P07170	ADK1	24.2546	1	1.89279224294278	2	0	5.45142273960513e-06	0
YLR354C	P15019	TAL1	37.0359	1	1.34201286002096	2	0	0.00218107861995926	3.49914994283465e-06
YGR043C	P53228	NQM1	37.25314	1	1.34201286002096	2	0	0.00216836208693903	0
YDR050C	P00942	TPI1	26.79508	1	1.2957270759886	2	3.02508226719487e-08	0.00300985728858295	3.02524082997363e-08
YGR240C	P16861	PFK1	107.96906	1	1.28729618118175	2	0	4.08826118198832e-07	0
YKL060C	P14540	FBA1	39.62024	1	1.28729618118175	2	0	0.00203881380165607	0
YMR205C	P16862	PFK2	104.61673	2	1.28729618118175	2	4.08795392423468e-07	7.35199326051891e-07	7.35153009738293e-07
YCR012W	P00560	PGK1	44.73787	1	1.28461681097506	2	9.73937927746718e-07	0.00180366509260854	9.73962860033599e-07
YGR192C	P00359	TDH3	35.74626	1	1.28461681097506	2	0	0.00227416552409751	0
YJL052W	P00360	TDH1	35.74956	1	1.28461681097506	2	0	0.00227395562460755	1.80250291042036e-05
YJR009C	P00358	TDH2	35.84645	1	1.28461681097506	2	0	0.00226781498488126	0
YBR196C	P12709	PGI1	61.29832	1	1.26287321220581	2	3.91903400461513e-07	0.00131606650437136	3.91918068299338e-07
YER053C		PIC2	NaN	1	1.11467857327597	2	0	0	0
YJR077C		MIR1	NaN	1	1.11467857327597	2	0	0	0
YDR516C	Q04409	EMI2	55.92028	2	1.00066851503855	2	1.86167340245927e-07	2.16443802861466e-07	1.86178186178e-07
YER141W	P40086	COX15	54.65792	0	0.145891666666667	0	0	2.3847993981e-13	2.3847993981e-13
YBL039C	P28274	URA7	64.70953	0	0.133931198022575	0	0	2.20662034396556e-08	0
YJR103W	P38627	URA8	64.50989	0	0.133931198022575	0	0	2.20662034381957e-08	1.88718006386648e-08
YKR067W	P36148	GPT2	83.64407	0	0.130685366431911	0	3.5521008542169e-07	4.31737184517285e-06	4.22823774723501e-06
YER070W	P21524	RNR1	99.56021	0	0.0999653149815571	0	0	2.53442638263314e-07	0
YIL066C	P21672	RNR3	97.51369	0	0.0999653149815571	0	0	2.53442638263725e-07	0
YJL026W	P09938	RNR2	46.14681	0	0.0999653149815571	0	0	2.53442638263811e-07	0
YGR180C	P49723	RNR4	40.05407	0	0.0922238728192213	0	0	2.53442638265367e-07	5.49457267030006e-08
YDR503C	Q04396	LPP1	31.58604	0	0.0809035317277896	0	0	6.60244661323124e-10	4.9474106999704e-10
YOR095C	Q12189	RKI1	28.25777	0	0.0733084041231154	0	2.05865910800602e-07	0.00285423613072282	2.05865910800599e-07
YMR246W	P47912	FAA4	77.26612	0	0.0541139384447644	0	0	0.00104385587235002	5.06800172566954e-08
YOR317W	P30624	FAA1	77.86529	0	0.0450949498737266	0	0	0.00103582304593423	0
YLR058C	P37291	SHM2	52.21793	0	0.00435540657376407	0	1.7532516963491e-07	0.00154463942324122	1.76403978051291e-07
YCL040W	P17709	GLK1	55.37689	0	0	0	0	5.90533830230568e-11	0
YDL022W	Q00055	GPD1	42.8683	0	0	0	0	0.000114360918247487	0
YDL066W	P21954	IDP1	48.18986	0	0	0	0	1.73380011575551e-09	0
YDL085W	Q07500	NDE2	61.65854	0	0	0	0	7.29899358439049e-05	0
YDR148C	P19262	KGD2	50.43011	0	0	0	0	3.02971825638318e-06	0
YER081W	P40054	SER3	51.1927	0	0	0	0	2.60163022022528e-11	0
YFR053C	P04806	HXK1	53.73784	0	0	0	0	5.90590589353802e-11	0
YGL253W	P04807	HXK2	53.9419	0	0	0	0	1.2772040709963e-10	0
YGR110W	P53264	CLD1	52.04416	0	0	0	0	0	0
YGR202C	P13259	PCT1	49.40551	0	0	0	0	2.42975256539254e-10	0
YGR208W	P42941	SER2	34.20684	0	0	0	0	1.00635287159142e-11	0
YGR248W	P53315	SOL4	28.44737	0	0	0	0	1.04028141727476e-09	0
YGR256W	P53319	GND2	53.92235	0	0	0	0	2.85791457059403e-10	0
YHR002W		LEU5	NaN	0	0	0	0	0	0
YHR123W	P22140	EPT1	44.55926	0	0	0	0	1.3682956151771e-07	0
YHR163W	P38858	SOL3	27.78417	0	0	0	0	1.04028141705214e-09	0
YHR183W	P38720	GND1	53.54274	0	0	0	0	2.85791458079698e-10	0
YIL074C	P40510	SER33	51.18777	0	0	0	0	2.60163022696833e-11	0
YIL125W	P20967	KGD1	114.41496	0	0	0	0	3.02971825638318e-06	0
YLR133W	P20485	CKI1	66.31602	0	0	0	0	3.17295564303322e-09	0
YML059C	Q04958	NTE1	187.13107	0	0	0	0	1.52431228213149e-11	0
YMR145C	P40215	NDE1	62.77345	0	0	0	0	7.29170650787021e-05	0
YMR267W	P28239	PPA2	35.57213	0	0	0	0	9.33588573598042e-11	0
YNL130C	P17898	CPT1	44.82898	0	0	0	0	2.90002471838322e-05	0
YNL241C	P11412	ZWF1	57.5209	0	0	0	0	1.64393210420143e-11	0
YNR008W	P40345	LRO1	75.39242	0	-0	0	0	0.00106971878032189	0
YOR184W	P33330	SER1	43.41501	0	0	0	0	3.24941626613553e-09	0
YOR388C	Q08911	FDH1	41.7138	0	0	0	0	1.95751646188087e-10	0
YPL110C	Q02979	GDE1	138.01285	0	0	0	0	2.45161137828224e-11	0
YPR140W	Q06510	TAZ1	44.1872	0	0	0	0	0.00182515788321056	0
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	9.68990570428164e-09	0
