genes	enzymes	shortNames	MWs	actions	k_scores
YBR196C	P12709	PGI1	61.29832	1	1.16884059402957
YDR516C	Q04409	EMI2	55.92028	1	1.00067134051798
YER141W	P40086	COX15	54.65792	0	0.145891666666667
YBR221C	P32473	PDB1	40.0532	0	0.142081926315406
YER178W	P16387	PDA1	46.34261	0	0.142081926315406
YGR193C	P16451	PDX1	45.36125	0	0.142081926315406
YNL071W	P12695	LAT1	51.81762	0	0.142081926315406
YOL126C	P22133	MDH2	40.7305	0	0.138753086685641
YBL039C	P28274	URA7	64.70953	0	0.133931198022575
YJR103W	P38627	URA8	64.50989	0	0.133931198022575
YJR095W		SFC1	NaN	0	0.1258125
YHR002W		LEU5	NaN	0	0.1258125
YGL080W		MPC1	NaN	0	0.119102618071537
YGR243W		MPC3	NaN	0	0.119102618071537
YHR162W		MPC2	NaN	0	0.119102618071537
YCR048W	P25628	ARE1	71.61215	0	0.114117492005458
YDR503C	Q04396	LPP1	31.58604	0	0.107871341829191
YNR019W	P53629	ARE2	74.022	0	0.107676212120836
YOR222W		ODC2	NaN	0	0.100389600907664
YPL134C		ODC1	NaN	0	0.100389600907664
YPR021C		AGC1	NaN	0	0.097624001144424
YOR245C	Q08650	DGA1	47.71075	0	0.0852643181812546
YER069W	Q01217	ARG5,6	94.86823	0	0.0753127384427565
YMR062C	Q04728	ARG7	47.84821	0	0.0753127384427565
YOL140W	P18544	ARG8	46.68082	0	0.0753127384427565
YOR130C		ORT1	NaN	0	0.0753127384427565
YER053C		PIC2	NaN	0	0.070694217074479
YJR077C		MIR1	NaN	0	0.070694217074479
YKL085W	P17505	MDH1	35.64959	0	0.0594608909188926
YAL062W	P39708	GDH3	49.62653	0	0.0536501174453011
YOR375C	P07262	GDH1	49.56931	0	0.0536501174453011
YLR295C	Q12349	ATP14	14.12765	0	0.0525480669544604
YOL077W-A	P81451	ATP19	7.53367	0	0.0525480669544603
Q0080	P00856	ATP8	5.82221	0	0.0525480669544603
Q0085	P00854	ATP6	29.09876	0	0.0525480669544603
Q0130	P61829	OLI1	7.75937	0	0.0525480669544603
YBL099W	P07251	ATP1	58.60746	0	0.0525480669544603
YBR039W	P38077	ATP3	34.35021	0	0.0525480669544603
YDL004W	Q12165	ATP16	17.02022	0	0.0525480669544603
YDR298C	P09457	ATP5	22.81414	0	0.0525480669544603
YDR322C-A	P81449	TIM11	10.87534	0	0.0525480669544603
YDR377W	Q06405	ATP17	11.312	0	0.0525480669544603
YJR121W	P00830	ATP2	54.7932	0	0.0525480669544603
YKL016C	P30902	ATP7	19.80938	0	0.0525480669544603
YML081C-A	P81450	ATP18	6.68769	0	0.0525480669544603
YPL078C	P05626	ATP4	26.92481	0	0.0525480669544603
YPL271W	P21306	ATP15	6.7425	0	0.0525480669544603
YPR020W	Q12233	ATP20	12.92094	0	0.0525480669544603
YML120C	P32340	NDI1	57.24915	0	0.0427210911876523
YFL018C	P09624	LPD1	54.00934	0	0.0383277912404688
YGR208W	P42941	SER2	34.20684	0	0.014031464787971
YER081W	P40054	SER3	51.1927	0	0.014031464787971
YIL074C	P40510	SER33	51.18777	0	0.014031464787971
YOR184W	P33330	SER1	43.41501	0	0.014031464787971
YLR058C	P37291	SHM2	52.21793	0	0.00447722515586604
YGR204W	P07245	ADE3	102.20412	0	0.00176964418511247
YBR263W	P37292	SHM1	53.68589	0	0.000112011793321234
YAL044C	P39726	GCV3	18.79276	0	5.60058439836296e-05
YDR019C	P48015	GCV1	44.46849	0	5.60058439836296e-05
YMR189W	P49095	GCV2	114.45033	0	5.60058439836296e-05
YCL040W	P17709	GLK1	55.37689	0	0
YDL066W	P21954	IDP1	48.18986	0	0
YDR148C	P19262	KGD2	50.43011	0	0
YER070W	P21524	RNR1	99.56021	0	0
YFR053C	P04806	HXK1	53.73784	0	0
YGL253W	P04807	HXK2	53.9419	0	0
YGR180C	P49723	RNR4	40.05407	0	0
YIL066C	P21672	RNR3	97.51369	0	0
YIL125W	P20967	KGD1	114.41496	0	0
YJL026W	P09938	RNR2	46.14681	0	0
YLR438W	P07991	CAR2	46.08557	0	0
YMR246W	P47912	FAA4	77.26612	0	0
YMR267W	P28239	PPA2	35.57213	0	0
YOR317W	P30624	FAA1	77.86529	0	0
YOR388C	Q08911	FDH1	41.7138	0	0
YLR446W	Q06204	YLR446W	48.96875	0	0
