genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YJR095W		SFC1	NaN	0	0.27783		0	NaN	NaN	NaN
YKL085W	P17505	MDH1	35.64959	0	0.277692209962407	essential	0	7.85353541835232e-08	8.12210505754972e-08	7.8632445298453e-08
YOR222W		ODC2	NaN	0	0.26526130671434		0	NaN	NaN	NaN
YPL134C		ODC1	NaN	0	0.26526130671434		0	NaN	NaN	NaN
YMR267W	P28239	PPA2	35.57213	0	0.262048283122124	tightly_const	0	4.3222937697769e-07	4.32961444448982e-07	4.32880659036145e-07
YBL039C	P28274	URA7	64.70953	0	0.258201785040243	subOpt_isoenz	0	0	3.67526209575082e-08	0
YJR103W	P38627	URA8	64.50989	0	0.258201785040243	opt_isoenz	0	0	3.67858408275505e-08	3.6382356641098e-08
YDL066W	P21954	IDP1	48.18986	0	0.25578	tightly_const	0	3.94158503989729e-07	3.96310323853816e-07	3.95411741460679e-07
YOL126C	P22133	MDH2	40.7305	0	0.252533868071953	essential	0	1.43539370957755e-09	3.70146221481856e-09	1.43577083588763e-09
YKL029C	P36013	MAE1	74.37529	0	0.21743441217227	essential	0	1.76542344963531e-08	1.79078383850229e-08	1.76556702474977e-08
YDL085W	Q07500	NDE2	61.65854	0	0.211763835819225	essential	0	8.93979244751924e-07	9.82211821342695e-07	9.78331737535698e-07
YMR145C	P40215	NDE1	62.77345	0	0.211763835819225	subOpt_isoenz	0	0	8.29031910744563e-08	0
YDR503C	Q04396	LPP1	31.58604	0	0.207961799832517	essential	0	9.38020028467374e-10	1.13078531264521e-09	9.53795898879539e-10
YLR395C	P04039	COX8	8.90656	0	0.192132594206986	tightly_const	0	3.14198614391679e-06	3.14673164080692e-06	3.14668106835621e-06
Q0045	P00401	COX1	58.79755	0	0.192132594206986	tightly_const	0	1.57100457856294e-06	1.5733269813855e-06	1.57334249818027e-06
Q0250	P00410	COX2	28.5669	0	0.192132594206986	tightly_const	0	1.57100457856294e-06	1.5733269813855e-06	1.57334249818027e-06
Q0275	P00420	COX3	30.35941	0	0.192132594206986	tightly_const	0	1.57100457856294e-06	1.5733269813855e-06	1.57334249818027e-06
YDL067C	P07255	COX9	6.96313	0	0.192132594206986	tightly_const	0	1.57100457856294e-06	1.5733269813855e-06	1.57334249818027e-06
YGL187C	P04037	COX4	17.1424	0	0.192132594206986	tightly_const	0	1.57121908450758e-06	1.57332698138956e-06	1.57334249818027e-06
YGL191W	P32799	COX13	15.02097	0	0.192132594206986	tightly_const	0	1.57121908450758e-06	1.57332698138956e-06	1.57334249818027e-06
YHR051W	P00427	COX6	17.34139	0	0.192132594206986	tightly_const	0	1.57121908450758e-06	1.57332698138956e-06	1.57334249818027e-06
YIL111W	P00425	COX5B	17.1965	0	0.192132594206986	tightly_const	0	1.57121908450758e-06	1.57332698138956e-06	1.57334249818027e-06
YLR038C	Q01519	COX12	9.78778	0	0.192132594206986	tightly_const	0	1.57121908450758e-06	1.57332698138956e-06	1.57334249818027e-06
YMR256C	P10174	COX7	6.9323	0	0.192132594206986	tightly_const	0	1.57121908450758e-06	1.57332698138956e-06	1.57334249818027e-06
Q0105	P00163	COB	43.65549	0	0.190840470242425	tightly_const	0	4.95222673109897e-06	4.95968673858456e-06	4.95959647920925e-06
YBL045C	P07256	COR1	50.22724	0	0.190840470242425	tightly_const	0	4.95222673109897e-06	4.95968673858456e-06	4.95959647920925e-06
YDR529C	P00128	QCR7	14.56466	0	0.190840470242425	tightly_const	0	4.95222673109897e-06	4.95968673858456e-06	4.95959647920925e-06
YEL024W	P08067	RIP1	23.36479	0	0.190840470242425	tightly_const	0	4.95222673109897e-06	4.95968673858456e-06	4.95959647920925e-06
YFR033C	P00127	QCR6	17.25682	0	0.190840470242425	tightly_const	0	4.95222673109897e-06	4.95968673858456e-06	4.95959647920925e-06
YGR183C	P22289	QCR9	7.47622	0	0.190840470242425	tightly_const	0	4.95222673109897e-06	4.95968673858456e-06	4.95959647920925e-06
YHR001W-A	P37299	QCR10	8.59285	0	0.190840470242425	tightly_const	0	4.95222673109897e-06	4.95968673858456e-06	4.95959647920925e-06
YJL166W	P08525	QCR8	10.97437	0	0.190840470242425	tightly_const	0	4.95222673109897e-06	4.95968673858456e-06	4.95959647920925e-06
YOR065W	P07143	CYT1	34.05423	0	0.190840470242425	tightly_const	0	4.95222673109897e-06	4.95968673858456e-06	4.95959647920925e-06
YPR191W	P07257	QCR2	40.47764	0	0.190840470242425	tightly_const	0	4.95222673109897e-06	4.95968673858456e-06	4.95959647920925e-06
YPR021C		AGC1	NaN	0	0.188206271058759		0	NaN	NaN	NaN
Q0080	P00856	ATP8	5.82221	0	0.182168352576167	tightly_const	0	6.01614330162704e-06	6.02483555045478e-06	6.02473080456321e-06
Q0085	P00854	ATP6	29.09876	0	0.182168352576167	tightly_const	0	6.01614330162704e-06	6.02483555045478e-06	6.02473080456321e-06
Q0130	P61829	OLI1	7.75937	0	0.182168352576167	tightly_const	0	6.01614154547033e-05	6.02483555045532e-05	6.02473080456321e-05
YBL099W	P07251	ATP1	58.60746	0	0.182168352576167	tightly_const	0	1.85136706273646e-06	1.85375046347889e-06	1.85376792923866e-06
YBR039W	P38077	ATP3	34.35021	0	0.182168352576167	tightly_const	0	6.01614330162704e-06	6.02483555045478e-06	6.02473080456321e-06
YDL004W	Q12165	ATP16	17.02022	0	0.182168352576167	tightly_const	0	6.01614330162704e-06	6.02483555045478e-06	6.02473080456321e-06
YDR298C	P09457	ATP5	22.81414	0	0.182168352576167	tightly_const	0	6.01614330162704e-06	6.02483555045478e-06	6.02473080456321e-06
YDR322C-A	P81449	TIM11	10.87534	0	0.182168352576167	tightly_const	0	6.01614330162704e-06	6.02483555045478e-06	6.02473080456321e-06
YDR377W	Q06405	ATP17	11.312	0	0.182168352576167	tightly_const	0	6.01616170761389e-06	6.02483555045478e-06	6.02473080456321e-06
YJR121W	P00830	ATP2	54.7932	0	0.182168352576167	tightly_const	0	1.85136706273646e-06	1.85375046347889e-06	1.85376792923866e-06
YKL016C	P30902	ATP7	19.80938	0	0.182168352576167	tightly_const	0	6.01614330162704e-06	6.02483555045478e-06	6.02473080456321e-06
YLR295C	Q12349	ATP14	14.12765	0	0.182168352576167	tightly_const	0	6.01616170761389e-06	6.02483555045478e-06	6.02473080456321e-06
YML081C-A	P81450	ATP18	6.68769	0	0.182168352576167	tightly_const	0	6.01616170761389e-06	6.02483555045478e-06	6.02473080456321e-06
YPL078C	P05626	ATP4	26.92481	0	0.182168352576167	tightly_const	0	6.01614330162704e-06	6.02483555045478e-06	6.02473080456321e-06
YPL271W	P21306	ATP15	6.7425	0	0.182168352576167	tightly_const	0	6.01614330162704e-06	6.02483555045478e-06	6.02473080456321e-06
YPR020W	Q12233	ATP20	12.92094	0	0.182168352576167	tightly_const	0	6.01614330162704e-06	6.02483555045478e-06	6.02473080456321e-06
YOL077W-A	P81451	ATP19	7.53367	0	0.182168352576167	tightly_const	0	6.01614330162704e-06	6.02483555045478e-06	6.02473080456321e-06
YER053C		PIC2	NaN	0	0.151935717489307		0	NaN	NaN	NaN
YJR077C		MIR1	NaN	0	0.151935717489307		0	NaN	NaN	NaN
YER069W	Q01217	ARG5,6	94.86823	0	0.145193082637183	tightly_const	0	6.13386334976688e-07	6.13804828147429e-07	6.13386334976688e-07
YMR062C	Q04728	ARG7	47.84821	0	0.145193082637183	essential	0	1.34604081816388e-07	1.36532738331962e-07	1.34604081816388e-07
YOL140W	P18544	ARG8	46.68082	0	0.145193082637183	tightly_const	0	1.52357004126829e-06	1.5246294253819e-06	1.52357004126829e-06
YOR130C		ORT1	NaN	0	0.145193082637183		0	NaN	NaN	NaN
YAL062W	P39708	GDH3	49.62653	0	0.125471634240607	subOpt_isoenz	0	0	1.34297700299215e-06	0
YOR375C	P07262	GDH1	49.56931	0	0.125471634240607	opt_isoenz_tight	0	0	1.3433357146157e-06	1.34291103085369e-06
YML120C	P32340	NDI1	57.24915	0	0.120882496968095	essential	0	1.07474048992039e-07	1.13720010587669e-07	1.12781451892506e-07
YFL018C	P09624	LPD1	54.00934	0	0.0983170699188802	tightly_const	0	5.13197966058468e-07	5.13855031573029e-07	5.13397728710859e-07
YER081W	P40054	SER3	51.1927	0	0.0284390442277275	subOpt_isoenz	0	0	2.98342486235144e-08	0
YGR208W	P42941	SER2	34.20684	0	0.0284390442277275	tightly_const	0	1.1525973584439e-08	1.15403724777512e-08	1.15275304899371e-08
YOR184W	P33330	SER1	43.41501	0	0.0284390442277275	tightly_const	0	3.71826966862203e-06	3.72627485926351e-06	3.72212830537608e-06
YIL074C	P40510	SER33	51.18777	0	0.0284390442277275	opt_isoenz_tight	0	0	2.9832612759672e-08	2.980104943018e-08
YLR058C	P37291	SHM2	52.21793	0	0.00910672787501257	tightly_const	0	3.67825001355635e-07	3.70579997940911e-07	3.68844031318305e-07
YDR148C	P19262	KGD2	50.43011	0	0	subOpt_isoenz	0	0	3.94452573995103e-10	0
YER070W	P21524	RNR1	99.56021	0	0	subOpt_isoenz	0	0	9.41415097381269e-10	0
YGR180C	P49723	RNR4	40.05407	0	0	subOpt_isoenz	0	0	2.38924536092578e-09	0
YIL066C	P21672	RNR3	97.51369	0	0	subOpt_isoenz	0	0	9.5994663746675e-10	0
YIL125W	P20967	KGD1	114.41496	0	0	subOpt_isoenz	0	0	3.94452573995103e-10	0
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	1.68761377218422e-11	0
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.27020005359342e-09	0
YOR317W	P30624	FAA1	77.86529	0	0	subOpt_isoenz	0	0	1.25980974839823e-09	0
YOR388C	Q08911	FDH1	41.7138	0	0	subOpt_isoenz	0	0	1.61236773035819e-09	0
