genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YER070W	P21524	RNR1	99.56021	0	0.272381987158461	subOpt_isoenz	0	0	4.87318336381284e-07	0	0	24	8	2	0.999999999999899	0.99999999999988
YIL066C	P21672	RNR3	97.51369	0	0.272381987158461	subOpt_isoenz	0	0	4.87318336379182e-07	0	0	24	8	2	0.999999999999898	0.999999999999879
YJL026W	P09938	RNR2	46.14681	0	0.272381987158461	subOpt_isoenz	0	0	4.87318336381882e-07	0	0	24	8	2	1	0.99999999999997
YDL052C	P33333	SLC1	33.88654	0	0.228342936494218	subOpt_isoenz	0	0	2.98788349903163e-06	0	1	28	0	2	0.999999999999957	0.999999999999949
YNR019W	P53629	ARE2	74.022	0	0.207585615540754	subOpt_isoenz	0	0	0.00105396151591298	0	1	84	0	2	0.999999999999964	0.999999999999964
YOR245C	Q08650	DGA1	47.71075	0	0.164378423311132	subOpt_isoenz	0	0	1.03375655247733e-07	0	1	122	0	2	0.99999999999995	0.999999999999941
YBR263W	P37292	SHM1	53.68589	0	0	subOpt_isoenz	0	0	0.00145319977655754	0	1	5	0	2	0.999999999999897	0.999999999999879
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	8.92876078910813e-07	0	1	6	0	2	0.999999999999978	0.999999999999944
YDL066W	P21954	IDP1	48.18986	0	0	subOpt_isoenz	0	0	5.18238367747965e-10	0	1	5	0	2	0.999999999999944	0.999999999999939
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	0.000146495477080594	0	1	20	0	2	0.999999999999966	0.999999999999963
YBL015W	P32316	ACH1	58.71137	1	1000	opt_isoenz	2	0	0.00132881076697164	1.29694759407445e-11	1	7	0	3	1.00000024447984	1.00000029687599
YJR069C	P47119	HAM1	22.09268	1	1000	opt_isoenz	2	0	0.00353131758723537	1.61588946740092e-11	1	16	0	3	1.00000111563258	1.00000135473166
YAL054C	Q01574	ACS1	79.13997	1	668.164412687134	opt_isoenz	2	0	1.15379534811708e-06	1.50894975127779e-12	1	13	0	3	0.99988994413159	1.00973407138662
YKL060C	P14540	FBA1	39.62024	1	667.081989892303	opt_isoenz	2	0	0.0019721984914067	9.37164891621776e-10	1	7	0	3	0.999999999999957	0.999999999999951
YJR051W	P21375	OSM1	55.06455	1	41.440424313439	opt_isoenz	2	0	0.00141685731230094	4.2625221417944e-08	1	5	0	3	1.00003391955641	1.00004118938629
YHR137W	P38840	ARO9	58.52706	1	7.99896009213963	opt_isoenz	2	0	0.00133302307592634	2.7939237067827e-08	1	13	0	3	1.00010557613329	1.00012820577216
YLR027C	P23542	AAT2	46.05711	1	3.81064050530961	opt_isoenz	2	0	0.0016940624305499	1.57736501015071e-07	1	14	0	3	1.00233675356874	1.00283898086987
YNL036W	P53615	NCE103	24.85889	1	1.67333597011366	opt_isoenz	2	0	0.0031383665287895	1.41189147914437e-10	1	4	0	3	0.999999999999999	1
YLR354C	P15019	TAL1	37.0359	1	1.29889180660417	opt_isoenz	2	0	0.00210981503539084	3.30894107146683e-06	0	6	5	3	1.04758977489625	1.12097586755599
YJL052W	P00360	TDH1	35.74956	1	1.24048225370576	opt_isoenz	2	0	0.00219927409217446	1.69745974062771e-05	0	8	6	3	1.46525135971406	1.69439188764307
YGL080W		MPC1	NaN	0	0.0225101664654932		0	NaN	NaN	NaN	0	4	9	3	0.999999999999987	0.999999999999941
YGR243W		MPC3	NaN	0	0.0225101664654932		0	NaN	NaN	NaN	0	4	9	3	1	1
YHR162W		MPC2	NaN	0	0.0225101664654932		0	NaN	NaN	NaN	0	4	9	3	1	1
YAL044C	P39726	GCV3	18.79276	0	0	subOpt_isoenz	0	0	3.38047720650585e-12	0	0	18	10	3	0.999999999999994	0.999999999999996
YDR019C	P48015	GCV1	44.46849	0	0	subOpt_isoenz	0	0	3.38047720650585e-12	0	0	18	10	3	0.999999999999994	0.999999999999996
YDR148C	P19262	KGD2	50.43011	0	0	subOpt_isoenz	0	0	1.33032032332268e-10	0	0	11	12	3	0.999999999999961	0.999999999999921
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	8.9287607891053e-07	0	0	12	13	3	0.999999999999975	0.99999999999997
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	1.93092301577702e-06	0	0	12	13	3	0.999999999999999	0.99999999999997
YGR087C	P26263	PDC6	61.57964	0	0	subOpt_isoenz	0	0	3.9007236642514e-11	0	0	17	14	3	0.999999999999974	0.999999999999974
YGR248W	P53315	SOL4	28.44737	0	0	subOpt_isoenz	0	0	7.25534655688738e-10	0	0	5	15	3	0.999999999999958	0.999999999999949
YGR256W	P53319	GND2	53.92235	0	0	subOpt_isoenz	0	0	1.99322611210173e-10	0	0	6	16	3	1.00000000000005	1.00000000000007
YHR163W	P38858	SOL3	27.78417	0	0	subOpt_isoenz	0	0	7.25534654978079e-10	0	0	5	15	3	1.16617020998079	1.26054149768334
YHR183W	P38720	GND1	53.54274	0	0	subOpt_isoenz	0	0	1.99322609161179e-10	0	0	6	16	3	1.11279253528675	1.1403588097875
YIL125W	P20967	KGD1	114.41496	0	0	subOpt_isoenz	0	0	1.33032032332268e-10	0	0	11	12	3	0.999999999999961	0.999999999999921
YLR134W	P16467	PDC5	61.91138	0	0	subOpt_isoenz	0	0	3.90072364811038e-11	0	0	17	14	3	0.99999999999992	0.999999999999911
YMR189W	P49095	GCV2	114.45033	0	0	subOpt_isoenz	0	0	3.38047720650585e-12	0	0	18	10	3	0.999999999999994	0.999999999999996
