genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YPL061W	P54115	ALD6	54.41344	2	4.4932380614019	tightly_const	2	3.27203668638646e-06	3.27236647558135e-06	3.27225654584914e-06	1	8	0	1
YKL085W	P17505	MDH1	35.64959	1	3.76378086193795	essential	2	2.19233748797199e-07	0.00218864049007253	2.19309960521762e-07	1	5	0	1
YOR184W	P33330	SER1	43.41501	2	1.75634807140548	tightly_const	2	0.000143921832597531	0.000143925172170031	0.000143923775119237	1	4	0	1
YGR208W	P42941	SER2	34.20684	2	1.75634807140548	tightly_const	2	4.45729748498896e-07	4.45740089561336e-07	4.45735764540287e-07	1	4	0	1
YDR050C	P00942	TPI1	26.79508	1	1.25317201691984	essential	2	2.85687136100879e-08	0.0029116183634186	2.85689217214267e-08	1	2	0	1
YCR012W	P00560	PGK1	44.73787	1	1.24048225370576	essential	2	9.17199418588099e-07	0.00174477061909453	9.17203924729366e-07	1	4	0	1
YBR196C	P12709	PGI1	61.29832	1	1.23864263999343	essential	2	3.79290525367738e-07	0.0012731117262931	3.79301117105948e-07	1	2	0	1
YDR516C	Q04409	EMI2	55.92028	2	1.00066848171674	essential	2	2.22053009012918e-08	1.86180431412892e-07	1.86178000000186e-07	1	4	0	1
YAR035W	P80235	YAT1	77.76483	2	1000	opt_isoenz_tight	2	0	1.77481209552611e-07	1.77313271805375e-07	0	5	1	2
YDL171C	Q12680	GLT1	238.09944	2	1000	opt_isoenz_tight	2	0	3.05056413956587e-06	3.05034812879728e-06	1	6	0	2
YOR108W	Q12166	LEU9	67.19951	2	1000	opt_isoenz_tight	2	0	3.15867129440029e-07	3.15857912994073e-07	1	7	0	2
YLR153C	P52910	ACS2	75.49079	2	4.4932380614019	opt_isoenz_tight	2	0	1.15379383916846e-06	1.15367756760141e-06	1	13	0	2
YNR001C	P00890	CIT1	53.35945	2	3.76378086193795	opt_isoenz_tight	2	0	2.95542132314718e-07	2.95516458812625e-07	1	7	0	2
YGL062W	P11154	PYC1	130.09827	2	2.35233213944238	opt_isoenz_tight	2	0	1.93919600823725e-06	1.93895416352475e-06	0	8	3	2
YIL074C	P40510	SER33	51.18777	2	1.75634807140548	opt_isoenz_tight	2	0	1.15233028477059e-06	1.15231909934742e-06	0	6	4	2
YBL039C	P28274	URA7	64.70953	0	0.286103201319345	subOpt_isoenz	0	0	4.15993107793844e-08	0	0	12	7	2
YER070W	P21524	RNR1	99.56021	0	0.272381987158461	subOpt_isoenz	0	0	4.87318336381284e-07	0	0	24	8	2
YIL066C	P21672	RNR3	97.51369	0	0.272381987158461	subOpt_isoenz	0	0	4.87318336379182e-07	0	0	24	8	2
YJL026W	P09938	RNR2	46.14681	0	0.272381987158461	subOpt_isoenz	0	0	4.87318336381882e-07	0	0	24	8	2
YDL052C	P33333	SLC1	33.88654	0	0.228342936494218	subOpt_isoenz	0	0	2.98788349903163e-06	0	1	28	0	2
YNR019W	P53629	ARE2	74.022	0	0.207585615540754	subOpt_isoenz	0	0	0.00105396151591298	0	1	84	0	2
YOR245C	Q08650	DGA1	47.71075	0	0.164378423311132	subOpt_isoenz	0	0	1.03375655247733e-07	0	1	122	0	2
YBR263W	P37292	SHM1	53.68589	0	0	subOpt_isoenz	0	0	0.00145319977655754	0	1	5	0	2
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	8.92876078910813e-07	0	1	6	0	2
YDL066W	P21954	IDP1	48.18986	0	0	subOpt_isoenz	0	0	5.18238367747965e-10	0	1	5	0	2
YFL018C	P09624	LPD1	54.00934	0	0	subOpt_isoenz	0	0	1.33032034497039e-10	0	1	24	0	2
YNL241C	P11412	ZWF1	57.5209	0	0	subOpt_isoenz	0	0	1.14654525463422e-11	0	1	5	0	2
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	0.000146495477080594	0	1	20	0	2
YBL015W	P32316	ACH1	58.71137	1	1000	opt_isoenz	2	0	0.00132881076697164	1.29694759407445e-11	1	7	0	3
YJR069C	P47119	HAM1	22.09268	1	1000	opt_isoenz	2	0	0.00353131758723537	1.61588946740092e-11	1	16	0	3
YAL054C	Q01574	ACS1	79.13997	1	668.164412687134	opt_isoenz	2	0	1.15379534811708e-06	1.50894975127779e-12	1	13	0	3
YKL060C	P14540	FBA1	39.62024	1	667.081989892303	opt_isoenz	2	0	0.0019721984914067	9.37164891621776e-10	1	7	0	3
YJR051W	P21375	OSM1	55.06455	1	41.440424313439	opt_isoenz	2	0	0.00141685731230094	4.2625221417944e-08	1	5	0	3
YHR137W	P38840	ARO9	58.52706	1	7.99896009213963	opt_isoenz	2	0	0.00133302307592634	2.7939237067827e-08	1	13	0	3
YLR027C	P23542	AAT2	46.05711	1	3.81064050530961	opt_isoenz	2	0	0.0016940624305499	1.57736501015071e-07	1	14	0	3
YNL036W	P53615	NCE103	24.85889	1	1.67333597011366	opt_isoenz	2	0	0.0031383665287895	1.41189147914437e-10	1	4	0	3
YLR354C	P15019	TAL1	37.0359	1	1.29889180660417	opt_isoenz	2	0	0.00210981503539084	3.30894107146683e-06	0	6	5	3
YJL052W	P00360	TDH1	35.74956	1	1.24048225370576	opt_isoenz	2	0	0.00219927409217446	1.69745974062771e-05	0	8	6	3
YGL080W		MPC1	NaN	0	0.0225101664654932		0	NaN	NaN	NaN	0	4	9	3
YGR243W		MPC3	NaN	0	0.0225101664654932		0	NaN	NaN	NaN	0	4	9	3
YHR162W		MPC2	NaN	0	0.0225101664654932		0	NaN	NaN	NaN	0	4	9	3
YAL044C	P39726	GCV3	18.79276	0	0	subOpt_isoenz	0	0	3.38047720650585e-12	0	0	18	10	3
YBR221C	P32473	PDB1	40.0532	0	0	subOpt_isoenz	0	0	5.18979892147456e-11	0	0	6	11	3
YDR019C	P48015	GCV1	44.46849	0	0	subOpt_isoenz	0	0	3.38047720650585e-12	0	0	18	10	3
YDR148C	P19262	KGD2	50.43011	0	0	subOpt_isoenz	0	0	1.33032032332268e-10	0	0	11	12	3
YER178W	P16387	PDA1	46.34261	0	0	subOpt_isoenz	0	0	5.18979892147456e-11	0	0	6	11	3
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	8.9287607891053e-07	0	0	12	13	3
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	1.93092301577702e-06	0	0	12	13	3
YGR087C	P26263	PDC6	61.57964	0	0	subOpt_isoenz	0	0	3.9007236642514e-11	0	0	17	14	3
YGR193C	P16451	PDX1	45.36125	0	0	subOpt_isoenz	0	0	5.18979892147456e-11	0	0	6	11	3
YGR248W	P53315	SOL4	28.44737	0	0	subOpt_isoenz	0	0	7.25534655688738e-10	0	0	5	15	3
YGR256W	P53319	GND2	53.92235	0	0	subOpt_isoenz	0	0	1.99322611210173e-10	0	0	6	16	3
YHR163W	P38858	SOL3	27.78417	0	0	subOpt_isoenz	0	0	7.25534654978079e-10	0	0	5	15	3
YHR183W	P38720	GND1	53.54274	0	0	subOpt_isoenz	0	0	1.99322609161179e-10	0	0	6	16	3
YIL125W	P20967	KGD1	114.41496	0	0	subOpt_isoenz	0	0	1.33032032332268e-10	0	0	11	12	3
YLR044C	P06169	PDC1	61.49468	0	0	subOpt_isoenz	0	0	1.66789546418755e-11	0	0	17	14	3
YLR134W	P16467	PDC5	61.91138	0	0	subOpt_isoenz	0	0	3.90072364811038e-11	0	0	17	14	3
YMR189W	P49095	GCV2	114.45033	0	0	subOpt_isoenz	0	0	3.38047720650585e-12	0	0	18	10	3
YNL071W	P12695	LAT1	51.81762	0	0	subOpt_isoenz	0	0	5.18979892147456e-11	0	0	6	11	3
