genes	enzymes	shortNames	MWs	actions	k_scores
YJR105W	P47143	ADO1	36.37191	0	0.293827460547136
YDR502C	P19358	SAM2	42.2555	0	0.293827460547136
YLR180W	P10659	SAM1	41.81793	0	0.293827460547136
YBR221C	P32473	PDB1	40.0532	0	0.287687053462434
YER178W	P16387	PDA1	46.34261	0	0.287687053462434
YGR193C	P16451	PDX1	45.36125	0	0.287687053462434
YNL071W	P12695	LAT1	51.81762	0	0.287687053462434
YLL052C		AQY2	NaN	0	0.286257135173946
YPR192W		AQY1	NaN	0	0.286257135173946
YNL036W	P53615	NCE103	24.85889	0	0.282982422880138
YJR095W		SFC1	NaN	0	0.27783
YHR002W		LEU5	NaN	0	0.27783
YGL062W	P11154	PYC1	130.09827	0	0.277558868097422
YBR218C	P32327	PYC2	130.16549	0	0.277558868097411
YKL085W	P17505	MDH1	35.64959	0	0.275586819039767
YDL066W	P21954	IDP1	48.18986	0	0.272096032831249
YOR222W		ODC2	NaN	0	0.260789689245309
YPL134C		ODC1	NaN	0	0.260789689245309
YBL039C	P28274	URA7	64.70953	0	0.258201785040243
YJR103W	P38627	URA8	64.50989	0	0.258201785040243
YMR267W	P28239	PPA2	35.57213	0	0.257717649925199
YOL126C	P22133	MDH2	40.7305	0	0.238125157759872
YDL085W	Q07500	NDE2	61.65854	0	0.212918031345334
YMR145C	P40215	NDE1	62.77345	0	0.212918031345334
YDR503C	Q04396	LPP1	31.58604	0	0.207961799898501
Q0045	P00401	COX1	58.79755	0	0.189339708517009
Q0250	P00410	COX2	28.5669	0	0.189339708517009
Q0275	P00420	COX3	30.35941	0	0.189339708517009
YDL067C	P07255	COX9	6.96313	0	0.189339708517009
YGL187C	P04037	COX4	17.1424	0	0.189339708517009
YGL191W	P32799	COX13	15.02097	0	0.189339708517009
YHR051W	P00427	COX6	17.34139	0	0.189339708517009
YIL111W	P00425	COX5B	17.1965	0	0.189339708517009
YLR038C	Q01519	COX12	9.78778	0	0.189339708517009
YLR395C	P04039	COX8	8.90656	0	0.189339708517009
YMR256C	P10174	COX7	6.9323	0	0.189339708517009
YPR021C		AGC1	NaN	0	0.188206271058758
Q0105	P00163	COB	43.65549	0	0.187980290883752
YBL045C	P07256	COR1	50.22724	0	0.187980290883752
YDR529C	P00128	QCR7	14.56466	0	0.187980290883752
YEL024W	P08067	RIP1	23.36479	0	0.187980290883752
YFR033C	P00127	QCR6	17.25682	0	0.187980290883752
YGR183C	P22289	QCR9	7.47622	0	0.187980290883752
YHR001W-A	P37299	QCR10	8.59285	0	0.187980290883752
YJL166W	P08525	QCR8	10.97437	0	0.187980290883752
YOR065W	P07143	CYT1	34.05423	0	0.187980290883752
YPR191W	P07257	QCR2	40.47764	0	0.187980290883752
Q0080	P00856	ATP8	5.82221	0	0.181003322888777
Q0085	P00854	ATP6	29.09876	0	0.181003322888777
Q0130	P61829	OLI1	7.75937	0	0.181003322888777
YBL099W	P07251	ATP1	58.60746	0	0.181003322888777
YBR039W	P38077	ATP3	34.35021	0	0.181003322888777
YDL004W	Q12165	ATP16	17.02022	0	0.181003322888777
YDR298C	P09457	ATP5	22.81414	0	0.181003322888777
YDR322C-A	P81449	TIM11	10.87534	0	0.181003322888777
YDR377W	Q06405	ATP17	11.312	0	0.181003322888777
YJR121W	P00830	ATP2	54.7932	0	0.181003322888777
YKL016C	P30902	ATP7	19.80938	0	0.181003322888777
YLR295C	Q12349	ATP14	14.12765	0	0.181003322888777
YML081C-A	P81450	ATP18	6.68769	0	0.181003322888777
YPL078C	P05626	ATP4	26.92481	0	0.181003322888777
YPL271W	P21306	ATP15	6.7425	0	0.181003322888777
YPR020W	Q12233	ATP20	12.92094	0	0.181003322888777
YOL077W-A	P81451	ATP19	7.53367	0	0.181003322888777
YKL029C	P36013	MAE1	74.37529	0	0.179690657982855
YER053C		PIC2	NaN	0	0.151581613761252
YJR077C		MIR1	NaN	0	0.151581613761252
YER069W	Q01217	ARG5,6	94.86823	0	0.145193082637183
YMR062C	Q04728	ARG7	47.84821	0	0.145193082637183
YOL140W	P18544	ARG8	46.68082	0	0.145193082637183
YOR130C		ORT1	NaN	0	0.145193082637183
YAL062W	P39708	GDH3	49.62653	0	0.126197633644307
YOR375C	P07262	GDH1	49.56931	0	0.126197633644307
YML120C	P32340	NDI1	57.24915	0	0.104599983577831
YFL018C	P09624	LPD1	54.00934	0	0.0780507534636051
YER081W	P40054	SER3	51.1927	0	0.0297125652930621
YGR208W	P42941	SER2	34.20684	0	0.0297125652930621
YIL074C	P40510	SER33	51.18777	0	0.0297125652930621
YOR184W	P33330	SER1	43.41501	0	0.0297125652930621
YLR058C	P37291	SHM2	52.21793	0	0.0104730340532194
YGR204W	P07245	ADE3	102.20412	0	0.00360221587733918
YBR263W	P37292	SHM1	53.68589	0	0.00163710048148423
YAL044C	P39726	GCV3	18.79276	0	0.000818549427137119
YDR019C	P48015	GCV1	44.46849	0	0.000818549427137119
YMR189W	P49095	GCV2	114.45033	0	0.000818549427137119
YDR148C	P19262	KGD2	50.43011	0	0
YER070W	P21524	RNR1	99.56021	0	0
YGR180C	P49723	RNR4	40.05407	0	0
YIL066C	P21672	RNR3	97.51369	0	0
YIL125W	P20967	KGD1	114.41496	0	0
YLR438W	P07991	CAR2	46.08557	0	0
YMR246W	P47912	FAA4	77.26612	0	0
YOR317W	P30624	FAA1	77.86529	0	0
YOR388C	Q08911	FDH1	41.7138	0	0
