genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YAL062W	P39708	GDH3	49.62653	1	1.3849962069041	subOpt_isoenz	2	0	7.81451810376939e-06	0
YOR375C	P07262	GDH1	49.56931	2	1.3849962069041	opt_isoenz_tight	2	0	3.90725820760442e-06	3.90720293797716e-06
YCR012W	P00560	PGK1	44.73787	1	1.1522998894831	essential	2	8.59878331954202e-07	0.00117012333735096	8.59884814239204e-07
YGR192C	P00359	TDH3	35.74626	1	1.1522998894831	subOpt_isoenz	2	0	0.00147929440438786	0
YJL052W	P00360	TDH1	35.74956	1	1.1522998894831	opt_isoenz	2	0	0.00147915785260737	1.59137986045892e-05
YJR009C	P00358	TDH2	35.84645	1	1.1522998894831	subOpt_isoenz	2	0	0.00147516351900246	0
YDR050C	P00942	TPI1	26.79508	1	1.07523299125372	essential	2	2.50171509366358e-08	0.00195226218782977	2.50176167277547e-08
YGR240C	P16861	PFK1	107.96906	1	1.06944502388258	subOpt_isoenz	2	0	3.38733446193673e-07	0
YKL060C	P14540	FBA1	39.62024	1	1.06944502388258	subOpt_isoenz	2	0	0.00132262259809971	0
YMR205C	P16862	PFK2	104.61673	2	1.06944502388258	essential	2	3.38722293520059e-07	6.09150422984856e-07	6.09141175388138e-07
YBL039C	P28274	URA7	64.70953	0	0.289126251678005	subOpt_isoenz	0	0	4.15288889392205e-08	0
YJR103W	P38627	URA8	64.50989	0	0.289126251678005	opt_isoenz_tight	0	0	4.1528888939579e-08	4.11780608130335e-08
YGL080W		MPC1	NaN	0	0.288285745309829		0	NaN	NaN	NaN
YGR243W		MPC3	NaN	0	0.288285745309829		0	NaN	NaN	NaN
YHR162W		MPC2	NaN	0	0.288285745309829		0	NaN	NaN	NaN
YDL022W	Q00055	GPD1	42.8683	0	0.286582485269852	opt_isoenz	0	0	7.43516050881711e-05	6.62218479024724e-09
YER070W	P21524	RNR1	99.56021	0	0.280657789052006	subOpt_isoenz	0	0	4.87266649307464e-07	0
YIL066C	P21672	RNR3	97.51369	0	0.280657789052006	subOpt_isoenz	0	0	4.87266649307005e-07	0
YJL026W	P09938	RNR2	46.14681	0	0.280657789052006	subOpt_isoenz	0	0	4.87266649307003e-07	0
YGR180C	P49723	RNR4	40.05407	0	0.278579087196986	opt_isoenz	0	0	4.87266649306898e-07	3.37444458146479e-07
YDL066W	P21954	IDP1	48.18986	0	0.269412538183582	tightly_const	0	3.94900119325813e-07	3.96179174642221e-07	3.9541174146068e-07
YBR029C	P38221	CDS1	51.82218	0	0.269401068218381	essential	0	7.35531975176831e-08	0.00100949403805777	7.3554180645688e-08
YDR148C	P19262	KGD2	50.43011	0	0.26754	opt_isoenz	0	0	2.44008424839754e-06	6.7739880555648e-12
YIL125W	P20967	KGD1	114.41496	0	0.26754	opt_isoenz	0	0	2.44008424839754e-06	6.7739880555648e-12
YOR175C	Q08548	ALE1	72.22714	0	0.25198238531494	essential	0	1.55725845649966e-08	2.21992304634633e-08	2.2172052349836e-08
YHR144C	P06773	DCD1	35.64574	0	0.227288945259915	essential	0	2.7195507050446e-11	0.001467509191949	2.77802110506189e-11
YCR048W	P25628	ARE1	71.61215	0	0.220003558334879	opt_isoenz	0	0	0.000730467613895849	1.9670167838932e-11
YDL052C	P33333	SLC1	33.88654	0	0.214843353343497	subOpt_isoenz	0	0	2.9721090465632e-06	0
YMR189W	P49095	GCV2	114.45033	0	0.212566324267762	essential	0	4.1257501386667e-08	2.21222655541933e-07	4.12603824940859e-08
YAL044C	P39726	GCV3	18.79276	0	0.212566324191793	essential	0	4.1257501386667e-08	2.21222655541933e-07	4.12603824941107e-08
YDR019C	P48015	GCV1	44.46849	0	0.212566324191793	essential	0	4.1257501386667e-08	2.21222655541933e-07	4.12603824941107e-08
YDR503C	Q04396	LPP1	31.58604	0	0.207961799957802	opt_isoenz	0	0	9.79786372900866e-10	9.53795898879539e-10
YNR019W	P53629	ARE2	74.022	0	0.207585615471659	subOpt_isoenz	0	0	0.000706687080078887	0
YDL085W	Q07500	NDE2	61.65854	0	0.188554291295378	opt_isoenz	0	0	4.75006747430805e-05	7.75611263703251e-07
YMR145C	P40215	NDE1	62.77345	0	0.188554291295378	subOpt_isoenz	0	0	4.74541080340642e-05	0
YER081W	P40054	SER3	51.1927	0	0.170754000294062	subOpt_isoenz	0	0	2.47693360178548e-07	0
YIL074C	P40510	SER33	51.18777	0	0.170754000294062	opt_isoenz_tight	0	0	2.47693353610276e-07	2.47680913274865e-07
YOR184W	P33330	SER1	43.41501	0	0.170754000294062	tightly_const	0	3.09337596340401e-05	3.09367114447973e-05	3.09351568360593e-05
YGR208W	P42941	SER2	34.20684	0	0.170754000294062	tightly_const	0	9.58026774182575e-08	9.58118167142566e-08	9.5807004590248e-08
YOR245C	Q08650	DGA1	47.71075	0	0.164378423207488	subOpt_isoenz	0	0	1.01733788952145e-07	0
YLR058C	P37291	SHM2	52.21793	0	0.161735781870296	essential	0	9.40269050433329e-06	0.00101117452404393	9.40329936857519e-06
YOR388C	Q08911	FDH1	41.7138	0	0.157827190636199	tightly_const	0	4.38513499157095e-06	4.3856011517488e-06	4.3854296034841e-06
YBR263W	P37292	SHM1	53.68589	0	0.157592538535785	essential	0	4.29248419259051e-06	0.000978671327598438	4.29277321117835e-06
