genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR516C	Q04409	EMI2	55.92028	2	1.00078507889972	tightly_const	2	1.86169180731302e-07	1.86180939756481e-07	1.86178000000186e-07	1	4	0	1	1.00046752464235	1.0009015949813
YNR019W	P53629	ARE2	74.022	0	0.272955862692357	subOpt_isoenz	0	0	0.000997452623686203	0	1	84	0	2	0.99999999999998	0.999999999999911
YOR245C	Q08650	DGA1	47.71075	0	0.262433794038536	subOpt_isoenz	0	0	1.02699564219642e-07	0	1	122	0	2	0.999999999999993	0.999999999999943
YAL062W	P39708	GDH3	49.62653	0	0.189288840657628	subOpt_isoenz	0	0	1.79662251684339e-06	0	0	8	5	2	0.999999999999968	0.999999999999944
YLR043C	P22217	TRX1	11.23485	0	0.185715851852917	subOpt_isoenz	0	0	1.35655202569662e-06	0	1	23	0	2	0.999999999999995	0.999999999999944
YAL054C	Q01574	ACS1	79.13997	0	0.156874210660416	subOpt_isoenz	0	0	1.02730792180174e-07	0	1	13	0	2	1.00000010417098	0.999999920663684
YLR446W	Q06204	YLR446W	48.96875	0	0.0513057200722846	subOpt_isoenz	0	0	7.88237842984467e-09	0	1	20	0	2	1.00000000000002	0.999999999999995
YGR087C	P26263	PDC6	61.57964	0	0.0356545104287897	subOpt_isoenz	0	0	5.91535539000104e-08	0	0	17	8	2	0.999999999999997	1
YOR347C	P52489	PYK2	55.19478	0	0.00199396584065408	subOpt_isoenz	0	0	2.83585789854447e-11	0	1	6	0	2	0.999999999999955	0.999999999999919
YCL009C	P25605	ILV6	33.98652	0	0	subOpt_isoenz	0	0	3.73544498520031e-11	0	1	8	0	2	0.999999999999993	1
YDL066W	P21954	IDP1	48.18986	0	0	subOpt_isoenz	0	0	1.23717719657374e-10	0	1	5	0	2	0.999999999999955	0.999999999999915
YER152C	P10356	YER152C	49.48976	0	0	subOpt_isoenz	0	0	0.00149189203602679	0	1	6	0	2	1.00000196161089	1.00000378122257
YJL200C	P39533	ACO2	86.58224	0	0	subOpt_isoenz	0	0	0.000852927725954352	0	1	7	0	2	0.99999999999997	0.999999999999944
YJR051W	P21375	OSM1	55.06455	1	12.1717492567178	opt_isoenz	2	0	0.00134089913877539	4.7875267347898e-08	1	5	0	3	1.00000121277269	1.00000233775223
YGR254W	P00924	ENO1	46.81564	1	1.76827033625113	opt_isoenz	2	0	0.00157813505230578	1.02318180621202e-06	0	5	3	3	1.00254227258752	1.00820118647065
YOR283W	Q12040	YOR283W	26.17622	1	1.76827033625113	opt_isoenz	2	0	0.0028209149363446	2.82511295879131e-07	1	4	0	3	1.00065414311591	1.00126169671835
YOR222W		ODC2	NaN	0	0.289683227658047		0	NaN	NaN	NaN	0	6	4	3	1	1
YPL134C		ODC1	NaN	0	0.289683227658047		0	NaN	NaN	NaN	0	6	4	3	1	1
YDR384C		ATO3	NaN	0	0.0551092423695164		0	NaN	NaN	NaN	0	2	6	3	1	1
YGR121C		MEP1	NaN	0	0.0551092423695164		0	NaN	NaN	NaN	0	2	6	3	1	1
YNL142W		MEP2	NaN	0	0.0551092423695164		0	NaN	NaN	NaN	0	2	6	3	1	1
YPR138C		MEP3	NaN	0	0.0551092423695164		0	NaN	NaN	NaN	0	2	6	3	1	1
YFR053C	P04806	HXK1	53.73784	0	0.0513057200722846	subOpt_isoenz	0	0	4.80423512046643e-11	0	0	12	7	3	0.999999999999951	0.999999999999913
YGL253W	P04807	HXK2	53.9419	0	0.0513057200722846	subOpt_isoenz	0	0	1.03895807864657e-10	0	0	12	7	3	0.999999999999956	0.999999999999913
YGL080W		MPC1	NaN	0	0.0201472784038552		0	NaN	NaN	NaN	0	4	9	3	0.999999999999995	1
YGR243W		MPC3	NaN	0	0.0201472784038552		0	NaN	NaN	NaN	0	4	9	3	1	1
YHR162W		MPC2	NaN	0	0.0201472784038552		0	NaN	NaN	NaN	0	4	9	3	1	1
YNL037C	P28834	IDH1	39.32357	0	0.00515659419040064	subOpt_isoenz	0	0	1.09696441515545e-09	0	0	5	10	3	1	0.999999999999997
YOR136W	P28241	IDH2	39.73903	0	0.00515659419040064	subOpt_isoenz	0	0	1.09696441515545e-09	0	0	5	10	3	1	0.999999999999997
YBR218C	P32327	PYC2	130.16549	0	0	subOpt_isoenz	0	0	2.19392882204652e-10	0	0	8	12	3	0.999999999999999	0.999999999999997
YGL062W	P11154	PYC1	130.09827	0	0	subOpt_isoenz	0	0	2.19392882568558e-10	0	0	8	12	3	1.00102292560473	1.00197367176915
