genes	shortNames	enzymes	subSystems	acetate_fam_oAc	adipic_acid_fam_oAc	alanine_fam_AAs	amorphadiene_fam_ter	ara_fam_FAL	arginine_fam_AAs	artemisinic_acid_fam_ter	asparagine_fam_AAs	aspartate_fam_AAs	astaxanthin_fam_ter	beta_amyrin_fam_ter	beta_carotene_fam_ter	beta_ionone_fam_aro	betaxanthin_fam_ter	caffeic_acid_fam_oAc	catechin_fam_fla	choline_fam_alk	cinnamate_fam_aro	cinnamoyltropine_fam_alk	cis_muconate_fam_oAc	citrate_fam_oAc	citrulline_fam_AAs	coumaric_acid_fam_aro	cysteine_fam_AAs	dha_fam_FAL	docosanol_fam_alc	epa_fam_FAL	ergosterol_fam_FAL	ergothioneine_fam_AAs	farnesene_fam_ter	ffas_fam_FAL	fumaric_acid_fam_oAc	genistein_fam_fla	geraniol_fam_ter	glutamate_fam_AAs	glutamine_fam_AAs	glutathione_fam_AAs	glycerol_fam_alc	glycine_fam_AAs	glycolate_fam_oAc	glycyrrhetinic_acid_fam_ter	hexanoate_fam_oAc	histidine_fam_AAs	homoserine_fam_AAs	hydroxymandelic_acid_fam_aro	hypoxanthine_fam_alk	isobutanol_fam_alc	isoleucine_fam_AAs	itaconic_acid_fam_oAc	kaempferol_fam_fla	l_pac_fam_alc	lactate_fam_oAc	laurate_fam_FAL	leucine_fam_AAs	limonene_fam_ter	linalool_fam_ter	lupeol_fam_ter	lycopene_fam_ter	lysine_fam_AAs	malate_fam_oAc	mandelic_acid_fam_aro	methionine_fam_AAs	methylbutanol_fam_alc	miltiradiene_fam_ter	n_butanol_fam_alc	naringenin_fam_fla	nicotianamine_fam_AAs	nootkatone_fam_ter	oleanolate_fam_ter	oleate_fam_FAL	ornithine_fam_AAs	oxoglutarate_fam_oAc	palmitoleate_fam_FAL	patchoulol_fam_ter	phenylalanine_fam_AAs	phenylethanol_fam_alc	proline_fam_AAs	protopanaxadiol_fam_ter	psilocybin_fam_alk	putrescine_fam_bio	pyruvate_fam_oAc	quercetin_fam_fla	resveratrol_fam_stb	rosmarinic_acid_fam_aro	rrbutanediol_fam_alc	s_reticuline_fam_alk	salidroside_fam_aro	santalene_fam_ter	serine_fam_AAs	spermine_fam_bio	squalene_fam_ter	succinate_fam_oAc	taxadien_alpha_yl_acetate_fam_ter	threonine_fam_AAs	triacylglycerol_fam_FAL	tryptophan_fam_AAs	tyrosine_fam_AAs	tyrosol_fam_aro	valencene_fam_ter	valine_fam_AAs	vanillin_beta_glucoside_fam_aro	xanthine_fam_alk
YAL038W	CDC19	P00549	Gluconeogenesis // sce00010  Glycolysis // sce00230  Purine metabolism // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	2.51093222242601	1	2.21476844381304	2.37030858770071	2.4515539769049	1.78448881272409	2.25475009777876	1.71616529127553	2.04315257049968	2.45484321066217	2.33197615769351	2.4575024629873	2.45579891177007	2.42443481247074	2.44557546835974	2.44585449685729	1.77367680849361	1	2.45034569694085	1	2.33345711123615	1.90787284166613	1.84865472914427	1	2.44988551734127	2.4569134783856	2.45261035133748	2.06688245113973	2.4422480233586	2.35594181187765	1.93175605843793	1.94048847782176	2.4480911516605	2.3703085877006	2.48614246153904	2.44584640406546	1.19367395239922	1	1	2.51093137942417	2.45636006128702	2.45090462940708	1	1.5900531502983	1	1	2.27772438514719	1.7171533323765	2.47282821218745	2.44669327099235	2.47565916806653	2.29906181815929	2.12007567397803	2.43868617767446	2.37030858770065	2.27207779773652	2.45765259001054	2.45873790263801	2.30201553445015	1.94048751716414	1	1	2.49253988778642	2.45437388200809	2.02251875036722	2.44500588207353	2.43708415270587	2.45471145067181	2.45864356976628	1.90388094349288	2.16150938779077	2.51079849060988	1.91300770386226	2.45797726555602	1	1	2.16150938779086	2.45550338179877	2.44762105291855	2.16150938779089	1.5072209724117	2.44662976195482	2.36889583008556	1.33448098090097	2.43513518028446	2.44186862355674	3.52850449000129	2.36641222798808	1	1	2.35571618234734	1.81404538967888	2.46134215972089	1.51081679240914	1	1	1	3.53016454432849	2.45470481067091	2.22439546114102	2.44170590765006	1
YAL044C	GCV3	P39726	Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.216615750338701	1	0.0472058185396907	0.0017623794579435	0.000272711462646833	1	0.0156820351511036	1	1	0.000114101786440356	0.0150214277287435	0.000114101792555949	0.000114101792555867	0.000114101709332164	0.000114101709332188	0.000114101707464511	1	1	0.000312120512896088	0.26649231674816	0.0439250655597751	1	0.0766454888338087	1	0.000377227652827454	0.000114109339271278	0.000245892669813348	0.0482249023371263	0.00384408297800161	0	1	1	0.000114101676185786	0.00176237945797207	0.063037561901247	0.100405685512034	0.0949414462253091	1	0	0.212741357571827	0.000114101790132732	0.155852380717325	1	1	1	1	0.250953431260686	1	0.0444263131597276	0.000114101740609909	0.0310248322718192	0.197912751743805	1	0.0170637542163035	0.00176237945794479	0.000114101792555948	0.000114101790132777	0.000114101792555965	0	1	1	1	0.0574261835530418	0.000114101792557774	0.225551782985098	0.000114101676164481	0.000110264299887702	0.000228203358286158	0.000114101786682175	1	0.212844055573351	0.1083855619908	1	0.000114101792555836	1	1	0.212844055483173	0.000114101788958858	0.000677251326123806	0.212844055477281	1	0.000114101739136409	0.029942806769418	0.10186323796433	0.101942155905971	0.00145751054981996	1	0.000156872647083128	0.0156820351510799	1	0.0152990383484141	1	0.000114101786644761	1	1	1	1	1	0.000228203358289759	0.159123086261524	0.00081854943513103	1
YAL054C	ACS1	Q01574	Gluconeogenesis // sce00010  Glycolysis // sce00620  Pyruvate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00620  Pyruvate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1000	1000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
YAL060W	BDH1	P39714	sce00650  Butanoate metabolism // sce00650  Butanoate metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
YAL062W	GDH3	P39708	sce00220  Arginine biosynthesis // sce00250  Alanine, aspartate and glutamate metabolism // sce00910  Nitrogen metabolism	1	1	1	0.0244424616629004	0.126005269535553	1	0.0345106446844519	1	1	0.125434594228834	0.0277236283623171	0.125578024106551	0.12545845665184	0.131737042666283	0.126824240332292	0.127338016594667	1	1	0.126377164261425	1	0.159185517524789	1	0.260070239467962	1	0.126351178126871	0.125604808779411	0.125657108739134	0.0617486488756757	0.134374278342636	0.0244424616628912	1	1	0.126829209244539	0.0244424616621582	1	1	1	1	1	0.109361155245748	0.12543456882036	0.156826842797191	1	1	1	1	0.246853607334852	1	0.189657494014257	0.127645448632608	0.128307831740387	0.218707712980056	0.230774889406605	0.158521651371394	0.0244424616628897	0.130919769693353	0.125472607747891	0.127712589960506	0.278320716745226	1	1	1	0.0177674541313212	0.12543473621475	1	0.128345355964383	0.137878043264223	0.129058710711824	0.125434396134857	1	1	0	1	0.125611929500597	1	1	1	0.12543192277256	0.126506724283033	1	1	0.127527550353478	0.153788277035502	1	0.0942049557482208	0.127615758963372	0.0026060402306932	0.0244424616628933	1	1	0.0258511967747343	1	0.125863696081778	1	1	1	1	0.00259316899128456	0.129058816893968	1	0.126201202750167	1
YAR015W	ADE1	P27616	sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	84.80611924178	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	78.29743220315
YAR035W	YAT1	P80235	sce04146  Peroxisome	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1000	1000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1000	1	1	1	1	1	1	1	1	1	1
YAR071W	PHO11	P35842	sce00730  Thiamine metabolism // sce00740  Riboflavin metabolism // sce04111  Cell cycle - yeast	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
YBL011W	SCT1	P32784	sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
YBL013W	FMT1	P32785	sce00670  One carbon pool by folate // sce00970  Aminoacyl-tRNA biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
YBL015W	ACH1	P32316	sce00620  Pyruvate metabolism // sce00620  Pyruvate metabolism // sce00620  Pyruvate metabolism	1000	1	1	1000	1000	1	1	1	1	1000	1	1000	1000	1000	1000	1000	1	1	1000	1	1000	1	1	1	1000	1000	1000	1	1000	1000	1	1	1000	1000	1	1	1	1	1000	1000	1000	1	1	1	1	1	1	1	1	1000	1	1	1	1000	1000	1000	1000	1000	1000	1	1	1	1000	1000	1	1000	1000	1000	1000	1	1	1000	1	1000	1	1	1	1000	1000	1	1	1000	1	1	1	1000	1	1000	1	1	1	1000	1000	1	1	1	1	1	1000	1	1000	1
YBL030C	PET9			1	1	0.285314341772235	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.293255801079901	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.35777940733536	0.273369062388375	1	1	1	1	0.170929748706534	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.242909857040287	1	0.234091848698642	1	0.226719159852795	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.5468372662609
YBL033C	RIB1	P38066	sce00740  Riboflavin metabolism // sce00790  Folate biosynthesis // sce01110  Biosynthesis of secondary metabolites	1	1	1	1	1	1	1	1	0.288855	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
